analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	module	module_class	mean_score	high_fraction
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.07563516804293219	0.40825688073394495
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.27070826919806423	0.5229357798165137
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	0.13554316030869523	0.48623853211009177
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	-0.04176440030171196	0.13676975945017184
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.018701426186287368	0.21649484536082475
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	-0.02982011824631059	0.24536082474226803
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.0060490805792033815	0.032989690721649485
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	-0.036485408492535266	0.21099656357388316
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.5619804377602827	0.422680412371134
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.6353361982568374	0.41030927835051545
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.01719765976521973	0.27147766323024053
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	-0.03259741017496802	0.15532646048109966
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	-0.03653122332309876	0.1958762886597938
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	-0.041764400301711975	0.13676975945017184
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	-0.04387917164488369	0.17693315858453473
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	-0.04474601489956371	0.21756225425950196
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	-0.13318600736719077	0.1402359108781127
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	-0.032148859120228204	0.035386631716906945
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	-0.014237475346597339	0.3617300131061599
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.01204042191572228	0.22411533420707733
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.08106929591332507	0.21231979030144169
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.1664348786308328	0.40498034076015726
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	-0.028333495191762155	0.19921363040629095
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	-0.0066895937824599065	0.24639580602883354
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	-0.0438791716448837	0.17693315858453473
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	0.030272207066132317	0.25
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.012218274430146232	0.26339285714285715
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	0.004419939939095511	0.26875
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.036439168786408335	0.08571428571428572
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	0.09261983882497163	0.3267857142857143
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.46398088314136765	0.43392857142857144
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.5531633944756245	0.4160714285714286
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.16790699012741878	0.3892857142857143
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.052273692363204484	0.24910714285714286
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.10785851198800245	0.3294642857142857
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	0.0302722070661323	0.25
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	-0.0638790716427452	0.0549890750182083
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	-0.1210837635967809	0.07428987618353969
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	-0.24110533521542907	0.056081573197378005
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	-0.022171854260639123	0.01820830298616169
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	-0.04965542386269969	0.26219956300072833
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	-0.07700262189065901	0.07392571012381646
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	-0.02219735042367053	0.06882738528769118
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	-0.01583003309394919	0.23415877640203933
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	-0.051583852893322416	0.08048069919883467
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	-0.16587375875426605	0.09796067006554988
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	-0.06387907164274523	0.0549890750182083
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	0.022200684916847447	0.3495238095238095
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.1283610557186761	0.38857142857142857
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	0.08995126826691427	0.37142857142857144
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.022703729291649793	0.05714285714285714
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	0.01344012379268573	0.22952380952380952
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	-0.00862922478026774	0.2904761904761905
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	-0.010354654750124953	0.17333333333333334
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.31443920725275015	0.5552380952380952
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.08255680501293103	0.38761904761904764
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.15199928495313425	0.4228571428571429
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3607	normal	control	1050	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	0.022200684916847437	0.3495238095238095
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	0.09761532901610796	0.6166982922201139
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.545761433325655	0.7836812144212524
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	0.3570327894275604	0.6584440227703985
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.06614275363949022	0.11954459203036052
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	0.10671586873567943	0.2409867172675522
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.22460809344992178	0.6072106261859582
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.10336375898491522	0.36432637571157495
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.6159609871762967	0.7817836812144212
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.1841940108279888	0.6774193548387096
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.4808884474268925	0.7400379506641366
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3614	normal	control	527	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	0.09761532901610795	0.6166982922201139
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	0.0873982252074442	0.48439531859557866
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.16647935988770932	0.4538361508452536
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	0.2850090322170765	0.5494148244473342
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.08608586467703769	0.1482444733420026
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	0.2091581469442821	0.4083224967490247
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.22968641345891547	0.4908972691807542
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.22765980448737994	0.39466840052015606
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.3594915626148216	0.5767230169050716
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.1551677411037638	0.46228868660598177
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.32881140333918374	0.5318595578673602
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3617	Sjogren syndrome	case	1538	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	0.08739822520744418	0.48439531859557866
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	-0.023365384894152352	0.15873015873015872
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.05400388489052204	0.29523809523809524
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	-0.079538824308208	0.19126984126984126
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	-0.006707745542117766	0.03650793650793651
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	-0.024818224435076693	0.21904761904761905
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.05847538746640387	0.2626984126984127
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.05246368224400265	0.20952380952380953
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.1171329666595306	0.3547619047619048
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	lipid_loader_repair	covariate	0.016326455616765153	0.22301587301587303
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	hif_nampt_metabolic	covariate	0.02368134287624896	0.2753968253968254
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3618	Sjogren syndrome	case	1260	acinar cell of salivary gland,duct epithelial cell	inflammatory_nfkb	covariate	-0.023365384894152366	0.15873015873015872
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	osm_ligand_inflammatory_myeloid	target	0.07581723621762572	0.4020700636942675
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	osmr_receptor_core	target	0.0462806093020832	0.33837579617834396
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	osmr_signal_response	target	0.16101945994683187	0.38136942675159236
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	c1q_phagocytic_myeloid	target	0.0275399127243978	0.08121019108280254
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	complement_effector	target	0.13041970852890628	0.35429936305732485
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	ifn_apc	covariate	0.23028396066532336	0.4538216560509554
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	hla_ii_apc	covariate	0.05026918982235456	0.1695859872611465
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3621	normal	control	1256	acinar cell of salivary gland,duct epithelial cell	lysosomal_apc	covariate	0.20540392784444889	0.4004777070063694
