dataset	contrast	contrast_type	case_group	control_group	module	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	fdr
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	lipid_lysosomal_apc	-0.10259313247753707	-0.27832295086678227	0.69209960297211	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	0.8099037907120437
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	resolution_efferocytosis	-0.22218162574709271	-1.0073295921973269	0.2514748910139127	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	0.439083143040165
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	stress_cytotoxicity	-0.4437511313949071	-0.8707329784541067	0.2852579912925348	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	0.46248183315835867
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	fibrosis_profibrotic	-0.2144834803517135	-0.25879778119914654	0.7293466324838419	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.8357096830544022
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	generic_ifn	-0.15406397498381352	-1.0682238347270605	0.19067663297458937	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.361628097020773
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	lipid_lysosomal_apc	-0.3449240313415117	-1.1115429110009412	0.16412258736289131	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.3343237890725564
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	resolution_efferocytosis	-0.2763857890095732	-0.6658881224519506	0.3656565077347438	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.5223664396210626
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	stress_cytotoxicity	0.044296101693399814	0.09226983474701332	0.8962328119594564	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.93011766053675
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	fibrosis_profibrotic	0.10049822979347446	0.2275025981272639	0.7223425752955435	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.8357096830544022
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	generic_ifn	-0.5635657617170304	-2.401996521632107	0.06430949820104129	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.15378358265466396
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	lipid_lysosomal_apc	-0.9783066452511036	-6.012527961198234	0.013112981702293471	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.05547799950970315
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	resolution_efferocytosis	-0.6034801592263397	-3.7806026033613493	0.023935614163347604	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.08081344033746173
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	stress_cytotoxicity	-0.3906253166759812	-1.4678397817330335	0.05967587443246513	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.14918968608116281
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	fibrosis_profibrotic	-0.7219761998988747	-1.9046007140120382	0.024601915117239165	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.08081344033746173
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	generic_ifn	0.14630676649517727	0.9307315190452355	0.1757759952655206	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.3392168329685485
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	lipid_lysosomal_apc	-1.0366243528382362	-7.374594461593129	9.316045678157754e-05	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.0012809562807466913
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	resolution_efferocytosis	-0.4531098385018223	-3.2663727536931253	0.028580331833350105	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.0873287917130142
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	stress_cytotoxicity	-0.3180041286097027	-0.6049584829451295	0.3452038448985386	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.5072851779348593
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	fibrosis_profibrotic	-0.35194246919270317	-0.40847405306275847	0.5865186436712942	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.7572085017998563
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	generic_ifn	1.582609957935655	6.005527136135672	0.006641239068145413	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.030439012395666477
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	lipid_lysosomal_apc	1.126992110050847	3.9591143301868232	0.004001245654928562	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.023165106423270625
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	resolution_efferocytosis	0.3431301468305068	1.0032506799159693	0.21643066044827544	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.390284797529677
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	stress_cytotoxicity	-0.28493734301180856	-1.1237443520986545	0.19594047567047837	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.3653127512500444
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	fibrosis_profibrotic	0.028007231316513947	0.033099058703356006	0.9637745888878821	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.9686382859244508
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	generic_ifn	1.8965707167369015	18.15571371470979	1.0473682987774526e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.00038403504288506596
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	lipid_lysosomal_apc	2.004999176770743	8.926556235560813	0.0027335628602551086	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.017687759684003643
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	resolution_efferocytosis	0.7208863024546395	2.188315486450829	0.04626329100789752	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.12418488391878997
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	stress_cytotoxicity	-1.0603425043394683	-4.152643783136158	0.01065773274410827	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.04689402407407639
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	fibrosis_profibrotic	-0.6611270272546459	-0.7807292655831045	0.3435375936116448	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.5072851779348593
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	generic_ifn	2.0360505310561656	24.03758203873933	6.58748390738326e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.0012077053830202645
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	lipid_lysosomal_apc	2.172439263181619	9.588973871450598	0.0020080208033622354	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.01553771053210974
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	resolution_efferocytosis	0.7179001187488981	2.167345849069514	0.04628709309700354	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.12418488391878997
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	stress_cytotoxicity	-1.0800720598383657	-2.822707534330003	0.014135714296947375	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	0.05640843108501038
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	resolution_efferocytosis	0.023387950903843824					descriptive_interaction_from_module_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	lipid_lysosomal_apc	0.029910965686470337					descriptive_interaction_from_module_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	generic_ifn	2.0000168575218438					descriptive_interaction_from_module_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	stress_cytotoxicity	0.402236814867535					descriptive_interaction_from_module_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	fibrosis_profibrotic	1.2749271996035358					descriptive_interaction_from_module_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	resolution_efferocytosis	-0.883723145672304					descriptive_interaction_from_module_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	lipid_lysosomal_apc	-0.9098198410936518					descriptive_interaction_from_module_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	generic_ifn	-0.7293722471384959					descriptive_interaction_from_module_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	stress_cytotoxicity	-1.5859003011397301					descriptive_interaction_from_module_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	fibrosis_profibrotic	1.0883159090449475					descriptive_interaction_from_module_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	resolution_efferocytosis	0.02703216409689635					descriptive_interaction_from_module_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	lipid_lysosomal_apc	-0.7598157209247695					descriptive_interaction_from_module_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	generic_ifn	0.0877806624748182					descriptive_interaction_from_module_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	stress_cytotoxicity	0.44548875307876346					descriptive_interaction_from_module_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	fibrosis_profibrotic	0.7625673702649325					descriptive_interaction_from_module_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	
