method	n_layouts	response_imbalance_median	response_imbalance_max	design_imbalance_median	technical_null_auc_ge_0_70_rate_mean	technical_null_auc_ge_0_70_rate_max
capacity_random	9	0.502518907629606	0.7775419143502353	0.6882472016116854	0.0036277777777777775	0.0072
outcome_blind_constrained	9	0.5025189076296062	0.8685990362153793	0.3464101615137755	0.004888888888888889	0.01075
outcome_aware_constrained	9	0.3015113445777637	0.37186787208054733	0.36342189215581555	0.0015277777777777779	0.0021
