analysis	dataset_path	disease_name	compartment	donor_id	disease	group	module	n_cells	mean_score	high_fraction	cell_types
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3556	normal	control	lysosomal_apc	249	-0.48270796268256555	0.05220883534136546	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3556	normal	control	mif_cd74_receptor_state	249	-0.33471660165232575	0.1646586345381526	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3559	Sjogren syndrome	case	hla_ii_apc	65	-0.0920502618408463	0.13846153846153847	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3559	Sjogren syndrome	case	ifn_apc	65	-0.07972637141900538	0.24615384615384617	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3559	Sjogren syndrome	case	lysosomal_apc	65	-0.02418832931085613	0.12307692307692308	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3559	Sjogren syndrome	case	mif_cd74_receptor_state	65	0.20258611128162954	0.36923076923076925	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	hla_ii_apc	21	0.1928016895934017	0.5714285714285714	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	ifn_apc	21	0.4585843848177802	0.5238095238095238	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	lysosomal_apc	21	0.2469066115692404	0.3333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	mif_cd74_receptor_state	21	0.0274932100897599	0.2857142857142857	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	hla_ii_apc	147	-0.19208214553138678	0.08843537414965986	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	ifn_apc	147	0.1332019371242025	0.3401360544217687	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	lysosomal_apc	147	0.05443878808919123	0.23129251700680273	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	mif_cd74_receptor_state	147	0.007392200322919459	0.272108843537415	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	hla_ii_apc	31	0.28036359984109477	0.45161290322580644	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	ifn_apc	31	0.6300352889682381	0.6129032258064516	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	lysosomal_apc	31	0.4054281795586671	0.5806451612903226	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	mif_cd74_receptor_state	31	0.4082519164182961	0.4838709677419355	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	hla_ii_apc	25	0.2115825509694819	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	ifn_apc	25	0.11647138661478293	0.28	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	lysosomal_apc	25	0.2503802915165431	0.28	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	mif_cd74_receptor_state	25	0.3893527379198228	0.32	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	hla_ii_apc	53	0.03574828009997492	0.2641509433962264	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	ifn_apc	53	-0.0620323133174378	0.2830188679245283	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	lysosomal_apc	53	0.08249990709565604	0.2830188679245283	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	mif_cd74_receptor_state	53	0.21340699764589935	0.33962264150943394	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	hla_ii_apc	120	0.2709824961067574	0.4666666666666667	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	ifn_apc	120	0.34599071882855625	0.575	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	lysosomal_apc	120	0.3204245770782902	0.44166666666666665	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	mif_cd74_receptor_state	120	0.3961127849722808	0.44166666666666665	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	hla_ii_apc	140	0.10606668268807855	0.3142857142857143	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	ifn_apc	140	0.25784425968283636	0.4714285714285714	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	lysosomal_apc	140	0.18152593564206768	0.32142857142857145	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	mif_cd74_receptor_state	140	0.12683123338144872	0.3142857142857143	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	hla_ii_apc	81	-0.06921869492322005	0.20987654320987653	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	ifn_apc	81	0.07119276297451844	0.2222222222222222	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	lysosomal_apc	81	0.15643561598916408	0.30864197530864196	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	mif_cd74_receptor_state	81	0.047752082931975685	0.2839506172839506	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	hla_ii_apc	77	0.0005323918423131176	0.24675324675324675	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	ifn_apc	77	-0.08209583096660208	0.23376623376623376	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	lysosomal_apc	77	0.4122687193435056	0.5324675324675324	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	mif_cd74_receptor_state	77	0.4464117846830079	0.4155844155844156	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	hla_ii_apc	21	0.5904644425197946	0.5714285714285714	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	ifn_apc	21	0.6425915717837163	0.5238095238095238	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	lysosomal_apc	21	0.32577582253502707	0.38095238095238093	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	mif_cd74_receptor_state	21	0.34017074341870845	0.38095238095238093	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3617	Sjogren syndrome	case	hla_ii_apc	143	-0.09056933090146081	0.15384615384615385	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3617	Sjogren syndrome	case	ifn_apc	143	-0.08030123684222758	0.26573426573426573	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3617	Sjogren syndrome	case	lysosomal_apc	143	0.10455043882502578	0.21678321678321677	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3617	Sjogren syndrome	case	mif_cd74_receptor_state	143	-0.004702708786339304	0.3076923076923077	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3618	Sjogren syndrome	case	hla_ii_apc	20	0.11102527619404803	0.35	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3618	Sjogren syndrome	case	ifn_apc	20	0.40875955556077825	0.55	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3618	Sjogren syndrome	case	lysosomal_apc	20	0.07429873173947796	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3618	Sjogren syndrome	case	mif_cd74_receptor_state	20	0.4546885749861625	0.45	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3621	normal	control	hla_ii_apc	49	0.08782389925314357	0.2653061224489796	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3621	normal	control	ifn_apc	49	0.291702828437308	0.5510204081632653	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3621	normal	control	lysosomal_apc	49	0.06374442375300426	0.1836734693877551	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3621	normal	control	mif_cd74_receptor_state	49	-0.19509067605118632	0.14285714285714285	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3622	Sjogren syndrome	case	hla_ii_apc	72	-0.19716194276655638	0.1111111111111111	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3622	Sjogren syndrome	case	ifn_apc	72	0.15566575706364325	0.3888888888888889	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3622	Sjogren syndrome	case	lysosomal_apc	72	0.055044939697413	0.2222222222222222	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3622	Sjogren syndrome	case	mif_cd74_receptor_state	72	-0.09813102053753012	0.25	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3623	normal	control	hla_ii_apc	24	0.18814599752444824	0.375	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3623	normal	control	ifn_apc	24	-0.17642625504428902	0.20833333333333334	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3623	normal	control	lysosomal_apc	24	0.08451246896487229	0.25	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3623	normal	control	mif_cd74_receptor_state	24	-0.15404920225454188	0.125	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3630	normal	control	hla_ii_apc	52	0.12493550454600265	0.36538461538461536	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3630	normal	control	ifn_apc	52	-0.026503596441595393	0.23076923076923078	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3630	normal	control	lysosomal_apc	52	0.22667461217271231	0.25	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3630	normal	control	mif_cd74_receptor_state	52	-0.029993841303192534	0.21153846153846154	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3632	normal	control	hla_ii_apc	52	-0.0320339142308198	0.21153846153846154	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3632	normal	control	ifn_apc	52	-0.07566891882494878	0.25	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3632	normal	control	lysosomal_apc	52	0.04711745428051642	0.19230769230769232	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3632	normal	control	mif_cd74_receptor_state	52	0.015194329656858827	0.19230769230769232	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3633	normal	control	hla_ii_apc	19	0.06590069319971353	0.42105263157894735	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3633	normal	control	ifn_apc	19	0.2537745626869968	0.47368421052631576	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3633	normal	control	lysosomal_apc	19	0.357420559475191	0.3684210526315789	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3633	normal	control	mif_cd74_receptor_state	19	0.08323731400145845	0.3157894736842105	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3437	normal	control	hla_ii_apc	65	0.18777167446801488	0.4461538461538462	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3437	normal	control	ifn_apc	65	0.1838378766197706	0.4307692307692308	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3437	normal	control	lysosomal_apc	65	0.2876970537225653	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3437	normal	control	mif_cd74_receptor_state	65	0.22081722903171522	0.24615384615384617	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3247	Sjogren syndrome	case	hla_ii_apc	157	-0.2813212193182493	0.044585987261146494	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3247	Sjogren syndrome	case	ifn_apc	157	0.2394429382867477	0.39490445859872614	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3247	Sjogren syndrome	case	lysosomal_apc	157	-0.029867224596825497	0.18471337579617833	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3247	Sjogren syndrome	case	mif_cd74_receptor_state	157	0.16998312889654002	0.4394904458598726	alternatively activated macrophage,dendritic cell,inflammatory macrophage
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3556	normal	control	hla_ii_apc	17159	-0.02094672324337327	0.005653010082172621	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3556	normal	control	ifn_apc	17159	-0.05007554942499741	0.06952619616527769	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3556	normal	control	lysosomal_apc	17159	-0.21270692652873516	0.06865201934844688	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3556	normal	control	mif_cd74_receptor_state	17159	-0.14532578108981564	0.07879247042368437	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3559	Sjogren syndrome	case	hla_ii_apc	2244	0.0963964954562772	0.04233511586452763	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3559	Sjogren syndrome	case	ifn_apc	2244	0.11735706057846496	0.24019607843137256	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3559	Sjogren syndrome	case	lysosomal_apc	2244	0.2676540978423861	0.4625668449197861	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3559	Sjogren syndrome	case	mif_cd74_receptor_state	2244	0.2372141291374435	0.4554367201426025	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3560	Sjogren syndrome	case	hla_ii_apc	791	0.0969610626600538	0.06447534766118837	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3560	Sjogren syndrome	case	ifn_apc	791	0.32527590339867307	0.527180783817952	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3560	Sjogren syndrome	case	lysosomal_apc	791	0.5379695553422521	0.7054361567635904	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3560	Sjogren syndrome	case	mif_cd74_receptor_state	791	0.3252890069559224	0.6472819216182049	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3561	Sjogren syndrome	case	hla_ii_apc	3777	0.0471588628025553	0.023298914482393435	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3561	Sjogren syndrome	case	ifn_apc	3777	0.09773580888323816	0.24993380990203865	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3561	Sjogren syndrome	case	lysosomal_apc	3777	0.3122097360815406	0.5229017738946253	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3561	Sjogren syndrome	case	mif_cd74_receptor_state	3777	0.4285003186500204	0.5718824463860207	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3564	normal	control	hla_ii_apc	1412	-0.04810330625041227	0.006373937677053824	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3564	normal	control	ifn_apc	1412	-0.018792415013923158	0.11260623229461757	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3564	normal	control	lysosomal_apc	1412	0.03534806583558266	0.2507082152974504	acinar cell of salivary gland,duct epithelial cell
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3564	normal	control	mif_cd74_receptor_state	1412	0.09306952166736486	0.26062322946175637	acinar cell of salivary gland,duct epithelial cell
