gene	score	wave62_call	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	broad_positive_disease_count	broad_positive_fdr10_compartment_count	broad_positive_diseases	chembl_target_id	druggable_activity_count	manual_blocker	prior_context_blocker	wave103_call	genetics_gate	cellstate_gate	reachable_gate	unblocked_gate	promote	blockers
VSTM2B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UBL3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNPO1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARR3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PDCD1LG2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MOGAT1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EID1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EFCAB12	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DCAF4L2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PDZD11	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LRRC32	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TXNRD3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NRBF2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPC6	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CNOT4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CFHR4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRM2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.1743604689836502	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
C2orf92	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan		False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SPAM1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR31	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TRIM59	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR141	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM17	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NPS	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RSBN1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RORA	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CX3CL1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ELAPOR2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DPYSL2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NMUR2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DNAJC27	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SAG	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM132B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC26A1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NICN1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NMNAT2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UTRN	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LRRTM4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RNF135	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NAF1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RERGL	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SHE	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RUFY4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ENKUR	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
BTBD16	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCDC198	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CPHXL2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MAML2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MUCL1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ETV1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
COXFA4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KLHL1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGAP42	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NPHP3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SNX32	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RAET1L	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRSS55	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZFAND5	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
OR2M2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MTFR1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FCHO2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCT6B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
BRD7	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
THNSL1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NPY5R	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLU7	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NARF	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KPNA4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DHRS4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GDAP1L1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FOXI2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PTPRU	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SYT10	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GABRA5	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RPS6	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LYZL2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZIC4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ROBO2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NF2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SUGCT	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARMC1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
