report	safe_class	check	status	detail
analysis/v46_safe_class_report_template_readiness/fixtures/caution_batch_or_confounder.md	CAUTION_BATCH_OR_CONFOUNDER	safe_class_cited	PASS	safe class literal found
analysis/v46_safe_class_report_template_readiness/fixtures/caution_batch_or_confounder.md	CAUTION_BATCH_OR_CONFOUNDER	required_boundary:locked rule is unchanged	PASS	found
analysis/v46_safe_class_report_template_readiness/fixtures/caution_batch_or_confounder.md	CAUTION_BATCH_OR_CONFOUNDER	required_boundary:no post-hoc	PASS	found
analysis/v46_safe_class_report_template_readiness/fixtures/caution_batch_or_confounder.md	CAUTION_BATCH_OR_CONFOUNDER	score_allowed_report_uses_v42_grid	PASS	V42/grid boundary found
analysis/v46_safe_class_report_template_readiness/fixtures/caution_batch_or_confounder.md	CAUTION_BATCH_OR_CONFOUNDER	score_allowed_report_sources_returned_aggregate	PASS	returned aggregate/source boundary found
