study_id	feature_id	analysis_id	analysis_summary	metabolite_name	refmet_name	feature_label	units	metabolite_class
ST003328	ME872002	AN005452	Reversed phase NEGATIVE ION MODE	Cer(d18:1_16:0)	Cer 18:1;O2/16:0	Cer 18:1;O2/16:0	peak area	ceramide
ST003328	ME872003	AN005452	Reversed phase NEGATIVE ION MODE	Cer(d18:1_18:0)	Cer 18:1;O2/18:0	Cer 18:1;O2/18:0	peak area	ceramide
ST003328	ME872004	AN005452	Reversed phase NEGATIVE ION MODE	Cer(d18:1_24:1)	Cer 18:1;O2/24:1	Cer 18:1;O2/24:1	peak area	ceramide
ST003328	ME872014	AN005452	Reversed phase NEGATIVE ION MODE	CL(14:0_16:1_16:1_18:1)	CL 14:0_16:1_16:1_18:1	CL 14:0_16:1_16:1_18:1	peak area	unclassified
ST003328	ME872015	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:0_16:0_18:1_18:1)	CL 16:0_16:0_18:1_18:1	CL 16:0_16:0_18:1_18:1	peak area	unclassified
ST003328	ME872011	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:0_16:1_18:1_18:1)	CL 16:0_16:1_18:1_18:1	CL 16:0_16:1_18:1_18:1	peak area	unclassified
ST003328	ME872012	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:0_18:1_18:1_18:1)	CL 16:0_18:1_18:1_18:1	CL 16:0_18:1_18:1_18:1	peak area	unclassified
ST003328	ME872005	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:1_16:1_16:1_18:1)	CL 16:1_16:1_16:1_18:1	CL 16:1_16:1_16:1_18:1	peak area	unclassified
ST003328	ME872006	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:1_16:1_18:1_18:1)	CL 16:1_16:1_18:1_18:1	CL 16:1_16:1_18:1_18:1	peak area	unclassified
ST003328	ME872010	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:1_16:1_18:1_18:2)	CL 16:1_16:1_18:1_18:2	CL 16:1_16:1_18:1_18:2	peak area	unclassified
ST003328	ME872007	AN005452	Reversed phase NEGATIVE ION MODE	CL(16:1_18:1_18:1_18:2)	CL 16:1_18:1_18:1_18:2	CL 16:1_18:1_18:1_18:2	peak area	unclassified
ST003328	ME872008	AN005452	Reversed phase NEGATIVE ION MODE	CL(18:1_18:1_18:1_18:1)	CL 18:1/18:1/18:1/18:1	CL 18:1/18:1/18:1/18:1	peak area	unclassified
ST003328	ME872009	AN005452	Reversed phase NEGATIVE ION MODE	CL(18:1_18:1_18:1_18:2)	CL 18:1_18:1_18:1_18:2	CL 18:1_18:1_18:1_18:2	peak area	unclassified
ST003328	ME872013	AN005452	Reversed phase NEGATIVE ION MODE	CL(18:1_18:1_18:2_18:2)	CL 18:1_18:1_18:2_18:2	CL 18:1_18:1_18:2_18:2	peak area	unclassified
ST003328	ME872037	AN005452	Reversed phase NEGATIVE ION MODE	FA(14:1)	Tetradecenoic acid	Tetradecenoic acid	peak area	unclassified
ST003328	ME872016	AN005452	Reversed phase NEGATIVE ION MODE	FA(15:0)	Pentadecylic acid	Pentadecylic acid	peak area	unclassified
ST003328	ME872030	AN005452	Reversed phase NEGATIVE ION MODE	FA(15:1)	Pentadecenoic acid	Pentadecenoic acid	peak area	unclassified
ST003328	ME872048	AN005452	Reversed phase NEGATIVE ION MODE	FA(16:0)	Palmitic acid	Palmitic acid	peak area	fatty_acid
ST003328	ME872026	AN005452	Reversed phase NEGATIVE ION MODE	FA(16:1)	Hexadecenoic acid	Hexadecenoic acid	peak area	unclassified
ST003328	ME872035	AN005452	Reversed phase NEGATIVE ION MODE	FA(16:2)	Hexadecadienoic acid	Hexadecadienoic acid	peak area	unclassified
ST003328	ME872021	AN005452	Reversed phase NEGATIVE ION MODE	FA(17:0)	Margaric acid	Margaric acid	peak area	unclassified
ST003328	ME872018	AN005452	Reversed phase NEGATIVE ION MODE	FA(17:1)	Heptadecenoic acid	Heptadecenoic acid	peak area	unclassified
ST003328	ME872039	AN005452	Reversed phase NEGATIVE ION MODE	FA(18:0)	Stearic acid	Stearic acid	peak area	fatty_acid
ST003328	ME872038	AN005452	Reversed phase NEGATIVE ION MODE	FA(18:1)	Octadecenoic acid	Octadecenoic acid	peak area	unclassified
ST003328	ME872027	AN005452	Reversed phase NEGATIVE ION MODE	FA(18:2)	Octadecadienoic acid	Octadecadienoic acid	peak area	unclassified
ST003328	ME872040	AN005452	Reversed phase NEGATIVE ION MODE	FA(19:0)	Nonadecylic acid	Nonadecylic acid	peak area	nicotinamide_nad
ST003328	ME872019	AN005452	Reversed phase NEGATIVE ION MODE	FA(19:1)	Nonadecenoic acid	Nonadecenoic acid	peak area	nicotinamide_nad
ST003328	ME872017	AN005452	Reversed phase NEGATIVE ION MODE	FA(20:0)	Arachidic acid	Arachidic acid	peak area	unclassified
ST003328	ME872043	AN005452	Reversed phase NEGATIVE ION MODE	FA(20:1)	Eicosenoic acid	Eicosenoic acid	peak area	eicosanoid_oxylipin
ST003328	ME872042	AN005452	Reversed phase NEGATIVE ION MODE	FA(20:2)	Eicosadienoic acid	Eicosadienoic acid	peak area	eicosanoid_oxylipin
ST003328	ME872041	AN005452	Reversed phase NEGATIVE ION MODE	FA(20:3)	Eicosatrienoic acid	Eicosatrienoic acid	peak area	eicosanoid_oxylipin
ST003328	ME872028	AN005452	Reversed phase NEGATIVE ION MODE	FA(21:0)	Heneicosylic acid	Heneicosylic acid	peak area	eicosanoid_oxylipin
ST003328	ME872046	AN005452	Reversed phase NEGATIVE ION MODE	FA(22:0)	Behenic acid	Behenic acid	peak area	unclassified
ST003328	ME872020	AN005452	Reversed phase NEGATIVE ION MODE	FA(22:1)	Docosenoic acid	Docosenoic acid	peak area	unclassified
ST003328	ME872045	AN005452	Reversed phase NEGATIVE ION MODE	FA(22:2)	Docosadienoic acid	Docosadienoic acid	peak area	unclassified
ST003328	ME872044	AN005452	Reversed phase NEGATIVE ION MODE	FA(22:3)	Docosatrienoic acid	Docosatrienoic acid	peak area	unclassified
ST003328	ME872031	AN005452	Reversed phase NEGATIVE ION MODE	FA(22:4)	Docosatetraenoic acid	Docosatetraenoic acid	peak area	unclassified
ST003328	ME872029	AN005452	Reversed phase NEGATIVE ION MODE	FA(23:0)	Tricosylic acid	Tricosylic acid	peak area	unclassified
ST003328	ME872047	AN005452	Reversed phase NEGATIVE ION MODE	FA(24:0)	Lignoceric acid	Lignoceric acid	peak area	unclassified
ST003328	ME872036	AN005452	Reversed phase NEGATIVE ION MODE	FA(24:1)	Tetracosenoic acid	Tetracosenoic acid	peak area	unclassified
ST003328	ME872033	AN005452	Reversed phase NEGATIVE ION MODE	FA(24:2)	Tetracosadienoic acid	Tetracosadienoic acid	peak area	unclassified
ST003328	ME872032	AN005452	Reversed phase NEGATIVE ION MODE	FA(24:4)	Tetracosatetraenoic acid	Tetracosatetraenoic acid	peak area	unclassified
ST003328	ME872049	AN005452	Reversed phase NEGATIVE ION MODE	FA(25:0)	Hyenic acid	Hyenic acid	peak area	unclassified
ST003328	ME872023	AN005452	Reversed phase NEGATIVE ION MODE	FA(26:0)	Cerotic acid	Cerotic acid	peak area	unclassified
ST003328	ME872034	AN005452	Reversed phase NEGATIVE ION MODE	FA(26:4)	Hexacosatetraenoic acid	Hexacosatetraenoic acid	peak area	unclassified
ST003328	ME872022	AN005452	Reversed phase NEGATIVE ION MODE	FA(27:0)	Carboceric acid	Carboceric acid	peak area	unclassified
ST003328	ME872025	AN005452	Reversed phase NEGATIVE ION MODE	FA(28:0)	Montanic acid	Montanic acid	peak area	unclassified
ST003328	ME872024	AN005452	Reversed phase NEGATIVE ION MODE	FA(30:0)	Melissic acid	Melissic acid	peak area	unclassified
ST003328	ME872052	AN005452	Reversed phase NEGATIVE ION MODE	LPC(17:0)	LPC 17:0	LPC 17:0	peak area	lysophosphatidylcholine
ST003328	ME872050	AN005452	Reversed phase NEGATIVE ION MODE	LPC(19:0)	LPC 19:0	LPC 19:0	peak area	lysophosphatidylcholine
ST003328	ME872051	AN005452	Reversed phase NEGATIVE ION MODE	LPC(19:1)	LPC 19:1	LPC 19:1	peak area	lysophosphatidylcholine
ST003328	ME872053	AN005452	Reversed phase NEGATIVE ION MODE	LPE(18:0)	LPE 18:0	LPE 18:0	peak area	lysophosphatidylethanolamine
ST003328	ME872054	AN005452	Reversed phase NEGATIVE ION MODE	LPE(18:1)	LPE 18:1	LPE 18:1	peak area	lysophosphatidylethanolamine
ST003328	ME872055	AN005452	Reversed phase NEGATIVE ION MODE	LPE(22:3)	LPE 22:3	LPE 22:3	peak area	lysophosphatidylethanolamine
ST003328	ME872056	AN005452	Reversed phase NEGATIVE ION MODE	PA(O-18:2_19:2)	PA O-18:2/19:2	PA O-18:2/19:2	peak area	phosphatidic_acid
ST003328	ME872107	AN005452	Reversed phase NEGATIVE ION MODE	PC(14:0_15:0)	PC 14:0_15:0	PC 14:0_15:0	peak area	phosphatidylcholine
ST003328	ME872097	AN005452	Reversed phase NEGATIVE ION MODE	PC(14:0_16:0)	PC 14:0_16:0	PC 14:0_16:0	peak area	phosphatidylcholine
ST003328	ME872109	AN005452	Reversed phase NEGATIVE ION MODE	PC(14:0_16:1)	PC 14:0_16:1	PC 14:0_16:1	peak area	phosphatidylcholine
ST003328	ME872081	AN005452	Reversed phase NEGATIVE ION MODE	PC(14:1_16:1)	PC 14:1_16:1	PC 14:1_16:1	peak area	phosphatidylcholine
ST003328	ME872114	AN005452	Reversed phase NEGATIVE ION MODE	PC(15:0_16:0)	PC 15:0_16:0	PC 15:0_16:0	peak area	phosphatidylcholine
