lead	synthetic	n	n_responders	n_nonresponders	b_plasma_auc	b_plasma_hedges_g	b_plasma_auc_ci_low	b_plasma_auc_ci_high	t_cell_auc	t_cell_hedges_g	t_cell_auc_ci_low	t_cell_auc_ci_high	b_plasma_residual_auc	t_cell_residual_auc	coverage_flag	batch_guard_flag	missing_strongly_required_fields	b_plasma_pass	raw_pass	composition_adjusted_pass	small_n_directional_pass	adequate_power_fail	guarded_clean_pass	interpretation
tb_compartment	True	60	30	30	0.9511111111111111	2.3683977671439047	0.8957941638608306	0.9989154616240267	0.7177777777777777	0.861525732454582	0.5845783567974892	0.8358487933634992	0.9477777777777778	0.7088888888888889	False	False		True	True	True	False	False	True	CLEAN_PASS
