timepoint	host_ebv_up_top100	host_ebv_down_top100	ifn_apc_fixed	ebv_minus_ifn
D0	-2.0132741923196265	6.70257075947628	7.3387504467248625	-9.352024639044489
D3	1.1759212121665805	3.7126491384176528	7.16316951873986	-5.98724830657328
D7	0.680592020951215	2.555993511049962	7.08773104509348	-6.407139024142265
D14	3.7744862052838926	-2.1725850239843254	6.091150491054878	-2.316664285770986
D21	3.841296397709941	-2.3000479417645026	5.965181438294233	-2.1238850405842924
LCL	3.803346966335782	-2.468223812339709	6.300866159392608	-2.4975191930568257
