sample	module	module_score	n_present	present_genes	donor	sirna	time	stimulation	plate
S141	endothelial_entry	5.424574049745172	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	6	TNF (1)	1
S142	endothelial_entry	5.36967766979443	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	6	TNF (1) + IL17 (1)	1
S143	endothelial_entry	4.380073869913196	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	16	TNF (1)	1
S144	endothelial_entry	4.363689928683341	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	16	TNF (1) + IL17 (1)	1
S145	endothelial_entry	3.4459603789954762	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	0	None	1
S146	endothelial_entry	3.2283073425284727	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	0	None	1
S147	endothelial_entry	4.821552546616599	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	1	TNF (1)	1
S148	endothelial_entry	4.721538803814435	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	1	TNF (1) + IL17 (1)	1
S149	endothelial_entry	6.281851239838093	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	6	TNF (1)	1
S150	endothelial_entry	6.199365600646345	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	6	TNF (1) + IL17 (1)	1
S151	endothelial_entry	5.715187186926411	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	16	TNF (1)	1
S152	endothelial_entry	5.462628853998024	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	Ctrl	16	TNF (1) + IL17 (1)	1
S153	endothelial_entry	3.120330000115734	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	0	None	1
S154	endothelial_entry	2.955215626155058	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	0	None	1
S155	endothelial_entry	4.585880880252065	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	1	TNF (1)	1
S156	endothelial_entry	4.499876040559691	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	1	TNF (1) + IL17 (1)	1
S157	endothelial_entry	5.498183282654009	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	6	TNF (1)	1
S158	endothelial_entry	5.360730092316722	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	6	TNF (1) + IL17 (1)	1
S159	endothelial_entry	5.385081612612132	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	16	TNF (1)	1
S160	endothelial_entry	5.236589237375205	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	CUX1	16	TNF (1) + IL17 (1)	1
S161	endothelial_entry	3.149392136739599	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	0	None	1
S162	endothelial_entry	2.7876607403514004	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	0	None	1
S163	endothelial_entry	4.602842475195664	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	1	TNF (1)	1
S164	endothelial_entry	4.580106954718196	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	1	TNF (1) + IL17 (1)	1
S165	endothelial_entry	5.97112311205979	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	6	TNF (1)	1
S166	endothelial_entry	5.843824520205924	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	6	TNF (1) + IL17 (1)	1
S167	endothelial_entry	5.646822677138782	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	16	TNF (1)	1
S168	endothelial_entry	5.587848470984737	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	LIFR	16	TNF (1) + IL17 (1)	1
S169	endothelial_entry	3.2663384361018633	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	0	None	1
S170	endothelial_entry	3.263244950606283	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	0	None	1
S171	endothelial_entry	4.495225983977822	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	1	TNF (1)	1
S172	endothelial_entry	4.778743523070802	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	1	TNF (1) + IL17 (1)	1
S173	endothelial_entry	5.9754945523186	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	6	TNF (1)	1
S174	endothelial_entry	5.844972222119932	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	6	TNF (1) + IL17 (1)	1
S175	endothelial_entry	5.487379835283518	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	16	TNF (1)	1
S176	endothelial_entry	5.155008447238762	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	ELF3	16	TNF (1) + IL17 (1)	1
S177	endothelial_entry	2.815253731911099	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	0	None	1
S178	endothelial_entry	3.0070689940008193	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	0	None	1
S179	endothelial_entry	4.597611446413331	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	1	TNF (1)	1
S180	endothelial_entry	4.8980871635533045	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	1	TNF (1) + IL17 (1)	1
S181	endothelial_entry	6.175829833461582	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	6	TNF (1)	1
S182	endothelial_entry	6.190609214195023	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	6	TNF (1) + IL17 (1)	1
S183	endothelial_entry	6.170383687192714	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	16	TNF (1)	1
S184	endothelial_entry	6.101557922549284	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT3	16	TNF (1) + IL17 (1)	1
S185	endothelial_entry	2.4884707871510963	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	0	None	1
S186	endothelial_entry	3.1518298191068155	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	0	None	1
S187	endothelial_entry	4.790486759600636	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	1	TNF (1)	1
S188	endothelial_entry	4.7174417118312855	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	1	TNF (1) + IL17 (1)	1
S189	endothelial_entry	5.738526024107352	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	6	TNF (1)	1
S190	endothelial_entry	5.971839584895122	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	6	TNF (1) + IL17 (1)	1
S191	endothelial_entry	5.5958507155385195	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	16	TNF (1)	1
S192	endothelial_entry	4.957371323404128	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA6	STAT4	16	TNF (1) + IL17 (1)	1
S1	tls_lymphoid_niche	3.631296700100708	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	0	None	2
S2	tls_lymphoid_niche	3.710958870776627	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	0	None	2
S3	tls_lymphoid_niche	4.697577730730606	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	1	TNF (1)	2
S4	tls_lymphoid_niche	4.956185956770339	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	1	TNF (1) + IL17 (1)	2
S5	tls_lymphoid_niche	5.205181198985973	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	6	TNF (1)	2
S6	tls_lymphoid_niche	5.084905395202426	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	6	TNF (1) + IL17 (1)	2
S7	tls_lymphoid_niche	5.107847795922685	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	16	TNF (1)	2
S8	tls_lymphoid_niche	1.049188315216328	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	Ctrl	16	TNF (1) + IL17 (1)	2
S9	tls_lymphoid_niche	3.7606316581709494	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	0	None	2
S10	tls_lymphoid_niche	3.7567302586562286	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	0	None	2
S11	tls_lymphoid_niche	4.725319307629787	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	1	TNF (1)	2
S12	tls_lymphoid_niche	4.682882726336354	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	1	TNF (1) + IL17 (1)	2
S13	tls_lymphoid_niche	5.30398730659626	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	6	TNF (1)	2
S14	tls_lymphoid_niche	5.353140093875183	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	6	TNF (1) + IL17 (1)	2
S15	tls_lymphoid_niche	5.106962765962777	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	16	TNF (1)	2
S16	tls_lymphoid_niche	4.995514507510157	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	CUX1	16	TNF (1) + IL17 (1)	2
S17	tls_lymphoid_niche	3.6557445693050448	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	0	None	2
S18	tls_lymphoid_niche	3.7470920024851395	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	0	None	2
S19	tls_lymphoid_niche	4.605646694682021	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	1	TNF (1)	2
S20	tls_lymphoid_niche	4.825749946048557	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	1	TNF (1) + IL17 (1)	2
S21	tls_lymphoid_niche	5.387357722758235	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	6	TNF (1)	2
S22	tls_lymphoid_niche	5.288130510579998	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	6	TNF (1) + IL17 (1)	2
S23	tls_lymphoid_niche	5.3130174004845525	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	16	TNF (1)	2
S24	tls_lymphoid_niche	5.202344621283194	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	LIFR	16	TNF (1) + IL17 (1)	2
S25	tls_lymphoid_niche	3.625766245566279	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	0	None	2
S26	tls_lymphoid_niche	3.7669478799450005	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	0	None	2
S27	tls_lymphoid_niche	4.746018478775941	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	1	TNF (1)	2
S28	tls_lymphoid_niche	4.826398326416831	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	1	TNF (1) + IL17 (1)	2
S29	tls_lymphoid_niche	5.353307711052546	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	6	TNF (1)	2
S30	tls_lymphoid_niche	5.307843358210009	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	6	TNF (1) + IL17 (1)	2
S31	tls_lymphoid_niche	5.0071178576797575	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	16	TNF (1)	2
S32	tls_lymphoid_niche	4.925599302713257	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	ELF3	16	TNF (1) + IL17 (1)	2
S33	tls_lymphoid_niche	3.5844207572831506	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	0	None	2
S34	tls_lymphoid_niche	3.5754249576844885	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	0	None	2
S35	tls_lymphoid_niche	4.817681080737493	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	1	TNF (1)	2
S36	tls_lymphoid_niche	4.546386992651695	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	1	TNF (1) + IL17 (1)	2
S37	tls_lymphoid_niche	5.380554592567049	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	6	TNF (1)	2
S38	tls_lymphoid_niche	5.440602627621059	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	6	TNF (1) + IL17 (1)	2
S39	tls_lymphoid_niche	5.168696650423874	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	16	TNF (1)	2
S40	tls_lymphoid_niche	5.131373545154881	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT3	16	TNF (1) + IL17 (1)	2
S41	tls_lymphoid_niche	3.5871224861481124	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	0	None	2
S42	tls_lymphoid_niche	3.645884471704467	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	0	None	2
S43	tls_lymphoid_niche	4.636980446098643	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	1	TNF (1)	2
S44	tls_lymphoid_niche	4.7124111667963815	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	1	TNF (1) + IL17 (1)	2
S45	tls_lymphoid_niche	5.265468548909139	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	6	TNF (1)	2
S46	tls_lymphoid_niche	5.0941243234694005	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	6	TNF (1) + IL17 (1)	2
S47	tls_lymphoid_niche	5.285754017164131	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	16	TNF (1)	2
S48	tls_lymphoid_niche	5.107057551070463	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA5	STAT4	16	TNF (1) + IL17 (1)	2
S49	tls_lymphoid_niche	4.03081209118998	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	0	None	2
S50	tls_lymphoid_niche	3.945983774423761	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	0	None	2
S51	tls_lymphoid_niche	4.964820813116743	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	1	TNF (1)	2
S52	tls_lymphoid_niche	4.8633827891179875	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	1	TNF (1) + IL17 (1)	2
S53	tls_lymphoid_niche	5.419150791446858	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	6	TNF (1)	2
S54	tls_lymphoid_niche	5.482268524478575	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	6	TNF (1) + IL17 (1)	2
S55	tls_lymphoid_niche	5.028251474977806	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	16	TNF (1)	2
S56	tls_lymphoid_niche	5.18354512491034	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	Ctrl	16	TNF (1) + IL17 (1)	2
S57	tls_lymphoid_niche	3.980039731621859	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	0	None	2
S58	tls_lymphoid_niche	3.923857730493851	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	0	None	2
S59	tls_lymphoid_niche	4.64689745741254	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	1	TNF (1)	2
S60	tls_lymphoid_niche	4.537962311942105	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	1	TNF (1) + IL17 (1)	2
S61	tls_lymphoid_niche	5.308358714741326	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	6	TNF (1)	2
S62	tls_lymphoid_niche	5.108658876516129	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	6	TNF (1) + IL17 (1)	2
S63	tls_lymphoid_niche	5.078064742838508	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	16	TNF (1)	2
S64	tls_lymphoid_niche	4.752337419444325	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	CUX1	16	TNF (1) + IL17 (1)	2
S65	tls_lymphoid_niche	3.8143731274474533	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	0	None	2
S66	tls_lymphoid_niche	3.879893957495777	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	0	None	2
S67	tls_lymphoid_niche	4.5540177309924825	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	1	TNF (1)	2
S68	tls_lymphoid_niche	4.672207427107991	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	1	TNF (1) + IL17 (1)	2
S69	tls_lymphoid_niche	5.118327925999685	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	6	TNF (1)	2
S70	tls_lymphoid_niche	5.11846332395965	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	6	TNF (1) + IL17 (1)	2
S71	tls_lymphoid_niche	4.8800319183952485	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	16	TNF (1)	2
S72	tls_lymphoid_niche	4.822883827809792	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	LIFR	16	TNF (1) + IL17 (1)	2
S73	tls_lymphoid_niche	4.024639401284272	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	0	None	2
S74	tls_lymphoid_niche	3.9385713760071575	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	0	None	2
S75	tls_lymphoid_niche	4.635522418177476	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	1	TNF (1)	2
S76	tls_lymphoid_niche	4.68848249719266	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	1	TNF (1) + IL17 (1)	2
S77	tls_lymphoid_niche	5.447702577861746	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	6	TNF (1)	2
S78	tls_lymphoid_niche	5.178067793641793	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	6	TNF (1) + IL17 (1)	2
S79	tls_lymphoid_niche	4.9993422935704235	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	16	TNF (1)	2
S80	tls_lymphoid_niche	4.6957198535929106	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	ELF3	16	TNF (1) + IL17 (1)	2
S81	tls_lymphoid_niche	2.8734994466758677	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	0	None	2
S82	tls_lymphoid_niche	3.6861517802533483	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	0	None	2
S83	tls_lymphoid_niche	3.2679264089291307	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	1	TNF (1)	2
S84	tls_lymphoid_niche	3.8450540710972128	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	1	TNF (1) + IL17 (1)	2
S85	tls_lymphoid_niche	4.757810554555168	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	6	TNF (1)	2
