I02255	I02256	I02258	I02260	I02263	I02269	I02272	I02275	I02276	I02277	I02278	I02279	I02280	I02283	I02284	I02286	I02287	I02288	I02290	I02291	I02292	I02293	I02294	I02296	I02297	I02298	I02300	I02301	I02302	I02303	J03062	J03063	J03065	J03066	J03067	J03069	J03070	J03071	J03072	J03073	J03075	J03077	J03078	J03079	J03080	J03081	J03083	J03084	J03087	J03089	J03090	J03091	J03092	J03093	J03094	J03095	J03097	J03099	J03100	J03102	J03103	J03106	J03107	J03108	J03110	J03112	J03113	J03114	J03115	J03117	J03118	J03121	I06617	I06618	I06619	I06620	I17272	I17275	I17276	I17277	I17280	I17281	I17282	I17285	I17286	I17288	I17289	I21313	J06237	J06238	J06239	J10262	J10263	J10264	J10265	feature_id
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3933	0	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	ASV128
0	0	0	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	2839	0	0	2042	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	ASV129
0	0	0	0	0	0	0	321	0	109	380	111	243	0	0	0	0	115	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	2617	1143	0	0	1202	0	0	88	0	127	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	38	130	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	ASV133
17	0	0	677	4	0	0	37	0	0	0	163	0	0	275	301	0	56	0	0	0	0	0	0	0	0	0	0	0	28	0	70	0	0	0	622	0	0	0	207	0	0	20	0	0	0	0	0	200	0	0	0	0	0	0	167	0	134	0	0	0	0	0	51	185	0	0	0	9	395	206	0	211	0	242	126	116	0	288	0	0	0	82	0	1426	0	0	0	0	192	0	209	0	0	0	ASV134
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV140
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV141
0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	567	880	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4938	0	0	0	0	0	0	0	ASV142
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV143
269	0	338	96	0	71	0	0	0	0	0	0	0	0	25	0	80	0	0	114	0	0	0	0	0	0	885	0	0	180	0	0	0	0	0	74	0	0	0	197	0	0	0	0	0	177	0	348	0	214	0	168	500	32	0	0	0	0	659	0	0	0	0	1033	0	0	0	77	0	0	91	59	0	0	214	112	0	88	0	0	0	0	0	0	564	0	57	0	78	0	0	0	104	0	205	ASV144
0	0	227	0	53	0	0	73	448	12	0	339	17	114	0	0	0	203	0	77	27	0	0	0	28	18	9	28	14	0	0	74	50	26	482	0	0	0	9	0	0	0	0	148	0	0	142	0	348	0	0	19	0	775	154	0	0	0	317	5	82	0	44	0	90	0	0	71	54	74	0	66	0	3	0	0	0	0	0	0	0	709	22	7	0	0	7	0	242	78	13	392	0	0	5	ASV146
237	0	0	0	41	0	0	139	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	354	0	92	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	459	0	79	615	0	0	0	0	0	84	0	0	0	0	1553	0	0	0	22	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	157	0	0	667	0	367	0	0	32	ASV147
0	0	0	0	0	0	0	0	116	0	0	0	726	1004	0	0	0	0	0	0	0	0	0	0	0	799	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	731	0	0	0	78	0	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV151
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	184	88	0	0	0	0	0	0	194	0	0	42	0	0	0	0	0	545	0	0	0	43	0	0	74	0	669	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	387	1257	0	0	0	0	84	0	765	338	0	0	86	86	0	0	165	0	0	0	0	ASV152
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3063	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	88	0	0	0	0	99	0	0	0	0	0	0	0	0	0	26	0	3793	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV157
0	127	0	0	0	0	140	0	0	0	0	52	69	0	22	89	0	18	12	34	0	12	8	50	0	0	21	51	0	0	41	9	19	56	0	9	0	0	29	154	111	0	0	406	0	0	1381	48	30	110	0	153	1094	0	0	78	0	187	16	13	0	229	204	56	193	0	0	45	0	42	0	80	220	0	0	0	131	0	36	0	64	0	95	58	34	0	0	22	0	0	0	0	0	0	24	ASV159
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	ASV160
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	1132	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	298	0	0	0	0	0	0	0	997	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	1059	0	0	0	0	0	0	0	0	363	0	0	0	0	185	0	0	ASV161
18	0	102	118	7	0	0	0	0	341	650	669	40	0	131	0	0	359	0	40	44	0	0	0	76	0	0	51	81	41	0	65	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085	0	0	0	0	0	0	0	246	0	326	0	34	0	0	359	0	0	28	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	162	34	7	0	0	1367	0	363	0	0	0	ASV162
0	0	94	0	0	0	0	0	0	329	43	25	24	0	0	0	0	4	0	0	66	0	0	0	70	0	19	5	0	0	0	0	69	9	0	0	0	0	302	0	0	0	2	7	0	0	48	0	0	0	0	0	3	0	9	171	0	87	12	264	6	0	45	0	8	8	5	4	0	7	0	16	0	1166	0	0	0	0	2046	0	55	77	0	135	0	0	0	0	0	0	11	0	0	0	0	ASV164
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	149	0	0	0	0	0	356	377	0	0	0	692	0	123	296	372	0	0	0	61	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	51	0	0	541	0	0	0	244	1121	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	ASV165
24	44	0	0	116	0	41	0	0	0	0	0	139	0	0	0	0	0	0	48	175	0	141	334	125	0	0	64	136	13	271	0	46	68	402	0	0	30	118	0	0	0	0	0	0	0	0	0	0	0	83	66	0	260	0	0	0	0	0	87	149	271	0	117	131	173	0	70	874	0	0	93	0	0	0	0	0	0	0	72	47	0	0	75	0	0	0	407	182	0	31	0	0	0	37	ASV167
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV168
0	0	0	0	0	263	0	13	44	0	0	0	0	10	0	0	187	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	71	311	0	0	0	0	33	0	621	0	0	0	465	0	0	0	0	302	0	11	174	0	84	336	0	248	0	12	0	248	0	379	0	0	55	30	0	0	0	75	0	8	0	0	0	0	120	0	48	292	0	94	0	0	0	0	0	0	198	0	0	0	0	ASV170
0	0	0	0	0	116	12	0	0	0	92	24	5	0	5	0	13	8	89	0	0	0	0	67	11	0	0	0	14	0	12	0	73	0	247	0	0	18	124	0	0	0	711	0	0	47	28	0	7	0	43	18	157	204	84	79	0	0	0	9	0	44	0	521	189	40	0	0	57	13	71	0	11	0	0	99	0	0	5	0	14	0	0	0	33	24	0	15	47	124	0	26	0	0	0	ASV172
0	35	0	0	83	0	0	0	62	0	0	0	0	191	31	34	0	0	286	0	109	28	0	0	81	97	0	0	0	0	14	0	0	0	0	42	182	0	0	446	0	197	0	65	12	0	0	0	0	0	134	158	0	0	43	0	385	646	0	31	597	0	0	0	0	194	822	7	0	0	0	64	29	121	0	0	32	0	0	0	33	79	0	0	0	160	35	50	0	42	0	0	0	0	51	ASV173
0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	707	1350	0	95	17	0	76	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	307	0	52	0	0	0	0	0	0	0	0	0	0	0	0	32	190	0	ASV174
0	0	320	45	0	32	0	0	0	0	0	0	0	0	0	0	40	0	0	471	0	0	0	0	0	0	918	0	0	0	0	0	23	0	0	0	0	0	15	204	0	0	0	0	0	276	0	415	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	613	0	0	0	0	0	0	115	0	0	0	253	104	0	136	0	0	0	0	0	0	271	0	194	0	0	0	0	0	185	0	0	ASV178
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	933	0	284	0	0	267	0	0	0	0	0	0	0	0	0	1697	0	0	0	0	0	0	0	44	0	116	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1041	0	ASV180
0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	303	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	745	0	0	0	0	0	0	0	0	0	1887	0	0	0	ASV181
0	5	0	27	491	0	132	0	0	0	0	0	0	0	146	45	0	0	0	0	266	0	15	0	189	0	0	0	158	0	82	0	0	0	0	69	1556	0	0	0	0	587	0	24	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	431	36	0	101	0	0	0	0	0	0	0	0	115	0	0	0	49	0	0	0	0	0	0	0	125	0	0	162	0	0	0	0	0	300	0	ASV184
0	0	0	0	0	1509	0	0	0	0	0	0	0	0	0	208	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	47	0	401	0	0	550	0	0	0	0	0	0	0	0	0	0	0	107	0	35	0	0	0	0	0	507	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	ASV185
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	ASV186
0	55	0	0	0	0	38	0	0	0	0	57	0	15	0	0	0	86	79	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	170	573	17	554	0	0	176	0	0	572	0	55	255	0	0	0	321	0	0	0	0	90	0	0	148	0	53	113	0	0	0	158	0	0	0	0	0	9	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	567	59	ASV188
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV189
0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0	0	19	52	0	2061	0	26	0	43	0	0	0	0	0	0	0	59	0	0	293	22	104	0	0	0	0	0	0	24	0	0	0	0	2020	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV190
0	53	0	0	0	0	50	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	915	0	0	193	0	0	100	0	0	84	189	0	0	0	0	0	0	0	138	0	0	623	0	620	0	0	0	0	28	0	0	0	0	0	685	0	0	0	133	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	149	0	ASV191
0	530	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV192
0	60	0	0	0	0	61	0	0	1866	1651	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV194
0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	71	0	0	272	100	0	28	37	0	0	0	0	0	35	0	0	0	0	13	0	0	17	0	0	31	0	0	0	0	0	0	0	0	1605	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV197
0	350	0	76	0	0	370	0	0	0	0	0	25	0	72	0	0	0	0	0	23	0	181	626	0	0	0	17	0	0	256	0	171	0	0	97	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	599	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	1676	0	0	0	0	0	0	0	ASV199
0	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	661	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	0	0	0	0	399	0	0	55	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	ASV201
0	16	0	5	0	0	22	0	0	0	0	26	0	55	0	0	0	13	0	0	0	0	133	256	0	72	0	128	0	7	36	0	0	55	0	20	0	0	0	0	76	0	26	476	0	0	161	0	0	433	0	0	41	0	0	0	0	0	0	0	0	62	0	0	156	0	16	0	32	0	0	0	0	44	0	0	41	0	0	44	177	0	0	34	14	0	0	356	0	0	110	234	0	39	0	ASV202
0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	112	98	0	0	0	0	0	0	0	0	0	0	0	0	0	615	79	0	0	133	0	0	77	0	0	14	0	0	0	0	0	0	0	0	0	115	0	28	51	0	0	0	24	0	0	0	0	0	36	0	0	0	86	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	ASV203
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	24	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	1892	ASV204
0	0	0	11	0	0	0	54	0	0	0	126	53	48	11	0	0	50	0	0	256	0	0	0	142	31	0	66	496	0	0	0	107	247	27	14	0	0	60	0	0	0	0	339	20	453	288	374	1083	0	0	17	0	51	0	0	0	0	0	67	0	0	82	0	16	0	0	47	0	18	0	52	0	0	0	0	0	142	0	8	53	0	120	118	29	0	0	0	82	0	212	0	180	0	11	ASV206
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV208
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	738	0	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	843	0	0	379	0	0	0	0	0	ASV209
0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2895	0	0	0	ASV210
0	456	0	149	0	0	459	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	226	227	0	0	165	0	0	0	0	252	0	0	297	0	0	0	0	0	0	100	0	0	0	0	0	325	0	443	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	ASV211
0	26	0	0	52	174	16	9	35	27	27	22	0	0	61	12	537	0	0	14	0	0	94	98	0	0	30	0	0	0	191	143	0	0	0	0	10	0	33	315	141	26	0	0	47	35	0	27	131	86	280	244	30	0	47	0	71	0	55	14	0	104	38	0	13	293	25	35	0	21	366	74	0	0	177	50	32	0	0	0	0	46	0	0	86	29	6	104	35	112	8	60	0	47	0	ASV213
0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	69	0	0	0	0	0	126	0	0	0	0	0	507	0	0	1179	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	304	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0	0	104	0	0	0	ASV214
82	123	0	0	0	0	64	0	21	0	0	35	0	0	23	0	0	39	0	0	0	0	56	58	0	0	0	0	0	31	59	0	0	0	18	55	349	104	0	86	0	494	0	0	0	0	0	0	0	0	104	0	0	52	107	68	314	137	0	0	0	380	49	123	139	149	0	0	0	0	253	0	0	0	149	322	0	0	54	0	0	0	0	0	59	0	0	55	49	0	0	0	0	604	0	ASV217
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	88	0	0	0	0	0	0	0	0	65	0	0	494	153	0	0	0	0	200	0	0	116	151	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	796	0	0	0	823	0	1633	0	0	0	0	0	223	0	0	0	40	106	0	0	0	0	0	0	0	0	0	17	0	0	0	94	0	0	0	12	0	ASV218
0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2128	0	0	0	0	0	0	1005	0	0	0	0	0	0	130	0	0	223	0	0	0	0	0	0	0	0	0	0	0	ASV219
15	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	4	0	0	0	1	0	0	34	19	0	0	0	122	3	123	0	98	20	122	0	0	384	0	0	0	379	0	535	0	0	0	56	0	87	75	0	935	0	0	317	0	0	60	0	0	0	0	31	0	0	0	43	0	0	0	0	0	51	0	45	10	0	0	10	0	0	0	0	921	0	0	0	334	159	43	ASV222
0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV223
0	6	39	5	451	371	68	28	0	63	37	292	7	4	34	3	128	466	107	0	17	14	0	21	7	0	0	3	48	0	44	0	19	144	106	80	5	31	0	142	181	39	94	15	5	0	6	9	5	32	12	14	43	104	16	7	26	0	76	0	32	73	3	0	32	57	0	7	193	0	103	2	4	0	234	163	7	0	0	2	4	14	3	3	5	0	0	3	21	88	41	0	0	14	14	ASV227
1273	0	0	150	0	0	0	29	0	0	0	0	0	0	507	0	0	0	0	0	819	0	0	0	473	0	0	0	212	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	34	0	0	117	0	0	0	0	0	187	0	0	0	45	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	ASV228
0	0	0	53	73	0	0	0	0	0	0	7	0	0	70	118	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	154	0	0	0	0	53	0	0	0	523	0	203	0	0	0	0	0	0	9	0	0	35	0	0	0	60	198	0	0	0	106	0	102	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	228	ASV229
0	151	0	0	0	0	172	0	0	0	0	0	0	14	0	0	0	0	0	0	47	0	0	0	65	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	187	0	50	1347	0	0	258	0	97	0	0	49	708	100	0	0	0	0	48	0	0	0	57	0	38	0	0	0	0	45	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	244	ASV230
0	0	0	0	0	21	0	18	0	0	0	0	0	16	0	0	0	0	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	354	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	ASV234
356	128	211	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	144	0	0	0	38	0	0	0	0	27	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	68	240	0	0	0	0	0	0	0	0	0	0	0	0	1424	89	0	0	0	0	68	0	0	450	0	0	21	0	0	0	32	0	0	0	0	ASV238
0	0	0	161	179	0	0	0	0	0	0	0	62	27	700	10	0	0	0	530	0	0	0	0	0	9	0	66	0	0	0	0	64	0	0	204	0	0	21	0	29	7	23	0	0	9	0	0	0	47	425	0	70	0	0	31	25	43	0	38	0	0	9	0	127	212	97	0	42	0	0	0	0	42	0	0	0	5	0	69	0	0	0	0	210	35	44	0	0	211	0	0	3	7	0	ASV240
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	2624	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV242
35	138	0	0	0	0	128	0	0	0	0	0	81	17	0	278	0	0	648	0	340	586	0	0	373	26	0	0	160	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	36	0	0	24	0	0	0	0	0	0	0	350	910	0	0	0	0	125	0	0	0	0	0	165	17	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV244
0	0	0	0	0	0	0	0	0	556	34	0	0	0	0	0	0	0	74	0	0	7	89	114	0	0	0	0	0	0	349	0	196	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	254	0	0	718	0	0	0	0	67	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	801	0	0	0	0	0	0	41	ASV245
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	ASV247
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	ASV248
0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	118	0	379	0	0	0	0	0	1177	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	73	165	0	0	0	0	0	0	0	0	0	0	307	0	0	0	653	0	0	ASV249
