fixture	synthetic	n	coefficient_index	batched_estimate	batched_se	batched_statistic	batched_p_value	statsmodels_estimate	statsmodels_se	statsmodels_statistic	statsmodels_p_value	maximum_absolute_difference	reference_check_pass
paired_unadjusted	True	80	1	0.5213608140553267	0.24947791244243758	2.089807506208074	0.03989409691274786	0.5213608140553266	0.24947791244243753	2.089807506208074	0.03989409691274786	1.1102230246251565e-16	True
paired_adjusted	True	80	1	0.5770106144506466	0.20973959133929598	2.751081046578449	0.007401556586331916	0.577010614450647	0.20973959133929598	2.751081046578451	0.00740155658633188	1.7763568394002505e-15	True
unpaired_unadjusted	True	120	3	0.8540172748925525	0.4135715356000359	2.0649807865850582	0.04115348992973284	0.8540172748925513	0.4135715356000351	2.064980786585059	0.04115348992973277	1.2212453270876722e-15	True
unpaired_adjusted	True	120	3	1.0564903464000994	0.3770718625425179	2.801827586063841	0.005972074918841341	1.0564903464000972	0.37707186254251734	2.8018275860638395	0.005972074918841374	2.220446049250313e-15	True
