source	target	relation	evidence
source:docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	stale_artifact:v46_partial_label_repair_prioritization	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PARTIAL_LABEL_RETURN_CLASSIFIER_V46.md	stale_artifact:v46_partial_label_return_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/POWER_MAP_V43.md	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PRECOMMIT_READINESS_CHECKLIST_V45.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/PREREGISTRATION_V42.md	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/READINESS_STALE_OUTPUT_DETECTOR_V45.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RECEIPT_MANIFEST_SCHEMA_LINTER_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RECEIPT_MANIFEST_SCHEMA_LINTER_V46.md	stale_artifact:v46_receipt_manifest_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RECEIPT_MANIFEST_SCHEMA_LINTER_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	stale_artifact:v46_result_report_safe_class_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	stale_artifact:v46_first30_returned_package_decision_table	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	stale_artifact:v46_returned_package_command_order_planner	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	stale_artifact:v46_returned_package_dependency_graph	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_ROUTE_STATE_MATRIX_V46.md	stale_artifact:v46_returned_package_route_state_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_ROUTE_STATE_MATRIX_V46.md	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	stale_artifact:v46_safe_interpretation_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	stale_artifact:v46_returned_package_status_board_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/ROUTE_ANALYZABLE_PAIR_CALCULATOR_V45.md	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/SAFE_WORDING_FIXTURE_LINTER_V46.md	stale_artifact:v46_safe_wording_fixture_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/SYNTHETIC_ARTIFACT_RETENTION_INDEX_V45.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/SYNTHETIC_OUTPUT_RETENTION_POLICY_V45.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/TERMS_GOVERNANCE_MATRIX_V46.md	stale_artifact:v46_terms_governance_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/UNSCOREABLE_RETURN_COMPOSITION_DRYRUN_V46.md	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/V45_ARTIFACT_INDEX.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/V45_COMPUTE_STORAGE_SUMMARY.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/V45_GOVERNANCE_REFRESH.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/V45_READINESS_CHANGELOG.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/V45_REGRESSION_AGGREGATOR.md	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/VALIDATION_COMMAND_RUNNER_V45.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/VALIDATION_POWER_DECISION_TABLE_V45.md	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/VALIDATION_POWER_DECISION_TABLE_V45.md	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_author_run_minimum_output_spec.tsv	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_author_run_minimum_output_spec.tsv	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_data_use_terms_capture_template.tsv	stale_artifact:v46_terms_governance_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_first_24h_operator_status_template.tsv	stale_artifact:synthetic_received_package_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_operational_handoff_index.tsv	stale_artifact:operational_handoff_index	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_package_receipt_manifest_template.tsv	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_package_receipt_manifest_template.tsv	stale_artifact:v46_receipt_manifest_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_preflight_failure_taxonomy.tsv	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_request_sent_log_template.tsv	stale_artifact:followup_due_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/input_schemas/V45_request_sent_log_template.tsv	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/outbound_requests/author_run_fallback_ready_to_send_V45.md	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/check_opengwas_access.py	stale_artifact:opengwas_token_expiry_sentinel	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_author_run_bundle_dryrun_manifest.py	stale_artifact:author_run_bundle_dryrun_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_author_run_output_check.py	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_author_run_return_gate_runner.py	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_cold_start_operator_sequence.py	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_collaborator_package_path_resolver.py	stale_artifact:collaborator_path_resolver	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_cross_route_readiness_linter.py	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_current_action_card.py	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_external_blocker_board.py	stale_artifact:external_blocker_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_external_blocker_escalation_matrix.py	stale_artifact:external_blocker_escalation_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_followup_due_board.py	stale_artifact:followup_due_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_followup_escalation_packet_generator.py	stale_artifact:followup_escalation_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_followup_message_template_generator.py	stale_artifact:followup_message_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_generated_checker_registry.py	stale_artifact:generated_checker_registry	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_generated_doc_freshness_linter.py	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_no_score_before_gates_linter.py	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_opengwas_token_expiry_sentinel.py	stale_artifact:opengwas_token_expiry_sentinel	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_outbound_request_packet_integrity.py	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_readiness_stale_output_detector.py	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_readiness_status_dashboard.py	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_received_package_decision_tree.py	stale_artifact:received_package_decision_tree	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_received_package_decision_tree.py	stale_artifact:synthetic_received_package_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_received_status_updater.py	stale_artifact:synthetic_received_package_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_route_arrival_packet_generator.py	stale_artifact:route_arrival_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_route_packet_integrity_manifest.py	stale_artifact:route_packet_integrity_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_send_log_intake_template.py	stale_artifact:send_log_intake_template	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_state_machine_validator.py	stale_artifact:state_machine_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_state_machine_validator.py	stale_artifact:synthetic_received_package_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v45_synthetic_received_package_dryrun.py	stale_artifact:synthetic_received_package_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_aggregate_only_returned_package_composition_dryrun.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_aggregate_only_returned_package_composition_dryrun.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_aggregate_only_returned_package_composition_dryrun.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_analyzable_pair_confidence_envelope.py	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_analyzable_pair_confidence_envelope.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_analyzable_pair_confidence_envelope.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_author_run_metric_format_adapter.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_author_run_metric_format_adapter.py	stale_artifact:v46_metric_format_adapter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_author_run_metric_format_adapter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_author_run_metric_format_adapter.py	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_author_run_metric_format_adapter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_external_blocker_aging_audit.py	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_external_blocker_aging_audit.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_repair_template_coverage_linter.py	stale_artifact:v46_first30_repair_template_coverage_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_repair_template_coverage_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_repair_template_coverage_linter.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_repair_template_coverage_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_decision_table.py	stale_artifact:v46_first30_returned_package_decision_table	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_decision_table.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_decision_table.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_decision_table.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_status_board_dryrun.py	stale_artifact:v46_first30_status_board_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_status_board_dryrun.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_first30_returned_package_status_board_dryrun.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_operator_smoke_test_bundle.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_package_manifest_shape_classifier.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_package_manifest_shape_classifier.py	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_package_manifest_shape_classifier.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_package_manifest_shape_classifier.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_repair_prioritization.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_repair_prioritization.py	stale_artifact:v46_partial_label_repair_prioritization	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_repair_prioritization.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_return_classifier.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
