analysis	gene	group	n_cells	mean_log_norm	detection_fraction
sjogren_gland_apc	LPL	control	802	0.10181040779836516	0.05112219451371571
sjogren_gland_apc	MERTK	case	893	0.17217530942786724	0.0851063829787234
sjogren_gland_apc	MERTK	control	802	0.28717825991628493	0.15336658354114713
sjogren_gland_apc	MSR1	case	893	0.6168992992109207	0.2810750279955207
sjogren_gland_apc	MSR1	control	802	0.7569598795765687	0.35785536159601
sjogren_gland_apc	NAMPT	case	893	0.7351755079721372	0.3325867861142217
sjogren_gland_apc	NAMPT	control	802	0.5861939765220957	0.2892768079800499
sjogren_gland_apc	NFKBIA	case	893	1.6238777394664146	0.6237402015677491
sjogren_gland_apc	NFKBIA	control	802	1.312163327704584	0.5236907730673317
sjogren_gland_apc	NLRC5	case	893	0.07916144158422733	0.0425531914893617
sjogren_gland_apc	NLRC5	control	802	0.051225334787582545	0.02493765586034913
sjogren_gland_apc	OSM	case	893	0.15559965389401034	0.07390817469204927
sjogren_gland_apc	OSM	control	802	0.16885451118561706	0.0885286783042394
sjogren_gland_apc	PFKFB3	case	893	0.18548998118852275	0.09630459126539753
sjogren_gland_apc	PFKFB3	control	802	0.1705734058352636	0.09725685785536159
sjogren_gland_apc	PLIN2	case	893	0.2973996776677436	0.14893617021276595
sjogren_gland_apc	PLIN2	control	802	0.28672801400305187	0.1571072319201995
sjogren_gland_apc	RFX5	case	893	0.09159995608061418	0.04927211646136618
sjogren_gland_apc	RFX5	control	802	0.14771324068756903	0.0773067331670823
sjogren_gland_apc	SLC2A1	case	893	0.024020204138527554	0.011198208286674132
sjogren_gland_apc	SLC2A1	control	802	0.015416094164001611	0.008728179551122194
sjogren_gland_apc	SPP1	case	893	0.1633582363258755	0.06494960806270997
sjogren_gland_apc	SPP1	control	802	0.31621723966811915	0.11970074812967581
sjogren_gland_apc	STAT1	case	893	0.3731326421507033	0.18141097424412095
sjogren_gland_apc	STAT1	control	802	0.2880718595382469	0.15336658354114713
sjogren_gland_apc	TAP1	case	893	0.21958006818085907	0.10750279955207166
sjogren_gland_apc	TAP1	control	802	0.15567878441311975	0.08603491271820449
sjogren_gland_apc	TAP2	case	893	0.15199261567636937	0.08062709966405375
sjogren_gland_apc	TAP2	control	802	0.07155537629482708	0.043640897755610975
sjogren_gland_apc	TNF	case	893	0.5846088113386665	0.25083986562150057
sjogren_gland_apc	TNF	control	802	0.5441160851530925	0.2506234413965087
sjogren_gland_apc	TREM1	case	893	0.07405351941447542	0.03583426651735722
sjogren_gland_apc	TREM1	control	802	0.06750600672424385	0.0399002493765586
sjogren_gland_apc	TREM2	case	893	0.5792060197312516	0.24076147816349383
sjogren_gland_apc	TREM2	control	802	0.7530789899008495	0.3179551122194514
sjogren_gland_epithelial	ACSL1	case	17924	0.16906586588564337	0.11504128542735996
sjogren_gland_epithelial	ACSL1	control	32173	0.1292751771943731	0.08827277530848848
sjogren_gland_epithelial	APOE	case	17924	0.04131327287586737	0.02086587815219817
sjogren_gland_epithelial	APOE	control	32173	0.03514713888310643	0.010225965872004476
sjogren_gland_epithelial	B2M	case	17924	3.4401480467399095	0.9488953358625307
sjogren_gland_epithelial	B2M	control	32173	2.6952475751041143	0.7456562956516334
sjogren_gland_epithelial	C1QA	case	17924	0.006525866009984903	0.0032358848471323366
sjogren_gland_epithelial	C1QA	control	32173	0.004253807316231476	0.0015230161937027943
sjogren_gland_epithelial	C1QB	case	17924	0.006412984853467601	0.003180093729078331
sjogren_gland_epithelial	C1QB	control	32173	0.0015672316623662169	0.0009635408572405433
sjogren_gland_epithelial	C1QC	case	17924	0.004958714707358296	0.002510600312430261
sjogren_gland_epithelial	C1QC	control	32173	0.0019289561514523573	0.0008081310415565847
sjogren_gland_epithelial	CCL2	case	17924	0.017049558868901984	0.010209774603883061
sjogren_gland_epithelial	CCL2	control	32173	0.017868812771059433	0.006900195816367762
sjogren_gland_epithelial	CCL3	case	17924	0.007120690645156229	0.00345904931934836
sjogren_gland_epithelial	CCL3	control	32173	0.006399459708700253	0.0020203276038914617
sjogren_gland_epithelial	CCL4	case	17924	0.02013783782752364	0.008759205534478912
sjogren_gland_epithelial	CCL4	control	32173	0.01057914674043632	0.0027973766823112547
sjogren_gland_epithelial	CD36	case	17924	0.0011952965155904314	0.0007252845347020755
sjogren_gland_epithelial	CD36	control	32173	0.0009102181015618664	0.0004662294470518758
sjogren_gland_epithelial	CD44	case	17924	0.819880629103596	0.3912073197946887
sjogren_gland_epithelial	CD44	control	32173	0.5496752113585225	0.2450501973704659
sjogren_gland_epithelial	CD68	case	17924	0.014491061489124712	0.011492970319125195
sjogren_gland_epithelial	CD68	control	32173	0.0048177135637077345	0.004227146986603674
sjogren_gland_epithelial	CD74	case	17924	0.5446547543113708	0.2568065164025887
sjogren_gland_epithelial	CD74	control	32173	0.20405299637179664	0.08482267740030461
sjogren_gland_epithelial	CIITA	case	17924	0.0033174937653257307	0.0023990180763222495
sjogren_gland_epithelial	CIITA	control	32173	0.0014459742732652978	0.0011500326360612935
sjogren_gland_epithelial	CTSB	case	17924	0.7477548696435089	0.3780964070519973
sjogren_gland_epithelial	CTSB	control	32173	0.4700841579990033	0.22385229851117397
sjogren_gland_epithelial	CTSD	case	17924	0.8624469772239249	0.4184333854050435
sjogren_gland_epithelial	CTSD	control	32173	0.5017445919423419	0.23426475616199918
sjogren_gland_epithelial	CTSS	case	17924	0.2342906501646808	0.144108457933497
sjogren_gland_epithelial	CTSS	control	32173	0.10485772726360497	0.07381966244988034
sjogren_gland_epithelial	CXCL10	case	17924	0.005704498157456144	0.002287435840214238
sjogren_gland_epithelial	CXCL10	control	32173	0.00210823442707936	0.0008081310415565847
sjogren_gland_epithelial	CXCL8	case	17924	0.08500228307968237	0.04948672171390315
sjogren_gland_epithelial	CXCL8	control	32173	0.08742081318781805	0.04438504335933858
sjogren_gland_epithelial	CXCR4	case	17924	0.026720739402734898	0.015454139700959607
sjogren_gland_epithelial	CXCR4	control	32173	0.007839156449311989	0.0041649830603300905
sjogren_gland_epithelial	FABP5	case	17924	0.10176584955934045	0.06739567060923901
sjogren_gland_epithelial	FABP5	control	32173	0.04716458975905077	0.033319864482640724
sjogren_gland_epithelial	GBP1	case	17924	0.023524218281367394	0.017741575541173844
sjogren_gland_epithelial	GBP1	control	32173	0.00897872366967399	0.0067137040375470115
sjogren_gland_epithelial	GPNMB	case	17924	0.01672722307926744	0.011771925909395225
sjogren_gland_epithelial	GPNMB	control	32173	0.010368808334447456	0.00469337643365555
sjogren_gland_epithelial	HIF1A	case	17924	0.3092425615295947	0.1969426467306405
sjogren_gland_epithelial	HIF1A	control	32173	0.2450352917621181	0.14254188294532683
sjogren_gland_epithelial	HK2	case	17924	0.05828007337969987	0.04385181879044856
sjogren_gland_epithelial	HK2	control	32173	0.03993487931179091	0.0319211761414851
sjogren_gland_epithelial	HLA-DPA1	case	17924	0.058146240420835944	0.03219147511716135
sjogren_gland_epithelial	HLA-DPA1	control	32173	0.01620899920001811	0.007925900599881889
sjogren_gland_epithelial	HLA-DPB1	case	17924	0.08635548807358931	0.05406159339433162
sjogren_gland_epithelial	HLA-DPB1	control	32173	0.027307158890337233	0.015478817642122276
sjogren_gland_epithelial	HLA-DRA	case	17924	0.20346919592894783	0.09953135460834635
sjogren_gland_epithelial	HLA-DRA	control	32173	0.03811928833691661	0.01644235849936282
sjogren_gland_epithelial	HLA-DRB1	case	17924	0.28210170957952	0.14048203525998662
sjogren_gland_epithelial	HLA-DRB1	control	32173	0.04231568974853206	0.022503341311037206
sjogren_gland_epithelial	IFI30	case	17924	0.010559559112499315	0.009205534478910957
sjogren_gland_epithelial	IFI30	control	32173	0.0062298388191532415	0.005874491032853635
sjogren_gland_epithelial	IL1B	case	17924	0.0022350462563825277	0.0016179424235661683
sjogren_gland_epithelial	IL1B	control	32173	0.0005344587942554323	0.0002797376682311255
sjogren_gland_epithelial	IRF1	case	17924	0.28609539201775885	0.1674291452800714
sjogren_gland_epithelial	IRF1	control	32173	0.20808020140656971	0.10533677307058714
sjogren_gland_epithelial	LAMP1	case	17924	0.8545646585150906	0.41023209105110464
sjogren_gland_epithelial	LAMP1	control	32173	0.5957237549591877	0.2583843595561496
sjogren_gland_epithelial	LAMP2	case	17924	0.8763681734743087	0.40113813880830174
sjogren_gland_epithelial	LAMP2	control	32173	0.681848138934094	0.2761632424703944
sjogren_gland_epithelial	LAMP3	case	17924	0.0032109118589136575	0.002287435840214238
sjogren_gland_epithelial	LAMP3	control	32173	0.001619435492101774	0.0013676063780188356
sjogren_gland_epithelial	LDHA	case	17924	0.8407904867535234	0.40738674403035036
sjogren_gland_epithelial	LDHA	control	32173	0.4427922620827493	0.21518043079600907
sjogren_gland_epithelial	LIPA	case	17924	0.07638448565006688	0.05461950457487168
sjogren_gland_epithelial	LIPA	control	32173	0.04160923527957789	0.030957635284244552
sjogren_gland_epithelial	LPL	case	17924	0.00790693346597423	0.005969649631778621
sjogren_gland_epithelial	LPL	control	32173	0.0022916490204091975	0.002300065272122587
sjogren_gland_epithelial	MERTK	case	17924	0.007690849274148743	0.0060254407498326265
sjogren_gland_epithelial	MERTK	control	32173	0.003381618166888973	0.002983868461132005
sjogren_gland_epithelial	MSR1	case	17924	0.00043345696372129236	0.00039053782637804064
sjogren_gland_epithelial	MSR1	control	32173	0.000418452113610215	0.00012432785254716687
sjogren_gland_epithelial	NAMPT	case	17924	0.4050763760605127	0.22958045079223388
sjogren_gland_epithelial	NAMPT	control	32173	0.3186217151129418	0.16501414229322725
sjogren_gland_epithelial	NFKBIA	case	17924	0.5034071951493316	0.2676299933050658
sjogren_gland_epithelial	NFKBIA	control	32173	0.3795610932108683	0.1824511236129674
sjogren_gland_epithelial	NLRC5	case	17924	0.016542612112466718	0.012999330506583352
sjogren_gland_epithelial	NLRC5	control	32173	0.003809197181411613	0.002983868461132005
sjogren_gland_epithelial	OSM	case	17924	0.000646179027799928	0.00027895559027002904
sjogren_gland_epithelial	OSM	control	32173	0.00017526253666907008	9.324588941037516e-05
sjogren_gland_epithelial	PFKFB3	case	17924	0.13871003827863787	0.08491408167819683
sjogren_gland_epithelial	PFKFB3	control	32173	0.04072845525320548	0.028471078233301216
sjogren_gland_epithelial	PLIN2	case	17924	0.2503546001852513	0.15521089042624414
sjogren_gland_epithelial	PLIN2	control	32173	0.16673358093574342	0.10490162558667206
sjogren_gland_epithelial	RFX5	case	17924	0.02982465161443423	0.02376701629100647
sjogren_gland_epithelial	RFX5	control	32173	0.02277701754641643	0.016722096167593944
sjogren_gland_epithelial	SLC2A1	case	17924	0.059381903634612654	0.043963401026556576
sjogren_gland_epithelial	SLC2A1	control	32173	0.030931538508056976	0.02545612780903242
sjogren_gland_epithelial	SPP1	case	17924	0.001293409014601525	0.0007810756527560813
sjogren_gland_epithelial	SPP1	control	32173	0.0013869602523499632	0.0006216392627358344
sjogren_gland_epithelial	STAT1	case	17924	0.16113622073053993	0.10896005355947333
sjogren_gland_epithelial	STAT1	control	32173	0.10727606855343619	0.06775867963820595
sjogren_gland_epithelial	TAP1	case	17924	0.07355995027855085	0.05032358848471323
sjogren_gland_epithelial	TAP1	control	32173	0.027637023029334826	0.021073571006744785
sjogren_gland_epithelial	TAP2	case	17924	0.026380353641232743	0.02047534032582013
sjogren_gland_epithelial	TAP2	control	32173	0.013695522280067077	0.010971932987287478
sjogren_gland_epithelial	TNF	case	17924	0.004354174407330604	0.003626422673510377
sjogren_gland_epithelial	TNF	control	32173	0.0018816301702948306	0.0011500326360612935
sjogren_gland_epithelial	TREM1	case	17924	0.0	0.0
sjogren_gland_epithelial	TREM1	control	32173	0.0001664993893400379	3.108196313679172e-05
sjogren_gland_epithelial	TREM2	case	17924	0.0008011510747719535	0.0007252845347020755
sjogren_gland_epithelial	TREM2	control	32173	0.00037788596432093935	0.00018649177882075032
ra_blood_myeloid	ACSL1	case	10810	0.20085838073207005	0.06447733580018501
ra_blood_myeloid	ACSL1	control	12799	0.15891741982159757	0.05172279084303461
ra_blood_myeloid	APOE	case	10810	0.00266063292643227	0.0007400555041628122
ra_blood_myeloid	APOE	control	12799	0.001961701040373732	0.0005469177279474959
ra_blood_myeloid	B2M	case	10810	2.6018116742669695	0.6870490286771508
ra_blood_myeloid	B2M	control	12799	2.595930187535551	0.6837252910383623
ra_blood_myeloid	C1QA	case	10810	0.023671793274188765	0.0072155411655874194
ra_blood_myeloid	C1QA	control	12799	0.02451220998920037	0.007500585983279944
ra_blood_myeloid	C1QB	case	10810	0.01124307603372556	0.0034227567067530063
ra_blood_myeloid	C1QB	control	12799	0.005671637137433043	0.0017188842878349871
ra_blood_myeloid	C1QC	case	10810	0.003252897018403903	0.0010175763182238668
ra_blood_myeloid	C1QC	control	12799	0.0008067390685179489	0.00023439331197749826
ra_blood_myeloid	CCL2	case	10810	0.006585858604693001	0.0019426456984273821
ra_blood_myeloid	CCL2	control	12799	0.0023361015968536734	0.0007813110399249941
ra_blood_myeloid	CCL3	case	10810	0.42774956949703863	0.13024976873265495
ra_blood_myeloid	CCL3	control	12799	0.45909568183271127	0.14008906945855146
ra_blood_myeloid	CCL4	case	10810	0.16210237837997765	0.04995374653098982
ra_blood_myeloid	CCL4	control	12799	0.1959520896424227	0.06203609657004453
ra_blood_myeloid	CD36	case	10810	0.28640178463248867	0.08917668825161887
ra_blood_myeloid	CD36	control	12799	0.29842633517495154	0.09703883115868427
ra_blood_myeloid	CD44	case	10810	1.0724087707567076	0.3167437557816836
ra_blood_myeloid	CD44	control	12799	1.0582779577362176	0.3180717243534651
ra_blood_myeloid	CD68	case	10810	0.43741212573186455	0.13663274745605922
ra_blood_myeloid	CD68	control	12799	0.39565602519627086	0.12610360184389405
ra_blood_myeloid	CD74	case	10810	1.597985747831474	0.45827937095282145
ra_blood_myeloid	CD74	control	12799	1.6739163535661081	0.4811313383858114
ra_blood_myeloid	CIITA	case	10810	0.14114969964286028	0.04329324699352451
ra_blood_myeloid	CIITA	control	12799	0.169440648261231	0.05133213532307211
ra_blood_myeloid	CTSB	case	10810	0.5730540630377794	0.1740055504162812
ra_blood_myeloid	CTSB	control	12799	0.5938129766854776	0.17876396593483865
ra_blood_myeloid	CTSD	case	10810	0.5641714065956455	0.17298797409805736
ra_blood_myeloid	CTSD	control	12799	0.5630051672021826	0.17610750839909367
ra_blood_myeloid	CTSS	case	10810	2.2371900598481105	0.6177613320999075
ra_blood_myeloid	CTSS	control	12799	2.2548284869445183	0.6245019142120478
ra_blood_myeloid	CXCL10	case	10810	0.019399923514750488	0.006197964847363552
ra_blood_myeloid	CXCL10	control	12799	0.018479759457585985	0.006406750527384952
ra_blood_myeloid	CXCL8	case	10810	1.0876466281464436	0.30869565217391304
ra_blood_myeloid	CXCL8	control	12799	1.084262439110486	0.30994608953824515
ra_blood_myeloid	CXCR4	case	10810	0.5084130097920714	0.15069380203515265
ra_blood_myeloid	CXCR4	control	12799	0.38703842869761257	0.11641534494882412
ra_blood_myeloid	FABP5	case	10810	0.033483551617149006	0.01036077705827937
ra_blood_myeloid	FABP5	control	12799	0.024764810508843785	0.007813110399249942
ra_blood_myeloid	GBP1	case	10810	0.10363187407226869	0.03219241443108233
ra_blood_myeloid	GBP1	control	12799	0.12262818519437213	0.0398468630361747
ra_blood_myeloid	GPNMB	case	10810	0.0007675360168231942	0.0002775208140610546
ra_blood_myeloid	GPNMB	control	12799	0.0011369743418303156	0.00039065551996249706
ra_blood_myeloid	HIF1A	case	10810	0.9247546443195775	0.26919518963922295
ra_blood_myeloid	HIF1A	control	12799	0.7366968037115551	0.21884522228299086
ra_blood_myeloid	HK2	case	10810	0.11443752365112933	0.03432007400555041
ra_blood_myeloid	HK2	control	12799	0.11552397082842082	0.034768341276662236
ra_blood_myeloid	HLA-DPA1	case	10810	0.6000977054856366	0.18529139685476412
ra_blood_myeloid	HLA-DPA1	control	12799	0.7493975512847	0.23165872333776077
ra_blood_myeloid	HLA-DPB1	case	10810	0.4757438992760688	0.14801110083256244
ra_blood_myeloid	HLA-DPB1	control	12799	0.5876502100482247	0.18438940542229862
ra_blood_myeloid	HLA-DRA	case	10810	1.0762738813676638	0.3192414431082331
ra_blood_myeloid	HLA-DRA	control	12799	1.2189828401051952	0.36245019142120477
ra_blood_myeloid	HLA-DRB1	case	10810	0.7555017746900008	0.22923219241443107
ra_blood_myeloid	HLA-DRB1	control	12799	0.8160465272407911	0.2513477615438706
ra_blood_myeloid	IFI30	case	10810	0.34770326836965293	0.10425531914893617
ra_blood_myeloid	IFI30	control	12799	0.336235485180371	0.10055473083834675
ra_blood_myeloid	IL1B	case	10810	1.1459581856838514	0.32599444958371876
ra_blood_myeloid	IL1B	control	12799	1.2870399207362617	0.3639346823970623
ra_blood_myeloid	IRF1	case	10810	1.1427440956625063	0.33024976873265494
ra_blood_myeloid	IRF1	control	12799	1.1414984091809126	0.3323697163840925
ra_blood_myeloid	LAMP1	case	10810	0.1408478548304425	0.044033302497687325
ra_blood_myeloid	LAMP1	control	12799	0.1488376351347047	0.04820689116337214
ra_blood_myeloid	LAMP2	case	10810	0.23070914521171773	0.07224791859389454
ra_blood_myeloid	LAMP2	control	12799	0.2205869448371377	0.07000546917727947
ra_blood_myeloid	LAMP3	case	10810	0.0	0.0
ra_blood_myeloid	LAMP3	control	12799	0.001039291581471329	0.00031252441596999766
ra_blood_myeloid	LDHA	case	10810	0.31279424121388893	0.09602220166512489
ra_blood_myeloid	LDHA	control	12799	0.2511226579227367	0.07844362840846941
ra_blood_myeloid	LIPA	case	10810	0.06930327537221571	0.022201665124884366
ra_blood_myeloid	LIPA	control	12799	0.08738741969226688	0.028830377373232283
ra_blood_myeloid	LPL	case	10810	0.0017751447155914828	0.0005550416281221092
ra_blood_myeloid	LPL	control	12799	0.001976493533509918	0.0006250488319399953
ra_blood_myeloid	MERTK	case	10810	0.007162695540460565	0.002312673450508788
ra_blood_myeloid	MERTK	control	12799	0.006538696985656041	0.002031408703804985
ra_blood_myeloid	MSR1	case	10810	0.12905335301292423	0.038482886216466235
ra_blood_myeloid	MSR1	control	12799	0.12131443563863423	0.03469021017266974
ra_blood_myeloid	NAMPT	case	10810	1.4195329938796133	0.41369102682701203
ra_blood_myeloid	NAMPT	control	12799	1.493943648265851	0.43683100242206424
ra_blood_myeloid	NFKBIA	case	10810	2.0164979820960744	0.5611470860314524
ra_blood_myeloid	NFKBIA	control	12799	2.023663488307243	0.5616063754980858
ra_blood_myeloid	NLRC5	case	10810	0.11970877140659297	0.0362627197039778
ra_blood_myeloid	NLRC5	control	12799	0.1286394549364908	0.038206109852332214
ra_blood_myeloid	OSM	case	10810	0.030756880630250557	0.009990749306197965
ra_blood_myeloid	OSM	control	12799	0.053757669142973405	0.01742323619032737
ra_blood_myeloid	PFKFB3	case	10810	0.10553862757386794	0.03311748381128585
ra_blood_myeloid	PFKFB3	control	12799	0.10562699580539336	0.033752636924759744
ra_blood_myeloid	PLIN2	case	10810	0.19739695376394767	0.06188714153561517
ra_blood_myeloid	PLIN2	control	12799	0.1310576970371697	0.04172200953199469
ra_blood_myeloid	RFX5	case	10810	0.022987224373084297	0.007123034227567068
ra_blood_myeloid	RFX5	control	12799	0.02437957629606739	0.007578717087272443
ra_blood_myeloid	SLC2A1	case	10810	0.009717613943264243	0.002867715078630897
ra_blood_myeloid	SLC2A1	control	12799	0.008458417798161429	0.0025783264317524807
ra_blood_myeloid	SPP1	case	10810	0.0007086554265219123	0.00018501387604070305
ra_blood_myeloid	SPP1	control	12799	0.0004428896662721941	0.00015626220798499883
ra_blood_myeloid	STAT1	case	10810	0.22440738282665115	0.07049028677150786
ra_blood_myeloid	STAT1	control	12799	0.22016674568421873	0.07109930463317447
ra_blood_myeloid	TAP1	case	10810	0.07473501507892717	0.02303422756706753
ra_blood_myeloid	TAP1	control	12799	0.09542726397652147	0.03054926166106727
ra_blood_myeloid	TAP2	case	10810	0.035352081112249176	0.011008325624421831
ra_blood_myeloid	TAP2	control	12799	0.042596589196058146	0.013751074302679897
ra_blood_myeloid	TNF	case	10810	0.12908175347066211	0.03876040703052729
ra_blood_myeloid	TNF	control	12799	0.14204480045657833	0.04297210719587468
ra_blood_myeloid	TREM1	case	10810	0.20725715284352444	0.06632747456059204
ra_blood_myeloid	TREM1	control	12799	0.20965788677218228	0.06898976482537698
ra_blood_myeloid	TREM2	case	10810	0.0	0.0
ra_blood_myeloid	TREM2	control	12799	0.0002321966150835507	7.813110399249941e-05
t1d_beta_cell	ACSL1	case	1071	0.18516617895394127	0.13165266106442577
t1d_beta_cell	ACSL1	control	10227	0.2829789339551141	0.284932042632248
t1d_beta_cell	APOE	case	1071	0.04135322979517559	0.025210084033613446
t1d_beta_cell	APOE	control	10227	0.04291476561000349	0.04693458492226459
t1d_beta_cell	B2M	case	1071	2.764180035208986	0.9775910364145658
t1d_beta_cell	B2M	control	10227	2.4383444144827755	0.9569766304879241
t1d_beta_cell	C1QA	case	1071	0.010159625343930074	0.006535947712418301
t1d_beta_cell	C1QA	control	10227	0.009289167687596859	0.009875818910726508
t1d_beta_cell	C1QB	case	1071	0.008436333800491542	0.006535947712418301
t1d_beta_cell	C1QB	control	10227	0.013097415589175728	0.014764838173462403
t1d_beta_cell	C1QC	case	1071	0.004262175636877784	0.004668534080298786
t1d_beta_cell	C1QC	control	10227	0.010870021269019958	0.012711450083113328
t1d_beta_cell	CCL2	case	1071	0.2470471835514658	0.1811391223155929
t1d_beta_cell	CCL2	control	10227	0.04618184086989432	0.04282780874156644
t1d_beta_cell	CCL3	case	1071	0.013357434563623989	0.01027077497665733
t1d_beta_cell	CCL3	control	10227	0.0047126669986955	0.005377921189009485
t1d_beta_cell	CCL4	case	1071	0.0039401047376319736	0.0028011204481792717
t1d_beta_cell	CCL4	control	10227	0.0020322442498983653	0.00185782731983964
t1d_beta_cell	CD36	case	1071	0.04066702825673548	0.03361344537815126
t1d_beta_cell	CD36	control	10227	0.04343971868736629	0.04243668720054757
t1d_beta_cell	CD44	case	1071	0.415501718225513	0.27170868347338933
t1d_beta_cell	CD44	control	10227	0.3053698940641756	0.2732961767869365
t1d_beta_cell	CD68	case	1071	0.2598551747876116	0.161531279178338
t1d_beta_cell	CD68	control	10227	0.4898549247589134	0.41644666079984355
t1d_beta_cell	CD74	case	1071	0.23886713570221757	0.1531279178338002
t1d_beta_cell	CD74	control	10227	0.06623655632404703	0.07049965776865161
t1d_beta_cell	CIITA	case	1071	0.004196500932228506	0.004668534080298786
t1d_beta_cell	CIITA	control	10227	0.0069060281074815886	0.008115771976141587
t1d_beta_cell	CTSB	case	1071	0.5307800317384253	0.3202614379084967
t1d_beta_cell	CTSB	control	10227	0.8241072177050385	0.6039894397183925
t1d_beta_cell	CTSD	case	1071	0.6254399850256578	0.37628384687208216
t1d_beta_cell	CTSD	control	10227	1.061584720123709	0.7150679573677521
t1d_beta_cell	CTSS	case	1071	0.04858385142196058	0.03828197945845005
t1d_beta_cell	CTSS	control	10227	0.018357387661659345	0.02053388090349076
t1d_beta_cell	CXCL10	case	1071	0.0	0.0
t1d_beta_cell	CXCL10	control	10227	7.584426072541547e-05	9.77803852547179e-05
t1d_beta_cell	CXCL8	case	1071	0.2493346052098984	0.1792717086834734
t1d_beta_cell	CXCL8	control	10227	0.04755391883971984	0.04468563606140608
t1d_beta_cell	CXCR4	case	1071	0.008062690209098035	0.008403361344537815
t1d_beta_cell	CXCR4	control	10227	0.007202033713570046	0.007040187738339689
t1d_beta_cell	FABP5	case	1071	0.38880481242988013	0.19981325863678806
t1d_beta_cell	FABP5	control	10227	0.31447630716804764	0.22010364720837
t1d_beta_cell	GBP1	case	1071	0.024359538880576927	0.022408963585434174
t1d_beta_cell	GBP1	control	10227	0.0018698212461884173	0.002248948860858512
t1d_beta_cell	GPNMB	case	1071	0.07705980733143139	0.06535947712418301
t1d_beta_cell	GPNMB	control	10227	0.20258857401669228	0.2108145106091718
t1d_beta_cell	HIF1A	case	1071	0.4763102449828364	0.30438842203548083
t1d_beta_cell	HIF1A	control	10227	0.517427235772904	0.4620123203285421
t1d_beta_cell	HK2	case	1071	0.0	0.0
t1d_beta_cell	HK2	control	10227	0.0023697400313110323	0.002248948860858512
t1d_beta_cell	HLA-DPA1	case	1071	0.037969063865850916	0.028011204481792718
t1d_beta_cell	HLA-DPA1	control	10227	0.012989154389715016	0.014178155861934097
t1d_beta_cell	HLA-DPB1	case	1071	0.03530699936443309	0.028944911297852476
t1d_beta_cell	HLA-DPB1	control	10227	0.020939292759229695	0.022489488608585118
t1d_beta_cell	HLA-DRA	case	1071	0.05138535933142743	0.032679738562091505
t1d_beta_cell	HLA-DRA	control	10227	0.02281898859841162	0.025911802092500245
t1d_beta_cell	HLA-DRB1	case	1071	0.038094177777695165	0.028011204481792718
t1d_beta_cell	HLA-DRB1	control	10227	0.011632727044657403	0.0131025716241322
t1d_beta_cell	IFI30	case	1071	0.013682194119163417	0.011204481792717087
t1d_beta_cell	IFI30	control	10227	0.019667201130339644	0.022489488608585118
t1d_beta_cell	IL1B	case	1071	0.004752934165556455	0.003734827264239029
t1d_beta_cell	IL1B	control	10227	0.0007201034067009627	0.0005866823115283074
t1d_beta_cell	IRF1	case	1071	0.11323999182937854	0.09243697478991597
t1d_beta_cell	IRF1	control	10227	0.1419397054942125	0.14657279749682214
t1d_beta_cell	LAMP1	case	1071	0.7184702901811721	0.4295051353874883
t1d_beta_cell	LAMP1	control	10227	1.0019534516384985	0.7005964603500537
t1d_beta_cell	LAMP2	case	1071	0.5821835762947797	0.36881419234360413
t1d_beta_cell	LAMP2	control	10227	0.7527932949323258	0.5945047423486849
t1d_beta_cell	LAMP3	case	1071	0.009131570345266283	0.007469654528478058
t1d_beta_cell	LAMP3	control	10227	0.06995358156252814	0.08066881783514226
t1d_beta_cell	LDHA	case	1071	0.4069365899911237	0.24556489262371614
t1d_beta_cell	LDHA	control	10227	0.2175062329114768	0.1846093673609074
t1d_beta_cell	LIPA	case	1071	0.1312953956655912	0.11297852474323063
t1d_beta_cell	LIPA	control	10227	0.1871536065172387	0.20602327173169063
t1d_beta_cell	LPL	case	1071	0.0018668216020728218	0.0009337068160597573
t1d_beta_cell	LPL	control	10227	0.0004553159502866501	0.0003911215410188716
t1d_beta_cell	MERTK	case	1071	0.0023665970029178762	0.0028011204481792717
t1d_beta_cell	MERTK	control	10227	0.003846178090805693	0.004986799647990613
t1d_beta_cell	MSR1	case	1071	0.004042032498890123	0.004668534080298786
t1d_beta_cell	MSR1	control	10227	0.002551846821588398	0.003031191942896255
t1d_beta_cell	NAMPT	case	1071	0.24208634114007863	0.1746031746031746
t1d_beta_cell	NAMPT	control	10227	0.4139399662145948	0.38212574557543755
t1d_beta_cell	NFKBIA	case	1071	0.31737445043974544	0.21475256769374415
t1d_beta_cell	NFKBIA	control	10227	0.3594193596310925	0.33607118412046544
t1d_beta_cell	NLRC5	case	1071	0.023932251330348837	0.0196078431372549
t1d_beta_cell	NLRC5	control	10227	0.030651368797416378	0.03520093869169844
t1d_beta_cell	OSM	case	1071	0.002706763185921508	0.0018674136321195146
t1d_beta_cell	OSM	control	10227	0.0005489062212594645	0.0006844626967830253
t1d_beta_cell	PFKFB3	case	1071	0.05179554849058637	0.04295051353874883
t1d_beta_cell	PFKFB3	control	10227	0.035090398875732155	0.041263322577490956
t1d_beta_cell	PLIN2	case	1071	0.07446852690114798	0.05322128851540616
t1d_beta_cell	PLIN2	control	10227	0.12825979957623582	0.13395912779896352
t1d_beta_cell	RFX5	case	1071	0.025727006484912652	0.02054154995331466
t1d_beta_cell	RFX5	control	10227	0.029457828360009892	0.03471203676542486
t1d_beta_cell	SLC2A1	case	1071	0.06846856593752101	0.04481792717086835
t1d_beta_cell	SLC2A1	control	10227	0.08384942355467251	0.09621589909064242
