analysis	disease_name	compartment	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
ibd_crohn_epithelial	Crohn disease	colon epithelial	complement_phagocytosis	mean_score	6	6	-0.012210102751617985	-0.0028500195377726034	-0.009360083213845382	-0.5042221858411342	-0.9461166478619711	0.3674617824068625	0.5221825328939624
ibd_crohn_epithelial	Crohn disease	colon epithelial	complement_phagocytosis	high_fraction	6	6	0.08399441493864622	0.1064151915349606	-0.022420776596314376	-0.4592142404151272	-0.8616642622879956	0.4117816969562179	0.5513981645318531
ibd_crohn_epithelial	Crohn disease	colon epithelial	hif_nampt_metabolic	mean_score	6	6	0.25615260465569584	0.008670607828053062	0.24748199682764277	2.2282857321854035	4.181129443753096	0.003502473771238685	0.05253908819517361
ibd_crohn_epithelial	Crohn disease	colon epithelial	hif_nampt_metabolic	high_fraction	6	6	0.4309120773113336	0.2614245698232509	0.16948750748808267	2.0145348504016423	3.7800497740566286	0.0038202958149435758	0.05253908819517361
ibd_crohn_epithelial	Crohn disease	colon epithelial	hla_ii_apc	mean_score	6	6	0.4082563659763015	-0.04211714344836903	0.4503735094246705	1.324328180007214	2.4849540014733593	0.036137007248432426	0.12719327130127128
ibd_crohn_epithelial	Crohn disease	colon epithelial	hla_ii_apc	high_fraction	6	6	0.626821040245991	0.21674450427626477	0.41007653596972615	2.048914352989762	3.8445590730466632	0.0034291869188342043	0.05253908819517361
ibd_crohn_epithelial	Crohn disease	colon epithelial	ifn_apc	mean_score	6	6	0.3375688354484862	-0.03611196636635227	0.3736808018148385	1.553769953622447	2.9154758781936843	0.015862038374618078	0.0878512894594232
ibd_crohn_epithelial	Crohn disease	colon epithelial	ifn_apc	high_fraction	6	6	0.5954811233141286	0.22017988113660417	0.3753012421775245	1.9019082506140987	3.5687185315145644	0.005119359590203948	0.05819903534126593
ibd_crohn_epithelial	Crohn disease	colon epithelial	inflammatory_nfkb	mean_score	6	6	0.13581942337696998	0.008333110696175284	0.1274863126807947	1.2156536073826154	2.2810382967570013	0.06574978058095882	0.17009106721832465
ibd_crohn_epithelial	Crohn disease	colon epithelial	inflammatory_nfkb	high_fraction	6	6	0.3252621648856021	0.26868941277580016	0.05657275210980195	0.5942216542599906	1.1149906041472586	0.2922512260865238	0.45090189167635103
ibd_crohn_epithelial	Crohn disease	colon epithelial	lipid_loader_repair	mean_score	6	6	0.06767826510301893	0.0021160744801332417	0.06556219062288568	1.5216593281904311	2.855223873923364	0.03255582116783587	0.11918741308902624
ibd_crohn_epithelial	Crohn disease	colon epithelial	lipid_loader_repair	high_fraction	6	6	0.26169700092061216	0.24000911644120582	0.02168788447940634	0.2943102569895621	0.5522403448191227	0.59674889781023	0.6929987200376864
ibd_crohn_epithelial	Crohn disease	colon epithelial	lysosomal_apc	mean_score	6	6	0.047517918531987086	0.0048955424560349625	0.04262237607595212	0.4819720160313554	0.9043666878921016	0.3883878792754042	0.5343425600222121
ibd_crohn_epithelial	Crohn disease	colon epithelial	lysosomal_apc	high_fraction	6	6	0.28237352539051086	0.2483795660694439	0.03399395932106697	0.4120442818224301	0.7731551003417345	0.45941461811455836	0.5755391018033024
ibd_crohn_epithelial	Crohn disease	colon epithelial	mif_cd74_receptor_state	mean_score	6	6	0.4451490160230247	-0.0332261572845961	0.4783751733076208	1.5885489189538626	2.9807347244314304	0.015504297048231424	0.0878512894594232
ibd_crohn_epithelial	Crohn disease	colon epithelial	mif_cd74_receptor_state	high_fraction	6	6	0.6267084729335339	0.22022830487040493	0.40648016806312903	2.11337017856668	3.9655032348516	0.002869567186806992	0.05253908819517361
ibd_crohn_epithelial	Crohn disease	colon epithelial	mixscale_validated_ifng_readout	mean_score	6	6	0.2346904622508785	-0.01645444908762955	0.251144911338508	1.6187723158173368	3.037445554955023	0.01473697675747855	0.08718392491869871
ibd_crohn_epithelial	Crohn disease	colon epithelial	mixscale_validated_ifng_readout	high_fraction	6	6	0.4763042269413047	0.24020529569314208	0.2360989312481626	1.6599085897066574	3.1146331810662597	0.01304587501832282	0.08718392491869871
ibd_crohn_myeloid	Crohn disease	colon myeloid	complement_phagocytosis	mean_score	6	6	-0.15235420273288694	0.027484781735675045	-0.17983898446856197	-0.7409116808744868	-1.3902380647955248	0.19508830783287592	0.34557506799857035
ibd_crohn_myeloid	Crohn disease	colon myeloid	complement_phagocytosis	high_fraction	6	6	0.14745215859974672	0.2615197941816065	-0.11406763558185976	-0.9892268238652386	-1.8561737124066306	0.09624512396771794	0.22596681279377254
ibd_crohn_myeloid	Crohn disease	colon myeloid	hif_nampt_metabolic	mean_score	6	6	0.4876949463759593	-0.013313771804476045	0.5010087181804354	1.6440103921207727	3.0848019879347786	0.020724846388442957	0.0913585065286465
ibd_crohn_myeloid	Crohn disease	colon myeloid	hif_nampt_metabolic	high_fraction	6	6	0.5443848065638318	0.23967782015718908	0.30470698640664273	1.6535586513317364	3.1027182305184406	0.014259177340139888	0.08718392491869871
ibd_crohn_myeloid	Crohn disease	colon myeloid	hla_ii_apc	mean_score	6	6	0.13809266379169063	0.029057126557000202	0.10903553723469044	0.3683679920304546	0.6912014179187809	0.5064324196310747	0.6180192239565657
ibd_crohn_myeloid	Crohn disease	colon myeloid	hla_ii_apc	high_fraction	6	6	0.2969857515598234	0.2608543518090443	0.03613139975077906	0.30546650863771213	0.5731738057187943	0.5827824230104308	0.6860166584424952
ibd_crohn_myeloid	Crohn disease	colon myeloid	ifn_apc	mean_score	6	6	0.619146042741957	0.03407899581022665	0.5850670469317303	2.087057130599901	3.916129737539436	0.004431575791272133	0.056307080642045926
ibd_crohn_myeloid	Crohn disease	colon myeloid	ifn_apc	high_fraction	6	6	0.5373489342225258	0.27853050461464696	0.2588184296078789	1.6563237144217553	3.107906562756324	0.012269067531304688	0.08548769634715524
ibd_crohn_myeloid	Crohn disease	colon myeloid	inflammatory_nfkb	mean_score	6	6	0.7396755216716806	0.0020303291005169624	0.7376451925711637	1.2310172883735013	2.3098665291634535	0.06614652614045959	0.17009106721832465
ibd_crohn_myeloid	Crohn disease	colon myeloid	inflammatory_nfkb	high_fraction	6	6	0.48445538235233804	0.26102368217153815	0.22343170018079989	1.1228355633734175	2.1068755980003147	0.07186054007617429	0.18048693786574008
ibd_crohn_myeloid	Crohn disease	colon myeloid	lipid_loader_repair	mean_score	6	6	0.08475905166045768	0.01659372498121618	0.0681653266792415	0.5903550621208374	1.107735375607002	0.303479285281998	0.45373838970232416
ibd_crohn_myeloid	Crohn disease	colon myeloid	lipid_loader_repair	high_fraction	6	6	0.3566679414315968	0.26339012816561364	0.09327781326598317	0.7872678274054917	1.4772201992499008	0.1791094849660539	0.3278614301073529
ibd_crohn_myeloid	Crohn disease	colon myeloid	lysosomal_apc	mean_score	6	6	0.15263904299712974	0.020131586810617778	0.13250745618651197	0.9273840960129995	1.74013273679467	0.1265103763298201	0.27602263926506204
ibd_crohn_myeloid	Crohn disease	colon myeloid	lysosomal_apc	high_fraction	6	6	0.3152329583078914	0.2564378820568141	0.05879507625107727	0.5899126504950821	1.106905239575529	0.30236992040542937	0.45373838970232416
ibd_crohn_myeloid	Crohn disease	colon myeloid	mif_cd74_receptor_state	mean_score	6	6	0.2161106926334275	0.027381151488861957	0.18872954114456553	0.8310895942542751	1.5594468531310584	0.1500034561597018	0.3028107152382765
ibd_crohn_myeloid	Crohn disease	colon myeloid	mif_cd74_receptor_state	high_fraction	6	6	0.308173684163672	0.26377966558791804	0.04439401857575398	0.3851809522455275	0.7227490610134328	0.48867324442442284	0.6031624045467161
ibd_crohn_myeloid	Crohn disease	colon myeloid	mixscale_validated_ifng_readout	mean_score	6	6	0.43728847490070333	0.02532046320543715	0.4119680116952662	2.1148029044171825	3.9681915849818536	0.0038917843107536005	0.05253908819517361
ibd_crohn_myeloid	Crohn disease	colon myeloid	mixscale_validated_ifng_readout	high_fraction	6	6	0.45339176074182985	0.2676751682334207	0.18571659250840916	1.541594552497323	2.8926300970631673	0.018369257145534928	0.0913585065286465
ibd_uc_epithelial	ulcerative colitis	colon epithelial	complement_phagocytosis	mean_score	6	6	0.0019348324703061155	-0.0028500195377726034	0.004784852008078719	0.11667569975835808	0.21892892665597197	0.8335186648150581	0.8739807359225852
