gene	shadow_evidence_score	genetics_gate	cellstate_gate	ms_expression_trend	perturbation_trend	reachable_annotation	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	c15_trend_positive_disease_count	c15_strict_positive_context_count	c15_myeloid_positive_context_count	positive_c15_contexts	best_c15_context	ms_delta_log2	ms_p	w37_contrast_lfc	w37_contrast_fdr	chembl_target_id	druggable_activity_count	wave82_evidence_channel_count	wave82_call	label_class_annotation	prior_annotation
DDX21	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.144334760393777	0.4601126311563067	0.2241327193093778	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX20	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.3081340942388682	0.3259357711593831	0.5473705102796266	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DDX18	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2214937122355849	0.2675972432713037	-0.0177901882379486	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX17	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0769125735548996	0.654866225363526	-0.1971106382344432	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX11-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.833278170744499	0.0430250695463006	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDTL	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2897991089002758	0.8208635860057176	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDR1-DT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDIT4L-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDIT4L	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.8891205950928986	0.3931762085335217	-0.3427949111173743	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDIAS	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.4686958460637562	0.6741096767613014	0.2049523515411255	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDI2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.5417034728543335	0.5131988702714733	-0.1041030755015081	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DDI1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.4251472952375608	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DDHD2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2575620510943537	0.3664966817163575	-0.0771518246880265	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDHD1-DT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDHD1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0065960965214877	0.9745839763962726	0.1450396989669549	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX23	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0174038077359437	0.8844925248415879	-1.017519590586312	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX28	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2223063721154723	0.486062041087331	-0.0139870215032624	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DCX	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	-0.6933274130794268	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DDX39B	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.3640678359955824	0.0618583800895522	0.3993964678848464	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DECR2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.8048746935274584	0.3198263930046632	-0.1712514059802781	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
DEAF1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2345820097092339	0.3308301985241931	-0.4610092880298924	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DDX59-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX55	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1389005238945504	0.4867972595025923	0.2357767369297316	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX54	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.160696457124283	0.5317419619180167	-0.2860926418392724	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX51	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1139103226781017	0.6506277641608931	-0.8740636999968985	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX5	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0380725132227226	0.8445580278555823	-0.4486491802172196	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX46	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1461358444724467	0.5121371977944296	-0.618668147250069	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX43	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.3909379839570359	0.6879363978519338	-0.0486233581662743	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX41	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0427423635015991	0.8472136709781736	-0.2257822134547569	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX4	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0337452633161753	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX3Y	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			2.9554597022999074	0.3344977747344522	0.0014581262372165	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX3X	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0036999271801736	0.988193337143336	-0.6535974095627979	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DDX3ILA1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDX39B-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DDA1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1528440348389246	0.500479537820851	0.2511076240478666	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCUN1D2-AS	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DBP	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1386237967187487	0.6379946024325373	-0.0313146891951559	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCD	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCBLD1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.9747644519362426	0.2529927481162038	0.3532066009780801	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCANP1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.6912564712787326	0.5648977204453163	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF8L2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF8-DT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF7	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1520304140511221	0.495720019432447	-0.3926586611129853	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCAF5	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0567097394007536	0.6459705786592672	0.5951456185041505	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF4L2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DCAF17	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1825744488184213	0.4397449848215883	0.2741008905172428	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF16	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2154180729408636	0.3729311826959444	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF13	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.8072396696675703	0.3622461831786446	-0.2374196101100215	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCAF12L2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.2391074181762887	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCAF11	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1606814237580298	0.301040070176606	-0.5768064446726711	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCAF10	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1087880817325483	0.5222838331835037	-0.4631132844092955	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCAF1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DBX2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.4934398423881415	0.9965506589785832		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DCBLD2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.052174369932576	0.863648156517658	0.1651875552708526	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCDC1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCUN1D2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.9145196885482	0.2880392899975019	0.428314160038075	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCLK1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0369180542674367	0.976622160694088	-0.0938267960722895	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCTN6-DT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCTN5	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2226638230069237	0.2843625492129799	-0.4628350131221662	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCTN4	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0129115989659176	0.937769245098136	-0.6201019071816797	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
DCTN3	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1222923715211576	0.6649315113639478	0.005965398717656	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCTN1-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCTN1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1739772928934329	0.3153377904143331	-0.0539733609904278	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0334704639004039	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCST2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.223536990361212	0.1749692458042772	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCST1-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCST1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.4959009075149754	0.5781726301153856	-0.0836270771855143	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCP2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1483997268494619	0.4734037715657719	0.1394174708080288	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCP1A	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1591521570782053	0.4643009699487365	0.324392677408833	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCN	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.5455935665557297	0.2446372449372212	-0.2872339012118966	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
DCLK3	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	-0.3690080864076537	1.0		0.0	0.0		unlabeled_or_data_blocked	     
DCLK2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.910790660912924	0.3658126624008757	-0.2601124258398117	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CNTN4-AS2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CNTN4-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CNTN4	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.7444538625049768	0.5274136351184441	-0.0185027542975093	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC42BPB	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1074681798159442	0.4645565435883418	-0.3606243338841715	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC37L1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1012478974923887	0.7530881019253307	-0.1423791852369884	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
CDC34	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2034257230193059	0.3943698465688385	-0.1052061273427684	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC26	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.3135140370090337	0.0856512492070419	-0.3122957079594837	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
CDC25B	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2079068488533924	0.1931815500266659	0.5644368531043091	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
CDC25A	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.7016427389206523	0.5541972745813609	-0.270520440944238	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
CDC20B	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.5401040615620087	0.648220723344339	-0.0624435419920763	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC20-DT	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC16	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0510922846200525	0.8240767265779381	-0.2878101614331035	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC14B	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0696340370101591	0.7250240191915283	-0.1155620397783089	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
CDAN1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.2918519557061492	0.3689767904990746	0.0039617999142328	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDADC1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2416126573299557	0.4882930378506367	-0.2290102835067349	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CD99L2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.0741348549036491	0.7245573580965913	-0.2966927295534727	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CD99	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0962331213595018	0.4281481381960551	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD8B2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD8B	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.9411004517092842	0.4096917566203417	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC42BPA	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.6768530986365331	0.4564376297273164	-0.1667093803646744	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
CDC42BPG	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-2.3711684288880166	0.0081500204011837	-0.1275453686814345	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD81-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC42EP3-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH3-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH26	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.1701598693625072	0.7382347320636191	-0.1287820476789245	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDH22	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.172479910860169	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH18-AS1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH17	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.1285505395385484	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH16	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.965712618340988	0.4063017771765506	0.0113759619684018	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDH13-AS2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH11	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.443346377594441	0.1802238339412526	0.2552053477585452	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDH10	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.1372642095816157	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDCA5	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.4878325951127653	0.662757494450048	0.2472965508339697	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
CDCA2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.8207424344958651	0.3937538936898462	-0.4282541521186518	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDC73	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1597192682475299	0.2920972652261824	-0.2085948541410451	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDC7	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.4366389798495085	0.1299351721593379	0.1937881410536563	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDC42SE2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2708144207965155	0.2913102362544036	0.0823207607260492	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDC42EP5	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-2.2722543601429948	0.0346695651362535	-0.1292864020248307	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD8A	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.8020517547077723	0.4994878720654185	0.0006668988098347	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD81	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1919498374547306	0.3518020122326488	0.2793485728148071	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH7	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.2853823820177381	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD22	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.7379390568541329	0.4933300882878897	-0.3958277231346748	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD200R1L	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD200R1	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.8754679036799504	0.4636324457626696	-0.0264932867318856	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD1E	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			1.2928352984863292	0.2759098291158795	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD19	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.3578367791548462	0.756747887170578	-0.139429929900001	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CD177	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.315579845501945	0.2215908014901732	0.0668271583773945	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CD164L2	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.2520696880146318	0.8000494935636302	-0.395885794543191	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD163	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.581019471827977	0.0504362540702019	-0.1100585222541947	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD160	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-1.3597589117148383	0.1405108895881158	0.0554348870236666	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CD151	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.1014847870850008	0.8431056678486389	-0.5288184138156641	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
CD14	0.0	False	False	False	False	False	0.0		0.0		0.0	0.0	0.0	0.0	0.0			-0.4947527710909156	0.0815846365792005	-0.1180141498464883	1.0		0.0	0.0		unlabeled_or_data_blocked	     
