intervention_class	n_candidates	n_parked	n_reopened	max_total_score	median_reachability_score	median_ms_score	median_perturbation_response_score	top_gene
intracellular_other	602	4	0	13.509379049490779	0.0	0.0	0.0	PTGER4
receptor_or_ligand_axis	41	3	0	13.794859936574447	3.0	1.0	0.0	STAT4
kinase_or_phosphosignaling	10	2	0	16.612136552839484	4.5	0.0	0.0	PTPN2
phosphatase_or_signaling_adaptor	2	1	0	12.172309941514323	6.0625	1.5	0.0	PTPN22
surface_secreted_other	27	0	0	12.76741075	2.0	0.0	0.0	MMP7
enzyme	14	0	0	12.072337717084885	2.5	0.0	0.0	FAP
transporter_or_trafficking	23	0	0	10.382754442840813	2.0	0.0	0.0	KCNJ2
nuclear_regulatory	10	0	0	10.024177968182542	0.0	1.0	0.0	SP140
lysosomal_enzyme_or_trafficking	6	0	0	9.149999999999999	2.0	0.0	2.0	IFITM2
