n_per_arm	total_n	module_correlation	planted_standardized_change_difference	max_t_critical	power_mean	power_min_seed	power_max_seed	null_slots_any_false_positive_mean	replicates	synthetic
8	16	0.0	0.4	3.601905083519502	0.010666666666666666	0.0104	0.0108	0.04700000000000001	15000	True
8	16	0.0	0.6	3.601905083519502	0.025933333333333336	0.024	0.0294	0.047933333333333335	15000	True
8	16	0.0	0.8	3.601905083519502	0.05366666666666667	0.0536	0.0538	0.0464	15000	True
8	16	0.0	1.0	3.601905083519502	0.09519999999999999	0.0924	0.0982	0.04753333333333334	15000	True
8	16	0.0	1.2	3.601905083519502	0.17366666666666666	0.1736	0.1738	0.04726666666666667	15000	True
8	16	0.5	0.4	3.514404826404406	0.013466666666666667	0.0128	0.0146	0.05106666666666667	15000	True
8	16	0.5	0.6	3.514404826404406	0.029266666666666667	0.028	0.0306	0.0494	15000	True
8	16	0.5	0.8	3.514404826404406	0.05986666666666667	0.055	0.0656	0.04733333333333334	15000	True
8	16	0.5	1.0	3.514404826404406	0.11033333333333334	0.1086	0.1134	0.048466666666666665	15000	True
8	16	0.5	1.2	3.514404826404406	0.18500000000000003	0.1822	0.1868	0.04786666666666667	15000	True
8	16	0.8	0.4	3.3228582654448977	0.018533333333333336	0.0166	0.0208	0.05006666666666667	15000	True
8	16	0.8	0.6	3.3228582654448977	0.04013333333333333	0.0378	0.0446	0.04826666666666667	15000	True
8	16	0.8	0.8	3.3228582654448977	0.07893333333333334	0.073	0.0838	0.04893333333333333	15000	True
8	16	0.8	1.0	3.3228582654448977	0.14413333333333334	0.1418	0.1476	0.05000000000000001	15000	True
8	16	0.8	1.2	3.3228582654448977	0.22673333333333334	0.2232	0.229	0.0492	15000	True
10	20	0.0	0.4	3.4403782693351164	0.012666666666666666	0.0122	0.013	0.04906666666666667	15000	True
10	20	0.0	0.6	3.4403782693351164	0.032733333333333337	0.0312	0.0338	0.04886666666666667	15000	True
10	20	0.0	0.8	3.4403782693351164	0.08533333333333333	0.0828	0.088	0.04626666666666667	15000	True
10	20	0.0	1.0	3.4403782693351164	0.15726666666666667	0.1528	0.1616	0.0482	15000	True
10	20	0.0	1.2	3.4403782693351164	0.26766666666666666	0.259	0.2788	0.04686666666666667	15000	True
10	20	0.5	0.4	3.3737190218633586	0.016999999999999998	0.0138	0.019	0.043199999999999995	15000	True
10	20	0.5	0.6	3.3737190218633586	0.042800000000000005	0.0416	0.0434	0.04666666666666667	15000	True
10	20	0.5	0.8	3.3737190218633586	0.08993333333333335	0.0844	0.0934	0.04566666666666667	15000	True
10	20	0.5	1.0	3.3737190218633586	0.1688666666666667	0.1632	0.1748	0.044733333333333326	15000	True
10	20	0.5	1.2	3.3737190218633586	0.2905333333333333	0.2858	0.2938	0.0488	15000	True
10	20	0.8	0.4	3.1501988380330035	0.02573333333333333	0.023	0.0274	0.04900000000000001	15000	True
10	20	0.8	0.6	3.1501988380330035	0.05933333333333333	0.0562	0.0646	0.04873333333333333	15000	True
10	20	0.8	0.8	3.1501988380330035	0.12126666666666668	0.1176	0.1244	0.04933333333333333	15000	True
10	20	0.8	1.0	3.1501988380330035	0.22440000000000002	0.221	0.23	0.0516	15000	True
10	20	0.8	1.2	3.1501988380330035	0.35313333333333335	0.3416	0.36	0.04786666666666667	15000	True
15	30	0.0	0.4	3.2733755075028683	0.0252	0.0228	0.0272	0.04726666666666666	15000	True
15	30	0.0	0.6	3.2733755075028683	0.0734	0.0712	0.0778	0.04573333333333333	15000	True
15	30	0.0	0.8	3.2733755075028683	0.16179999999999997	0.1568	0.1692	0.044800000000000006	15000	True
15	30	0.0	1.0	3.2733755075028683	0.32026666666666664	0.312	0.3312	0.04673333333333333	15000	True
15	30	0.0	1.2	3.2733755075028683	0.5102666666666668	0.5028	0.5148	0.04900000000000001	15000	True
15	30	0.5	0.4	3.1754768115844874	0.030333333333333334	0.0274	0.0322	0.047066666666666666	15000	True
15	30	0.5	0.6	3.1754768115844874	0.0818	0.0752	0.0858	0.0476	15000	True
15	30	0.5	0.8	3.1754768115844874	0.1940666666666667	0.1932	0.195	0.0496	15000	True
15	30	0.5	1.0	3.1754768115844874	0.3558666666666667	0.3496	0.362	0.0478	15000	True
15	30	0.5	1.2	3.1754768115844874	0.5512	0.5444	0.5556	0.04793333333333333	15000	True
15	30	0.8	0.4	2.9581068061732325	0.04673333333333333	0.0466	0.0468	0.05153333333333334	15000	True
15	30	0.8	0.6	2.9581068061732325	0.1146	0.1132	0.1156	0.044199999999999996	15000	True
15	30	0.8	0.8	2.9581068061732325	0.24526666666666666	0.2416	0.2516	0.0492	15000	True
15	30	0.8	1.0	2.9581068061732325	0.42460000000000003	0.4234	0.4258	0.0482	15000	True
15	30	0.8	1.2	2.9581068061732325	0.6243333333333334	0.6202	0.6326	0.04686666666666667	15000	True
20	40	0.0	0.4	3.188530700499483	0.03386666666666666	0.0322	0.0352	0.04853333333333334	15000	True
20	40	0.0	0.6	3.188530700499483	0.12033333333333333	0.1164	0.1238	0.04546666666666666	15000	True
20	40	0.0	0.8	3.188530700499483	0.27059999999999995	0.2682	0.2728	0.04886666666666667	15000	True
20	40	0.0	1.0	3.188530700499483	0.5	0.4976	0.5018	0.048999999999999995	15000	True
20	40	0.0	1.2	3.188530700499483	0.7174666666666667	0.71	0.723	0.0458	15000	True
20	40	0.5	0.4	3.0871406697937416	0.043866666666666665	0.0424	0.0466	0.0456	15000	True
20	40	0.5	0.6	3.0871406697937416	0.13486666666666666	0.1314	0.1368	0.0492	15000	True
20	40	0.5	0.8	3.0871406697937416	0.3082	0.3046	0.3106	0.04773333333333333	15000	True
20	40	0.5	1.0	3.0871406697937416	0.5290666666666667	0.5256	0.531	0.04733333333333334	15000	True
20	40	0.5	1.2	3.0871406697937416	0.7489333333333333	0.7448	0.752	0.0492	15000	True
20	40	0.8	0.4	2.882984152449349	0.06086666666666667	0.058	0.0632	0.04773333333333333	15000	True
20	40	0.8	0.6	2.882984152449349	0.1766	0.1714	0.1804	0.04633333333333334	15000	True
20	40	0.8	0.8	2.882984152449349	0.37553333333333333	0.3688	0.3868	0.045000000000000005	15000	True
20	40	0.8	1.0	2.882984152449349	0.6124	0.6014	0.618	0.0486	15000	True
20	40	0.8	1.2	2.882984152449349	0.8105333333333333	0.801	0.8174	0.04786666666666667	15000	True
30	60	0.0	0.4	3.1076347682714984	0.0696	0.0694	0.0698	0.0482	15000	True
30	60	0.0	0.6	3.1076347682714984	0.23273333333333332	0.2244	0.2386	0.04666666666666667	15000	True
30	60	0.0	0.8	3.1076347682714984	0.5077333333333334	0.5008	0.5136	0.04586666666666667	15000	True
30	60	0.0	1.0	3.1076347682714984	0.7694666666666666	0.7638	0.7732	0.04766666666666666	15000	True
30	60	0.0	1.2	3.1076347682714984	0.9325333333333333	0.931	0.9338	0.0496	15000	True
30	60	0.5	0.4	3.0129233660136934	0.08186666666666667	0.0814	0.0822	0.05026666666666666	15000	True
30	60	0.5	0.6	3.0129233660136934	0.2598	0.256	0.2618	0.050600000000000006	15000	True
30	60	0.5	0.8	3.0129233660136934	0.5371333333333334	0.522	0.5454	0.0474	15000	True
30	60	0.5	1.0	3.0129233660136934	0.8024	0.7972	0.8062	0.0492	15000	True
30	60	0.5	1.2	3.0129233660136934	0.9422666666666667	0.9384	0.9466	0.0504	15000	True
30	60	0.8	0.4	2.790837807420565	0.11286666666666667	0.1074	0.1198	0.045533333333333335	15000	True
30	60	0.8	0.6	2.790837807420565	0.32886666666666664	0.3244	0.3352	0.04786666666666667	15000	True
30	60	0.8	0.8	2.790837807420565	0.6223333333333333	0.6188	0.629	0.0506	15000	True
30	60	0.8	1.0	2.790837807420565	0.8534	0.8476	0.8564	0.050133333333333335	15000	True
30	60	0.8	1.2	2.790837807420565	0.9623333333333334	0.9606	0.9642	0.0486	15000	True
40	80	0.0	0.4	3.0851137568977367	0.10366666666666667	0.1008	0.1074	0.04833333333333334	15000	True
40	80	0.0	0.6	3.0851137568977367	0.3553333333333333	0.3516	0.3626	0.04853333333333334	15000	True
40	80	0.0	0.8	3.0851137568977367	0.6872666666666666	0.684	0.6926	0.044733333333333326	15000	True
40	80	0.0	1.0	3.0851137568977367	0.9119999999999999	0.909	0.9146	0.04700000000000001	15000	True
40	80	0.0	1.2	3.0851137568977367	0.9864	0.985	0.9878	0.0468	15000	True
40	80	0.5	0.4	2.9762529977209233	0.12806666666666666	0.1216	0.132	0.049800000000000004	15000	True
40	80	0.5	0.6	2.9762529977209233	0.39033333333333337	0.3752	0.4054	0.04726666666666666	15000	True
40	80	0.5	0.8	2.9762529977209233	0.7158666666666668	0.7064	0.7226	0.048933333333333336	15000	True
40	80	0.5	1.0	2.9762529977209233	0.9293333333333332	0.9274	0.9326	0.04833333333333334	15000	True
40	80	0.5	1.2	2.9762529977209233	0.9906666666666667	0.989	0.9932	0.04626666666666667	15000	True
40	80	0.8	0.4	2.747512126581935	0.18246666666666667	0.1758	0.1866	0.05053333333333334	15000	True
40	80	0.8	0.6	2.747512126581935	0.4832	0.4742	0.4918	0.0464	15000	True
40	80	0.8	0.8	2.747512126581935	0.7928666666666665	0.7886	0.8006	0.050333333333333334	15000	True
40	80	0.8	1.0	2.747512126581935	0.9581333333333334	0.9562	0.9602	0.04806666666666667	15000	True
40	80	0.8	1.2	2.747512126581935	0.9946	0.994	0.9956	0.04800000000000001	15000	True
