endpoint	model_name	n	response_coef	response_p	t_cell_coef	t_cell_p	effmem_t_coef	effmem_t_p	model_status	formula	response_fdr
baseline_pre	generic_only	42	0.9104019298750732	0.002977517998379077					ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.017428873230564693
baseline_pre	generic_plus_t_cell	42	0.8858735001553786	0.006974923608935067	-0.06419405850481585	0.8203750690997287			ok	y ~ good_response + pre_generic + pre_t_cell + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.017428873230564693
baseline_pre	generic_plus_t_cell_plus_effmem	42	0.8700443058575238	0.008714436615282347	-0.24187774964401001	0.5376560699066074	0.30353393530773476	0.5087591661139522	ok	y ~ good_response + pre_generic + pre_t_cell + pre_effmem_t + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.017428873230564693
delta_post_minus_pre	generic_only	42	0.7432666905832801	0.0800622542881338					ok	y ~ good_response + pre_cd58 + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.12009338143220069
delta_post_minus_pre	generic_plus_t_cell	42	0.5808547241888241	0.17285167288930678	-0.7576508074798418	0.0886826610166821			ok	y ~ good_response + pre_cd58 + pre_generic + delta_generic + pre_t_cell + delta_t_cell + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.20742200746716813
delta_post_minus_pre	generic_plus_t_cell_plus_effmem	42	0.51503401728207	0.2615696124529064	-0.3872660126531796	0.5626091569509055	-0.60487754710182	0.4379997475371176	ok	y ~ good_response + pre_cd58 + pre_generic + delta_generic + pre_t_cell + delta_t_cell + pre_effmem_t + delta_effmem_t + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.2615696124529064
