artifact_id	check	status	detail
current_action_card	doc_exists	PASS	docs/validation/CURRENT_ACTION_CARD_V45.md
current_action_card	primary_output_exists	PASS	analysis/v45_current_action_card/current_action_card_summary.json
current_action_card	script_exists	PASS	scripts/v45_current_action_card.py
current_action_card	score_values_read_false	PASS	current_action_card
cold_start_operator_sequence	doc_exists	PASS	docs/validation/COLD_START_OPERATOR_SEQUENCE_V45.md
cold_start_operator_sequence	primary_output_exists	PASS	analysis/v45_cold_start_operator_sequence/cold_start_operator_sequence_summary.json
cold_start_operator_sequence	script_exists	PASS	scripts/v45_cold_start_operator_sequence.py
cold_start_operator_sequence	score_values_read_false	PASS	cold_start_operator_sequence
receipt_manifest_schema_linter	doc_exists	PASS	docs/validation/RECEIPT_MANIFEST_SCHEMA_LINTER_V46.md
receipt_manifest_schema_linter	primary_output_exists	PASS	analysis/v46_receipt_manifest_schema_linter/receipt_manifest_schema_synthetic_summary.json
receipt_manifest_schema_linter	script_exists	PASS	scripts/v46_receipt_manifest_schema_linter.py
receipt_manifest_schema_linter	score_values_read_false	PASS	receipt_manifest_schema_linter
package_manifest_shape_classifier	doc_exists	PASS	docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md
package_manifest_shape_classifier	primary_output_exists	PASS	analysis/v46_package_manifest_shape_classifier/package_manifest_shape_synthetic_summary.json
package_manifest_shape_classifier	script_exists	PASS	scripts/v46_package_manifest_shape_classifier.py
package_manifest_shape_classifier	score_values_read_false	PASS	package_manifest_shape_classifier
receipt_manifest_to_command_plan_handoff	doc_exists	PASS	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md
receipt_manifest_to_command_plan_handoff	primary_output_exists	PASS	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff_summary.json
receipt_manifest_to_command_plan_handoff	script_exists	PASS	scripts/v46_receipt_manifest_to_command_plan_handoff.py
receipt_manifest_to_command_plan_handoff	score_values_read_false	PASS	receipt_manifest_to_command_plan_handoff
first30_decision_table	doc_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md
first30_decision_table	primary_output_exists	PASS	analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_summary.json
first30_decision_table	script_exists	PASS	scripts/v46_first30_returned_package_decision_table.py
first30_decision_table	score_values_read_false	PASS	first30_decision_table
first30_status_board	doc_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md
first30_status_board	primary_output_exists	PASS	analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun_summary.json
first30_status_board	script_exists	PASS	scripts/v46_first30_returned_package_status_board_dryrun.py
first30_status_board	score_values_read_false	PASS	first30_status_board
status_board_schema_linter	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md
status_board_schema_linter	primary_output_exists	PASS	analysis/v46_returned_package_status_board_schema_linter/status_board_schema_linter_summary.json
status_board_schema_linter	script_exists	PASS	scripts/v46_returned_package_status_board_schema_linter.py
status_board_schema_linter	score_values_read_false	PASS	status_board_schema_linter
status_board_markdown_roundtrip_renderer	doc_exists	PASS	docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md
status_board_markdown_roundtrip_renderer	primary_output_exists	PASS	analysis/v46_status_board_markdown_roundtrip_renderer/status_board_markdown_roundtrip_summary.json
status_board_markdown_roundtrip_renderer	script_exists	PASS	scripts/v46_status_board_markdown_roundtrip_renderer.py
status_board_markdown_roundtrip_renderer	score_values_read_false	PASS	status_board_markdown_roundtrip_renderer
returned_package_preflight_dryrun	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md
returned_package_preflight_dryrun	primary_output_exists	PASS	analysis/v46_returned_package_preflight_dryrun/returned_package_preflight_dryrun_summary.json
returned_package_preflight_dryrun	script_exists	PASS	scripts/v46_returned_package_preflight_dryrun.py
returned_package_preflight_dryrun	score_values_read_false	PASS	returned_package_preflight_dryrun
command_order_planner	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md
command_order_planner	primary_output_exists	PASS	analysis/v46_returned_package_command_order_planner/returned_package_command_order_synthetic_summary.json
command_order_planner	script_exists	PASS	scripts/v46_returned_package_command_order_planner.py
command_order_planner	score_values_read_false	PASS	command_order_planner
state_transition_validator	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md
state_transition_validator	primary_output_exists	PASS	analysis/v46_returned_package_state_transition_validator/returned_package_state_transition_summary.json
state_transition_validator	script_exists	PASS	scripts/v46_returned_package_state_transition_validator.py
state_transition_validator	score_values_read_false	PASS	state_transition_validator
safe_interpretation_classifier	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md
safe_interpretation_classifier	primary_output_exists	PASS	analysis/v46_returned_package_safe_interpretation/safe_interpretation_synthetic_summary.json
safe_interpretation_classifier	script_exists	PASS	scripts/v46_returned_package_safe_interpretation.py
safe_interpretation_classifier	score_values_read_false	PASS	safe_interpretation_classifier
small_n_language	doc_exists	PASS	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md
small_n_language	primary_output_exists	PASS	analysis/v46_small_n_conclusion_language/small_n_conclusion_language_summary.json
small_n_language	script_exists	PASS	scripts/v46_small_n_conclusion_language_table.py
small_n_language	score_values_read_false	PASS	small_n_language
analyzable_pair_confidence_envelope	doc_exists	PASS	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md
analyzable_pair_confidence_envelope	primary_output_exists	PASS	analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json
analyzable_pair_confidence_envelope	script_exists	PASS	scripts/v46_analyzable_pair_confidence_envelope.py
analyzable_pair_confidence_envelope	score_values_read_false	PASS	analyzable_pair_confidence_envelope
repair_request_templates	doc_exists	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md
repair_request_templates	primary_output_exists	PASS	analysis/v46_return_repair_request_templates/return_repair_request_templates_summary.json
repair_request_templates	script_exists	PASS	scripts/v46_return_repair_request_templates.py
repair_request_templates	score_values_read_false	PASS	repair_request_templates
partial_label_repair_prioritization	doc_exists	PASS	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md
partial_label_repair_prioritization	primary_output_exists	PASS	analysis/v46_partial_label_repair_prioritization/partial_label_repair_prioritization_summary.json
partial_label_repair_prioritization	script_exists	PASS	scripts/v46_partial_label_repair_prioritization.py
partial_label_repair_prioritization	score_values_read_false	PASS	partial_label_repair_prioritization
first30_repair_template_coverage	doc_exists	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md
first30_repair_template_coverage	primary_output_exists	PASS	analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json
first30_repair_template_coverage	script_exists	PASS	scripts/v46_first30_repair_template_coverage_linter.py
first30_repair_template_coverage	score_values_read_false	PASS	first30_repair_template_coverage
result_report_safe_class_linter	doc_exists	PASS	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md
result_report_safe_class_linter	primary_output_exists	PASS	analysis/v46_result_report_safe_class_linter/result_report_safe_class_synthetic_summary.json
result_report_safe_class_linter	script_exists	PASS	scripts/v46_result_report_safe_class_linter.py
result_report_safe_class_linter	score_values_read_false	PASS	result_report_safe_class_linter
report_header_metadata_linter	doc_exists	PASS	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md
report_header_metadata_linter	primary_output_exists	PASS	analysis/v46_report_header_metadata_linter/report_header_metadata_synthetic_summary.json
report_header_metadata_linter	script_exists	PASS	scripts/v46_report_header_metadata_linter.py
report_header_metadata_linter	score_values_read_false	PASS	report_header_metadata_linter
report_header_repair_template_coverage	doc_exists	PASS	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md
report_header_repair_template_coverage	primary_output_exists	PASS	analysis/v46_report_header_repair_template_coverage/report_header_repair_template_coverage_summary.json
report_header_repair_template_coverage	script_exists	PASS	scripts/v46_report_header_repair_template_coverage.py
report_header_repair_template_coverage	score_values_read_false	PASS	report_header_repair_template_coverage
safe_class_report_template_readiness	doc_exists	PASS	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md
safe_class_report_template_readiness	primary_output_exists	PASS	analysis/v46_safe_class_report_template_readiness/safe_class_report_template_readiness_summary.json
safe_class_report_template_readiness	script_exists	PASS	scripts/v46_safe_class_report_template_readiness.py
safe_class_report_template_readiness	score_values_read_false	PASS	safe_class_report_template_readiness
returned_package_doc_crosslink_linter	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md
returned_package_doc_crosslink_linter	primary_output_exists	PASS	analysis/v46_returned_package_doc_crosslink_linter/returned_package_doc_crosslink_summary.json
returned_package_doc_crosslink_linter	script_exists	PASS	scripts/v46_returned_package_doc_crosslink_linter.py
returned_package_doc_crosslink_linter	score_values_read_false	PASS	returned_package_doc_crosslink_linter
returned_package_dependency_graph	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md
returned_package_dependency_graph	primary_output_exists	PASS	analysis/v46_returned_package_dependency_graph/returned_package_dependency_summary.json
returned_package_dependency_graph	script_exists	PASS	scripts/v46_returned_package_dependency_graph.py
returned_package_dependency_graph	score_values_read_false	PASS	returned_package_dependency_graph
