dataset	gene	sgRNA	gate	low_vs_high_log2
GSE162463	Usp9x	Usp9x_sg2	MHCII	-0.5595576613640484
GSE162463	Usp9x	Usp9x_sg2	CD40	2.5266403386273932
GSE162463	Usp9x	Usp9x_sg2	PDL1	-1.994170991619182
GSE162463	Cand1	Cand1_sg4	MHCII	-4.0197210330003115
GSE162463	Cand1	Cand1_sg4	CD40	0.19058740686878375
GSE162463	Cand1	Cand1_sg4	PDL1	-0.5984929967505753
GSE162463	Hnmt	Hnmt_sg4	MHCII	2.8620112564022344
GSE162463	Hnmt	Hnmt_sg4	CD40	-0.705478211096922
GSE162463	Hnmt	Hnmt_sg4	PDL1	0.18112194416616414
GSE162463	Notch2	Notch2_sg4	MHCII	-1.0867352752521993
GSE162463	Notch2	Notch2_sg4	CD40	-0.32636402871262443
GSE162463	Notch2	Notch2_sg4	PDL1	0.22668133718208053
GSE162463	Trappc10	Trappc10_sg2	MHCII	1.1831496799914527
GSE162463	Trappc10	Trappc10_sg2	CD40	-0.05675910220804068
GSE162463	Trappc10	Trappc10_sg2	PDL1	1.7314665577615205
GSE162463	Isg15	Isg15_sg3	MHCII	2.634832532168107
GSE162463	Isg15	Isg15_sg3	CD40	-0.5637658559094055
GSE162463	Isg15	Isg15_sg3	PDL1	0.39711499246229404
GSE162463	Plcxd2	Plcxd2_sg3	MHCII	-0.4071903861961643
GSE162463	Plcxd2	Plcxd2_sg3	CD40	-1.458025288290623
GSE162463	Plcxd2	Plcxd2_sg3	PDL1	-0.01752955996460512
GSE162463	Rpl10	Rpl10_sg3	MHCII	-2.334589004002395
GSE162463	Rpl10	Rpl10_sg3	CD40	-4.739902302362481
GSE162463	Rpl10	Rpl10_sg3	PDL1	-3.491399098815966
GSE162463	Slc26a2	Slc26a2_sg4	MHCII	0.4732729987911819
GSE162463	Slc26a2	Slc26a2_sg4	CD40	-0.906141291955132
GSE162463	Slc26a2	Slc26a2_sg4	PDL1	-2.0615399170700424
GSE162463	Irf8	Irf8_sg3	MHCII	4.2598624587967775
GSE162463	Irf8	Irf8_sg3	CD40	0.5034909403420531
GSE162463	Irf8	Irf8_sg3	PDL1	-1.9627759884239993
GSE162463	Wfdc21	Wfdc21_sg3	MHCII	-1.9400289604528798
GSE162463	Wfdc21	Wfdc21_sg3	CD40	0.6238036741013949
GSE162463	Wfdc21	Wfdc21_sg3	PDL1	-0.7077251842491346
GSE162463	Krr1	Krr1_sg1	MHCII	5.365211054556482
GSE162463	Krr1	Krr1_sg1	CD40	-2.1216635652944236
GSE162463	Krr1	Krr1_sg1	PDL1	0.0
GSE162463	Eif4a1	Eif4a1_sg2	MHCII	1.7248462788059735
GSE162463	Eif4a1	Eif4a1_sg2	CD40	-0.9540283065811139
GSE162463	Eif4a1	Eif4a1_sg2	PDL1	-2.7518283836189084
GSE162463	Epg5	Epg5_sg1	MHCII	-0.04127595026476299
GSE162463	Epg5	Epg5_sg1	CD40	-1.6764887333059413
GSE162463	Epg5	Epg5_sg1	PDL1	-0.8473808467170806
GSE162463	Qrsl1	Qrsl1_sg2	MHCII	-1.628237652768507
GSE162463	Qrsl1	Qrsl1_sg2	CD40	-1.3571989457185163
GSE162463	Qrsl1	Qrsl1_sg2	PDL1	0.0
GSE162463	Eefsec	Eefsec_sg3	MHCII	-2.726011903714616
GSE162463	Eefsec	Eefsec_sg3	CD40	-4.063073376311827
GSE162463	Eefsec	Eefsec_sg3	PDL1	0.7405023487825787
GSE162463	Btf3l4	Btf3l4_sg2	MHCII	-0.787743796685051
GSE162463	Btf3l4	Btf3l4_sg2	CD40	-0.8482679485869068
GSE162463	Btf3l4	Btf3l4_sg2	PDL1	3.263500553182416
GSE162463	Serhl	Serhl_sg3	MHCII	2.190116896116853
GSE162463	Serhl	Serhl_sg3	CD40	0.3600960427876382
GSE162463	Serhl	Serhl_sg3	PDL1	1.3175927872740638
GSE162463	Lrfn3	Lrfn3_sg2	MHCII	-1.1363850883060824
GSE162463	Lrfn3	Lrfn3_sg2	CD40	2.39302485802571
GSE162463	Lrfn3	Lrfn3_sg2	PDL1	-2.060730703817909
GSE162463	Pnma1	Pnma1_sg1	MHCII	0.506343210765114
GSE162463	Pnma1	Pnma1_sg1	CD40	-0.6940172930234653
GSE162463	Pnma1	Pnma1_sg1	PDL1	0.24735522292018
GSE162463	Ehbp1	Ehbp1_sg2	MHCII	0.9591769893869535
GSE162463	Ehbp1	Ehbp1_sg2	CD40	0.9514235010070262
GSE162463	Ehbp1	Ehbp1_sg2	PDL1	0.6667856925807495
GSE162463	Klra2	Klra2_sg4	MHCII	0.4873961021501373
GSE162463	Klra2	Klra2_sg4	CD40	-0.003273182797150683
GSE162463	Klra2	Klra2_sg4	PDL1	-0.6125916501260078
GSE162463	Lrp1	Lrp1_sg1	MHCII	1.6537309476753637
GSE162463	Lrp1	Lrp1_sg1	CD40	0.06434350551384602
GSE162463	Lrp1	Lrp1_sg1	PDL1	-0.1687771567141606
GSE162463	Control	BRDN0000737949	MHCII	-0.6752470774287227
GSE162463	Control	BRDN0000737949	CD40	-0.442819232079084
GSE162463	Control	BRDN0000737949	PDL1	2.1911889038455112
GSE162463	Polr2h	Polr2h_sg2	MHCII	4.215379923161349
GSE162463	Polr2h	Polr2h_sg2	CD40	0.5741462111159875
GSE162463	Polr2h	Polr2h_sg2	PDL1	0.1327288909380042
GSE162463	Cant1	Cant1_sg4	MHCII	2.5962539047029125
GSE162463	Cant1	Cant1_sg4	CD40	0.3193689426623054
GSE162463	Cant1	Cant1_sg4	PDL1	-2.150651134368293
GSE162463	Xpo5	Xpo5_sg4	MHCII	6.214058578611498
GSE162463	Xpo5	Xpo5_sg4	CD40	-1.8185046837648797
GSE162463	Xpo5	Xpo5_sg4	PDL1	0.36767099299632106
GSE162463	Icam5	Icam5_sg3	MHCII	0.13629056962963454
GSE162463	Icam5	Icam5_sg3	CD40	-3.935735272616353
GSE162463	Icam5	Icam5_sg3	PDL1	0.18036381801452545
GSE162463	Wdr19	Wdr19_sg3	MHCII	-0.9520014662495365
GSE162463	Wdr19	Wdr19_sg3	CD40	1.3406059175036074
GSE162463	Wdr19	Wdr19_sg3	PDL1	0.0
GSE162463	Coq8b	Coq8b_sg3	MHCII	0.4421746727845491
GSE162463	Coq8b	Coq8b_sg3	CD40	-0.8896768320757722
GSE162463	Coq8b	Coq8b_sg3	PDL1	0.08351883391253465
GSE162463	Wdr82	Wdr82_sg1	MHCII	5.110913582438442
GSE162463	Wdr82	Wdr82_sg1	CD40	-3.7564409160445487
GSE162463	Wdr82	Wdr82_sg1	PDL1	0.0
GSE162463	Castor1	Castor1_sg3	MHCII	1.0454547985742815
GSE162463	Castor1	Castor1_sg3	CD40	-0.30253474620402404
GSE162463	Castor1	Castor1_sg3	PDL1	0.42189021091268164
GSE162463	Bdp1	Bdp1_sg3	MHCII	-0.14028869149518924
GSE162463	Bdp1	Bdp1_sg3	CD40	-0.9958085554270778
GSE162463	Bdp1	Bdp1_sg3	PDL1	1.1929783738913398
GSE162463	Supv3l1	Supv3l1_sg1	MHCII	5.3342096651432
GSE162463	Supv3l1	Supv3l1_sg1	CD40	3.971843501126275
GSE162463	Supv3l1	Supv3l1_sg1	PDL1	-1.438337661336922
GSE162463	Prkcb	Prkcb_sg3	MHCII	0.7196401093249741
GSE162463	Prkcb	Prkcb_sg3	CD40	1.020207697895476
GSE162463	Prkcb	Prkcb_sg3	PDL1	0.015574323401113315
GSE162463	Lage3	Lage3_sg4	MHCII	5.336316473767451
GSE162463	Lage3	Lage3_sg4	CD40	-2.2867826797840993
GSE162463	Lage3	Lage3_sg4	PDL1	0.8107614244216983
GSE162463	3110082I17Rik	3110082I17Rik_sg1	MHCII	2.2919789055403497
GSE162463	3110082I17Rik	3110082I17Rik_sg1	CD40	-1.457876356389015
GSE162463	3110082I17Rik	3110082I17Rik_sg1	PDL1	-0.13115354515731834
GSE162463	Naa25	Naa25_sg4	MHCII	-0.11445602510901351
GSE162463	Naa25	Naa25_sg4	CD40	-1.8425131976085432
GSE162463	Naa25	Naa25_sg4	PDL1	0.690844356251733
GSE162463	9530077C05Rik	9530077C05Rik_sg4	MHCII	-1.4882207793416433
GSE162463	9530077C05Rik	9530077C05Rik_sg4	CD40	-0.13564373839864827
GSE162463	9530077C05Rik	9530077C05Rik_sg4	PDL1	0.055456274385124515
GSE162463	Kpna2	Kpna2_sg1	MHCII	6.477731811904896
GSE162463	Kpna2	Kpna2_sg1	CD40	0.6149541454653797
GSE162463	Kpna2	Kpna2_sg1	PDL1	0.0
GSE162463	Shtn1	Shtn1_sg3	MHCII	-1.3848060213433853
GSE162463	Shtn1	Shtn1_sg3	CD40	0.24165692605606978
GSE162463	Shtn1	Shtn1_sg3	PDL1	-1.2894945449758808
GSE162463	Serpina1c	Serpina1c_sg1	MHCII	0.7577864184474012
GSE162463	Serpina1c	Serpina1c_sg1	CD40	0.13670407490340525
GSE162463	Serpina1c	Serpina1c_sg1	PDL1	-4.1958133176343635
GSE162463	Rab3a	Rab3a_sg2	MHCII	1.9316807579392898
GSE162463	Rab3a	Rab3a_sg2	CD40	0.017000339613101975
GSE162463	Rab3a	Rab3a_sg2	PDL1	-0.9668753078523834
GSE162463	Setd1a	Setd1a_sg1	MHCII	-0.45868088261577483
GSE162463	Setd1a	Setd1a_sg1	CD40	-2.3491841327503584
GSE162463	Setd1a	Setd1a_sg1	PDL1	-1.1929442254018192
GSE162463	Zfp472	Zfp472_sg4	MHCII	0.8112450938142989
GSE162463	Zfp472	Zfp472_sg4	CD40	-2.3073560271375455
GSE162463	Zfp472	Zfp472_sg4	PDL1	-1.3799910033796219
GSE162463	Vta1	Vta1_sg1	MHCII	2.5315176703904934
GSE162463	Vta1	Vta1_sg1	CD40	0.11859401244516696
GSE162463	Vta1	Vta1_sg1	PDL1	-0.01009462626053333
GSE162463	Ncln	Ncln_sg1	MHCII	0.33648262317554056
GSE162463	Ncln	Ncln_sg1	CD40	-0.6586174508180747
GSE162463	Ncln	Ncln_sg1	PDL1	0.46146771574003537
GSE162463	Arrdc3	Arrdc3_sg2	MHCII	-0.2550586431040484
GSE162463	Arrdc3	Arrdc3_sg2	CD40	-0.12331685582882722
GSE162463	Arrdc3	Arrdc3_sg2	PDL1	0.0
GSE162463	Alg3	Alg3_sg3	MHCII	-0.8292362597407964
GSE162463	Alg3	Alg3_sg3	CD40	-0.747248404629476
GSE162463	Alg3	Alg3_sg3	PDL1	-1.2511270093312816
GSE162463	Fam126a	Fam126a_sg3	MHCII	0.2435376077127094
GSE162463	Fam126a	Fam126a_sg3	CD40	2.9891532733834927
GSE162463	Fam126a	Fam126a_sg3	PDL1	0.43402711671703
GSE162463	Acsl1	Acsl1_sg1	MHCII	-2.3265092860127865
GSE162463	Acsl1	Acsl1_sg1	CD40	0.5717185681172113
GSE162463	Acsl1	Acsl1_sg1	PDL1	0.0
GSE162463	Bin3	Bin3_sg4	MHCII	3.0142109384463645
GSE162463	Bin3	Bin3_sg4	CD40	-0.4251352151900349
GSE162463	Bin3	Bin3_sg4	PDL1	-0.3208350531068407
GSE162463	Npm1	Npm1_sg2	MHCII	2.211500243364424
GSE162463	Npm1	Npm1_sg2	CD40	-5.081651715839597
GSE162463	Npm1	Npm1_sg2	PDL1	0.0
GSE162463	Ap2m1	Ap2m1_sg2	MHCII	-4.617500612610983
GSE162463	Ap2m1	Ap2m1_sg2	CD40	-4.316088572921168
GSE162463	Ap2m1	Ap2m1_sg2	PDL1	0.0
GSE162463	Mrpl46	Mrpl46_sg2	MHCII	-0.8918322573863017
GSE162463	Mrpl46	Mrpl46_sg2	CD40	2.0822856539179653
GSE162463	Mrpl46	Mrpl46_sg2	PDL1	1.5220170187402882
GSE162463	Pigu	Pigu_sg1	MHCII	-1.971325132534198
GSE162463	Pigu	Pigu_sg1	CD40	0.8789366477909814
GSE162463	Pigu	Pigu_sg1	PDL1	0.0
GSE162463	Pcf11	Pcf11_sg2	MHCII	-2.2427893859372316
GSE162463	Pcf11	Pcf11_sg2	CD40	1.043836414512374
GSE162463	Pcf11	Pcf11_sg2	PDL1	2.134077087156127
GSE162463	Etfa	Etfa_sg2	MHCII	2.4546434946386695
GSE162463	Etfa	Etfa_sg2	CD40	-2.097329110084266
GSE162463	Etfa	Etfa_sg2	PDL1	-0.12144290653579368
GSE162463	Zfp688	Zfp688_sg1	MHCII	-1.6630139557016508
GSE162463	Zfp688	Zfp688_sg1	CD40	0.38531793598487596
GSE162463	Zfp688	Zfp688_sg1	PDL1	-0.8625828358760403
GSE162463	Prex1	Prex1_sg4	MHCII	-0.049383766605764545
GSE162463	Prex1	Prex1_sg4	CD40	-4.228828963508442
GSE162463	Prex1	Prex1_sg4	PDL1	0.0
GSE162463	LTO1	LTO1_sg2	MHCII	4.38089379093137
GSE162463	LTO1	LTO1_sg2	CD40	-2.7962744556238923
GSE162463	LTO1	LTO1_sg2	PDL1	0.02564711149233425
GSE162463	Ndufa4	Ndufa4_sg1	MHCII	-1.0753011998476447
GSE162463	Ndufa4	Ndufa4_sg1	CD40	0.023414975371412843
GSE162463	Ndufa4	Ndufa4_sg1	PDL1	1.4406095468614573
GSE162463	Nfatc2ip	Nfatc2ip_sg3	MHCII	-1.550445583789424
GSE162463	Nfatc2ip	Nfatc2ip_sg3	CD40	0.2574393525474183
GSE162463	Nfatc2ip	Nfatc2ip_sg3	PDL1	-0.10683419618358332
GSE162463	Ndufa3	Ndufa3_sg4	MHCII	1.2711765423907868
GSE162463	Ndufa3	Ndufa3_sg4	CD40	3.0015111393742226
GSE162463	Ndufa3	Ndufa3_sg4	PDL1	1.3064333910756376
GSE162463	Eri1	Eri1_sg4	MHCII	-0.2795662754052043
GSE162463	Eri1	Eri1_sg4	CD40	0.5315170308266761
GSE162463	Eri1	Eri1_sg4	PDL1	1.8791968231546476
GSE162463	Mvd	Mvd_sg1	MHCII	0.12453126117652191
GSE162463	Mvd	Mvd_sg1	CD40	-0.8121439147011541
GSE162463	Mvd	Mvd_sg1	PDL1	-4.873692171982682
GSE162463	Impa1	Impa1_sg4	MHCII	0.604104149316464
GSE162463	Impa1	Impa1_sg4	CD40	-1.1001466637820112
GSE162463	Impa1	Impa1_sg4	PDL1	1.3575650789370153
GSE162463	Odf2	Odf2_sg4	MHCII	2.0771217528233246
GSE162463	Odf2	Odf2_sg4	CD40	-1.927694455073355
GSE162463	Odf2	Odf2_sg4	PDL1	1.3416582600856286
GSE162463	Zfp169	Zfp169_sg3	MHCII	0.3044961635000693
GSE162463	Zfp169	Zfp169_sg3	CD40	-0.6168685279309274
GSE162463	Zfp169	Zfp169_sg3	PDL1	0.4467163214364033
GSE162463	Ndor1	Ndor1_sg3	MHCII	-0.5643570519688962
GSE162463	Ndor1	Ndor1_sg3	CD40	-4.1840679150341735
GSE162463	Ndor1	Ndor1_sg3	PDL1	1.9852717197591336
GSE162463	Fam160a1	Fam160a1_sg4	MHCII	0.8238920045363333
GSE162463	Fam160a1	Fam160a1_sg4	CD40	1.1206486264968567
GSE162463	Fam160a1	Fam160a1_sg4	PDL1	0.4143918353084545
GSE162463	Msrb3	Msrb3_sg3	MHCII	-0.7178570185798423
GSE162463	Msrb3	Msrb3_sg3	CD40	-0.1700594016726138
GSE162463	Msrb3	Msrb3_sg3	PDL1	0.06072069571165224
GSE162463	Morc3	Morc3_sg1	MHCII	-1.3117085923711271
GSE162463	Morc3	Morc3_sg1	CD40	0.3170243930220893
GSE162463	Morc3	Morc3_sg1	PDL1	1.538964962463771
GSE162463	Jade1	Jade1_sg4	MHCII	-1.080273490396115
GSE162463	Jade1	Jade1_sg4	CD40	-0.2431316065890279
GSE162463	Jade1	Jade1_sg4	PDL1	0.017632781233626632
GSE162463	Mettl5	Mettl5_sg1	MHCII	2.1005817229347885
GSE162463	Mettl5	Mettl5_sg1	CD40	-0.24516836891084215
GSE162463	Mettl5	Mettl5_sg1	PDL1	-2.346293464598834
GSE162463	Caml	Caml_sg2	MHCII	0.1822961507375296
GSE162463	Caml	Caml_sg2	CD40	-1.236534256045183
GSE162463	Caml	Caml_sg2	PDL1	-2.7432941565539792
GSE162463	Taf11	Taf11_sg3	MHCII	4.850099815157621
GSE162463	Taf11	Taf11_sg3	CD40	0.22401600554695963
GSE162463	Taf11	Taf11_sg3	PDL1	0.0
GSE162463	Lyn	Lyn_sg4	MHCII	2.997760359712056
GSE162463	Lyn	Lyn_sg4	CD40	-0.2590354074072618
GSE162463	Lyn	Lyn_sg4	PDL1	0.0
GSE162463	Recql4	Recql4_sg1	MHCII	0.9112366356310476
GSE162463	Recql4	Recql4_sg1	CD40	2.856177846997442
GSE162463	Recql4	Recql4_sg1	PDL1	0.0
GSE162463	Msr1	Msr1_sg3	MHCII	0.13445360573129025
GSE162463	Msr1	Msr1_sg3	CD40	2.5442297889069434
GSE162463	Msr1	Msr1_sg3	PDL1	0.7803264691087661
GSE162463	Atp6v0b	Atp6v0b_sg2	MHCII	-1.6162057419432017
GSE162463	Atp6v0b	Atp6v0b_sg2	CD40	-0.6863990101858007
GSE162463	Atp6v0b	Atp6v0b_sg2	PDL1	-2.8693152811784275
GSE162463	Serpina1b	Serpina1b_sg3	MHCII	0.5625141186776459
GSE162463	Serpina1b	Serpina1b_sg3	CD40	0.1513971270140448
GSE162463	Serpina1b	Serpina1b_sg3	PDL1	0.7157822426577302
GSE162463	Polr2k	Polr2k_sg3	MHCII	-5.585972844602073
GSE162463	Polr2k	Polr2k_sg3	CD40	1.2089717452964142
GSE162463	Polr2k	Polr2k_sg3	PDL1	1.9509483234402574
GSE162463	Proser2	Proser2_sg2	MHCII	0.036416470971705917
GSE162463	Proser2	Proser2_sg2	CD40	1.1223634964484204
GSE162463	Proser2	Proser2_sg2	PDL1	-0.4734513345703545
GSE162463	Syncrip	Syncrip_sg1	MHCII	-0.8419752991495123
GSE162463	Syncrip	Syncrip_sg1	CD40	1.9268901890359802
GSE162463	Syncrip	Syncrip_sg1	PDL1	3.111318908654407
GSE162463	Lrr1	Lrr1_sg2	MHCII	-2.7177429133181747
GSE162463	Lrr1	Lrr1_sg2	CD40	-0.8468603803821195
GSE162463	Lrr1	Lrr1_sg2	PDL1	0.0
GSE162463	Tango6	Tango6_sg1	MHCII	-0.011249050187831048
GSE162463	Tango6	Tango6_sg1	CD40	-0.028627832843283817
GSE162463	Tango6	Tango6_sg1	PDL1	2.4418845334875092
GSE162463	Srsf7	Srsf7_sg2	MHCII	-1.842582748832534
GSE162463	Srsf7	Srsf7_sg2	CD40	-1.8357981314963752
GSE162463	Srsf7	Srsf7_sg2	PDL1	0.407736881138039
GSE162463	Map2k5	Map2k5_sg2	MHCII	0.5697448411198169
GSE162463	Map2k5	Map2k5_sg2	CD40	0.6274107465661197
GSE162463	Map2k5	Map2k5_sg2	PDL1	-2.7950361807013957
GSE162463	Ctnna1	Ctnna1_sg3	MHCII	4.479031587330032
GSE162463	Ctnna1	Ctnna1_sg3	CD40	-4.402735162847707
GSE162463	Ctnna1	Ctnna1_sg3	PDL1	-3.500118965819959
GSE162463	Eaf1	Eaf1_sg3	MHCII	3.505435339752447
GSE162463	Eaf1	Eaf1_sg3	CD40	-1.2813719186699137
GSE162463	Eaf1	Eaf1_sg3	PDL1	0.0
GSE162463	Abca5	Abca5_sg4	MHCII	5.942073307085214
GSE162463	Abca5	Abca5_sg4	CD40	1.1787610887891973
GSE162463	Abca5	Abca5_sg4	PDL1	0.0
GSE162463	Nectin3	Nectin3_sg1	MHCII	1.86203660126619
GSE162463	Nectin3	Nectin3_sg1	CD40	0.042101097597827784
GSE162463	Nectin3	Nectin3_sg1	PDL1	0.37074154432082235
GSE162463	Nsfl1c	Nsfl1c_sg2	MHCII	-0.13105613600537827
GSE162463	Nsfl1c	Nsfl1c_sg2	CD40	-0.21924143544229552
GSE162463	Nsfl1c	Nsfl1c_sg2	PDL1	-0.7487695755512557
GSE162463	Il1rap	Il1rap_sg3	MHCII	1.6220607786260202
GSE162463	Il1rap	Il1rap_sg3	CD40	0.9917321567514013
GSE162463	Il1rap	Il1rap_sg3	PDL1	0.05292707269885696
GSE162463	Syk	Syk_sg4	MHCII	-2.4936345738040933
GSE162463	Syk	Syk_sg4	CD40	-2.1227920201979917
GSE162463	Syk	Syk_sg4	PDL1	1.5562270537019327
GSE162463	Hirip3	Hirip3_sg3	MHCII	0.7979474945850086
GSE162463	Hirip3	Hirip3_sg3	CD40	-1.1449373329468202
GSE162463	Hirip3	Hirip3_sg3	PDL1	0.5236167402537423
GSE162463	Rpl21	Rpl21_sg3	MHCII	4.036603399324282
GSE162463	Rpl21	Rpl21_sg3	CD40	-5.760589881854908
GSE162463	Rpl21	Rpl21_sg3	PDL1	0.0
GSE162463	Pias4	Pias4_sg4	MHCII	2.1179152091873674
GSE162463	Pias4	Pias4_sg4	CD40	-1.9036738946011365
GSE162463	Pias4	Pias4_sg4	PDL1	0.0
GSE162463	Ctnnal1	Ctnnal1_sg1	MHCII	1.974811180895291
GSE162463	Ctnnal1	Ctnnal1_sg1	CD40	0.5268738206769296
GSE162463	Ctnnal1	Ctnnal1_sg1	PDL1	0.0
GSE162463	Creg1	Creg1_sg4	MHCII	-3.4198111332766303
GSE162463	Creg1	Creg1_sg4	CD40	0.2660814873851882
GSE162463	Creg1	Creg1_sg4	PDL1	1.0752074358721477
GSE162463	Tnfrsf18	Tnfrsf18_sg4	MHCII	-0.9861921127831506
GSE162463	Tnfrsf18	Tnfrsf18_sg4	CD40	0.15221904552639812
GSE162463	Tnfrsf18	Tnfrsf18_sg4	PDL1	1.0805743949572466
GSE162463	Exoc5	Exoc5_sg4	MHCII	0.695405178055745
GSE162463	Exoc5	Exoc5_sg4	CD40	-0.5916360505843324
GSE162463	Exoc5	Exoc5_sg4	PDL1	-2.948248761070512
GSE162463	Ndufs7	Ndufs7_sg2	MHCII	-5.922757963426526
GSE162463	Ndufs7	Ndufs7_sg2	CD40	0.036005130422622156
GSE162463	Ndufs7	Ndufs7_sg2	PDL1	-0.12801350187481964
GSE162463	Mmp2	Mmp2_sg4	MHCII	1.3282858055031206
GSE162463	Mmp2	Mmp2_sg4	CD40	-1.392154402550252
GSE162463	Mmp2	Mmp2_sg4	PDL1	-1.060347794838893
GSE162463	Lzts2	Lzts2_sg4	MHCII	-0.26600792432384457
GSE162463	Lzts2	Lzts2_sg4	CD40	-0.7161301456110502
GSE162463	Lzts2	Lzts2_sg4	PDL1	-0.18392790064491935
GSE162463	Rilp	Rilp_sg3	MHCII	-1.4220964929158646
GSE162463	Rilp	Rilp_sg3	CD40	-0.377811399935549
GSE162463	Rilp	Rilp_sg3	PDL1	-2.82550850111754
GSE162463	Gstm1	Gstm1_sg2	MHCII	1.9228928456534655
GSE162463	Gstm1	Gstm1_sg2	CD40	0.15833171163303997
GSE162463	Gstm1	Gstm1_sg2	PDL1	0.7646212372995611
GSE162463	Pgpep1	Pgpep1_sg1	MHCII	1.3985159197320625
GSE162463	Pgpep1	Pgpep1_sg1	CD40	0.5816517681964274
GSE162463	Pgpep1	Pgpep1_sg1	PDL1	0.5386926342532399
GSE162463	Rps26	Rps26_sg2	MHCII	-3.15590590690084
GSE162463	Rps26	Rps26_sg2	CD40	2.215440558564445
GSE162463	Rps26	Rps26_sg2	PDL1	-0.13414445968776614
GSE162463	Nampt	Nampt_sg2	MHCII	-0.11880411996825646
GSE162463	Nampt	Nampt_sg2	CD40	-1.0574491066791145
GSE162463	Nampt	Nampt_sg2	PDL1	-1.6178371885210237
GSE162463	Cdt1	Cdt1_sg3	MHCII	0.7358208346313
GSE162463	Cdt1	Cdt1_sg3	CD40	-0.07167321013380532
GSE162463	Cdt1	Cdt1_sg3	PDL1	-4.055756495129842
GSE162463	Bcl11a	Bcl11a_sg1	MHCII	0.9797642003088414
GSE162463	Bcl11a	Bcl11a_sg1	CD40	3.2762236739346022
GSE162463	Bcl11a	Bcl11a_sg1	PDL1	-1.4926437164626774
GSE162463	Traip	Traip_sg3	MHCII	-2.489614534233639
GSE162463	Traip	Traip_sg3	CD40	-1.8156897784591073
GSE162463	Traip	Traip_sg3	PDL1	-4.489892552871955
GSE162463	Hacd2	Hacd2_sg4	MHCII	2.983977552375577
GSE162463	Hacd2	Hacd2_sg4	CD40	1.0388835703214856
GSE162463	Hacd2	Hacd2_sg4	PDL1	0.1303510098075075
GSE162463	Snf8	Snf8_sg4	MHCII	0.7943297571379573
GSE162463	Snf8	Snf8_sg4	CD40	-1.1516127075005218
GSE162463	Snf8	Snf8_sg4	PDL1	-0.9197875144446259
GSE162463	Trappc1	Trappc1_sg4	MHCII	-1.5221505231338879
GSE162463	Trappc1	Trappc1_sg4	CD40	1.2738370041127958
GSE162463	Trappc1	Trappc1_sg4	PDL1	0.9428925378852661
GSE162463	Mrs2	Mrs2_sg1	MHCII	0.47803155821286986
GSE162463	Mrs2	Mrs2_sg1	CD40	1.3995935914656779
GSE162463	Mrs2	Mrs2_sg1	PDL1	0.8764378402847675
GSE162463	Psmc5	Psmc5_sg2	MHCII	-2.0126504714049887
GSE162463	Psmc5	Psmc5_sg2	CD40	1.648098165506736
GSE162463	Psmc5	Psmc5_sg2	PDL1	0.4303330499637488
GSE162463	Coq3	Coq3_sg2	MHCII	-0.09774681000164041
GSE162463	Coq3	Coq3_sg2	CD40	0.5432613750859148
GSE162463	Coq3	Coq3_sg2	PDL1	0.023260922125305786
GSE162463	Zfp410	Zfp410_sg1	MHCII	-0.4488883909655974
GSE162463	Zfp410	Zfp410_sg1	CD40	-0.6109102471494251
GSE162463	Zfp410	Zfp410_sg1	PDL1	2.40502574592112
GSE162463	Nagk	Nagk_sg1	MHCII	1.50971982104328
GSE162463	Nagk	Nagk_sg1	CD40	0.5931770034229695
GSE162463	Nagk	Nagk_sg1	PDL1	-0.7855377047075869
GSE162463	Prdm5	Prdm5_sg4	MHCII	-2.1455313267060814
GSE162463	Prdm5	Prdm5_sg4	CD40	1.0210882836159745
GSE162463	Prdm5	Prdm5_sg4	PDL1	-0.3073546759326115
GSE162463	Rae1	Rae1_sg2	MHCII	-1.9601736189987982
GSE162463	Rae1	Rae1_sg2	CD40	0.177210541908622
GSE162463	Rae1	Rae1_sg2	PDL1	0.3943164487448012
GSE162463	Etnk2	Etnk2_sg3	MHCII	-0.9681540512414908
GSE162463	Etnk2	Etnk2_sg3	CD40	0.13948235714743248
GSE162463	Etnk2	Etnk2_sg3	PDL1	0.17975022204170096
GSE162463	Nes	Nes_sg4	MHCII	0.4309245550857156
GSE162463	Nes	Nes_sg4	CD40	-0.22101717543467786
GSE162463	Nes	Nes_sg4	PDL1	0.9322188451000104
GSE162463	Dync1i2	Dync1i2_sg1	MHCII	0.4449971961300218
GSE162463	Dync1i2	Dync1i2_sg1	CD40	-1.534362122544591
GSE162463	Dync1i2	Dync1i2_sg1	PDL1	0.9122710243628511
GSE162463	D630045J12Rik	D630045J12Rik_sg4	MHCII	0.33960320208889627
GSE162463	D630045J12Rik	D630045J12Rik_sg4	CD40	-0.9289437616408693
GSE162463	D630045J12Rik	D630045J12Rik_sg4	PDL1	-0.37740519014516255
GSE162463	Sap18b	Sap18b_sg1	MHCII	3.8992728162150097
GSE162463	Sap18b	Sap18b_sg1	CD40	1.1215440158821386
GSE162463	Sap18b	Sap18b_sg1	PDL1	-2.1846418490218067
GSE162463	Cnot8	Cnot8_sg1	MHCII	1.103929216480555
GSE162463	Cnot8	Cnot8_sg1	CD40	-4.307704572321073
GSE162463	Cnot8	Cnot8_sg1	PDL1	-4.668976126818931
GSE162463	Naa50	Naa50_sg1	MHCII	1.591815535004226
GSE162463	Naa50	Naa50_sg1	CD40	-0.9571674194460945
GSE162463	Naa50	Naa50_sg1	PDL1	1.9043986547043894
GSE162463	Disp1	Disp1_sg1	MHCII	-0.6994309383854727
