source	dataset	system	pathway	perturbation	perturbation_type	condition	n_cell_types	target_module_effect	target_module_median_effect	target_negative_fraction	target_sig_negative_fdr10_total	generic_ifn_effect	generic_ifn_median_effect	generic_ifn_negative_fraction	generic_ifn_sig_negative_fdr10_total	stress_module_effect	stress_module_median_effect	stress_positive_fraction	stress_sig_positive_fdr10_total	effect_scale	provenance	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	target_over_ifn_ratio	stress_induction	stress_abs_effect	selectivity_score	evidence_call	control_class	target_n_genes	target_genes_present	generic_ifn_n_genes	generic_ifn_genes_present	stress_n_genes	stress_genes_present	within_direct_rank
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	IKBKG	CRISPRi_gene	TNFA_pathway	6.0	-0.1828389573779459	-0.14469605157457574	0.625	1	-0.11675213191021015	-0.06910906595510717	0.6388888888888888	4	0.06806498819062581	0.059841708377648746	0.6261904761904762	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.1828389573779459	0.11675213191021015	0.06608682546773574	1.5660438433669095	0.06806498819062581	0.06806498819062581	0.03545758078195412	null_or_wrong_direction	candidate_or_other_control							20
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	PDCD5	CRISPRi_gene	TNFA_pathway	6.0	-0.07924222015430722	-0.01079837295636115	0.625	1	0.03732187265291078	-0.0059658741519553835	0.4583333333333333	0	0.12323292152920012	0.08042055980912186	0.6416666666666667	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.07924222015430722	0.0	0.07924222015430722	0.7924222015430722	0.12323292152920012	0.12323292152920012	0.02378740546616717	null_or_wrong_direction	candidate_or_other_control							21
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	ATF5	CRISPRi_gene	IFNG_pathway	6.0	-0.038274291802356385	-0.03503075084066895	0.45	1	0.025741874933064082	0.008360284648466287	0.45833333333333326	0	0.04589549276271356	0.041429865106470905	0.6416666666666667	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.038274291802356385	0.0	0.038274291802356385	0.3827429180235638	0.04589549276271356	0.04589549276271356	0.017621320059135283	null_or_wrong_direction	candidate_or_other_control							22
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNB	ADAR	CRISPRi_gene	IFNB_pathway	6.0	-0.1086808389924466	-0.0789542285927172	0.5	2	0.003346680820045777	-0.027142902973327884	0.41111111111111104	7	0.20993586434481673	0.18697826494877923	0.5919973544973545	16	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.1086808389924466	0.0	0.1086808389924466	1.0868083899244658	0.20993586434481673	0.20993586434481673	0.014209700037279067	null_or_wrong_direction	candidate_or_other_control							23
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	CSF1	CRISPRi_gene	TNFA_pathway	6.0	-0.041403168091397644	0.02836836186911492	0.375	0	-0.01874201717242334	0.009707262871438551	0.4444444444444444	0	0.024080092554816843	0.038111904060312986	0.5222222222222221	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.041403168091397644	0.01874201717242334	0.022661150918974304	0.4140316809139764	0.024080092554816843	0.024080092554816843	0.011825109269306727	null_or_wrong_direction	candidate_or_other_control							24
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	CASP8	CRISPRi_gene	TNFA_pathway	6.0	-0.101107440684024	0.06202312754320861	0.3	0	-0.05573192083502149	0.03863060450675989	0.4583333333333333	0	0.09309371305843288	0.12648162354850467	0.8097222222222223	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.101107440684024	0.05573192083502149	0.04537551984900251	1.01107440684024	0.09309371305843288	0.09309371305843288	0.0034833489727077137	null_or_wrong_direction	candidate_or_other_control							25
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	BIRC2	CRISPRi_gene	TNFA_pathway	6.0	-0.04256630485040427	-0.03799381080056312	0.625	0	-0.022189892974008998	-0.05992406781692887	0.6	1	0.037836771371564014	0.03571356105682564	0.6579365079365079	3	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.04256630485040427	0.022189892974008998	0.02037641187639527	0.42566304850404263	0.037836771371564014	0.037836771371564014	0.003349864759191464	null_or_wrong_direction	candidate_or_other_control							26
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	ZNF267	CRISPRi_gene	IFNG_pathway	6.0	0.09980584379510783	-0.026223201364238283	0.42666666666666664	0	0.0750166212479815	0.07911030130525339	0.3194444444444444	0	-0.0008046422829119151	-0.025360035007731933	0.4666666666666666	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.0008046422829119151	-8.046422829119151e-05	null_or_wrong_direction	candidate_or_other_control							27
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	RUNX1	CRISPRi_gene	IFNG_pathway	6.0	0.058551041246756606	0.017048918366503667	0.29666666666666663	0	0.06252055731337455	0.06618115290707707	0.25	0	0.00027707763878961726	-0.0024994969791316667	0.45555555555555555	3	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.00027707763878961726	0.00027707763878961726	-0.00012468493745532776	null_or_wrong_direction	candidate_or_other_control							28
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	CASP10	CRISPRi_gene	TNFA_pathway	6.0	0.2837088628137154	0.4450405320466325	0.16666666666666666	0	0.0387854166410311	-0.011475370935321812	0.6388888888888888	0	-0.0023978909065108154	0.01932945151924749	0.4761904761904761	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.0023978909065108154	-0.00023978909065108155	null_or_wrong_direction	candidate_or_other_control							29
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	NFKBIA	CRISPRi_gene	TNFA_pathway	6.0	0.12368819335518949	0.11946402592793559	0.25	0	0.059492821873578856	0.06743935985859453	0.27777777777777773	1	-0.004078297359030795	-0.000730877980203935	0.530952380952381	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.004078297359030795	-0.00040782973590307954	null_or_wrong_direction	candidate_or_other_control							30
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	PTPN11	CRISPRi_gene	IFNG_pathway	6.0	0.0251621251588796	-0.06194823739491886	0.5166666666666667	0	0.039570514278969536	0.03931527650821528	0.2916666666666667	0	-0.005204511468217268	-0.004238617080724991	0.41944444444444445	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.005204511468217268	-0.0005204511468217269	null_or_wrong_direction	candidate_or_other_control							31
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	ATF3	CRISPRi_gene	IFNG_pathway	6.0	0.030323955269557792	0.03616814821487102	0.5458333333333334	0	0.05879871051301413	0.02263853687056391	0.3333333333333333	2	-0.008369248717864389	-0.048578900067623484	0.3416666666666666	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.008369248717864389	-0.0008369248717864389	null_or_wrong_direction	candidate_or_other_control							32
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	CEBPE	CRISPRi_gene	IFNG_pathway	6.0	0.02575475158913686	0.05494960278266033	0.3	0	0.03798492985840458	0.04378187970936027	0.40277777777777773	1	-0.008583203898353084	-0.016592122404853464	0.542063492063492	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.008583203898353084	-0.0008583203898353084	null_or_wrong_direction	candidate_or_other_control							33
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	TAPBPL	CRISPRi_gene	IFNG_pathway	6.0	0.28045176784126186	0.1303072954695859	0.34285714285714286	0	0.14143014507944482	0.05390863609017915	0.4444444444444444	0	-0.011621622178167715	0.012306000716366249	0.38888888888888884	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.011621622178167715	-0.0011621622178167716	null_or_wrong_direction	candidate_or_other_control							34
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	TRAF3	CRISPRi_gene	TNFA_pathway	6.0	0.3443718896849795	0.3702817058435595	0.0	0	0.038400029830601166	0.06497963817081726	0.3333333333333333	1	-0.014109783044700688	-0.02358002961872742	0.45158730158730154	2	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.014109783044700688	-0.001410978304470069	null_or_wrong_direction	candidate_or_other_control							35
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNB	FOS	CRISPRi_gene	IFNB_pathway	6.0	0.04233323446252569	-0.0012172045127538	0.5	0	0.018711541580753933	0.018660387741642748	0.5138888888888888	0	-0.015802912537948535	-0.005660260249648285	0.5613756613756614	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.015802912537948535	-0.0015802912537948536	null_or_wrong_direction	candidate_or_other_control							36
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	PARP12	CRISPRi_gene	IFNG_pathway	6.0	0.03145526102765556	-0.0008656956196687986	0.41	0	0.044184983855380576	0.017895472232288698	0.4444444444444444	0	-0.025643066609787518	-0.02511170849417203	0.47222222222222227	2	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.025643066609787518	-0.002564306660978752	null_or_wrong_direction	candidate_or_other_control							37
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	MAFB	CRISPRi_gene	IFNG_pathway	6.0	0.07661220253005593	0.0928141295154193	0.4766666666666667	0	0.05284380564127788	0.01854592603125435	0.2638888888888889	0	-0.026762210753615633	-0.02304286017720759	0.5527777777777778	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.026762210753615633	-0.0026762210753615637	null_or_wrong_direction	candidate_or_other_control							38
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	MAPK9	CRISPRi_gene	TNFA_pathway	6.0	0.09808384205962652	0.0858740037143059	0.0	0	0.010046769175275428	-0.00636924484052664	0.40277777777777773	0	-0.028954911090973822	-0.06441707526965121	0.5015873015873016	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.028954911090973822	-0.002895491109097382	null_or_wrong_direction	candidate_or_other_control							39
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	PRDM1	CRISPRi_gene	IFNG_pathway	6.0	0.04624727041339192	0.02801457445917204	0.30833333333333335	0	0.019683247119368964	-0.009724739780596289	0.5972222222222222	0	0.0064898186241780275	-0.04159466024231937	0.3666666666666667	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0064898186241780275	0.0064898186241780275	-0.0029204183808801123	null_or_wrong_direction	candidate_or_other_control							40
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	PIK3CA	CRISPRi_gene	IFNG_pathway	6.0	0.14308176189274627	0.10549539644144611	0.26964285714285713	0	0.0709008079845631	0.052237193296886586	0.3888888888888889	0	0.006674471905643474	0.014771161089155303	0.47222222222222215	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.006674471905643474	0.006674471905643474	-0.0030035123575395633	null_or_wrong_direction	candidate_or_other_control							41
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	FMNL2	CRISPRi_gene	IFNG_pathway	6.0	0.02414048547351951	-0.04373673531077649	0.525	0	0.027098764226382837	0.02055644069296402	0.375	0	-0.03400253952482867	-0.022189122072934005	0.32222222222222224	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0	0.0	0.0	0.0	0.03400253952482867	-0.0034002539524828675	null_or_wrong_direction	candidate_or_other_control							42
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	ARID5B	CRISPRi_gene	TNFA_pathway	6.0	0.012567735592163128	-0.015470452750788247	0.625	0	-0.0012376993934346918	0.02585825800424371	0.3055555555555555	0	-0.023157940688491196	-0.034669722380324966	0.41984126984126985	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0	0.0012376993934346918	-0.0012376993934346918	0.0	0.0	0.023157940688491196	-0.0035534934622838115	null_or_wrong_direction	candidate_or_other_control							43
