source	dataset	system	pathway	perturbation	perturbation_type	condition	n_cell_types	target_module_effect	target_module_median_effect	target_negative_fraction	target_sig_negative_fdr10_total	generic_ifn_effect	generic_ifn_median_effect	generic_ifn_negative_fraction	generic_ifn_sig_negative_fdr10_total	stress_module_effect	stress_module_median_effect	stress_positive_fraction	stress_sig_positive_fdr10_total	effect_scale	provenance	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	target_over_ifn_ratio	stress_induction	stress_abs_effect	selectivity_score	evidence_call	control_class	target_n_genes	target_genes_present	generic_ifn_n_genes	generic_ifn_genes_present	stress_n_genes	stress_genes_present	within_direct_rank
mouse_macrophage_RNAseq	GSE162464	primary mouse macrophage RNA-seq, triplicates		Med16_KO	gene_knockout	Med16_IFNg_vs_NTC_IFNg		-3.1395014536170534	-3.3427175736895443	1.0	8	-0.797854931783739	-0.9354101171160094	0.8333333333333334	3	-0.3652912317130771	-0.285571727714494	0.23076923076923078	0	mean_log2FC_across_readout_genes	data/raw_v3/wave14_gsk3b_ciita/GSE162464_Normalized_Gene_Counts_Matrix.txt.gz	3.1395014536170534	0.797854931783739	2.3416465218333142	3.9349276773888824	0.0	0.3652912317130771	2.3051173986620066	selective_target_suppression	candidate_or_other_control	11.0	Cd74,Ciita,Ctss,H2-Aa,H2-Ab1,H2-DMa,H2-DMb1,H2-DMb2,H2-Eb1,Ifi30,Rfx5	6.0	Cxcl10,Gbp2,Ifit1,Irf1,Isg15,Stat1	13.0	Atf4,Bax,Casp3,Ddit3,Dnajb1,Fos,Gadd45a,Hmox1,Hsp90aa1,Hspa1a,Hspa1b,Jun,Klf6	1
mouse_macrophage_RNAseq	GSE162464	primary mouse macrophage RNA-seq, triplicates		Gsk3b_KO	gene_knockout	Gsk3b_IFNg_vs_NTC_IFNg		-1.6223580114004137	-1.5205634854218104	1.0	9	-0.7952007387801626	-0.7508426789188727	1.0	3	-0.49200890576953366	-0.40579843335593857	0.15384615384615385	0	mean_log2FC_across_readout_genes	data/raw_v3/wave14_gsk3b_ciita/GSE162464_Normalized_Gene_Counts_Matrix.txt.gz	1.6223580114004137	0.7952007387801626	0.8271572726202511	2.0401867506927998	0.0	0.49200890576953366	0.7779563820432978	selective_target_suppression	candidate_or_other_control	11.0	Cd74,Ciita,Ctss,H2-Aa,H2-Ab1,H2-DMa,H2-DMb1,H2-DMb2,H2-Eb1,Ifi30,Rfx5	6.0	Cxcl10,Gbp2,Ifit1,Irf1,Isg15,Stat1	13.0	Atf4,Bax,Casp3,Ddit3,Dnajb1,Fos,Gadd45a,Hmox1,Hsp90aa1,Hspa1a,Hspa1b,Jun,Klf6	2
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	TNFRSF1A	CRISPRi_gene	TNFA_pathway	6.0	-0.9683862679530189	-1.2360511109952337	0.75	3	-0.305972733625738	-0.5106024644161242	0.6666666666666666	9	0.09167416282403355	0.012451550354805451	0.5714285714285715	4	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.9683862679530189	0.305972733625738	0.6624135343272808	3.1649430211567045	0.09167416282403355	0.09167416282403355	0.6211601610564657	selective_target_suppression	candidate_or_other_control							3
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	RFX5	CRISPRi_gene	IFNG_pathway	6.0	-0.5517938735080701	-0.7983877358363412	0.5958333333333333	6	0.08315286675771984	0.0567945650661417	0.23611111111111108	0	0.06354462132800315	0.03551202867416176	0.5944444444444444	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.5517938735080701	0.0	0.5517938735080701	5.5179387350807	0.06354462132800315	0.06354462132800315	0.5231987939104686	weak_selective_target_suppression	candidate_or_other_control							4
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	CHUK	CRISPRi_gene	TNFA_pathway	6.0	-0.672021576511123	-0.439117009030363	1.0	3	-0.269125495016825	-0.15069082768046116	0.861111111111111	6	0.1501383126278085	0.14319970500133417	0.7746031746031745	9	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.672021576511123	0.269125495016825	0.40289608149429806	2.497056536650718	0.1501383126278085	0.1501383126278085	0.33533384081178425	weak_selective_target_suppression	candidate_or_other_control							5
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	SOX9	CRISPRi_gene	TNFA_pathway	6.0	-0.3035349790216474	-0.23173302506413826	1.0	0	-0.12921778513330506	-0.0533400397786129	0.9166666666666666	0	0.042569497135100366	0.04935673550495902	0.6134920634920635	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.3035349790216474	0.12921778513330506	0.17431719388834233	2.349018586787502	0.042569497135100366	0.042569497135100366	0.15516092017754715	target_suppression_not_selective	candidate_or_other_control							6
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	JAK1	CRISPRi_gene	IFNG_pathway	6.0	-1.0321591183170895	-1.1290247648695424	1.0	14	-0.8728855107246258	-0.8710536114726444	1.0	19	-0.07056731607672388	-0.06404177364954372	0.45	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	1.0321591183170895	0.8728855107246258	0.15927360759246367	1.1824679246425374	0.0	0.07056731607672388	0.15221687598479128	target_suppression_not_selective	broad_IFN_JAK_positive_control							7
human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table		IFNG_8H	cytokine_stimulation	D0_IFNy_8H_vs_D0_unstim		-0.1195928860505675	-0.047627297253177936	0.5384615384615384	0	4.4034387540295405	5.037200001227683	0.0	0	-0.16261589035470334	0.3939465048961308	0.5384615384615384	0	descriptive_mean_log2CPM_difference	data/raw_v3/wave14_gsk3b_ciita/GSE294918_IFNyRNAseq_CPM.csv.gz	0.1195928860505675	0.0	0.1195928860505675	1.195928860505675	0.0	0.16261589035470334	0.10333129701509716	null_or_wrong_direction	candidate_or_other_control	13.0	CD74,CIITA,CTSS,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,IFI30,RFX5	6.0	CXCL10,GBP1,IFIT1,IRF1,ISG15,STAT1	13.0	ATF4,BAX,CASP3,DDIT3,DNAJB1,FOS,GADD45A,HMOX1,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	8
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNB	CEBPB	CRISPRi_gene	IFNB_pathway	6.0	-0.211461795291348	-0.256027841292935	0.875	0	-0.1081984513282029	-0.08674781623686668	0.775	8	-0.07575411965189048	-0.032113597912554914	0.425	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.211461795291348	0.1081984513282029	0.10326334396314511	1.9543883733595417	0.0	0.07575411965189048	0.09568793199795607	null_or_wrong_direction	candidate_or_other_control							9
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	ZNF267	CRISPRi_gene	TNFA_pathway	6.0	-0.13585525113156874	-0.12455498362881195	0.5	1	-0.04550187893296951	-0.05378231511353859	0.5	1	-0.004018766839645472	-0.0042187588205538605	0.513888888888889	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.13585525113156874	0.04550187893296951	0.09035337219859924	1.3585525113156873	0.0	0.004018766839645472	0.08995149551463469	null_or_wrong_direction	candidate_or_other_control							10
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	IRF2	CRISPRi_gene	IFNG_pathway	6.0	-0.16061645391573875	-0.20238270580567125	0.6933333333333332	1	-0.06013553397691176	-0.04705880031058109	0.5277777777777778	1	0.06646496523570507	0.01548728095062476	0.5111111111111111	2	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.16061645391573875	0.06013553397691176	0.10048091993882699	1.6061645391573875	0.06646496523570507	0.06646496523570507	0.07057168558275971	null_or_wrong_direction	candidate_or_other_control							11
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	JUN	CRISPRi_gene	IFNG_pathway	6.0	-0.0880350296448546	-0.0719792909584025	0.5583333333333333	0	0.016485816312443405	0.04007336851890116	0.3611111111111111	0	-0.19417877125772928	-0.1885454249804671	0.325	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0880350296448546	0.0	0.0880350296448546	0.880350296448546	0.0	0.19417877125772928	0.06861715251908167	null_or_wrong_direction	candidate_or_other_control							12
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	MMP9	CRISPRi_gene	TNFA_pathway	6.0	-0.07119090589905695	-0.07084529676480865	0.625	1	0.05066071094068032	0.0353565462665926	0.3	1	0.019409245856157383	0.023113561841870866	0.6666666666666666	1	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.07119090589905695	0.0	0.07119090589905695	0.7119090589905694	0.019409245856157383	0.019409245856157383	0.06245674526378613	null_or_wrong_direction	candidate_or_other_control							13
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	PLEK	CRISPRi_gene	IFNG_pathway	6.0	-0.06372728691588966	-0.09661673822740183	0.6458333333333334	1	0.029218547831990373	-0.0191148702836112	0.611111111111111	0	-0.024696116520603027	-0.038611328475057875	0.461904761904762	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.06372728691588966	0.0	0.06372728691588966	0.6372728691588966	0.0	0.024696116520603027	0.06125767526382936	null_or_wrong_direction	candidate_or_other_control							14
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	TNFA	FADD	CRISPRi_gene	TNFA_pathway	6.0	-0.17378602495324616	-0.12019707409717027	1.0	0	-0.11574114465658038	-0.08723029463833384	0.6944444444444443	6	-0.0075820402261931345	0.009410109549748457	0.5750000000000001	3	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.17378602495324616	0.11574114465658038	0.05804488029666578	1.5015060155910225	0.0	0.0075820402261931345	0.05728667627404647	null_or_wrong_direction	candidate_or_other_control							15
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNB	POU2F1	CRISPRi_gene	IFNB_pathway	6.0	-0.10999649899909661	0.0387985067527605	0.5	1	-0.0555437510435193	-0.0936476981250359	0.5194444444444445	1	0.0008253282740809479	-0.02368082560820505	0.45555555555555555	4	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.10999649899909661	0.0555437510435193	0.05445274795557731	1.099964989990966	0.0008253282740809479	0.0008253282740809479	0.05408135023224088	null_or_wrong_direction	candidate_or_other_control							16
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	MYC	CRISPRi_gene	IFNG_pathway	6.0	-0.0734323538208265	-0.15807458017441472	0.5266666666666666	1	0.013820845525759233	0.02508452993041558	0.4166666666666667	1	0.045781096749742616	0.011600983785451366	0.6027777777777777	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.0734323538208265	0.0	0.0734323538208265	0.7343235382082649	0.045781096749742616	0.045781096749742616	0.052830860283442325	null_or_wrong_direction	candidate_or_other_control							17
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	ZFP36	CRISPRi_gene	IFNG_pathway	6.0	-0.04889794446686031	-0.05469659892642861	0.5571428571428572	0	0.01681674490442615	-0.0041775639414914235	0.49999999999999994	0	-0.026954561878986844	-0.051112799807087966	0.33888888888888885	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.04889794446686031	0.0	0.04889794446686031	0.4889794446686031	0.0	0.026954561878986844	0.04620248827896163	null_or_wrong_direction	candidate_or_other_control							18
Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	IFNG	MCRS1	CRISPRi_gene	IFNG_pathway	6.0	-0.2746834809315896	-0.3062623994426146	0.9	0	-0.213647804005595	-0.24782898695176153	0.8194444444444443	0	-0.21243650347538715	-0.21028219741736826	0.25555555555555554	0	mean_log2FC_across_readout_genes_and_cell_types	data/raw_v3/mixscale/DE_results_all_pathway.zip	0.2746834809315896	0.213647804005595	0.061035676925994625	1.2856836147232116	0.0	0.21243650347538715	0.03979202657845591	target_suppression_not_selective	candidate_or_other_control							19
