analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	positive_trend	negative_trend
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD200	3	3	1.9101510552926797	1.93414445552881	-0.0239934002361303	-0.0249619353266964	-0.0382150028392249	0.9715468839142264	0.0267898717887454	0.0246340337498075	1.0	1.9221477554107451	False	0.9867077605000324	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD74	11	14	8.072122977755896	6.575837778564518	1.4962851991913784	1.866574610908293	4.688328533686259	0.0001493188557005	0.2432504366915937	0.141759340505952	1.0	7.234203266208724	False	0.8441184433525579	True	False	False	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CD74	5	19	8.680987360474635	7.688014744519618	0.9929726159550168	1.1234597887613316	3.939470052087752	0.0007684852105546	0.7260727249303977	0.5062452372946495	1.0	7.894884039510248	False	0.1558814970723153	True	False	False	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD74	4	17	6.024586771900483	3.8766662528035054	2.147920519096978	1.4554822448377318	4.03555253727615	0.0027277550967852	0.2409335118526087	0.0853473525297789	0.9523809523809524	4.285793970726739	False	0.1705623125965466	True	False	False	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD74	6	6	9.562846496072078	6.070382295990622	3.4924642000814563	2.192926174268105	4.114781180336666	0.0051951801283856	0.4233528503689794	0.1656212796198408	1.0	7.81661439603135	False	0.1521083558094026	True	False	False	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD74	6	6	9.162752688872905	6.070382295990622	3.092370392882283	1.878176511512023	3.5241885721480712	0.0091399610739129	0.5253054273220389	0.1656212796198408	1.0	7.616567492431764	False	0.1611611962233166	True	False	False	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CD74	5	18	6.189584481944059	4.556323322723818	1.6332611592202406	1.059132742548267	2.883434130121552	0.0148607162428791	0.1814944386421358	0.0774699525992849	1.0	4.911380096467349	False	0.4487980807374785	True	False	False	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD74	6	6	12.19793898213535	13.043692811702122	-0.8457538295667728	-1.3701623928000837	-2.570956785529048	0.0286731100130888	0.6966153543085681	0.5498118664492045	1.0	12.620815896918735	False	0.3291168225354325	False	True	False	False	False	True
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD74	3	19	6.330054489426548	3.0282594404007193	3.3017950490258285	1.990732457330297	3.038415348852025	0.0698567981169374	0.2638420159443103	0.0580678129174882	0.8636363636363636	3.478504219813331	False	0.5916888396675412	False	False	False	False	True	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD74	6	6	12.508086318078345	13.043692811702122	-0.5356064936237797	-0.960839650865906	-1.8029083509953647	0.1082685093556653	0.6203828584502442	0.5498118664492045	1.0	12.775889564890234	False	0.4935290349416746	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD74	6	6	9.350583717987323	8.336215542497504	1.014368175489821	0.8402297393947538	1.576597315217243	0.1460579322955725	0.4803985382055964	0.3623255691922132	1.0	8.843399630242414	False	0.6847847624287927	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD74	3	3	6.883505987067903	5.178408778656005	1.7050972084118987	1.2505089765407535	1.9144430695592909	0.1661787084712715	0.3499231138564322	0.1537722036552056	1.0	6.030957382861954	False	0.5283806572176694	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD74	3	3	13.355817589682372	13.087145169347409	0.2686724203349655	1.1585219685886776	1.7736172992793378	0.2120955940558775	0.9798245614035088	0.9265780346820808	1.0	13.221481379514886	False	0.7297013371935511	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD74	5	17	8.39140038132372	7.692882897927687	0.6985174833960333	0.5894416672996983	1.2575543887265113	0.2488744864099487	0.4900982372270313	0.3330547064425579	1.0	7.851636871426783	False	0.6368619967831529	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD74	9	13	11.18551976796324	11.057887475387655	0.1276322925755835	0.2472792681670723	0.6420798926463307	0.528137555419623	0.9880023853408748	0.988069170778028	1.0	11.110100685986758	False	0.9715241121707002	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD74	10	14	9.032158866694855	8.893253883394264	0.1389049833005913	0.2062869574014186	0.5544484043124992	0.5849040022199419	0.3912234418649462	0.3502971819301265	1.0	8.951130959769511	False	0.9361567050385556	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD74	6	6	8.534450731063115	8.336215542497504	0.1982351885656115	0.1506942428731491	0.2827609254864532	0.7833622388670824	0.3909904934567694	0.3623255691922132	1.0	8.435333136780308	False	0.934235604697553	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD74	3	3	10.130467420909808	10.147168683329552	-0.016701262419744	-0.0521127938521025	-0.0797810962553121	0.9416237439356392	0.4642334960737821	0.3517213909181628	1.0	10.13881805211968	False	0.9817573038350792	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD82	6	6	5.32253836991073	4.087095499428704	1.235442870482026	2.226332796498022	4.1774649779324315	0.0022868359631754	0.0969759053163127	0.049836003477704	1.0	4.704816934669717	False	0.1044115756286818	True	False	False	False	True	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD82	10	14	5.763214821643503	5.070051093684934	0.6931637279585692	1.0138053355146617	2.8703856800926433	0.0100212453034345	0.0762297205278574	0.0650415685480433	1.0	5.358869313667671	False	0.8414957034907469	True	False	False	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD82	6	6	6.545776779935341	5.04065391042263	1.5051228695127117	1.6858915700843913	3.163387343391418	0.013568973006386	0.3101229351697924	0.1469901397910442	1.0	5.793215345178986	False	0.2368919956186039	True	False	False	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CD82	5	19	6.082870954147803	5.55718744859238	0.5256835055554232	1.1644623570208017	2.7635240747886156	0.025213232642283	0.2819868360369623	0.1968643552599903	1.0	5.6667048455830935	False	0.4268901124089078	True	False	False	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD82	6	6	4.813244124199728	4.087095499428704	0.7261486247710236	1.4064022092665154	2.6389567558539477	0.0254911507967759	0.0863094371000871	0.049836003477704	1.0	4.450169811814216	False	0.2256564949301464	True	False	False	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD82	3	3	6.83782073044157	6.465437304029105	0.3723834264124654	2.194631345123237	3.3598293556686354	0.0368027132363993	0.5037318267325026	0.4722712721697705	1.0	6.6516290172353365	False	0.4012178530095457	True	False	False	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD82	6	6	6.319873617975403	5.04065391042263	1.2792197075527731	1.2074338768304038	2.265614889904298	0.0579398448002464	0.2866233855147252	0.1469901397910442	1.0	5.680263764199016	False	0.6143153299056979	False	False	False	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD82	5	17	5.038761807464584	4.134823106609488	0.903938700855096	0.5294092225927447	1.67080916226849	0.1124470538913668	0.0973493731902263	0.0702188552365836	0.9090909090909092	4.340263720440192	False	0.51693800445813	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD82	9	13	5.642767701335903	4.563371499320246	1.0793962020156576	0.5917158942586267	1.6239635341037844	0.1226955620721865	0.0812582501693815	0.0788418216347901	0.9090909090909092	5.004942672872107	False	0.941417255008202	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD82	3	3	3.3334962848315066	5.068729135054069	-1.735232850222562	-1.1378453292099313	-1.7419627892334222	0.2191184387306282	0.0664717348927875	0.1452023121387283	1.0	4.201112709942787	False	0.7297013371935511	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD82	4	17	6.744984251517147	5.902700949849283	0.8422833016678641	0.6324686699333637	1.2356811226900586	0.2741249500501976	0.44292052586887	0.266950430912413	1.0	6.063135864452685	False	0.711818182986164	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD82	6	6	5.397723956608871	5.9452361503139945	-0.5475121937051233	-0.5668413796513908	-1.0636145751710353	0.3183033591547909	0.122846192842265	0.179595875926782	1.0	5.671480053461433	False	0.6864076141872177	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD82	11	14	7.1482372882687875	7.0333257759066115	0.114911512362176	0.3809569814297949	0.9737253265523106	0.3411372691837401	0.20686153909198	0.270253455552201	1.0	7.08388684134597	False	0.8441184433525579	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD82	6	6	5.571528924190635	5.9452361503139945	-0.3737072261233596	-0.4038628529155089	-0.7578035622509925	0.4726255638811338	0.1467887272354912	0.179595875926782	1.0	5.758382537252314	False	0.7811482080030557	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD82	3	19	5.683961344299512	5.502597997479585	0.1813633468199267	0.3211319946432041	0.476311129292563	0.6725411547719121	0.1857682221053789	0.2371201369662458	1.0	5.527329362955029	False	0.9123147706839114	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD82	3	3	4.632243367296877	4.53232773723649	0.0999156300603871	0.2748113350777502	0.4207172165459376	0.7124270191780095	0.162515714779963	0.1425810218221789	1.0	4.582285552266684	False	0.9097331076711068	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CD82	5	18	5.562128342032427	5.621561771875794	-0.0594334298433674	-0.0884858396305099	-0.2404973884196875	0.8143807665519176	0.1612439941309432	0.2011357031714042	1.0	5.608641461040279	False	0.92732206990481	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CHI3L1	6	6	8.712801760954637	2.777109025287833	5.935692735666803	2.64880963376181	4.970195604024479	0.0005617189029733	0.3135954079329386	0.0275103394727867	1.0	5.744955393121235	True	0.0626560483677375	True	False	True	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CHI3L1	6	6	7.473952075683176	2.777109025287833	4.6968430503953424	1.695167960467416	3.1807934544668472	0.0112138587298784	0.2127878583764351	0.0275103394727867	1.0	5.125530550485505	True	0.5183164950749184	True	False	False	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CHI3L1	5	17	3.4036156125893777	0.6916942814228824	2.7119213311664954	1.7083534579251516	2.787174573342908	0.0377599553757009	0.0241043759911684	0.0050400174481747	0.3636363636363636	1.308040038506177	True	0.3866852266657735	True	False	False	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CHI3L1	4	17	7.02440223159882	5.495684200035813	1.5287180315630078	0.698756316905158	2.216925228626061	0.0433688295010065	0.2797365865784243	0.1691007543954654	0.9523809523809524	5.786868587000194	True	0.4400304462668978	True	False	False	False	True	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CHI3L1	3	3	2.5090837675430753	0.4986029988977096	2.010480768645366	2.4854841102386653	3.805104896175115	0.0551342163046695	0.0223091221558431	0.0027505654428184	1.0	1.5038433832203923	True	0.5811996315360111	False	False	False	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CHI3L1	3	3	6.260406733046623	3.313718996231305	2.946687736815318	2.102861024041537	3.219335318055172	0.06494156900316	0.2307669114945528	0.0555440187739005	1.0	4.787062864638964	True	0.4179462800265871	False	False	False	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CHI3L1	5	18	2.064184583811705	0.407503683458918	1.6566809003527871	2.004126305214243	2.4389556946084263	0.0674309627641652	0.0230097314490977	0.0017193095364176	0.5652173913043478	0.7676517052747414	True	0.5763703232506251	False	False	False	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CHI3L1	6	6	0.3371596633886177	0.0	0.3371596633886177	1.1656156330857843	2.1871476234845693	0.0803851798928677	0.0017250626968417	0.0	0.3333333333333333	0.1685798316943088	True	0.34560469371018	False	False	False	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CHI3L1	5	19	5.507167291111522	3.834373467974983	1.6727938231365391	1.2689451895490835	1.9691391538761411	0.1080202134419865	0.2083738435487464	0.0672409746358238	1.0	4.182872181128428	True	0.5244543087524359	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CHI3L1	3	19	1.881238706576356	0.4262276577117607	1.455011048864595	1.4190040325879818	1.419134881799528	0.2831193711681046	0.0214860309779349	0.0021580199055216	0.4090909090909091	0.6246382552842055	True	0.8418696283881719	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CHI3L1	6	6	2.007367398690634	0.8174847993300096	1.1898825993606246	0.5868840670256372	1.1012224407611504	0.3033616431209353	0.0106335983909677	0.0028526908785808	0.5	1.412426099010322	True	0.674802216179881	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CHI3L1	3	3	1.4949084443050422	2.238440007572079	-0.743531563267037	-0.8885174541343508	-1.3602589938661969	0.3048163606016131	0.0143884015594541	0.0112601156069364	1.0	1.866674225938561	True	0.7469196108151829	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CHI3L1	6	6	0.5632242428789944	0.8174847993300096	-0.2542605564510152	-0.2037960405361714	-0.3824005213058501	0.7107150724424911	0.0029081766670419	0.0028526908785808	0.3333333333333333	0.690354521104502	True	0.897535367651118	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CHI3L1	11	14	2.2513911487186533	2.3871281908669757	-0.1357370421483223	-0.14336345149237	-0.3439098286174435	0.735797435242933	0.0131414973564276	0.0152629525193837	0.96	2.3274038923217137	True	0.9175383217281824	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CHI3L1	9	13	1.0403280021947998	0.9162381748875896	0.1240898273072103	0.0604495411785348	0.1427764106889455	0.8882017453884699	0.0038107835726883	0.0036860918879559	0.2272727272727272	0.9670021951496302	True	0.9971430440168678	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CHI3L1	10	14	1.7211694535810724	1.6738111264524749	0.0473583271285977	0.0309339609463421	0.0761158033432748	0.9401509586647142	0.0042900618696185	0.003378961107309	0.6666666666666666	1.6935437627560574	True	0.9956978682109932	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CRTAP	6	6	5.294994649714923	6.222618562316806	-0.9276239126018836	-2.0520366600655504	-3.850417733746435	0.0038783435888698	0.1323738589191373	0.1861690992020684	1.0	5.758806606015866	False	0.1639230547221407	False	True	False	False	False	True
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CRTAP	6	6	4.248541649283887	3.604269357836342	0.6442722914475447	1.5320343031637058	2.874691356352745	0.020423020726336	0.0580264537709078	0.0332341735367942	1.0	3.926405503560114	False	0.2085759398696079	True	False	False	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CRTAP	5	18	5.704874207900447	5.276580453305574	0.4282937545948737	0.8242787442104355	2.52453417037763	0.023087278630042	0.1739381005555666	0.1513075558049688	1.0	5.369687791260981	False	0.4959631633070024	True	False	False	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CRTAP	6	6	4.593090421936794	3.604269357836342	0.9888210641004522	1.4719463050022648	2.76194293513363	0.0232045319591369	0.0568369809668621	0.0332341735367942	1.0	4.098679889886569	False	0.2634147856673945	True	False	False	False	True	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CRTAP	6	6	5.508249224210375	6.222618562316806	-0.7143693381064313	-1.2692304174345383	-2.3815692003008486	0.0461393447593912	0.1397369747551378	0.1861690992020684	1.0	5.865433893263591	False	0.3790966974469444	False	True	False	False	False	True
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CRTAP	6	6	6.379684891836295	6.69839033397987	-0.3187054421435755	-1.0511443027527183	-1.9723549499921265	0.0770205442075219	0.3487435279811405	0.3770225056607054	1.0	6.539037612908083	False	0.4389999162593505	False	False	False	False	False	True
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CRTAP	3	3	4.80938848645549	5.3810833685736155	-0.5716948821181251	-1.45888074392856	-2.233445886373062	0.0992459266090695	0.250521381699575	0.3131841661957033	1.0	5.095235927514553	False	0.4532034001490302	False	False	False	False	False	True
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CRTAP	3	3	6.7703181241163675	7.159812572652906	-0.3894944485365386	-0.9429352311643115	-1.4435688605286665	0.2382475852410746	0.5006848741297026	0.5507476909154126	1.0	6.965065348384637	False	0.6950946161719516	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CRTAP	5	19	5.6993638633309605	5.48077627118153	0.2185875921494302	0.4299329772856134	1.1007078279963054	0.2995391927655095	0.2405658842133887	0.2045207661963139	1.0	5.526315352879327	False	0.6357557042753599	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CRTAP	11	14	5.283341427444585	5.856642358929507	-0.5733009314849227	-0.4593398920460297	-1.0481764453796978	0.3179283492517468	0.1022024156836387	0.1617239460456344	0.96	5.6043899490761415	False	0.8441184433525579	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CRTAP	6	6	6.446218876264635	6.69839033397987	-0.2521714577152352	-0.5389068947769966	-1.011198632494844	0.3443962999325166	0.3629360636267996	0.3770225056607054	1.0	6.572304605122253	False	0.7796126173984669	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CRTAP	3	3	6.087147710083304	6.472386044708801	-0.3852383346254973	-0.5409028322910193	-0.8280849622120133	0.4576395595180411	0.3416179337231969	0.4119884393063584	1.0	6.279766877396053	False	0.8112233740374987	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CRTAP	9	13	7.13820122090316	7.246030248084288	-0.1078290271811273	-0.1310872320723701	-0.3435927083295494	0.7347860690959754	0.2000667815878613	0.3172907424441994	1.0	7.201918373328372	False	0.9898450450091713	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CRTAP	5	17	6.513442957190011	6.320094570491347	0.1933483866986645	0.1122946304862559	0.3384829284202459	0.7395081379039834	0.2518694721729996	0.247178263998512	0.9545454545454546	6.364037385650135	False	0.9047011382177352	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CRTAP	4	17	7.879798773131411	7.816821937526513	0.0629768356048972	0.1590684965141236	0.3078854573484712	0.7713397463938141	0.6772399190362841	0.5991871836348366	1.0	7.82881752526078	False	0.933206984619865	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CRTAP	3	19	5.581591763366235	5.522869616634066	0.058722146732169	0.0811443698905492	0.2205142825391849	0.8339851617870894	0.166220877345151	0.2421463244280686	1.0	5.530877182097543	False	0.9537985528281296	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CRTAP	10	14	7.652715415363834	7.640820400519841	0.0118950148439926	0.0489804626707497	0.1241540802250186	0.9024074492517702	0.2801469370175823	0.2943517754148339	1.0	7.645776656704837	False	0.991196848039188	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL1	5	17	6.942972060824138	2.013453464399507	4.92951859642463	2.056750690842158	5.940383817727348	3.774756042284724e-05	0.2708255208665381	0.0193401311861115	0.6363636363636364	3.133798599950559	False	0.0339261750412166	True	False	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CXCL1	6	6	7.422280895936594	3.6589305314416567	3.7633503644949378	3.4819172299149392	6.533429012459004	6.690694608925945e-05	0.1717286757503226	0.0174137560404247	1.0	5.540605713689125	False	0.0201657535513027	True	False	True	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CXCL1	6	6	6.402042115069865	3.6589305314416567	2.7431115836282087	2.835983877675627	5.321407179378751	0.000461038980829	0.101214934617241	0.0174137560404247	1.0	5.030486323255762	False	0.0724496840423337	True	False	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL1	4	17	7.155343044785477	4.114677749968434	3.0406652948170425	1.1627400824999834	3.8477501531154408	0.0013899631485155	0.4454696173602082	0.0850546575439563	0.8571428571428571	4.693852091838347	False	0.130245251762822	True	False	False	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CXCL1	5	18	6.606059732907703	2.916093706959223	3.689966025948479	2.5637035052331143	4.678779013513904	0.0040940278723509	0.3102415592863798	0.0277483768465886	0.9565217391304348	3.7182602343393274	False	0.3084106467606463	True	False	False	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CXCL1	5	19	8.31718053607246	6.503934411547588	1.8132461245248717	2.176194865237628	4.3193091394250995	0.004974377033361	0.570984404255847	0.210562831220483	1.0	6.881694020823605	False	0.278624664084541	True	False	False	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CXCL1	3	3	5.239241261464222	2.2196711000367473	3.0195701614274744	2.7183425046650047	4.161595051592789	0.050021354385584	0.0757665027770907	0.016492481958692	1.0	3.729456180750484	False	0.4107779882717764	False	False	False	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CXCL1	3	19	5.660145168926337	1.3280687408649865	4.332076428061351	2.7805329517168547	3.327262693388035	0.067013361375331	0.2999331414304463	0.0224478995177389	0.7727272727272727	1.9188064356006256	False	0.5809296780774873	False	False	False	False	True	False
