comparison	spearman_r	pearson_r	spearman_perm_p_two_sided
gilt_lysosomal_apc_vs_hla_ii_apc	0.5469565217391303	0.6406113774678565	0.0065993400659934
gilt_lysosomal_apc_vs_ifn_apc	0.9017391304347826	0.9213536778981894	9.999000099990002e-05
gilt_lysosomal_apc_vs_mif_cd74_receptor_state	0.477391304347826	0.5025443941275368	0.0212978702129787
