analysis	disease_name	compartment	role	module	module_class	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	c1q_phagocytic_myeloid	covariate	mean_score	6	6	0.05680968453250012	0.0030697393610466923	0.053739945171453425	1.4981359657364541	2.811084910076956	0.026336942283091254	0.1631662076179268
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	c1q_phagocytic_myeloid	covariate	high_fraction	6	6	0.25196628994142717	0.22377724010598576	0.028189049835441404	0.33678160898517145	0.6319330959685381	0.5417433048755987	0.739044878873502
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	foamy_phagolysosomal_checkpoint	target	mean_score	6	6	-0.004119218688010108	0.008916113277784259	-0.013035331965794367	-0.20803359169705452	-0.3903518130420322	0.704468724110215	0.823125014572676
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	foamy_phagolysosomal_checkpoint	target	high_fraction	6	6	0.23220758900363356	0.2551087712195295	-0.02290118221589596	-0.3371892574399145	-0.6326980027900502	0.5416655051059138	0.739044878873502
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	galectin_checkpoint	target	mean_score	6	6	-0.03499048817648746	-0.006058314664416649	-0.028932173512070808	-0.2662406943464038	-0.4995709437879195	0.628200779695164	0.7865856788251061
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	galectin_checkpoint	target	high_fraction	6	6	0.23266808112735568	0.24992453885062538	-0.017256457723269697	-0.2529364657838615	-0.4746070439766012	0.6469506061252055	0.7943115775203912
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	hif_nampt_metabolic	covariate	mean_score	6	6	0.25615260465569584	0.008670607828053062	0.24748199682764277	2.2282857321854035	4.181129443753096	0.003502473771238685	0.09932769118853296
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	hif_nampt_metabolic	covariate	high_fraction	6	6	0.4309120773113336	0.2614245698232509	0.16948750748808267	2.0145348504016423	3.7800497740566286	0.0038202958149435758	0.09932769118853296
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	hla_ii_apc	covariate	mean_score	6	6	0.4082563659763015	-0.04211714344836903	0.4503735094246705	1.324328180007214	2.4849540014733593	0.036137007248432426	0.18392098086851272
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	hla_ii_apc	covariate	high_fraction	6	6	0.626821040245991	0.21674450427626477	0.41007653596972615	2.048914352989762	3.8445590730466632	0.0034291869188342043	0.09932769118853296
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ifn_apc	covariate	mean_score	6	6	0.3375688354484862	-0.03611196636635227	0.3736808018148385	1.553769953622447	2.9154758781936843	0.015862038374618078	0.13228341436945643
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ifn_apc	covariate	high_fraction	6	6	0.5954811233141286	0.22017988113660417	0.3753012421775245	1.9019082506140987	3.5687185315145644	0.005119359590203948	0.10634310913037086
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	inflammatory_nfkb	covariate	mean_score	6	6	0.13581942337696998	0.008333110696175284	0.1274863126807947	1.2156536073826154	2.2810382967570013	0.06574978058095882	0.2456870970931356
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	inflammatory_nfkb	covariate	high_fraction	6	6	0.3252621648856021	0.26868941277580016	0.05657275210980195	0.5942216542599906	1.1149906041472586	0.2922512260865238	0.5357652414502166
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lgals3_core	target	mean_score	6	6	-0.2771020441592235	-0.004448902817038239	-0.27265314134218527	-1.10750704360891	-2.078113341710285	0.06460390361762361	0.2456870970931356
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lgals3_core	target	high_fraction	6	6	0.1311371815084129	0.24695280478171233	-0.11581562327329945	-1.5865984900966599	-2.977074962397771	0.01796516059917702	0.13930878920765338
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lipid_loader_repair	covariate	mean_score	6	6	0.06767826510301893	0.0021160744801332417	0.06556219062288568	1.5216593281904311	2.855223873923364	0.03255582116783587	0.1805165386588233
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lipid_loader_repair	covariate	high_fraction	6	6	0.26169700092061216	0.24000911644120582	0.02168788447940634	0.2943102569895621	0.5522403448191227	0.59674889781023	0.7689883756038532
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lysosomal_apc	covariate	mean_score	6	6	0.047517918531987086	0.0048955424560349625	0.04262237607595212	0.4819720160313554	0.9043666878921016	0.3883878792754042	0.6152954933323608
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	lysosomal_apc	covariate	high_fraction	6	6	0.28237352539051086	0.2483795660694439	0.03399395932106697	0.4120442818224301	0.7731551003417345	0.45941461811455836	0.6635988928321399
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	osmr_tissue_response	covariate	mean_score	6	6	0.1467663136611537	0.016901550795547993	0.1298647628656057	1.5228022759258597	2.857368487767202	0.017315243389756124	0.13666674246914656
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	osmr_tissue_response	covariate	high_fraction	6	6	0.4278208960579548	0.27794363854088583	0.14987725751706898	1.4288462001305247	2.6810703993967797	0.02314032534183358	0.15497005759227941
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	repair_efferocytosis_control	target	mean_score	6	6	0.015884366533070002	0.01005745400000846	0.005826912533061541	0.13297235245043482	0.24950777631661805	0.8095155401211902	0.8945146718339152
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	repair_efferocytosis_control	target	high_fraction	6	6	0.2533588426661247	0.25040253769149184	0.0029563049746328396	0.04987174975676645	0.09357877147783698	0.9281602534620601	0.960957385025858
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	tissue_injury_remodeling	covariate	mean_score	6	6	0.14868501227359882	-9.30643128467049e-05	0.1487780765864455	1.506785139248232	2.827314118706657	0.03612052284034228	0.18392098086851272
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	tissue_injury_remodeling	covariate	high_fraction	6	6	0.2768300414807808	0.12208589656305412	0.15474414491772664	1.517473480168028	2.84736959735517	0.03353906713344332	0.1805165386588233
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	c1q_phagocytic_myeloid	covariate	mean_score	6	6	-0.08024486380595998	0.025682239270033408	-0.10592710307599339	-0.5195784318084967	-0.9749309292767174	0.3529634773508122	0.5848596262968381
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	c1q_phagocytic_myeloid	covariate	high_fraction	6	6	0.16938964360755068	0.2610968508672797	-0.091707207259729	-0.7338540060377847	-1.3769951257783506	0.20148913964259615	0.46960768298900885
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	foamy_phagolysosomal_checkpoint	target	mean_score	6	6	-0.09949315160972001	0.017691130481321364	-0.11718428209104137	-0.7724369463514279	-1.4493917064510307	0.18435908715881777	0.45139455981603
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	foamy_phagolysosomal_checkpoint	target	high_fraction	6	6	0.18932177340066933	0.2584899284686906	-0.06916815506802129	-0.6118208047238088	-1.1480134454850897	0.2860765077838476	0.5312849430271456
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	galectin_checkpoint	target	mean_score	6	6	-0.23598162109306006	0.011074337503791215	-0.24705595859685128	-1.8970373124395155	-3.5595787597490847	0.005712108470237016	0.10634310913037086
