n_requested	event_rate_target	odds_ratio_per_latent_sd	missing_rate	molecular_repeats	measurement_reliability_per_repeat	label_noise	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	median_usable_n_across_seeds	median_events_across_seeds	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability
40	0.15	1.0	0.0	1	0.7	0.0	0.05	1500	1102	0.7346666666666667	40.0	6.0	0.020666666666666667	0.014597274166911008	0.029184906750169652	0.016	0.028
40	0.15	1.0	0.0	2	0.7	0.0	0.05	1500	1116	0.744	40.0	6.0	0.024666666666666667	0.017948070059721124	0.033813675411598076	0.022	0.03
40	0.15	1.0	0.2	1	0.7	0.0	0.05	1500	776	0.5173333333333333	32.0	5.0	0.017333333333333333	0.011855871598742648	0.02527667218980588	0.016	0.018
40	0.15	1.0	0.2	2	0.7	0.0	0.05	1500	802	0.5346666666666666	32.0	5.0	0.014	0.009174941314692178	0.02130796534532423	0.01	0.02
40	0.15	1.25	0.0	1	0.7	0.0	0.05	1500	1084	0.7226666666666667	40.0	6.0	0.034	0.025953769524204383	0.04442695990700477	0.03	0.04
40	0.15	1.25	0.0	2	0.7	0.0	0.05	1500	1131	0.754	40.0	6.0	0.042666666666666665	0.03355366749284015	0.054116118472552516	0.036	0.05
40	0.15	1.25	0.2	1	0.7	0.0	0.05	1500	783	0.522	32.0	5.0	0.016	0.010775268327281805	0.02369742060985388	0.006	0.022
40	0.15	1.25	0.2	2	0.7	0.0	0.05	1500	793	0.5286666666666666	32.0	5.0	0.02	0.014044885285323426	0.02840736820605081	0.012	0.03
40	0.15	1.5	0.0	1	0.7	0.0	0.05	1500	1124	0.7493333333333333	40.0	6.0	0.078	0.06548140922514466	0.09267453030268853	0.072	0.084
40	0.15	1.5	0.0	2	0.7	0.0	0.05	1500	1076	0.7173333333333334	40.0	6.0	0.07466666666666667	0.06242385862064807	0.089082443778653	0.066	0.08
40	0.15	1.5	0.2	1	0.7	0.0	0.05	1500	785	0.5233333333333333	32.0	5.0	0.042666666666666665	0.03355366749284015	0.054116118472552516	0.032	0.052
40	0.15	1.5	0.2	2	0.7	0.0	0.05	1500	812	0.5413333333333333	32.0	5.0	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.04	0.054
40	0.15	2.0	0.0	1	0.7	0.0	0.05	1500	1111	0.7406666666666667	40.0	6.0	0.146	0.1290348996727205	0.16477363727716796	0.126	0.158
40	0.15	2.0	0.0	2	0.7	0.0	0.05	1500	1102	0.7346666666666667	40.0	6.0	0.17666666666666667	0.1581991209848884	0.19678607754749564	0.156	0.206
40	0.15	2.0	0.2	1	0.7	0.0	0.05	1500	796	0.5306666666666666	32.0	5.0	0.08133333333333333	0.0685461561187387	0.09625942053762661	0.066	0.096
40	0.15	2.0	0.2	2	0.7	0.0	0.05	1500	773	0.5153333333333333	32.0	5.0	0.09333333333333334	0.07963304722003077	0.10911122309905018	0.086	0.098
40	0.3	1.0	0.0	1	0.7	0.0	0.05	1500	1495	0.9966666666666667	40.0	12.0	0.036	0.027695588043697456	0.04667492366463097	0.03	0.044
40	0.3	1.0	0.0	2	0.7	0.0	0.05	1500	1496	0.9973333333333333	40.0	12.0	0.04733333333333333	0.03769502441859292	0.059284253526744726	0.044	0.054
40	0.3	1.0	0.2	1	0.7	0.0	0.05	1500	1473	0.982	32.0	10.0	0.037333333333333336	0.028861071509391153	0.04816929505035013	0.032	0.04
40	0.3	1.0	0.2	2	0.7	0.0	0.05	1500	1467	0.978	32.0	9.0	0.036	0.027695588043697456	0.04667492366463097	0.026	0.048
40	0.3	1.25	0.0	1	0.7	0.0	0.05	1500	1497	0.998	40.0	12.0	0.052	0.04186463169739715	0.06442413822788547	0.046	0.062
40	0.3	1.25	0.0	2	0.7	0.0	0.05	1500	1495	0.9966666666666667	40.0	12.0	0.06	0.04906852936100265	0.07317936967275707	0.056	0.062
40	0.3	1.25	0.2	1	0.7	0.0	0.05	1500	1463	0.9753333333333334	32.0	9.0	0.04	0.031201530510343935	0.05114854575222304	0.036	0.044
40	0.3	1.25	0.2	2	0.7	0.0	0.05	1500	1469	0.9793333333333333	32.0	9.0	0.050666666666666665	0.040670651803700913	0.06295826327016886	0.046	0.058
40	0.3	1.5	0.0	1	0.7	0.0	0.05	1500	1496	0.9973333333333333	40.0	12.0	0.14266666666666666	0.12587993087477012	0.16127896894658622	0.132	0.148
40	0.3	1.5	0.0	2	0.7	0.0	0.05	1500	1495	0.9966666666666667	40.0	12.0	0.15733333333333333	0.13978498551865226	0.17663231766824544	0.152	0.16
40	0.3	1.5	0.2	1	0.7	0.0	0.05	1500	1470	0.98	32.0	9.0	0.094	0.08025125726886444	0.10982294047592293	0.082	0.11
40	0.3	1.5	0.2	2	0.7	0.0	0.05	1500	1471	0.9806666666666667	32.0	9.0	0.10066666666666667	0.0864453274698467	0.11692814453200492	0.09	0.114
40	0.3	2.0	0.0	1	0.7	0.0	0.05	1500	1495	0.9966666666666667	40.0	12.0	0.308	0.2851520341310773	0.3318288672654724	0.29	0.328
40	0.3	2.0	0.0	2	0.7	0.0	0.05	1500	1491	0.994	40.0	12.0	0.298	0.27539364781093856	0.32163834220001475	0.292	0.302
40	0.3	2.0	0.2	1	0.7	0.0	0.05	1500	1466	0.9773333333333334	32.0	10.0	0.222	0.20169358246695152	0.2437266810134694	0.202	0.252
40	0.3	2.0	0.2	2	0.7	0.0	0.05	1500	1469	0.9793333333333333	32.0	9.0	0.254	0.2326188778198833	0.27663790209444594	0.234	0.274
60	0.15	1.0	0.0	1	0.7	0.0	0.05	1500	1433	0.9553333333333334	60.0	9.0	0.04	0.031201530510343935	0.05114854575222304	0.036	0.044
60	0.15	1.0	0.0	2	0.7	0.0	0.05	1500	1448	0.9653333333333334	60.0	9.0	0.043333333333333335	0.03414340356776986	0.054856309823329244	0.034	0.052
60	0.15	1.0	0.2	1	0.7	0.0	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.030666666666666665	0.02306947388821145	0.04066161841446556	0.028	0.032
60	0.15	1.0	0.2	2	0.7	0.0	0.05	1500	1323	0.882	48.0	7.0	0.034666666666666665	0.026533490787242278	0.0451771660696733	0.026	0.04
60	0.15	1.25	0.0	1	0.7	0.0	0.05	1500	1441	0.9606666666666667	60.0	9.0	0.05466666666666667	0.0442585691503609	0.06734991047774742	0.046	0.062
60	0.15	1.25	0.0	2	0.7	0.0	0.05	1500	1435	0.9566666666666667	60.0	9.0	0.06733333333333333	0.055724832625160745	0.08115226809136962	0.062	0.074
60	0.15	1.25	0.2	1	0.7	0.0	0.05	1500	1255	0.8366666666666667	48.0	7.0	0.04066666666666666	0.031788512536601546	0.05189149115167184	0.036	0.048
60	0.15	1.25	0.2	2	0.7	0.0	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.048	0.03828904363175826	0.06002016173928581	0.048	0.048
60	0.15	1.5	0.0	1	0.7	0.0	0.05	1500	1429	0.9526666666666667	60.0	9.0	0.132	0.11580643451510408	0.15007362649494949	0.11	0.15
60	0.15	1.5	0.0	2	0.7	0.0	0.05	1500	1442	0.9613333333333334	60.0	9.0	0.15533333333333332	0.13788539580519532	0.17454212510458306	0.154	0.158
60	0.15	1.5	0.2	1	0.7	0.0	0.05	1500	1298	0.8653333333333333	48.0	7.0	0.1	0.0858249705381975	0.1162185740379477	0.09	0.116
60	0.15	1.5	0.2	2	0.7	0.0	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.11066666666666666	0.0957742468581943	0.12754813652925368	0.104	0.116
60	0.15	2.0	0.0	1	0.7	0.0	0.05	1500	1432	0.9546666666666667	60.0	9.0	0.2806666666666667	0.25851052805813535	0.30394334888445096	0.276	0.286
60	0.15	2.0	0.0	2	0.7	0.0	0.05	1500	1431	0.954	60.0	9.0	0.33266666666666667	0.30927677844320883	0.3569114377044786	0.324	0.34
60	0.15	2.0	0.2	1	0.7	0.0	0.05	1500	1300	0.8666666666666667	48.0	7.0	0.20466666666666666	0.1850158105994301	0.22582633981262376	0.186	0.226
60	0.15	2.0	0.2	2	0.7	0.0	0.05	1500	1285	0.8566666666666667	48.0	7.0	0.26	0.2384354098165712	0.28279071692911595	0.24	0.28
