gene	wave	channel	source_path	source_row_index	call_text	status	source_numeric_score	source_score_percentile	channel_points	blocker_text	evidence_text
ACSL4	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	270	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	2.325586670632358	0.7463768115942029	0.9759782608695653		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;ulcerative colitis
ACTA2	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	74		unlabeled	17.0	0.71	0.9041999999999999		actin alpha 2, smooth muscle; AS;Crohn;RA; 0.0; 0.0; 0.1356023418005921; 1; 0
ADCY3	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	294	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	14.2	0.408	0.7968	gate_druggable_surface;gate_perturbation_or_model	7; 0.0; 0.0
ADCY3	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	95		unlabeled	15.0	0.6016666666666667	0.7937		adenylate cyclase 3; Crohn;Psoriasis; 0.0; 0.0; 0.1490696976643495; 0; 0
ADGRL2	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	80		unlabeled	16.0	0.6633333333333333	0.8565999999999999		adhesion G protein-coupled receptor L2; AS;RA; 0.0; 0.0; 0.3174749720860688; 0; 0
ADO	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	81		unlabeled	16.0	0.6633333333333333	0.8565999999999999		2-aminoethanethiol dioxygenase; Crohn;Psoriasis;UC; 0.0; 0.0; 0.0483811593099248; 0; 0
AFF3	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	82		unlabeled	16.0	0.6633333333333333	0.8565999999999999		ALF transcription elongation factor 3; Celiac;RA;SLE;T1D; 0.0; 0.0; 0.3850704532936834; 0; 0
AGRN	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	34	NO_GO_CAUSAL_PROXY	hard_no	4.5	0.691747572815534	0.2617839805825244	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
AHCTF1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	25	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	7.0	0.7961956521739131	0.3921195652173914	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 0.0; 0.0; 0.3408473138799657; 0.920009505703422
AHI1	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	21	NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	3.0	0.38181818181818183	-0.030545454545454542	cross_disease_target_resolved;broad_genetic_support;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality	wave62_parked_target_resolution; 1.0; 1.0; 1.0; 0.0; 0.0
AHR	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	130	NO_GO_CAUSAL_PROXY	hard_no	2.0	0.24757281553398058	-0.15351941747572817	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 2
ALDH2	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	494	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	10.4	0.016	0.4636	gate_druggable_surface;gate_perturbation_or_model	5; 1.0; Crohn disease; 0.0
ALOX5	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	164	NO_GO_CAUSAL_PROXY	hard_no	0.0	0.03640776699029126	-0.35095873786407766	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 0
ANKRD27	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	78	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	9.0	0.8722826086956522	0.46972826086956526	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	activate_or_restore; 1.0; 1.0; type 1 diabetes mellitus; 0.4074034805651205; 0.920009505703422; 0.0
ANKRD55	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	11		unlabeled	22.0	0.9516666666666667	1.1506999999999998		ankyrin repeat domain 55; AS;Crohn;MS;Psoriasis;RA;SLE;T1D; 0.710779114428204; 0.0; 0.2234774046211542; 0; 0
ANKRD55	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	3	NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	5.0	0.8545454545454545	0.4516363636363636	module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality	wave62_parked_target_resolution; 4.0; 3.0; 10.0; 0.0; 0.0
ANKUB1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	59	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	0.7092927600471219	0.08152173913043478	-0.33684782608695646	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 0.0; 0.0; -1.2693646866680273; 0.920009505703422
ANXA1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	97	NO_GO_CRISPR_RESCUE; UNRESOLVED	hard_no	5.22630248766339	0.7391304347826086	0.3339130434782608	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 2.0; type 1 diabetes mellitus;ulcerative colitis; -0.0693224754669792; 0.920009505703422
ANXA1	wave48	resolution_reopener	results_v3/wave48_resolution_reopener_audit/route_reopener_audit.tsv	0	REOPEN_WITH_WETLAB_TEST_ONLY_NOT_V3_PROMOTION; Least blocked route, but not yet a finding	hard_no	4.0	1.0	0.525	dynamic resolution biology and chemical tractability exist, but strict MS expression anchor is negative/non-significant, the GWAS hit is not target-resolved, Wave37 efferocytosis perturbation is unresolved, and prior literature already covers SPM/FPR2 activity in autoimmune/EAE/colitis contexts.; NOT_BLOCKED_BUT_IMMATURE	FPR2_ANXA1_BIASED_RESOLUTION; biased FPR2/ALX agonism or ANXA1-mimetic pro-resolution signaling; FPR2 GWAS trait count=1, min_p=2e-06; FPR2 local positives=2.0 (Crohn disease;ulcerative colitis); ANXA1 rescue-context up=6.0 contexts/4.0 datasets; Wave37 FPR2 call=UNRESOLVED, ANXA1 call=UNRESOLVED; ChEMBL FPR2 activities=10101.; human intestinal or synovial macrophage efferocytosis under lipid/IFN stress with biased FPR2 agonist plus antagonist rescue
AP2B1	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	67	NO_GO_CAUSAL_PROXY	hard_no	4.0	0.5388349514563107	0.1188106796116505	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
APOE	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	204	NO_GO_CAUSAL_PROXY	hard_no	3.0	0.35436893203883496	-0.053665048543689316	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	0; 0; 0; 0; 0
APOE	wave52	remaining_reopeners	results_v3/wave52_remaining_mechanistic_reopeners/remaining_reopeners_audit.tsv	1	NO_GO_TREM2_PRIOR_ART_MARKER_CONFOUNDER; PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE | NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY | | | | | |	hard_no	13.0	1.0	0.525	Route-level lipid repair biology is plausible, but target-specific causality is not established; TREM2 agonism is crowded in neurodegeneration and may mark phagocytic state rather than control it across autoimmune tissues.; TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | LXR/ABCA1 is biologically coherent but broad lipid-metabolic prior art and lipogenesis/safety liabilities block a novel V3 target claim. | gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model | | | | | | | high | high | blocking | | | | | | |	TREM2_APOE_LIPID_REPAIR; enhance lesion-local phagolysosomal lipid/debris repair without chronic inflammatory lipid loading; strong route-level biology in resolution/efferocytosis space; 4.0; 0.0
APOL1	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	35	NO_GO_CAUSAL_PROXY	hard_no	4.5	0.691747572815534	0.2617839805825244	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
APOL2	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	260	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	parked	2.674739910433755	0.8007246376811594	1.017554347826087		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;ulcerative colitis
AQR	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	123	NO_GO_CAUSAL_PROXY	hard_no	4.0	0.5388349514563107	0.1188106796116505	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	0; 0; 0; 0; 3
AQR	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	259	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	2.687520054771426	0.8079710144927537	1.0230978260869565		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;ulcerative colitis
ARID5B	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	20	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	18.0	0.937	1.24645	gate_druggable_surface;gate_perturbation_or_model	13; 1.0; psoriasis; 0.0
ARPC1B	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	178	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	hard_no	10.17275649597554	0.9021739130434783	0.5002173913043478	insufficient_directional_cross_disease_state_support;disease_state_direction_conflict;no_ms_directional_anchor;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 0.0; 2.0; psoriasis;type 1 diabetes mellitus; -0.0238550060767988; 0.920009505703422
ARPC5	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	83	NO_GO_CAUSAL_PROXY	hard_no	3.5	0.42961165048543687	0.01668689320388346	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 3
ARPC5	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	247	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	3.2303052533636873	0.855072463768116	1.0591304347826087		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;ulcerative colitis
ASL	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	36	NO_GO_CAUSAL_PROXY	hard_no	4.5	0.691747572815534	0.2617839805825244	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
ASL	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	244	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	3.3153691381183625	0.8695652173913043	1.0702173913043478		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis
ASPM	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	68	NO_GO_CAUSAL_PROXY	hard_no	4.0	0.5388349514563107	0.1188106796116505	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
ATF4	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	131	NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	4.0	0.5896739130434783	0.18146739130434789	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 1.0; type 1 diabetes mellitus; -0.0608326876707234; 1.0; 0.0
ATG16L1	wave23	genetics_restoration	results_v3/wave23_genetics_restoration_modality/ranked_go_park_no_go.tsv	5	NO_GO	hard_no	0.667	0.14285714285714285	-0.24	restoration direction is plausible, but no current modality restores ATG16L1 selectively in gut/immune compartments.; ATG16L1-selective target engagement or allele-correcting strategy plus gut/immune rescue data.; EuropePMC=723; ClinicalTrials=0; ChEMBL_API=0; global autophagy enhancement or suppression has infection, cancer, epithelial stress, and immune-processing liabilities.	8 OT diseases >=0.5: AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC; locus_only_or_coloc_ready_not_run; restore autophagy/xenophagy in hypomorphic risk-variant carriers.; no selective ATG16L1 restoration drug; pathway autophagy modulators are broad.; Wave20 manual perturbation score 2.0
ATG16L1	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	182	NO_GO_CAUSAL_PROXY; NO_GO	hard_no	1.0	0.12378640776699029	-0.2692597087378641	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 0
ATG16L1	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	3479		unlabeled	16.0	0.6633333333333333	0.8565999999999999		autophagy related 16 like 1; AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC; 0.0; 0.0; 0.5265684670923817; 0; 0
ATOX1	wave21	residual_druggability	results_v3/wave21_residual_druggability_scan/wave21_residual_druggability_ranked_full.tsv	72	PARK_LOCAL_RESIDUAL_ONLY	parked	19.0	0.5875	0.9493750000000001	breadth_below_4_diseases;weak_external_modality	none_detected;manual_class=intracellular copper chaperone/transcriptional cofactor; 2; 3; Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis; 0.5235633697570927; 0.5641167566536998; 0
ATOX1	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	22	NO_GO_CAUSAL_PROXY	hard_no	7.5	0.9611650485436893	0.5136893203883496	no_target_resolved_coloc_or_mr; Cell-state/module evidence is stronger than genetics; cannot anchor target causality. Perturbation/foundation evidence is contradicted or marked do-not-promote.	0; 0; 0; 1; 4
ATOX1	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	216	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	4.835233796454998	0.9891304347826086	1.1616847826086956		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis
ATP5F1A	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	347	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	12.10488718004912	0.9240506329113924	1.5443037974683542	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
AXIN1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	157	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	1.0139816194787268	0.22826086956521738	-0.18717391304347825	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 0.0; 0.0; -0.1472896811219346; 0.920009505703422
AXL	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	88	NO_GO_CRISPR_RESCUE; UNRESOLVED	hard_no	11.0	0.9130434782608695	0.5113043478260869	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 0.0; 0.2436879373355509; 0.9971256078463696
AXL	wave70	fc_ros_resolution_closure	results_v3/wave70_fc_ros_resolution_matrix/fc_ros_resolution_candidate_matrix.tsv	10	NO_GO_BLOCKED_OR_BROAD_CLASS	hard_no	1.5	0.5517241379310345	0.05948275862068966	TAM_oncology_fibrosis_thrombosis_context_risk	TAM inflammatory-resolution receptor; DESCRIPTIVE_GENE_SIGNAL
AXL	wave70b	fc_ros_computational_closure	results_v3/wave70b_fc_ros_computational_scout/integrated_fc_ros_candidate_scout.tsv	1	PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; null_or_weak; UNRESOLVED	hard_no	3.0	0.9210526315789473	0.2164473684210526	TAM biology likely requires agonism/restoration, while available small-molecule pharmacology is mostly kinase inhibition. Local broad h5ad recurrence is negative/contradictory.	remission_raw_up_fdr10; null_or_weak; 0
AXL	wave70c	fc_ros_geneformer_direction_closure	results_v3/wave70c_inhibitory_receptor_geneformer_direction/geneformer_direction_candidate_calls.tsv	19	NO_GO_MODEL_DIRECTION_SCREEN; NO_GO_BLOCKED_OR_BROAD_CLASS	hard_no	0.25	0.3275862068965517	-0.03219827586206897	TAM_oncology_fibrosis_thrombosis_context_risk	no_clear_directional_model_support; GSE282122_DC_post_nonremission_to_remission_CD_only
B3GNT2	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	62		unlabeled	18.0	0.75	0.945		UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2; AITD;AS;Psoriasis;RA; 0.0; 0.0; 0.1158410923390769; 0; 0
BACH2	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	4		unlabeled	23.0	0.9783333333333334	1.1779		BACH transcriptional regulator 2; AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;SLE;T1D;UC; 0.7231039278192867; 0.0; 0.725610722719412; 1; 0
BACH2	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	32	NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	3.0	0.38181818181818183	-0.030545454545454542	ms_target_resolved;cross_disease_target_resolved;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality	wave62v_benchmark_or_module_control; 3.0; 2.0; 10.0; 1.0; 0.0
BACH2	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	42	NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	2.0	0.08181818181818182	-0.3365454545454545	ms_target_resolved;cross_disease_target_resolved;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality;no_manual_or_prior_blocker; tolerance_TF_restoration_not_druggable	Strong broad genetics benchmark; restoration route has no selective modality.; 3.0; 2.0; 10.0; 1.0; 0.0
BACH2_TOLERANCE_RESTORATION	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	42	NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	2.0	0.08181818181818182	-0.3365454545454545	ms_target_resolved;cross_disease_target_resolved;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality;no_manual_or_prior_blocker; tolerance_TF_restoration_not_druggable	Strong broad genetics benchmark; restoration route has no selective modality.; 3.0; 2.0; 10.0; 1.0; 0.0
BANK1	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	12		unlabeled	22.0	0.9516666666666667	1.1506999999999998		B cell scaffold protein with ankyrin repeats 1; AS;Crohn;Psoriasis;RA;SLE;UC; 0.0; 0.0; 0.7954020374096181; 2; 0
