followup_loss	score_missing	confirmation_loss	event_probability	seed	gross_per_site	gross_total	n_replicates	joint_target_count	joint_target_probability	joint_target_ci_low	joint_target_ci_high
0.0	0.0	0.0	0.15	54071	575	1725	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	580	1740	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	585	1755	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	590	1770	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	595	1785	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	600	1800	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	605	1815	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	610	1830	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	615	1845	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	620	1860	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	625	1875	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	630	1890	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	635	1905	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	640	1920	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	645	1935	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	650	1950	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	655	1965	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	660	1980	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	665	1995	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	670	2010	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	675	2025	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	680	2040	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	685	2055	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	690	2070	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	695	2085	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	700	2100	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	705	2115	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	710	2130	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	715	2145	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	720	2160	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	725	2175	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	730	2190	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	735	2205	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	740	2220	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	745	2235	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	750	2250	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	755	2265	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	760	2280	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	765	2295	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	770	2310	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	775	2325	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	780	2340	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	785	2355	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	790	2370	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	795	2385	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54071	800	2400	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	150	450	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	155	465	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	160	480	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	165	495	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	170	510	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	175	525	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	180	540	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	185	555	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	190	570	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	195	585	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	200	600	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	205	615	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	210	630	5000	1	0.0002	3.530578343936526e-05	0.0011320890808397363
0.0	0.0	0.0	0.15	54079	215	645	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54079	220	660	5000	1	0.0002	3.530578343936526e-05	0.0011320890808397363
0.0	0.0	0.0	0.15	54079	225	675	5000	1	0.0002	3.530578343936526e-05	0.0011320890808397363
0.0	0.0	0.0	0.15	54079	230	690	5000	3	0.0006	0.00020407465419434642	0.001762706048528709
0.0	0.0	0.0	0.15	54079	235	705	5000	11	0.0022	0.001228915407138813	0.003935408649360061
0.0	0.0	0.0	0.15	54079	240	720	5000	19	0.0038	0.002434138850885676	0.005927728559389015
0.0	0.0	0.0	0.15	54079	245	735	5000	40	0.008	0.005880681725099648	0.010874736988836564
0.0	0.0	0.0	0.15	54079	250	750	5000	77	0.0154	0.012339981325724817	0.019204075399424557
0.0	0.0	0.0	0.15	54079	255	765	5000	133	0.0266	0.022490203302556452	0.031436656899023634
0.0	0.0	0.0	0.15	54079	260	780	5000	210	0.042	0.03678268629468601	0.04792052868698633
0.0	0.0	0.0	0.15	54079	265	795	5000	347	0.0694	0.06268144029843477	0.07677970461664844
0.0	0.0	0.0	0.15	54079	270	810	5000	496	0.0992	0.09121938807647939	0.1077960018026784
0.0	0.0	0.0	0.15	54079	275	825	5000	703	0.1406	0.13124062212348866	0.15051120203461846
0.0	0.0	0.0	0.15	54079	280	840	5000	1038	0.2076	0.1965844102521876	0.2190645418452819
0.0	0.0	0.0	0.15	54079	285	855	5000	1412	0.2824	0.2700929632083494	0.29504114067813947
0.0	0.0	0.0	0.15	54079	290	870	5000	1768	0.3536	0.3404653544225205	0.36695942870699233
0.0	0.0	0.0	0.15	54079	295	885	5000	2083	0.4166	0.4030042390563258	0.43032381362810984
0.0	0.0	0.0	0.15	54079	300	900	5000	2502	0.5004	0.4865459799322185	0.5142534059062254
0.0	0.0	0.0	0.15	54079	305	915	5000	2932	0.5864	0.5726881943217752	0.5999791467821189
0.0	0.0	0.0	0.15	54079	310	930	5000	3372	0.6744	0.6612817575399494	0.6872504680216147
0.0	0.0	0.0	0.15	54079	315	945	5000	3732	0.7464	0.7341546443573734	0.7582670321241023
0.0	0.0	0.0	0.15	54079	320	960	5000	4051	0.8102	0.7990939788978295	0.8208297388154571
0.0	0.0	0.0	0.15	54079	325	975	5000	4327	0.8654	0.8556588901133341	0.8745800733052181
0.0	0.0	0.0	0.15	54079	330	990	5000	4448	0.8896	0.8806125847611544	0.8979892218832569
0.0	0.0	0.0	0.15	54079	335	1005	5000	4621	0.9242	0.9165335695999792	0.9312151120698344
0.0	0.0	0.0	0.15	54079	340	1020	5000	4776	0.9552	0.9491082115835664	0.9605928725656537
0.0	0.0	0.0	0.15	54079	345	1035	5000	4862	0.9724	0.9674837353935126	0.9765909398087975
0.0	0.0	0.0	0.15	54079	350	1050	5000	4882	0.9764	0.9718124250854875	0.9802561085012623
0.0	0.0	0.0	0.15	54079	355	1065	5000	4926	0.9852	0.981461121348408	0.9881939006841086
0.0	0.0	0.0	0.15	54079	360	1080	5000	4958	0.9916	0.9886658498349266	0.9937793456126935
0.0	0.0	0.0	0.15	54079	365	1095	5000	4973	0.9946	0.9921545307176877	0.9962860585182619
0.0	0.0	0.0	0.15	54079	370	1110	5000	4982	0.9964	0.9943162662633602	0.997721559245587
0.0	0.0	0.0	0.15	54079	375	1125	5000	4995	0.999	0.9976610469499418	0.9995727865088913
0.0	0.0	0.0	0.15	54079	380	1140	5000	4996	0.9992	0.9979446733541565	0.9996888530238984
0.0	0.0	0.0	0.15	54079	385	1155	5000	4996	0.9992	0.9979446733541565	0.9996888530238984
0.0	0.0	0.0	0.15	54079	390	1170	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	395	1185	5000	4997	0.9994	0.9982372939514713	0.9997959253458056
0.0	0.0	0.0	0.15	54079	400	1200	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	405	1215	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	410	1230	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	415	1245	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	420	1260	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	425	1275	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	430	1290	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	435	1305	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	440	1320	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	445	1335	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	450	1350	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	455	1365	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	460	1380	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	465	1395	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	470	1410	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	475	1425	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	480	1440	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	485	1455	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	490	1470	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	495	1485	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	500	1500	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	505	1515	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	510	1530	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	515	1545	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	520	1560	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	525	1575	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	530	1590	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	535	1605	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	540	1620	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	545	1635	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	550	1650	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	555	1665	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	560	1680	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	565	1695	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	570	1710	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	575	1725	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	580	1740	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	585	1755	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	590	1770	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	595	1785	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	600	1800	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	605	1815	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	610	1830	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	615	1845	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	620	1860	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	625	1875	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	630	1890	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	635	1905	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	640	1920	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	645	1935	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	650	1950	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	655	1965	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	660	1980	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	665	1995	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	670	2010	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	675	2025	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	680	2040	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	685	2055	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	690	2070	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	695	2085	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	700	2100	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	705	2115	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	710	2130	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	715	2145	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	720	2160	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	725	2175	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	730	2190	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	735	2205	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	740	2220	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	745	2235	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	750	2250	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	755	2265	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	760	2280	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	765	2295	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	770	2310	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	775	2325	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	780	2340	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	785	2355	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	790	2370	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	795	2385	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54079	800	2400	5000	5000	1.0	0.9992322980549431	1.0
0.0	0.0	0.0	0.15	54083	150	450	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	155	465	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	160	480	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	165	495	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	170	510	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	175	525	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	180	540	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	185	555	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	190	570	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	195	585	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	200	600	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	205	615	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	210	630	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	215	645	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	220	660	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	225	675	5000	2	0.0004	0.00010970128207763504	0.0014573865014234437
0.0	0.0	0.0	0.15	54083	230	690	5000	0	0.0	0.0	0.0007677019450571244
0.0	0.0	0.0	0.15	54083	235	705	5000	9	0.0018	0.0009472935076811986	0.003417644710373721
0.0	0.0	0.0	0.15	54083	240	720	5000	19	0.0038	0.002434138850885676	0.005927728559389015
0.0	0.0	0.0	0.15	54083	245	735	5000	26	0.0052	0.003551168641804525	0.0076085492030240065
0.0	0.0	0.0	0.15	54083	250	750	5000	69	0.0138	0.010919427213083529	0.01742708615829002
0.0	0.0	0.0	0.15	54083	255	765	5000	133	0.0266	0.022490203302556452	0.031436656899023634
0.0	0.0	0.0	0.15	54083	260	780	5000	207	0.0414	0.036221154800885016	0.04728298142312139
0.0	0.0	0.0	0.15	54083	265	795	5000	369	0.0738	0.06687583488616862	0.08137855425179809
0.0	0.0	0.0	0.15	54083	270	810	5000	468	0.0936	0.08583558172805159	0.10198840641289086
