allocation	site_shares	seed	gross_total	n_replicates	joint_target_count	joint_target_probability	joint_target_ci_low	joint_target_ci_high
balanced_in_expectation	0.33/0.33/0.33	54071	450	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	465	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	480	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	495	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	510	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	525	5000	0	0.0	0.0	0.0007677019450571244
balanced_in_expectation	0.33/0.33/0.33	54071	540	5000	3	0.0006	0.00020407465419434642	0.001762706048528709
balanced_in_expectation	0.33/0.33/0.33	54071	555	5000	15	0.003	0.0018189297776376753	0.004944165955749107
balanced_in_expectation	0.33/0.33/0.33	54071	570	5000	182	0.0364	0.03155457545035066	0.04195723779310631
balanced_in_expectation	0.33/0.33/0.33	54071	585	5000	632	0.1264	0.11747517708062455	0.1358984498127222
balanced_in_expectation	0.33/0.33/0.33	54071	600	5000	1221	0.2442	0.2324913154552801	0.2563014408598112
balanced_in_expectation	0.33/0.33/0.33	54071	615	5000	2083	0.4166	0.4030042390563258	0.43032381362810984
balanced_in_expectation	0.33/0.33/0.33	54071	630	5000	2895	0.579	0.565259514681081	0.5926191884115999
balanced_in_expectation	0.33/0.33/0.33	54071	645	5000	3544	0.7088	0.6960507665619001	0.7212286411058441
balanced_in_expectation	0.33/0.33/0.33	54071	660	5000	4036	0.8072	0.7960311083763296	0.8178972155486275
balanced_in_expectation	0.33/0.33/0.33	54071	675	5000	4423	0.8846	0.8754471816593572	0.893162302004505
balanced_in_expectation	0.33/0.33/0.33	54071	690	5000	4659	0.9318	0.9244759105924472	0.9384611020078015
balanced_in_expectation	0.33/0.33/0.33	54071	705	5000	4836	0.9672	0.9618932650037165	0.9717893942988222
balanced_in_expectation	0.33/0.33/0.33	54071	720	5000	4915	0.983	0.9790282889823105	0.9862301109387643
balanced_in_expectation	0.33/0.33/0.33	54071	735	5000	4973	0.9946	0.9921545307176877	0.9962860585182619
balanced_in_expectation	0.33/0.33/0.33	54071	750	5000	4978	0.9956	0.9933466185850587	0.9970924352470009
balanced_in_expectation	0.33/0.33/0.33	54071	765	5000	4987	0.9974	0.9955564171048898	0.9984798730001674
balanced_in_expectation	0.33/0.33/0.33	54071	780	5000	4995	0.999	0.9976610469499418	0.9995727865088913
balanced_in_expectation	0.33/0.33/0.33	54071	795	5000	4996	0.9992	0.9979446733541565	0.9996888530238984
balanced_in_expectation	0.33/0.33/0.33	54071	810	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	825	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	840	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	855	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	870	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	885	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	900	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	915	5000	5000	1.0	0.9992322980549431	1.0
balanced_in_expectation	0.33/0.33/0.33	54071	930	5000	5000	1.0	0.9992322980549431	1.0
