axis	gate	passed	value_context
TNF_TNFR_NFKB	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	target_causality_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
TNF_TNFR_NFKB	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.9683862679530189, ""best_residual_or_state"": 0.0, ""manual_druggability"": 3.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
OSM_OSMR_IL6ST_STAT3	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
MIF_CD74_CXCR4_CD44	cross_disease_support_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	residual_or_state_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	upstream_non_marker_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	target_causality_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	perturbation_or_model_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	druggable_correct_direction_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	selectivity_window_gate	False	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	prior_art_not_blocking_gate	False	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
MIF_CD74_CXCR4_CD44	low_directional_contradiction_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 8.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	cross_disease_support_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	residual_or_state_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	upstream_non_marker_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	target_causality_gate	False	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	perturbation_or_model_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	druggable_correct_direction_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	selectivity_window_gate	False	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	prior_art_not_blocking_gate	False	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
SPP1_CD44_INTEGRIN_RETENTION	low_directional_contradiction_gate	True	"{""best_genetics"": 1.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
CXCL10_CXCR3_RECRUITMENT	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CXCL10_CXCR3_RECRUITMENT	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CCL2_CCR2_MONOCYTE_RECRUITMENT	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 11.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD40_CD40LG_APC_LICENSING	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
TREM1_TYROBP_AMPLIFICATION	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
TREM1_TYROBP_AMPLIFICATION	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
