test_feature	baseline_auc	augmented_auc	delta_auc	baseline_average_precision	augmented_average_precision	delta_average_precision	baseline_brier	augmented_brier	delta_brier
IL1B	0.8005813953488372	0.8127906976744186	0.012209302325581373	0.853374516430125	0.8588235364833647	0.0054490200532397726	0.18043663915782676	0.17443074614454984	-0.0060058930132769195
TREM1	0.8005813953488372	0.8098837209302325	0.009302325581395321	0.853374516430125	0.8581991018451025	0.004824585414977545	0.18043663915782676	0.17922794951269938	-0.001208689645127381
CXCL8	0.8005813953488372	0.8087209302325582	0.008139534883720989	0.853374516430125	0.8572285806913522	0.0038540642612272524	0.18043663915782676	0.17953844806000702	-0.0008981910978197449
circuit_il1b_trem1_cxcl8_osm	0.8005813953488372	0.8075581395348838	0.006976744186046546	0.853374516430125	0.8575274801922613	0.0041529637621363635	0.18043663915782676	0.17865183055311307	-0.0017848086047136946
il1b_lamp3_cross_system	0.8005813953488372	0.8005813953488372	0.0	0.853374516430125	0.8502000405549545	-0.0031744758751705016	0.18043663915782676	0.17927033449553756	-0.0011663046622892026
LAMP3	0.8005813953488372	0.7936046511627908	-0.006976744186046435	0.853374516430125	0.8464269393614983	-0.006947577068626698	0.18043663915782676	0.1844704423797335	0.0040338032219067455
OSM	0.8005813953488372	0.7936046511627907	-0.006976744186046546	0.853374516430125	0.8495257881036851	-0.0038487283264398986	0.18043663915782676	0.18502417653404798	0.0045875373762212235
