scenario	mode	synthetic	n	n_relapse	primary_auc	primary_hedges_g	auc_ci_low	auc_ci_high	residual_auc_steroid_dmt	pass	n_responders	b_plasma_auc	b_plasma_hedges_g	b_plasma_auc_ci_low	b_plasma_auc_ci_high	t_cell_auc	t_cell_hedges_g	b_plasma_residual_auc	t_cell_residual_auc
postpartum_null	null	True	60	30.0	0.5511111111111111	0.15691396153080545	0.39998055712669683	0.7094867537585754	0.54	False									
postpartum_planted	planted	True	60	30.0	0.9333333333333333	2.3046936367406556	0.8529066113624937	0.991092261904762	0.9355555555555556	True									
tb_null	null	True	60							False	30.0	0.44222222222222224	-0.23489911535560198	0.2997959760827408	0.5944398738516384	0.3322222222222222	-0.5482611158550804	0.55	0.6688888888888889
tb_planted	planted	True	60							True	30.0	0.8533333333333334	1.495486163084176	0.7618073092031425	0.9409133184523809	0.6144444444444445	0.39679381874848463	0.8611111111111112	0.6255555555555555
