feature	n_patients	spearman_rho_t_vs_bplasma	spearman_exact_two_sided_p	pearson_r_t_vs_bplasma	sign_concordance	responder_mean_t	nonresponder_mean_t	responder_mean_bplasma	nonresponder_mean_bplasma
locked_signed_score	9	0.8833333333333333	0.0030753968253968253	0.630376157410566	0.6666666666666666	1.0371289900168859	-0.08957737341081676	0.7851515838383147	-1.026484780826004
delta_IFN_APC	9	0.8833333333333333	0.0030753968253968253	0.630376157410566	0.6666666666666666	-1.0371289900168859	0.08957737341081676	-0.7851515838383147	1.026484780826004
delta_HLAII	9	-0.016666666666666666	0.9815696649029982	0.0015278219276457505	0.3333333333333333	-0.612080416868747	-0.4376620229211155	-0.6774380537464838	0.7457153850856274
delta_RECEPTOR	9	0.06666666666666667	0.8800925925925925	-0.20685240542352112	0.5555555555555556	0.42300804609184706	0.21892859646311716	0.5618404382015152	-0.8516614353015207
