check	status	detail
manifest_template_columns	PASS	missing=; extra=
data_owner_readme_phrase_for_monitoring_validation	PASS	paired DMF-like PBMC response
data_owner_readme_phrase_for_chr1_target_resolution	PASS	chr1 genotype-linked
data_owner_readme_phrase_for_chr1_modality_workup	PASS	chr1 direction-matched perturbation
data_owner_readme_phrase_for_postpartum_secondary_biology	PASS	postpartum MS relapse-window data
data_owner_readme_phrase_for_TB_secondary_monitoring	PASS	T/B compartment data
data_owner_readme_phrase_for_pharmacodynamic_context_only	PASS	treatment-timed expression
data_owner_readme_phrase_for_structure_context_only	PASS	protein structure
data_owner_readme_phrase_for_access_or_terms_blocked	PASS	access-blocked
data_owner_readme_phrase_for_metadata_only_or_aggregate_only	PASS	aggregate paper table or plot
quickstart_reference_scripts/v52_validate_package_id.py	PASS	scripts/v52_validate_package_id.py
quickstart_reference_docs/validation/PACKAGE_CHECKSUM_INTAKE_CHECKLIST_V52.md	PASS	docs/validation/PACKAGE_CHECKSUM_INTAKE_CHECKLIST_V52.md
quickstart_reference_docs/validation/INCOMING_PACKAGE_MANIFEST_TEMPLATE_V52.tsv	PASS	docs/validation/INCOMING_PACKAGE_MANIFEST_TEMPLATE_V52.tsv
quickstart_reference_scripts/v52_package_route_classifier.py	PASS	scripts/v52_package_route_classifier.py
quickstart_reference_docs/validation/PACKAGE_ROUTE_CLASSIFIER_STATUS_DECISION_TABLE_V52.tsv	PASS	docs/validation/PACKAGE_ROUTE_CLASSIFIER_STATUS_DECISION_TABLE_V52.tsv
quickstart_reference_scripts/v52_received_intake_safety_audit.py	PASS	scripts/v52_received_intake_safety_audit.py
quickstart_reference_docs/validation/RECEIPT_BLOCKER_TEMPLATE_V52.md	PASS	docs/validation/RECEIPT_BLOCKER_TEMPLATE_V52.md
handoff_reference_docs/validation/PACKAGE_INTAKE_OPERATOR_QUICKSTART_V52.md	PASS	docs/validation/PACKAGE_INTAKE_OPERATOR_QUICKSTART_V52.md
handoff_reference_analysis/received_package_intake/README.md	PASS	analysis/received_package_intake/README.md
handoff_reference_docs/validation/INCOMING_PACKAGE_MANIFEST_TEMPLATE_V52.tsv	PASS	docs/validation/INCOMING_PACKAGE_MANIFEST_TEMPLATE_V52.tsv
handoff_reference_docs/validation/VALIDATION_PACKAGE_ROUTE_CLASSIFIER_V52.tsv	PASS	docs/validation/VALIDATION_PACKAGE_ROUTE_CLASSIFIER_V52.tsv
handoff_reference_docs/validation/VALIDATION_PACKAGE_FIELD_DICTIONARY_V52.tsv	PASS	docs/validation/VALIDATION_PACKAGE_FIELD_DICTIONARY_V52.tsv
handoff_reference_docs/validation/RECEIVED_PACKAGE_INTAKE_SAFETY_AUDIT_V52.md	PASS	docs/validation/RECEIVED_PACKAGE_INTAKE_SAFETY_AUDIT_V52.md
