gene	lipid_rank	controller91	route92_rows	snx10_residual	wave104	wave62	wave128	wave133
FABP5	"{""best_negative_p"": 0.0053275239460601, ""best_positive_fdr"": 0.3270515546921559, ""best_positive_p"": 0.0014597104013382, ""discovery_priority_score"": 11.844596179019156, ""existing_ms_anchor_score"": 1.5, ""existing_negative_disease_count"": 2.0, ""existing_negative_diseases"": ""MS,RA"", ""existing_positive_disease_count"": 5.0, ""existing_positive_diseases"": ""MS,SLE_B,SLE_CD4_T,Sjogren,psoriasis"", ""existing_prior_flag"": NaN, ""existing_priority_score"": 16.89192358038313, ""existing_weighted_evidence_score"": 9.704423580383128, ""gene"": ""FABP5"", ""genetic_or_target_db_breadth"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""max_positive_delta_log2_cpm"": 3.864072710520936, ""median_positive_hedges_g"": 3.294411177932702, ""min_negative_delta_log2_cpm"": -1.695894643698601, ""ms_positive_nominal"": true, ""ms_positive_trend"": true, ""ms_wm_delta_log2"": 1.2651351909882678, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.354921443745131, ""ms_wm_p"": 0.004142204528345, ""negative_compartment_count"": 2, ""negative_disease_count"": 1, ""negative_diseases"": ""ulcerative colitis"", ""negative_fdr10_compartment_count"": 0, ""opentargets_channels_present"": NaN, ""opentargets_disease_count"": NaN, ""opentargets_diseases"": NaN, ""opentargets_max_genetic_association"": NaN, ""opentargets_max_known_drug_or_clinical"": NaN, ""opentargets_max_overall"": NaN, ""positive_compartment_count"": 2, ""positive_disease_count"": 2, ""positive_diseases"": ""psoriasis;ulcerative colitis"", ""positive_fdr10_compartment_count"": 0, ""tested_compartment_count"": 17, ""top_positive_compartments"": ""psoriasis_keratinocyte:3.86,p=0.0015;ibd_uc_myeloid:1.64,p=0.028""}"	"{""direct_best_context"": ""ibd_uc_epithelial"", ""direct_best_delta"": -0.2088092216381994, ""direct_best_p"": 0.0304723054244837, ""direct_contexts"": 12.0, ""direct_negative_contexts_p_lt_0_10"": 1.0, ""direct_negative_diseases"": ""ulcerative colitis"", ""direct_positive_contexts_p_lt_0_10"": 2.0, ""direct_positive_diseases"": ""psoriasis;ulcerative colitis"", ""gene"": ""FABP5"", ""geneformer_rows"": 13.0, ""geneformer_sources"": ""results_v3/geneformer_pivot_panel_delete/geneformer_pivot_panel_context_metrics_ranked.tsv"", ""geneformer_support_fields"": ""candidate_support_flag;candidate_strong_support_flag"", ""geneformer_token_not_detected_rows"": 8.0, ""geneformer_usable_rows"": 5.0, ""genetic_breadth_count"": NaN, ""genetic_breadth_diseases"": NaN, ""genetics_score"": NaN, ""ibd_median_auc_nonresponse"": 0.4333333333333333, ""ibd_min_p"": 0.1366984315089653, ""ibd_wave86_call"": ""NO_GENE_LEVEL_CONVERGENCE"", ""ibd_weighted_g_resp_minus_non"": 0.1922229705106065, ""intervention_route"": ""fatty-acid binding protein inhibitor"", ""manual_druggability_0_4"": 3, ""manual_liability"": ""pleiotropic lipid signaling and barrier/keratinocyte biology"", ""manual_prior_pressure_0_3"": 1, ""ms_wm_delta"": 1.2651351909882678, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.354921443745131, ""ms_wm_p"": 0.004142204528345, ""n_primary_contexts"": 4.0, ""nonresponse_high_contexts"": 2.0, ""pso_ada_auc_nonresponse"": 0.5333333333333333, ""pso_ada_effect_resp_minus_non"": -0.0590861666558789, ""pso_ada_fdr"": 0.8144849241386118, ""pso_ada_hedges_g_resp_minus_non"": -0.1782167767536191, ""pso_ada_n"": 14.0, ""pso_ada_nonresponse_high"": true, ""pso_ada_p"": 0.7058869342534636, ""ra_auc_nonresponse"": 0.6071428571428572, ""ra_effect_resp_minus_non"": -0.2900160828695893, ""ra_hedges_g_resp_minus_non"": -0.4081286590082622, ""ra_n"": 46, ""ra_nonresponse_high"": true, ""ra_p"": 0.201024190375062, ""ra_tested"": true, ""responder_high_contexts"": 2.0, ""wave55_do_not_promote"": NaN, ""wave55_score"": NaN, ""wave81_call"": NaN, ""wave81_score"": NaN, ""wave82_call"": NaN, ""wave82_chembl_exact_human_target_count"": NaN, ""wave82_hard_failures"": NaN, ""wave82_manual_blocker"": NaN, ""wave82_wave81_call"": NaN, ""wave83_call"": NaN, ""wave83_chembl_activity_count"": NaN, ""wave83_hard_failures"": NaN, ""wave83_manual_closure_reason"": NaN, ""wave83_primary_route_note"": NaN, ""wave83_total_score"": NaN, ""wave91_call"": ""PARK_CONTROLLER_FOR_DEEP_VALIDATION"", ""wave91_failures"": ""case_control_negative_context_present;weak_or_inconsistent_response_direction"", ""wave91_score"": 7.050000000000001}"	[]	"{""gene"": ""FABP5"", ""non_ibd_retained_positive_analysis_count"": 0, ""non_ibd_retained_positive_disease_count"": 0, ""present_analysis_count"": 17, ""primary_gene"": false, ""raw_negative_analysis_count"": 2, ""raw_positive_analyses"": NaN, ""raw_positive_analysis_count"": 0, ""raw_positive_disease_count"": 0, ""retained_multivariable_positive_test_count"": 0, ""retained_positive_analysis_count"": 0, ""retained_positive_disease_count"": 0, ""retained_positive_test_count"": 0, ""retained_univariate_positive_test_count"": 0, ""strict_core_covariate_surviving_analyses"": NaN, ""strict_core_covariate_surviving_analysis_count"": 0, ""top_retained_tests"": NaN}"	{}	{}	{}	{}
CHI3L1	"{""best_negative_p"": NaN, ""best_positive_fdr"": 0.0626560483677375, ""best_positive_p"": 0.0005617189029733, ""discovery_priority_score"": 23.246925582569283, ""existing_ms_anchor_score"": 3.2192558256928265, ""existing_negative_disease_count"": 0.0, ""existing_negative_diseases"": NaN, ""existing_positive_disease_count"": 1.0, ""existing_positive_diseases"": ""MS"", ""existing_prior_flag"": NaN, ""existing_priority_score"": 4.938511651385653, ""existing_weighted_evidence_score"": 1.7192558256928263, ""gene"": ""CHI3L1"", ""genetic_or_target_db_breadth"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""max_positive_delta_log2_cpm"": 5.935692735666803, ""median_positive_hedges_g"": 1.7017607091962836, ""min_negative_delta_log2_cpm"": NaN, ""ms_positive_nominal"": true, ""ms_positive_trend"": true, ""ms_wm_delta_log2"": 2.006853151074319, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.3467454734949036, ""ms_wm_p"": 0.0046126032857275, ""negative_compartment_count"": 0, ""negative_disease_count"": 0, ""negative_diseases"": NaN, ""negative_fdr10_compartment_count"": 0, ""opentargets_channels_present"": NaN, ""opentargets_disease_count"": NaN, ""opentargets_diseases"": NaN, ""opentargets_max_genetic_association"": NaN, ""opentargets_max_known_drug_or_clinical"": NaN, ""opentargets_max_overall"": NaN, ""positive_compartment_count"": 4, ""positive_disease_count"": 3, ""positive_diseases"": ""Crohn disease;type 1 diabetes mellitus;ulcerative colitis"", ""positive_fdr10_compartment_count"": 1, ""tested_compartment_count"": 16, ""top_positive_compartments"": ""ibd_uc_stromal:5.94,p=0.00056;ibd_crohn_stromal:4.7,p=0.011;t1d_endothelial_cell:2.71,p=0.038;t1d_stellate_cell:1.53,p=0.043""}"	{}	[]	"{""gene"": ""CHI3L1"", ""non_ibd_retained_positive_analysis_count"": 1, ""non_ibd_retained_positive_disease_count"": 1, ""present_analysis_count"": 17, ""primary_gene"": false, ""raw_negative_analysis_count"": 0, ""raw_positive_analyses"": ""ibd_uc_stromal:4.14,p=0.02;psoriasis_skin_stromal:0.477,p=0.047"", ""raw_positive_analysis_count"": 2, ""raw_positive_disease_count"": 2, ""retained_multivariable_positive_test_count"": 0, ""retained_positive_analysis_count"": 2, ""retained_positive_disease_count"": 2, ""retained_positive_test_count"": 8, ""retained_univariate_positive_test_count"": 8, ""strict_core_covariate_surviving_analyses"": NaN, ""strict_core_covariate_surviving_analysis_count"": 0, ""top_retained_tests"": ""psoriasis_skin_stromal|hif_nampt_metabolic:0.455,p=0.01;ibd_uc_stromal|complement_effector:4.19,p=0.012;ibd_uc_stromal|ifn_apc:4.02,p=0.016;ibd_uc_stromal|hla_ii_apc:4.19,p=0.018;psoriasis_skin_stromal|inflammatory_nfkb:0.481,p=0.018;psoriasis_skin_stromal|lipid_loader_repair:0.493,p=0.02;ibd_uc_stromal|lysosomal_apc:4.03,p=0.024;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.48,p=0.045""}"	{}	{}	{}	"{""blocker_flag"": false, ""blocker_text"": ""    "", ""broad_cell_state"": true, ""broad_positive_disease_count"": 3, ""call"": ""NO_GO_FRESH_SCAN"", ""fresh_score"": 4.1, ""gene"": ""CHI3L1"", ""genetics"": false, ""modality"": false, ""ms"": true, ""ms_delta_log2"": 2.006853151074319, ""ms_fdr"": 0.8344760564031432, ""ms_p"": 0.0046126032857275, ""perturbation_or_model"": false, ""response"": false, ""response_contexts"": 0, ""strong_l2g_disease_count"": 0, ""strong_qtl_coloc_disease_count"": 0, ""support_channels"": 2, ""wave55_genetic_disease_count"": 0, ""would_have_been_substring_closed"": false}"
APOC1	"{""best_negative_p"": 0.0467552080895481, ""best_positive_fdr"": 0.3353996556026541, ""best_positive_p"": 0.0077478315751561, ""discovery_priority_score"": 16.0, ""existing_ms_anchor_score"": NaN, ""existing_negative_disease_count"": NaN, ""existing_negative_diseases"": NaN, ""existing_positive_disease_count"": NaN, ""existing_positive_diseases"": NaN, ""existing_prior_flag"": NaN, ""existing_priority_score"": NaN, ""existing_weighted_evidence_score"": NaN, ""gene"": ""APOC1"", ""genetic_or_target_db_breadth"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""max_positive_delta_log2_cpm"": 1.507336097479321, ""median_positive_hedges_g"": 1.2341409625104072, ""min_negative_delta_log2_cpm"": -1.567049625672901, ""ms_positive_nominal"": true, ""ms_positive_trend"": true, ""ms_wm_delta_log2"": 0.8063088065414767, ""ms_wm_fdr"": 0.8506970233122761, ""ms_wm_hedges_g"": 0.960873317311374, ""ms_wm_p"": 0.0333487255864159, ""negative_compartment_count"": 1, ""negative_disease_count"": 1, ""negative_diseases"": ""ulcerative colitis"", ""negative_fdr10_compartment_count"": 0, ""opentargets_channels_present"": NaN, ""opentargets_disease_count"": NaN, ""opentargets_diseases"": NaN, ""opentargets_max_genetic_association"": NaN, ""opentargets_max_known_drug_or_clinical"": NaN, ""opentargets_max_overall"": NaN, ""positive_compartment_count"": 3, ""positive_disease_count"": 3, ""positive_diseases"": ""Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis"", ""positive_fdr10_compartment_count"": 0, ""tested_compartment_count"": 17, ""top_positive_compartments"": ""t1d_acinar_cell:1.51,p=0.0077;sjogren_gland_epithelial:1.18,p=0.0097;ibd_uc_epithelial:1.28,p=0.047""}"	{}	[]	"{""gene"": ""APOC1"", ""non_ibd_retained_positive_analysis_count"": 0, ""non_ibd_retained_positive_disease_count"": 0, ""present_analysis_count"": 17, ""primary_gene"": false, ""raw_negative_analysis_count"": 2, ""raw_positive_analyses"": NaN, ""raw_positive_analysis_count"": 0, ""raw_positive_disease_count"": 0, ""retained_multivariable_positive_test_count"": 0, ""retained_positive_analysis_count"": 0, ""retained_positive_disease_count"": 0, ""retained_positive_test_count"": 0, ""retained_univariate_positive_test_count"": 0, ""strict_core_covariate_surviving_analyses"": NaN, ""strict_core_covariate_surviving_analysis_count"": 0, ""top_retained_tests"": NaN}"	"{""approved_name"": ""apolipoprotein C1"", ""best_model_context"": NaN, ""chembl_activity_count"": 0, ""chembl_target_id"": NaN, ""closure_text"": "" |  | weak_reachability |  | weak_reachability |  | insufficient_breadth; directional_negative_disease_signal; reachable protein class by UniProt location/features |  |  |  | "", ""direct_perturbation"": false, ""direct_perturbation_detail"": NaN, ""efferocytosis_contrast_fdr"": 1.0, ""efferocytosis_contrast_lfc"": 0.2597261081403473, ""efferocytosis_screen_call"": ""UNRESOLVED"", ""foundation_support"": false, ""gate_cross_autoimmune_genetics"": false, ""gate_directional_or_perturbation"": false, ""gate_lipid_state_or_recurrence"": true, ""gate_ms_genetic"": false, ""gate_reachable_modality"": true, ""gene"": ""APOC1"", ""genetic_disease_count_union"": 0, ""genetic_diseases_union"": NaN, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""intervention_class"": ""receptor_or_ligand_axis"", ""local_positive_disease_count"": 3, ""local_positive_diseases"": ""Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis"", ""manual_route_blocker"": NaN, ""model_strong_contexts_w57"": 0.0, ""model_support_contexts_w57"": 0.0, ""ms_max_l2g_score"": 0.0, ""ms_max_relevant_qtl_h4"": 0.0, ""prior_or_safety"": false, ""reachability_score"": 2.0, ""relevant_qtl_coloc_disease_count"": 0, ""residual_retained_disease_count"": 0, ""response_nominal_or_trend_context_count"": 0, ""response_nonresponse_high_context_count"": 0, ""route_hypothesis"": NaN, ""strict_residual_disease_count"": 0, ""strong_l2g_disease_count"": 0, ""strong_l2g_diseases"": NaN, ""strong_qtl_coloc_disease_count"": 0, ""strong_qtl_coloc_diseases"": NaN, ""wave103_call"": ""NO_GO_EXPRESSION_OR_CLASS_ONLY"", ""wave104_call"": ""NO_GO_NO_MS_GENETIC_ANCHOR"", ""wave104_call_priority"": 5, ""wave104_missing_gates"": ""ms_genetic_anchor;cross_autoimmune_genetics;directional_or_perturbation_support"", ""wave104_score"": 2.95, ""wave62_call"": ""NO_GO_WAVE62_TARGET_RESOLUTION"", ""wave62_score"": 1.089642994105816, ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": NaN}"	"{""approved_name"": ""apolipoprotein C1"", ""best_l2g_disease"": ""Crohn"", ""chembl_target_id"": NaN, ""direction_proxy_values"": NaN, ""druggable_activity_count"": 0.0, ""gene"": ""APOC1"", ""gwas_catalog_trait_count"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""local_negative_disease_count"": 1.0, ""local_positive_disease_count"": 3.0, ""local_positive_diseases"": ""Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis"", ""manual_blocker"": NaN, ""max_l2g_score"": 0.0896429941058158, ""max_qtl_h4"": 0.0, ""ms_l2g_study_loci"": NaN, ""ms_max_l2g_score"": 0.0, ""ms_max_qtl_h4"": 0.0, ""ms_max_relevant_qtl_h4"": 0.0, ""ms_relevant_qtl_biosamples"": NaN, ""ms_wm_delta_log2"": 0.8063088065414767, ""ms_wm_fdr"": 0.8506970233122761, ""ms_wm_p"": 0.0333487255864159, ""myeloid_qtl_coloc_disease_count"": 0, ""prior_context_blocker"": NaN, ""relevant_qtl_coloc_disease_count"": 0, ""relevant_qtl_coloc_diseases"": NaN, ""residual_retained_disease_count"": 0.0, ""strict_core_covariate_surviving_disease_count"": 0.0, ""strong_l2g_disease_count"": 0, ""strong_l2g_diseases"": NaN, ""strong_qtl_coloc_disease_count"": 0, ""strong_qtl_coloc_diseases"": NaN, ""supporting_l2g_disease_count"": 0, ""supporting_l2g_diseases"": NaN, ""wave34_call"": NaN, ""wave34a_call"": NaN, ""wave34a_direction"": NaN, ""wave34a_route_reason"": NaN, ""wave55_genetic_diseases_ge_0_25"": NaN, ""wave55_score"": 0.0, ""wave61_best_call"": NaN, ""wave61_best_manual_blocker"": NaN, ""wave61_best_selectivity"": 0.0, ""wave61_best_target_suppression"": 0.0, ""wave62_call"": ""NO_GO_WAVE62_TARGET_RESOLUTION"", ""wave62_score"": 1.089642994105816}"	{}	"{""blocker_flag"": false, ""blocker_text"": ""    "", ""broad_cell_state"": true, ""broad_positive_disease_count"": 3, ""call"": ""NO_GO_FRESH_SCAN"", ""fresh_score"": 4.1, ""gene"": ""APOC1"", ""genetics"": false, ""modality"": false, ""ms"": true, ""ms_delta_log2"": 0.8063088065414767, ""ms_fdr"": 0.8506970233122761, ""ms_p"": 0.0333487255864159, ""perturbation_or_model"": false, ""response"": false, ""response_contexts"": 0, ""strong_l2g_disease_count"": 0, ""strong_qtl_coloc_disease_count"": 0, ""support_channels"": 2, ""wave55_genetic_disease_count"": 0, ""would_have_been_substring_closed"": false}"
SNX10	{}	{}	[]	"{""gene"": ""SNX10"", ""non_ibd_retained_positive_analysis_count"": 0, ""non_ibd_retained_positive_disease_count"": 0, ""present_analysis_count"": 17, ""primary_gene"": true, ""raw_negative_analysis_count"": 0, ""raw_positive_analyses"": ""ibd_crohn_myeloid:0.825,p=2.5e-05;ibd_uc_myeloid:0.651,p=0.01"", ""raw_positive_analysis_count"": 2, ""raw_positive_disease_count"": 2, ""retained_multivariable_positive_test_count"": 1, ""retained_positive_analysis_count"": 2, ""retained_positive_disease_count"": 2, ""retained_positive_test_count"": 12, ""retained_univariate_positive_test_count"": 11, ""strict_core_covariate_surviving_analyses"": NaN, ""strict_core_covariate_surviving_analysis_count"": 0, ""top_retained_tests"": ""ibd_crohn_myeloid|hla_ii_apc:0.801,p=0.00011;ibd_crohn_myeloid|complement_effector:0.745,p=0.00041;ibd_crohn_myeloid|lipid_loader_repair:0.723,p=0.00058;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.744,p=0.00076;ibd_crohn_myeloid|mif_cd74_receptor_state:0.676,p=0.0023;ibd_crohn_myeloid|lysosomal_apc:0.635,p=0.0025;ibd_crohn_myeloid|core_lysosomal_lipid:0.634,p=0.0027;ibd_crohn_myeloid|complement_phagocytosis:0.67,p=0.0032;ibd_crohn_myeloid|inflammatory_nfkb:0.475,p=0.012;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.493,p=0.036""}"	{}	{}	{}	"{""blocker_flag"": false, ""blocker_text"": ""    "", ""broad_cell_state"": true, ""broad_positive_disease_count"": 3, ""call"": ""NO_GO_FRESH_SCAN"", ""fresh_score"": 4.1, ""gene"": ""SNX10"", ""genetics"": false, ""modality"": false, ""ms"": true, ""ms_delta_log2"": 0.712408223548989, ""ms_fdr"": 0.8349413280632139, ""ms_p"": 0.0127398445881719, ""perturbation_or_model"": false, ""response"": false, ""response_contexts"": 0, ""strong_l2g_disease_count"": 0, ""strong_qtl_coloc_disease_count"": 0, ""support_channels"": 2, ""wave55_genetic_disease_count"": 0, ""would_have_been_substring_closed"": false}"
GPNMB	"{""best_negative_p"": 0.0026760588310739, ""best_positive_fdr"": 0.37991444330592, ""best_positive_p"": 0.0133323463714227, ""discovery_priority_score"": 5.712142231935277, ""existing_ms_anchor_score"": 9.071061522276658, ""existing_negative_disease_count"": 2.0, ""existing_negative_diseases"": ""RA,psoriasis"", ""existing_positive_disease_count"": 4.0, ""existing_positive_diseases"": ""Crohn,MS,UC,lupus_nephritis"", ""existing_prior_flag"": NaN, ""existing_priority_score"": 14.242844638705543, ""existing_weighted_evidence_score"": 3.796783116428887, ""gene"": ""GPNMB"", ""genetic_or_target_db_breadth"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""max_positive_delta_log2_cpm"": 1.4140065498771317, ""median_positive_hedges_g"": 1.007961571408631, ""min_negative_delta_log2_cpm"": -4.010061641375242, ""ms_positive_nominal"": true, ""ms_positive_trend"": true, ""ms_wm_delta_log2"": 1.4339584334150557, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.3559119980959509, ""ms_wm_p"": 0.0049097425501504, ""negative_compartment_count"": 2, ""negative_disease_count"": 2, ""negative_diseases"": ""psoriasis;ulcerative colitis"", ""negative_fdr10_compartment_count"": 0, ""opentargets_channels_present"": NaN, ""opentargets_disease_count"": NaN, ""opentargets_diseases"": NaN, ""opentargets_max_genetic_association"": NaN, ""opentargets_max_known_drug_or_clinical"": NaN, ""opentargets_max_overall"": NaN, ""positive_compartment_count"": 2, ""positive_disease_count"": 1, ""positive_diseases"": ""type 1 diabetes mellitus"", ""positive_fdr10_compartment_count"": 0, ""tested_compartment_count"": 17, ""top_positive_compartments"": ""t1d_ductal_cell:0.949,p=0.013;t1d_acinar_cell:1.41,p=0.042""}"	"{""direct_best_context"": ""ibd_uc_myeloid"", ""direct_best_delta"": -0.4361496697900381, ""direct_best_p"": 0.034288376346186, ""direct_contexts"": 12.0, ""direct_negative_contexts_p_lt_0_10"": 2.0, ""direct_negative_diseases"": ""psoriasis;ulcerative colitis"", ""direct_positive_contexts_p_lt_0_10"": 0.0, ""direct_positive_diseases"": NaN, ""gene"": ""GPNMB"", ""geneformer_rows"": 13.0, ""geneformer_sources"": ""results_v3/geneformer_pivot_panel_delete/geneformer_pivot_panel_context_metrics_ranked.tsv"", ""geneformer_support_fields"": ""candidate_support_flag;candidate_strong_support_flag"", ""geneformer_token_not_detected_rows"": 9.0, ""geneformer_usable_rows"": 4.0, ""genetic_breadth_count"": NaN, ""genetic_breadth_diseases"": NaN, ""genetics_score"": NaN, ""ibd_median_auc_nonresponse"": 0.6546875, ""ibd_min_p"": 0.0593992925429057, ""ibd_wave86_call"": ""NO_GENE_LEVEL_CONVERGENCE"", ""ibd_weighted_g_resp_minus_non"": -0.4940102664867415, ""intervention_route"": ""surface/secreted glycoprotein; antibody/ADC precedent, agonism unresolved"", ""manual_druggability_0_4"": 3, ""manual_liability"": ""direction uncertain; oncology ADC precedent mostly depletes target cells"", ""manual_prior_pressure_0_3"": 1, ""ms_wm_delta"": 1.4339584334150557, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.3559119980959509, ""ms_wm_p"": 0.0049097425501504, ""n_primary_contexts"": 4.0, ""nonresponse_high_contexts"": 4.0, ""pso_ada_auc_nonresponse"": 0.4222222222222223, ""pso_ada_effect_resp_minus_non"": 0.2852969377755601, ""pso_ada_fdr"": 0.8144849241386118, ""pso_ada_hedges_g_resp_minus_non"": 0.3127096489382849, ""pso_ada_n"": 14.0, ""pso_ada_nonresponse_high"": false, ""pso_ada_p"": 0.5054725225116155, ""ra_auc_nonresponse"": 0.2879464285714286, ""ra_effect_resp_minus_non"": 0.5530605483065542, ""ra_hedges_g_resp_minus_non"": 0.7697284758520732, ""ra_n"": 46, ""ra_nonresponse_high"": false, ""ra_p"": 0.0140228737939862, ""ra_tested"": true, ""responder_high_contexts"": 0.0, ""wave55_do_not_promote"": NaN, ""wave55_score"": NaN, ""wave81_call"": NaN, ""wave81_score"": NaN, ""wave82_call"": NaN, ""wave82_chembl_exact_human_target_count"": NaN, ""wave82_hard_failures"": NaN, ""wave82_manual_blocker"": NaN, ""wave82_wave81_call"": NaN, ""wave83_call"": NaN, ""wave83_chembl_activity_count"": NaN, ""wave83_hard_failures"": NaN, ""wave83_manual_closure_reason"": NaN, ""wave83_primary_route_note"": NaN, ""wave83_total_score"": NaN, ""wave91_call"": ""PARK_MARKER_OR_WEAK_CONTROLLER"", ""wave91_failures"": ""case_control_negative_context_present;weak_or_inconsistent_response_direction"", ""wave91_score"": 4.1000000000000005}"	[]	{}	{}	{}	{}	"{""blocker_flag"": true, ""blocker_text"": ""PARK_MARKER_REPAIR_STATE_WITH_ONCOLOGY_ADC_PRECEDENT_BUT_WEAK_CAUSALITY NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES   "", ""broad_cell_state"": false, ""broad_positive_disease_count"": 1, ""call"": ""NO_GO_FRESH_SCAN"", ""fresh_score"": 0.2000000000000001, ""gene"": ""GPNMB"", ""genetics"": false, ""modality"": false, ""ms"": true, ""ms_delta_log2"": 1.4339584334150557, ""ms_fdr"": 0.8344760564031432, ""ms_p"": 0.0049097425501504, ""perturbation_or_model"": false, ""response"": false, ""response_contexts"": 1, ""strong_l2g_disease_count"": 0, ""strong_qtl_coloc_disease_count"": 0, ""support_channels"": 1, ""wave55_genetic_disease_count"": 0, ""would_have_been_substring_closed"": false}"
SCARB2	"{""best_negative_p"": 0.0235661441906541, ""best_positive_fdr"": NaN, ""best_positive_p"": NaN, ""discovery_priority_score"": 4.134013788396886, ""existing_ms_anchor_score"": 1.7151378839688625, ""existing_negative_disease_count"": 0.0, ""existing_negative_diseases"": NaN, ""existing_positive_disease_count"": 1.0, ""existing_positive_diseases"": ""MS"", ""existing_prior_flag"": NaN, ""existing_priority_score"": 2.680275767937725, ""existing_weighted_evidence_score"": 0.9651378839688624, ""gene"": ""SCARB2"", ""genetic_or_target_db_breadth"": 0.0, ""in_lipid_lysosomal_myeloid_neighborhood"": true, ""max_positive_delta_log2_cpm"": NaN, ""median_positive_hedges_g"": NaN, ""min_negative_delta_log2_cpm"": -0.2735435542452791, ""ms_positive_nominal"": true, ""ms_positive_trend"": true, ""ms_wm_delta_log2"": 0.5255705587006485, ""ms_wm_fdr"": 0.8344760564031432, ""ms_wm_hedges_g"": 1.4372708855046847, ""ms_wm_p"": 0.0048410941426789, ""negative_compartment_count"": 1, ""negative_disease_count"": 1, ""negative_diseases"": ""type 1 diabetes mellitus"", ""negative_fdr10_compartment_count"": 0, ""opentargets_channels_present"": NaN, ""opentargets_disease_count"": NaN, ""opentargets_diseases"": NaN, ""opentargets_max_genetic_association"": NaN, ""opentargets_max_known_drug_or_clinical"": NaN, ""opentargets_max_overall"": NaN, ""positive_compartment_count"": 0, ""positive_disease_count"": 0, ""positive_diseases"": NaN, ""positive_fdr10_compartment_count"": 0, ""tested_compartment_count"": 17, ""top_positive_compartments"": NaN}"	{}	[]	"{""gene"": ""SCARB2"", ""non_ibd_retained_positive_analysis_count"": 0, ""non_ibd_retained_positive_disease_count"": 0, ""present_analysis_count"": 17, ""primary_gene"": false, ""raw_negative_analysis_count"": 0, ""raw_positive_analyses"": NaN, ""raw_positive_analysis_count"": 0, ""raw_positive_disease_count"": 0, ""retained_multivariable_positive_test_count"": 0, ""retained_positive_analysis_count"": 0, ""retained_positive_disease_count"": 0, ""retained_positive_test_count"": 0, ""retained_univariate_positive_test_count"": 0, ""strict_core_covariate_surviving_analyses"": NaN, ""strict_core_covariate_surviving_analysis_count"": 0, ""top_retained_tests"": NaN}"	{}	{}	{}	"{""blocker_flag"": false, ""blocker_text"": ""    "", ""broad_cell_state"": false, ""broad_positive_disease_count"": 0, ""call"": ""NO_GO_FRESH_SCAN"", ""fresh_score"": 2.0, ""gene"": ""SCARB2"", ""genetics"": false, ""modality"": false, ""ms"": true, ""ms_delta_log2"": 0.5255705587006485, ""ms_fdr"": 0.8344760564031432, ""ms_p"": 0.0048410941426789, ""perturbation_or_model"": false, ""response"": false, ""response_contexts"": 0, ""strong_l2g_disease_count"": 0, ""strong_qtl_coloc_disease_count"": 0, ""support_channels"": 1, ""wave55_genetic_disease_count"": 0, ""would_have_been_substring_closed"": false}"
