seed	n_requested	latent_event_probability	allocation	site_scale_pattern	effect_pattern	score_transform	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_probability	negative_probability	transport_pass_probability	heterogeneity_detection_probability	median_z	median_heterogeneity_p	median_minimum_site_events
54971	300	0.3	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	281	0.7025	0.6559450648860605	0.7452024559085495	0.7025	0.0	0.035	0.5675	2.5257637005220612	0.03226587099852989	13.0
54971	300	0.3	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	0.0	0.0625	0.024381521509819364	0.4793328159337427	14.0
54971	300	0.3	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	0.0	0.0575	-0.0053174265480923286	0.4667802794498115	14.0
54971	300	0.3	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	366	0.915	0.8835678157264721	0.9385369799760619	0.915	0.0	0.4875	0.1475	3.404606901645069	0.3280718414756987	14.0
54971	300	0.3	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	375	0.9375	0.9093658838696931	0.9573108585877975	0.9375	0.0	0.525	0.065	3.503413798139217	0.4822079739634085	14.0
54971	300	0.3	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	190	0.475	0.4265327259812066	0.5239428887355082	0.475	0.0	0.015	0.745	1.851281377218383	0.009151308842835031	14.0
54971	300	0.3	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	277	0.6925	0.6456251644125997	0.7357126022686962	0.6925	0.0	0.03	0.5825	2.4924729455889465	0.031512658595681774	14.0
54971	300	0.3	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.035	0.015	0.0	0.05	0.05602223127825404	0.4662285072467913	14.0
54971	300	0.3	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.0	0.0525	0.05315343177282172	0.46097870459378776	14.0
54971	300	0.3	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	343	0.8575	0.8198370240936099	0.8883616854573682	0.8575	0.0	0.31	0.39	3.0533547818493085	0.10534926422074023	13.0
54971	300	0.3	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	372	0.93	0.9006910535722495	0.9511283733002555	0.93	0.0	0.4925	0.0625	3.612395220091428	0.43826170638658435	13.0
54971	300	0.3	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	67	0.1675	0.1341055740674824	0.2072201016648248	0.165	0.0025	0.01	0.8775	0.9820241863074906	0.0025821816413099477	14.0
54971	300	0.3	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	270	0.675	0.6276239644145414	0.7190467325684549	0.675	0.0	0.0325	0.6175	2.4151335148092805	0.02594604333895043	14.0
54971	450	0.15	balanced	uniform	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	0.0	0.0425	0.013274735575110101	0.5128217585832916	11.5
54971	450	0.15	balanced	uniform	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.0	0.04	-0.003303881202665594	0.5045980516169475	11.5
54971	450	0.15	balanced	uniform	homogeneous	global_scale	400	400	1.0	351	0.8775	0.8417313729822828	0.9060868447953232	0.8775	0.0	0.3275	0.05	3.1263385113278948	0.47394127997996754	11.5
54971	450	0.15	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	351	0.8775	0.8417313729822828	0.9060868447953232	0.8775	0.0	0.335	0.0475	3.1219989178047824	0.4738220162374581	11.5
54971	450	0.15	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.045	0.0125	0.0	0.81	0.16867301972853882	0.0035625400002392065	12.0
54971	450	0.15	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0475	0.01	0.0	0.8075	0.21918815378034284	0.003268056607645926	12.0
54971	450	0.15	balanced	moderate	null	global_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	0.0025	0.06	0.10976082307176141	0.4784765576848204	11.0
54971	450	0.15	balanced	moderate	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.0025	0.06	0.1105025754996461	0.45517387477150917	11.0
54971	450	0.15	balanced	moderate	homogeneous	global_scale	400	400	1.0	353	0.8825	0.8472450357843669	0.9104780590498961	0.8825	0.0	0.3375	0.1	3.0703472151105	0.3402636878940344	12.0
54971	450	0.15	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	358	0.895	0.8611090149132419	0.921376272562664	0.895	0.0	0.38	0.06	3.1786757593076223	0.4747978290857591	12.0
54971	450	0.15	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	34	0.085	0.0614630200239382	0.11643218427352792	0.015	0.07	0.0	0.78	-0.48105685236413803	0.005272526453967363	11.0
54971	450	0.15	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	32	0.08	0.05723575041013351	0.11075457683067555	0.06	0.02	0.0	0.795	0.18198477528606327	0.005663417802178291	11.0
54971	450	0.15	balanced	severe	null	global_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.025	0.02	0.0	0.035	0.01831671810533919	0.505628740120728	12.0
54971	450	0.15	balanced	severe	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0175	0.03	0.0025	0.035	0.05502246596733056	0.5062643698723389	12.0
54971	450	0.15	balanced	severe	homogeneous	global_scale	400	400	1.0	330	0.825	0.7847212102757525	0.8590957984069546	0.825	0.0	0.25	0.225	2.933330395157426	0.21296336683799275	12.0
54971	450	0.15	balanced	severe	homogeneous	within_site_scale	400	400	1.0	364	0.91	0.8779172124152713	0.9342827062306055	0.91	0.0	0.385	0.05	3.1998419260119952	0.5038760832512663	12.0
54971	450	0.15	balanced	severe	one_site_reversed	global_scale	400	400	1.0	69	0.1725	0.13863520728428091	0.2125953455046833	0.0	0.1725	0.0	0.77	-1.0425284271486581	0.00819588163415751	11.0
54971	450	0.15	balanced	severe	one_site_reversed	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0375	0.01	0.0	0.815	0.20865149436438632	0.00497596035956044	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.0	0.045	0.051788281425280525	0.5059769622323619	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	0.0	0.045	0.029556661402405184	0.5033734123653391	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	355	0.8875	0.8527764306768796	0.9148515412140404	0.8875	0.0	0.33	0.04	3.164772648336931	0.5041400695562435	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	358	0.895	0.8611090149132419	0.921376272562664	0.895	0.0	0.33	0.0425	3.1569558759906284	0.48795316943457206	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	225	0.5625	0.5135188136473868	0.6102921495608261	0.5625	0.0	0.02	0.5575	2.1020505169590002	0.03702997345305088	11.0
54971	450	0.15	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	222	0.555	0.506004433664882	0.6029492139583456	0.555	0.0	0.015	0.5775	2.0930508422118894	0.03534986134802871	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	0.0	0.0425	0.08357606910965534	0.5015408479862897	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	0.0025	0.0525	0.043638520043016896	0.5087321224936066	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	326	0.815	0.7740142283989209	0.8499930261704722	0.815	0.0	0.28	0.0925	2.977615866805004	0.3715211248422008	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	336	0.84	0.8008643954521164	0.8726672444005619	0.84	0.0	0.3325	0.0425	3.140685293561961	0.5440476181011631	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	130	0.325	0.28095326743154514	0.3723760355854586	0.325	0.0	0.0075	0.6925	1.5210435107705915	0.009923486130602455	11.0
54971	450	0.15	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	227	0.5675	0.5185345773355028	0.6151812629293671	0.5675	0.0	0.015	0.565	2.1949491220726403	0.029527426910601236	11.0
54971	450	0.15	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.035	0.0325	0.0025	0.0575	-0.00795456127589619	0.480613234227236	12.0
54971	450	0.15	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0325	0.0375	0.0	0.0625	0.010750554945770593	0.46782968922183016	12.0
54971	450	0.15	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	310	0.775	0.7315729789411186	0.8131952591750183	0.775	0.0	0.205	0.2725	2.7029901717142657	0.19065526892165108	11.0
54971	450	0.15	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	345	0.8625	0.8252880733424808	0.8928155132651543	0.8625	0.0	0.3475	0.04	3.1508526455098678	0.5014206285231216	11.0
54971	450	0.15	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	64	0.16	0.12733275559943816	0.1991356045478835	0.1525	0.0075	0.0	0.81	0.8522969477679232	0.004949645259405512	11.0
54971	450	0.15	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	236	0.59	0.5411672646392987	0.6371205223805279	0.59	0.0	0.0275	0.5675	2.177299729957178	0.035640272388836866	11.0
54971	450	0.3	balanced	uniform	null	global_scale	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0325	0.03	0.0025	0.0575	0.06755788513991093	0.5034155901287005	25.0
54971	450	0.3	balanced	uniform	null	within_site_scale	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.035	0.025	0.0025	0.0575	0.07462970975152364	0.5037501114337646	25.0
54971	450	0.3	balanced	uniform	homogeneous	global_scale	400	400	1.0	393	0.9825	0.964322927074442	0.991497708892962	0.9825	0.0	0.8	0.0475	4.249748110153989	0.4923683891877442	26.0
54971	450	0.3	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	394	0.985	0.9676653664151732	0.9931077080805591	0.985	0.0	0.8	0.0525	4.211488434124803	0.4811918660904734	26.0
54971	450	0.3	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	34	0.085	0.0614630200239382	0.11643218427352792	0.0775	0.0075	0.0	0.9675	0.5150019681170523	0.00010071250628363403	26.0
54971	450	0.3	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	32	0.08	0.05723575041013351	0.11075457683067555	0.0775	0.0025	0.0	0.9725	0.5151131479188569	0.00010016974625757255	26.0
54971	450	0.3	balanced	moderate	null	global_scale	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0275	0.015	0.0025	0.05	-0.03903326777237551	0.48280537524084405	25.0
54971	450	0.3	balanced	moderate	null	within_site_scale	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.02	0.0175	0.0025	0.0425	-0.048931927062981634	0.517473327985114	25.0
54971	450	0.3	balanced	moderate	homogeneous	global_scale	400	400	1.0	391	0.9775	0.9577973424412419	0.988118416469505	0.9775	0.0	0.6775	0.15	4.159231456737052	0.29985612118188265	25.0
54971	450	0.3	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	394	0.985	0.9676653664151732	0.9931077080805591	0.985	0.0	0.7875	0.055	4.233190188491163	0.4787362774024623	25.0
54971	450	0.3	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	42	0.105	0.07862372743733602	0.1388909850867582	0.015	0.09	0.0	0.975	-0.4699151396727046	7.93079632678239e-05	26.0
54971	450	0.3	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	37	0.0925	0.06785393449857381	0.12489858538387784	0.08	0.0125	0.0	0.975	0.49413689970273406	6.661545867229964e-05	26.0
54971	450	0.3	balanced	severe	null	global_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.025	0.025	0.0025	0.0575	0.024636461050972593	0.5301932646810182	25.0
54971	450	0.3	balanced	severe	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.03	0.015	0.0025	0.06	0.03764943569668958	0.532715861440418	25.0
54971	450	0.3	balanced	severe	homogeneous	global_scale	400	400	1.0	392	0.98	0.96103658423074	0.9898316132083353	0.98	0.0	0.515	0.3375	3.836150305084378	0.10963527722430438	26.0
54971	450	0.3	balanced	severe	homogeneous	within_site_scale	400	400	1.0	396	0.99	0.9745734353473804	0.996104516205009	0.99	0.0	0.8275	0.04	4.231117271519212	0.5165586613369357	26.0
54971	450	0.3	balanced	severe	one_site_reversed	global_scale	400	400	1.0	97	0.2425	0.2030764095091307	0.286822422073032	0.0	0.2425	0.0	0.965	-1.2123230742814077	0.0001591921690397697	25.0
54971	450	0.3	balanced	severe	one_site_reversed	within_site_scale	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.065	0.0075	0.0	0.98	0.5042771287465418	7.1643555521863e-05	25.0
54971	450	0.3	imbalanced_60_30_10	uniform	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.0	0.0625	-0.026580918139617125	0.5059965065876446	20.0
54971	450	0.3	imbalanced_60_30_10	uniform	null	within_site_scale	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.025	0.0175	0.0	0.0675	-0.002158978740050369	0.5049718798763299	20.0
54971	450	0.3	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	392	0.98	0.96103658423074	0.9898316132083353	0.98	0.0	0.7425	0.0575	4.2327206778922335	0.4663291971269286	21.0
54971	450	0.3	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	392	0.98	0.96103658423074	0.9898316132083353	0.98	0.0	0.735	0.055	4.215761227126553	0.46580736380855087	21.0
54971	450	0.3	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	344	0.86	0.8225607694538968	0.8905903786254097	0.86	0.0	0.015	0.7825	2.8831183943685357	0.005011249846212226	20.0
54971	450	0.3	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	347	0.8675	0.8307536803033191	0.897254783360973	0.8675	0.0	0.015	0.8075	2.8855171227441003	0.005347081597784279	20.0
54971	450	0.3	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.015	0.03	0.0	0.05	-0.10264388484607051	0.5728684732741012	21.0
54971	450	0.3	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0075	0.0375	0.0	0.0525	-0.0954595923979398	0.5696063587265525	21.0
54971	450	0.3	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	395	0.9875	0.9710762638040326	0.9946492492200284	0.9875	0.0	0.65	0.1925	4.121050124593798	0.2617353471112105	20.0
54971	450	0.3	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	398	0.995	0.9819550815637568	0.9986277470452896	0.995	0.0	0.745	0.0575	4.250076856613896	0.5063345896068419	20.0
54971	450	0.3	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	253	0.6325	0.5842006805216781	0.6782785614797332	0.6325	0.0	0.0175	0.94	2.3296939266268493	0.0007632718476266087	20.0
54971	450	0.3	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	358	0.895	0.8611090149132419	0.921376272562664	0.895	0.0	0.04	0.78	3.0957397837383143	0.006317290089844987	20.0
54971	450	0.3	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.03	0.025	0.0025	0.05	-0.08862821178373669	0.5019601861696215	21.0
54971	450	0.3	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.035	0.025	0.0025	0.04	-0.03814468848512549	0.5071098519710872	21.0
54971	450	0.3	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	384	0.96	0.9360177522821589	0.9752309369302883	0.96	0.0	0.405	0.4725	3.7904684506369075	0.05634383612153902	20.0
54971	450	0.3	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	395	0.9875	0.9710762638040326	0.9946492492200284	0.9875	0.0	0.7725	0.055	4.3420919984130135	0.4692912426394501	20.0
54971	450	0.3	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	104	0.26	0.21944164704726868	0.30512425423319367	0.26	0.0	0.0	0.9625	1.2772709622357636	9.451775186884541e-05	20.0
54971	450	0.3	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	338	0.845	0.8062691036268745	0.8771674132824607	0.845	0.0	0.03	0.775	3.0769150577454236	0.003858568510295475	20.0
54972	180	0.15	balanced	uniform	null	global_scale	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.025	0.03	0.0	0.045	-0.04319332552907952	0.5183737643102624	4.0
54972	180	0.15	balanced	uniform	null	within_site_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0325	0.0325	0.0	0.0475	-0.026231614969398485	0.5221775812735262	4.0
54972	180	0.15	balanced	uniform	homogeneous	global_scale	400	400	1.0	214	0.535	0.486020056782804	0.5833140826137954	0.535	0.0	0.0	0.0475	2.0012407022740595	0.5224251152623005	4.0
54972	180	0.15	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	210	0.525	0.4760571112644918	0.5734672740187934	0.525	0.0	0.0	0.05	1.9998234553861662	0.4859763152674846	4.0
54972	180	0.15	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0225	0.03	0.0	0.3325	-0.013897663430862912	0.1023368969575249	4.0
54972	180	0.15	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0225	0.0275	0.0	0.34	-0.012902819443812334	0.09854304109802658	4.0
54972	180	0.15	balanced	moderate	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.0	0.075	-0.04674457181411622	0.47982870716014053	4.0
54972	180	0.15	balanced	moderate	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.0	0.075	-0.06694118720052333	0.5033795693724397	4.0
54972	180	0.15	balanced	moderate	homogeneous	global_scale	400	400	1.0	195	0.4875	0.4388685044431795	0.5363693029151779	0.4875	0.0	0.0	0.095	1.934173319766051	0.42018575200768926	4.0
54972	180	0.15	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	206	0.515	0.46611356033171036	0.5636010708382608	0.515	0.0	0.0025	0.0725	1.9876233306022477	0.4973098200371674	4.0
54972	180	0.15	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.01	0.055	0.0	0.3875	-0.30619691529675563	0.09810831247444268	4.0
54972	180	0.15	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.05	0.02	0.0	0.39	0.09804682484836584	0.0936104725863117	4.0
54972	180	0.15	balanced	severe	null	global_scale	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	0.0	0.0375	-0.02668824247385105	0.5090514722956418	4.0
54972	180	0.15	balanced	severe	null	within_site_scale	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0325	0.025	0.0	0.045	-0.03348557765153318	0.49500569939815814	4.0
54972	180	0.15	balanced	severe	homogeneous	global_scale	400	399	0.9975	193	0.4825	0.43393056304490063	0.5314023672567997	0.4825	0.0	0.0025	0.075	1.9136342490007814	0.4089536860912306	4.0
54972	180	0.15	balanced	severe	homogeneous	within_site_scale	400	399	0.9975	220	0.55	0.5010009985806122	0.5980477719859582	0.55	0.0	0.005	0.0425	2.04389946410265	0.5585859782360666	4.0
54972	180	0.15	balanced	severe	one_site_reversed	global_scale	400	400	1.0	48	0.12	0.09171539075382554	0.15551395294023979	0.01	0.11	0.0	0.34	-0.7579405151577949	0.10420824807839277	4.0
54972	180	0.15	balanced	severe	one_site_reversed	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.0	0.4	-0.041137221723588885	0.0829526505832127	4.0
54972	180	0.15	imbalanced_60_30_10	uniform	null	global_scale	400	400	1.0	12	0.03	0.017243020965143054	0.05169853570909567	0.02	0.01	0.0	0.05	-0.08684913961031245	0.4899962711890857	4.0
54972	180	0.15	imbalanced_60_30_10	uniform	null	within_site_scale	400	400	1.0	10	0.025	0.013635091745936023	0.045401587871645666	0.015	0.01	0.0	0.0475	-0.078792828365045	0.49152501081628674	4.0
54972	180	0.15	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	226	0.565	0.516026076233405	0.6127373255031363	0.565	0.0	0.0	0.07	2.1448997588700047	0.4759650798534762	4.5
54972	180	0.15	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	231	0.5775	0.5285810181257037	0.6249445762524805	0.5775	0.0	0.0	0.0675	2.127019916794824	0.4646949749042565	4.5
54972	180	0.15	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	111	0.2775	0.2358942363133194	0.3233387346654426	0.275	0.0025	0.0	0.2175	1.2832718676475552	0.21039283074438006	4.0
54972	180	0.15	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	110	0.275	0.23353872471100914	0.3207418077394244	0.2725	0.0025	0.0	0.2275	1.2608469478052808	0.19388063608282863	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.025	0.03	0.0	0.0525	-0.05358382656792422	0.5154116083499105	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	0.0	0.0575	-0.06299209994090885	0.49147218615008414	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	199	0.4975	0.44875888867958347	0.5462886727920879	0.4975	0.0	0.0	0.0725	1.9514554383103409	0.45220855986092745	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	202	0.505	0.45618935783904724	0.5537155192176098	0.505	0.0	0.0	0.06	1.9730817943665278	0.46835957337336304	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	69	0.1725	0.13863520728428091	0.2125953455046833	0.1725	0.0	0.0	0.29	0.8230908241612811	0.15689537529667552	4.0
54972	180	0.15	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	86	0.215	0.17755148423753886	0.25787052353301015	0.215	0.0	0.0	0.225	1.159694314508875	0.2055534755934389	4.0
54972	180	0.15	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.025	0.015	0.0	0.0425	0.05117636149091616	0.4918543066631263	4.0
54972	180	0.15	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.03	0.025	0.0	0.04	-0.045465614280890645	0.47093605745137035	4.0
54972	180	0.15	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	174	0.435	0.3872626744968637	0.48397392376659487	0.435	0.0	0.0	0.1825	1.7984743600458302	0.345007174103805	4.0
54972	180	0.15	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	210	0.525	0.4760571112644918	0.5734672740187934	0.525	0.0	0.0	0.0575	2.013822617451199	0.4670942296269843	4.0
54972	180	0.15	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	41	0.1025	0.07645885298219338	0.1361034210135723	0.095	0.0075	0.0	0.365	0.410687115047938	0.10556560123288072	4.0
54972	180	0.15	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	98	0.245	0.20540872953011524	0.289442540580376	0.245	0.0	0.0	0.2525	1.1904387513063588	0.1973996719052054	4.0
54972	180	0.3	balanced	uniform	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0175	0.03	0.0	0.06	-0.041918165716689854	0.4646175048397926	10.0
54972	180	0.3	balanced	uniform	null	within_site_scale	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0175	0.0275	0.0	0.055	-0.05989878700423779	0.46761148660905083	10.0
54972	180	0.3	balanced	uniform	homogeneous	global_scale	400	400	1.0	301	0.7525	0.7079392288053334	0.7922570625558467	0.7525	0.0	0.1675	0.0575	2.548134147773585	0.5029136842374908	10.0
54972	180	0.3	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	297	0.7425	0.697484812382584	0.7829017248652822	0.7425	0.0	0.1675	0.065	2.5510339219994735	0.4861571778447992	10.0
54972	180	0.3	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	30	0.075	0.05303774392284765	0.10504770626130436	0.0675	0.0075	0.0	0.61	0.27952435956533084	0.022146515772141828	10.0
54972	180	0.3	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0625	0.005	0.0	0.6175	0.26657020320647573	0.02145009427681676	10.0
54972	180	0.3	balanced	moderate	null	global_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0175	0.0325	0.0	0.045	-0.09424549592197352	0.5123201020380539	10.0
54972	180	0.3	balanced	moderate	null	within_site_scale	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.015	0.02	0.0	0.055	-0.03493095621667594	0.5001207065951467	10.0
54972	180	0.3	balanced	moderate	homogeneous	global_scale	400	400	1.0	293	0.7325	0.6870591672528669	0.7735176158816853	0.7325	0.0	0.1725	0.11	2.5828432591871127	0.39974171832257877	10.0
54972	180	0.3	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	308	0.77	0.7263071915784445	0.8085561694810355	0.77	0.0	0.2225	0.0725	2.6782483997313618	0.46613309066066805	10.0
54972	180	0.3	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.02	0.045	0.0	0.645	-0.30483110433064053	0.01683281487509759	10.0
54972	180	0.3	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0425	0.01	0.0025	0.6425	0.28318346476591183	0.017503392199472636	10.0
