n_requested	latent_event_probability	allocation	site_scale_pattern	effect_pattern	score_transform	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_significant_probability	positive_probability	negative_probability	transport_pass_probability	minimum_seed_transport_pass_probability	maximum_seed_transport_pass_probability	heterogeneity_detection_probability	median_z_across_seeds	median_heterogeneity_p_across_seeds	median_minimum_site_events_across_seeds
180	0.15	balanced	severe	one_site_reversed	global_scale	1200	1200	1.0	138	0.115	0.09816549603152686	0.13429157443257903	0.1075	0.005833333333333334	0.10916666666666668	0.0	0.0	0.0	0.3558333333333334	-0.7268116010227421	0.10420824807839277	4.0
180	0.15	balanced	severe	one_site_reversed	within_site_scale	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.0325	0.02666666666666667	0.01916666666666667	0.0	0.0	0.0	0.4283333333333334	0.0718934451260022	0.0737866074175788	4.0
180	0.15	balanced	uniform	homogeneous	global_scale	1200	1200	1.0	639	0.5325	0.5042113601308965	0.5605812248299257	0.5275	0.5325000000000001	0.0	0.0008333333333333334	0.0	0.0025	0.050833333333333335	2.0227543466356432	0.5194377600331301	4.0
180	0.15	balanced	uniform	homogeneous	within_site_scale	1200	1200	1.0	630	0.525	0.49671096871398307	0.5531294812558802	0.515	0.525	0.0	0.0008333333333333334	0.0	0.0025	0.051666666666666666	2.0145309184738847	0.5004249179290432	4.0
180	0.15	balanced	uniform	null	global_scale	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.045	0.02416666666666667	0.03166666666666667	0.0	0.0	0.0	0.056666666666666664	-0.025023336643927828	0.5183737643102624	4.0
180	0.15	balanced	uniform	null	within_site_scale	1200	1200	1.0	69	0.0575	0.04568605530313232	0.07213798023028808	0.0425	0.025833333333333333	0.03166666666666667	0.0	0.0	0.0	0.057499999999999996	-0.004544562771618648	0.5219954427367708	4.0
180	0.15	balanced	uniform	one_site_reversed	global_scale	1200	1200	1.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.0525	0.0375	0.025833333333333333	0.0	0.0	0.0	0.375	-0.013897663430862912	0.09195847833670992	4.0
180	0.15	balanced	uniform	one_site_reversed	within_site_scale	1200	1200	1.0	73	0.060833333333333336	0.048659952771868555	0.07580947609086694	0.05	0.035833333333333335	0.024999999999999998	0.0	0.0	0.0	0.38083333333333336	-0.003361973497453258	0.08997184459575558	4.0
180	0.15	imbalanced_60_30_10	moderate	homogeneous	global_scale	1200	1200	1.0	574	0.47833333333333333	0.4501844467082737	0.506620496651178	0.465	0.47833333333333333	0.0	0.0	0.0	0.0	0.06416666666666666	1.887941762582865	0.45220855986092745	4.0
180	0.15	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	1200	1200	1.0	589	0.49083333333333334	0.4626228449098371	0.5191023234345462	0.4825	0.4908333333333334	0.0	0.0	0.0	0.0	0.05333333333333332	1.9278840782149511	0.47330501243748435	4.0
180	0.15	imbalanced_60_30_10	moderate	null	global_scale	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.0525	0.028333333333333335	0.02666666666666667	0.0	0.0	0.0	0.055833333333333325	0.049298878281950426	0.4937383582765476	4.0
180	0.15	imbalanced_60_30_10	moderate	null	within_site_scale	1200	1200	1.0	62	0.051666666666666666	0.04051171663917239	0.06568288056794659	0.0475	0.02666666666666667	0.025000000000000005	0.0	0.0	0.0	0.057499999999999996	-0.012099103148318639	0.4684501943514822	4.0
180	0.15	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	1200	1200	1.0	201	0.1675	0.1474401453212842	0.18968187007953458	0.1625	0.16666666666666666	0.0008333333333333334	0.0	0.0	0.0	0.325	0.9956911942827005	0.13849057731578426	4.0
180	0.15	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	1200	1200	1.0	299	0.24916666666666668	0.22552077833984951	0.27441337362918916	0.215	0.24916666666666668	0.0	0.0	0.0	0.0	0.2608333333333333	1.3315512619401195	0.19008980327373548	4.0
180	0.15	imbalanced_60_30_10	severe	homogeneous	global_scale	1200	1199	0.9991666666666666	499	0.41583333333333333	0.3882591876050876	0.44394463082970603	0.39	0.41583333333333333	0.0	0.0	0.0	0.0	0.15916666666666668	1.7314979180683507	0.3286324134655947	4.0
180	0.15	imbalanced_60_30_10	severe	homogeneous	within_site_scale	1200	1199	0.9991666666666666	621	0.5175	0.48921693613957196	0.5456713788393321	0.505	0.5175	0.0	0.0	0.0	0.0	0.05833333333333333	2.003909943038139	0.4670942296269843	4.0
180	0.15	imbalanced_60_30_10	severe	null	global_scale	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.035	0.024999999999999998	0.019166666666666665	0.0	0.0	0.0	0.0425	0.030813105741536097	0.5055417088237313	4.0
180	0.15	imbalanced_60_30_10	severe	null	within_site_scale	1200	1200	1.0	47	0.03916666666666667	0.029580595279676058	0.05169377694251129	0.0275	0.02	0.01916666666666667	0.0	0.0	0.0	0.0425	-0.0030483967768255103	0.4930635413817342	4.0
180	0.15	imbalanced_60_30_10	severe	one_site_reversed	global_scale	1200	1200	1.0	124	0.10333333333333333	0.08735769061027265	0.12184050320123035	0.0975	0.09583333333333333	0.0075	0.0	0.0	0.0	0.3658333333333333	0.4271891079302136	0.10556560123288072	4.0
180	0.15	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	1200	1200	1.0	298	0.24833333333333332	0.2247173620963486	0.2735554415403613	0.235	0.24666666666666667	0.0016666666666666668	0.0	0.0	0.0	0.23583333333333334	1.2756424908222344	0.1973996719052054	4.0
180	0.15	imbalanced_60_30_10	uniform	homogeneous	global_scale	1200	1200	1.0	658	0.5483333333333333	0.5200664815864594	0.5762917216886095	0.5125	0.5483333333333333	0.0	0.0	0.0	0.0	0.05833333333333334	2.093785870948385	0.48110160356301124	4.0
180	0.15	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	1200	1200	1.0	654	0.545	0.5167261900075589	0.5729866199381951	0.5125	0.5449999999999999	0.0	0.0	0.0	0.0	0.05583333333333334	2.0971232215116395	0.48113047618564797	4.0
180	0.15	imbalanced_60_30_10	uniform	null	global_scale	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.03	0.026666666666666672	0.015833333333333335	0.0	0.0	0.0	0.04666666666666666	0.006542635334841352	0.487445222525907	4.0
180	0.15	imbalanced_60_30_10	uniform	null	within_site_scale	1200	1200	1.0	48	0.04	0.030301435740345037	0.05263428481417108	0.025	0.025000000000000005	0.015	0.0	0.0	0.0	0.04416666666666667	0.022252325306207278	0.49152501081628674	4.0
180	0.15	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	1200	1200	1.0	341	0.2841666666666667	0.2593686330071051	0.3103421489197421	0.275	0.2833333333333333	0.0008333333333333334	0.0	0.0	0.0	0.2275	1.2891116029556051	0.20309511653880058	4.0
180	0.15	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	1200	1200	1.0	334	0.2783333333333333	0.253713668064755	0.30436767553579075	0.275	0.2775	0.0008333333333333334	0.0	0.0	0.0	0.2325	1.2797288979979144	0.19388063608282863	4.0
180	0.3	balanced	moderate	homogeneous	global_scale	1200	1200	1.0	876	0.73	0.7041765327542929	0.7543556069684488	0.715	0.73	0.0	0.1758333333333333	0.17	0.185	0.09666666666666668	2.5464842198616866	0.41894293022341156	10.0
180	0.3	balanced	moderate	homogeneous	within_site_scale	1200	1200	1.0	921	0.7675	0.7427687455136317	0.7905240691639049	0.7475	0.7675000000000001	0.0	0.20666666666666667	0.1825	0.2225	0.0625	2.627958698579664	0.5005245021040787	10.0
180	0.3	balanced	moderate	null	global_scale	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.0475	0.025833333333333333	0.02416666666666667	0.0008333333333333334	0.0	0.0025	0.04666666666666667	-0.07587989975784784	0.5068074654955996	10.0
180	0.3	balanced	moderate	null	within_site_scale	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.035	0.025833333333333333	0.020833333333333332	0.0016666666666666668	0.0	0.0025	0.050833333333333335	-0.03493095621667594	0.5001207065951467	10.0
180	0.3	balanced	moderate	one_site_reversed	global_scale	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.0525	0.015	0.04666666666666667	0.0	0.0	0.0	0.6549999999999999	-0.28281978998660984	0.018984462904913728	10.0
180	0.3	balanced	moderate	one_site_reversed	within_site_scale	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.0375	0.0375	0.012500000000000002	0.0016666666666666668	0.0	0.0025	0.6533333333333333	0.28318346476591183	0.01752864701442017	10.0
180	0.3	balanced	severe	homogeneous	global_scale	1200	1200	1.0	801	0.6675	0.6403476877594898	0.693583327038594	0.6475	0.6675	0.0	0.12833333333333333	0.1225	0.1325	0.17416666666666666	2.370712257529456	0.2710895719978989	10.0
180	0.3	balanced	severe	homogeneous	within_site_scale	1200	1200	1.0	917	0.7641666666666667	0.7393282975543299	0.7873191237938918	0.755	0.7641666666666667	0.0	0.20083333333333334	0.185	0.2225	0.05583333333333334	2.6503567627921143	0.5213773078224213	10.0
180	0.3	balanced	severe	null	global_scale	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.0375	0.022500000000000003	0.024999999999999998	0.0	0.0	0.0	0.045000000000000005	-0.010354586836143802	0.4944885276029364	10.0
180	0.3	balanced	severe	null	within_site_scale	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.045	0.025000000000000005	0.028333333333333335	0.0008333333333333334	0.0	0.0025	0.0425	-0.023679316991344797	0.4898413358982962	10.0
180	0.3	balanced	severe	one_site_reversed	global_scale	1200	1200	1.0	157	0.13083333333333333	0.11292586703204983	0.1510968217463028	0.13	0.0033333333333333335	0.1275	0.0	0.0	0.0	0.6258333333333334	-0.7784223498744437	0.02039555650618518	10.0
180	0.3	balanced	severe	one_site_reversed	within_site_scale	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.05	0.045000000000000005	0.01	0.0008333333333333334	0.0	0.0025	0.6766666666666667	0.2751360445407445	0.015049194667289018	10.0
180	0.3	balanced	uniform	homogeneous	global_scale	1200	1200	1.0	936	0.78	0.7556891329095197	0.8025239067529488	0.7525	0.7799999999999999	0.0	0.19000000000000003	0.1675	0.215	0.05416666666666666	2.612368686599386	0.4779393856123002	10.0
180	0.3	balanced	uniform	homogeneous	within_site_scale	1200	1200	1.0	922	0.7683333333333333	0.7436291799077295	0.7913249831021361	0.7425	0.7683333333333332	0.0	0.19166666666666665	0.1675	0.215	0.0625	2.6192385573905277	0.4861571778447992	10.0
180	0.3	balanced	uniform	null	global_scale	1200	1200	1.0	46	0.03833333333333333	0.028861058693224195	0.05075196519663437	0.025	0.015833333333333335	0.022500000000000003	0.0	0.0	0.0	0.06166666666666667	-0.041918165716689854	0.48626705081836863	10.0
180	0.3	balanced	uniform	null	within_site_scale	1200	1200	1.0	48	0.04	0.030301435740345037	0.05263428481417108	0.03	0.0175	0.022500000000000003	0.0	0.0	0.0	0.06083333333333333	-0.019137459190343167	0.48629006973036415	10.0
180	0.3	balanced	uniform	one_site_reversed	global_scale	1200	1200	1.0	78	0.065	0.052393091788581946	0.08038307873579742	0.055	0.0525	0.012499999999999999	0.0	0.0	0.0	0.6308333333333332	0.27952435956533084	0.022146515772141828	10.0
180	0.3	balanced	uniform	one_site_reversed	within_site_scale	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.0525	0.051666666666666666	0.01	0.0	0.0	0.0	0.6358333333333334	0.2825444148497771	0.02145009427681676	10.0
180	0.3	imbalanced_60_30_10	moderate	homogeneous	global_scale	1200	1200	1.0	848	0.7066666666666667	0.6802798949707803	0.731734491446756	0.6925	0.7066666666666667	0.0	0.06583333333333334	0.05	0.0775	0.08916666666666666	2.5492729768300553	0.4239924431880673	8.0
180	0.3	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	1200	1200	1.0	895	0.7458333333333333	0.7204415528697391	0.7696562051672496	0.7325	0.7458333333333335	0.0	0.07083333333333335	0.05	0.085	0.059166666666666666	2.6296307137551023	0.48554812865334335	8.0
180	0.3	imbalanced_60_30_10	moderate	null	global_scale	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.045	0.025833333333333337	0.02666666666666667	0.0	0.0	0.0	0.05333333333333332	-0.04623955260634985	0.4930039745492789	8.0
180	0.3	imbalanced_60_30_10	moderate	null	within_site_scale	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.04	0.018333333333333337	0.025833333333333333	0.0	0.0	0.0	0.05333333333333334	-0.055602694203509474	0.4843290074637558	8.0
180	0.3	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	1200	1200	1.0	352	0.29333333333333333	0.26826550855324405	0.31972010502921966	0.2525	0.2925	0.0008333333333333334	0.005	0.0025	0.0075	0.5266666666666667	1.4055340481352485	0.03843191784539403	8.0
180	0.3	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	1200	1200	1.0	558	0.465	0.43693627644394606	0.4932870935982453	0.415	0.465	0.0	0.005833333333333334	0.005	0.0075	0.3958333333333333	1.8739009015852717	0.08905597450073638	8.0
180	0.3	imbalanced_60_30_10	severe	homogeneous	global_scale	1200	1200	1.0	761	0.6341666666666667	0.606526535760914	0.6609505457440188	0.6075	0.6341666666666667	0.0	0.055	0.045	0.0625	0.20666666666666667	2.4008365258103597	0.24377685539959904	8.0
180	0.3	imbalanced_60_30_10	severe	homogeneous	within_site_scale	1200	1200	1.0	924	0.77	0.7453504389618287	0.7929264207126944	0.74	0.77	0.0	0.0825	0.075	0.0975	0.049999999999999996	2.7486134532473008	0.47767068531755774	8.0
180	0.3	imbalanced_60_30_10	severe	null	global_scale	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0475	0.02416666666666667	0.025000000000000005	0.0008333333333333334	0.0	0.0025	0.05249999999999999	0.022356894321209318	0.4938634385955141	8.0
180	0.3	imbalanced_60_30_10	severe	null	within_site_scale	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.04	0.024166666666666666	0.02	0.0008333333333333334	0.0	0.0025	0.059166666666666666	0.020153474181028457	0.48906381215395106	8.0
180	0.3	imbalanced_60_30_10	severe	one_site_reversed	global_scale	1200	1200	1.0	167	0.13916666666666666	0.12073223853703596	0.15990393356460442	0.1225	0.13666666666666663	0.0025	0.0016666666666666668	0.0	0.005	0.6058333333333333	0.82379186995469	0.02638181668706647	8.0
180	0.3	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	1200	1200	1.0	570	0.475	0.44687051874411976	0.5032890312860169	0.46	0.47500000000000003	0.0	0.006666666666666667	0.005	0.0075	0.385	1.8931427910435192	0.09592861968486535	8.0
180	0.3	imbalanced_60_30_10	uniform	homogeneous	global_scale	1200	1200	1.0	937	0.7808333333333334	0.7565515697903891	0.8033228182044081	0.775	0.7808333333333334	0.0	0.08	0.065	0.0975	0.04083333333333333	2.7487728893571735	0.502141629187282	8.0
180	0.3	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	1200	1200	1.0	930	0.775	0.7505173741032951	0.7977275755652007	0.7625	0.775	0.0	0.08	0.0675	0.0975	0.045000000000000005	2.7177205625499496	0.47767544140286794	8.0
180	0.3	imbalanced_60_30_10	uniform	null	global_scale	1200	1200	1.0	72	0.06	0.04791538714265024	0.07489269338775648	0.0525	0.036666666666666674	0.023333333333333334	0.0008333333333333334	0.0	0.0025	0.06083333333333333	0.03890884106456096	0.5035623235364678	8.0
180	0.3	imbalanced_60_30_10	uniform	null	within_site_scale	1200	1200	1.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.06	0.035833333333333335	0.027499999999999997	0.0008333333333333334	0.0	0.0025	0.0625	0.022737238731196263	0.507056165292424	8.0
180	0.3	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	1200	1200	1.0	593	0.49416666666666664	0.4659427258088128	0.5224278358648856	0.4825	0.49333333333333335	0.0008333333333333334	0.01	0.005	0.015	0.36083333333333334	1.9566760610412124	0.10517126640667544	8.0
180	0.3	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	1200	1200	1.0	581	0.4841666666666667	0.45598683949450003	0.5124475421912532	0.47	0.48416666666666663	0.0	0.009166666666666668	0.005	0.0125	0.36666666666666664	1.935182754255401	0.0999797070951069	8.0
300	0.15	balanced	moderate	homogeneous	global_scale	1200	1200	1.0	849	0.7075	0.6811319137727919	0.732543820977073	0.69	0.7075	0.0	0.05333333333333332	0.04	0.0725	0.09083333333333334	2.511477383176014	0.4008931146344016	8.0
300	0.15	balanced	moderate	homogeneous	within_site_scale	1200	1200	1.0	884	0.7366666666666667	0.7110199185688982	0.760803007812474	0.72	0.7366666666666667	0.0	0.06333333333333334	0.0425	0.085	0.05416666666666666	2.5826895653979065	0.47896982315599645	8.0
300	0.15	balanced	moderate	null	global_scale	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.0425	0.025000000000000005	0.030000000000000002	0.0	0.0	0.0	0.04833333333333334	0.025335207660411738	0.5003700143330823	7.0
300	0.15	balanced	moderate	null	within_site_scale	1200	1200	1.0	75	0.0625	0.050151184342747165	0.07764094118464589	0.0575	0.029166666666666664	0.03333333333333333	0.0008333333333333334	0.0	0.0025	0.05000000000000001	-0.008894481723743044	0.501913530036995	7.0
300	0.15	balanced	moderate	one_site_reversed	global_scale	1200	1200	1.0	95	0.07916666666666666	0.06519860055431884	0.0958204916196497	0.07	0.015	0.06416666666666666	0.0008333333333333334	0.0	0.0025	0.6058333333333334	-0.4508822397816471	0.024216333902934636	8.0
300	0.15	balanced	moderate	one_site_reversed	within_site_scale	1200	1200	1.0	70	0.058333333333333334	0.0464284241141606	0.07305695975158857	0.045	0.03833333333333334	0.02	0.0008333333333333334	0.0	0.0025	0.6233333333333334	0.11003288594448887	0.02269451474368999	8.0
300	0.15	balanced	severe	homogeneous	global_scale	1200	1200	1.0	777	0.6475	0.6200377087766681	0.674020946045525	0.63	0.6475	0.0	0.0375	0.025	0.055	0.17	2.277695924453408	0.29646188462817336	7.0
300	0.15	balanced	severe	homogeneous	within_site_scale	1200	1200	1.0	863	0.7191666666666666	0.6930711909422195	0.7438634204602482	0.7125	0.7191666666666667	0.0	0.06333333333333334	0.04	0.0825	0.05833333333333333	2.571854841681887	0.47367198327041055	7.0
300	0.15	balanced	severe	null	global_scale	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.04	0.02666666666666667	0.025833333333333333	0.0	0.0	0.0	0.050833333333333335	-0.030978150434440042	0.489661447733996	8.0
300	0.15	balanced	severe	null	within_site_scale	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.05	0.029166666666666664	0.024166666666666666	0.0	0.0	0.0	0.051666666666666666	0.006975894016167413	0.5088354430422994	8.0
300	0.15	balanced	severe	one_site_reversed	global_scale	1200	1200	1.0	204	0.17	0.14980781761710663	0.19229824278069843	0.1575	0.005	0.165	0.0	0.0	0.0	0.5841666666666666	-0.9104243177523859	0.03146211761721861	7.0
300	0.15	balanced	severe	one_site_reversed	within_site_scale	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.05	0.03333333333333333	0.0175	0.0	0.0	0.0	0.6508333333333334	0.09773817498805645	0.01901042235721876	7.0
300	0.15	balanced	uniform	homogeneous	global_scale	1200	1200	1.0	904	0.7533333333333333	0.7281607861064742	0.7768891069214733	0.7325	0.7533333333333333	0.0	0.06	0.0575	0.0625	0.04583333333333334	2.643241224350027	0.4895432402836603	7.0
300	0.15	balanced	uniform	homogeneous	within_site_scale	1200	1200	1.0	907	0.7558333333333334	0.7307360424245776	0.7792978956003563	0.7325	0.7558333333333334	0.0	0.06166666666666667	0.0575	0.065	0.04750000000000001	2.632586055084714	0.49390554482513266	7.0
300	0.15	balanced	uniform	null	global_scale	1200	1200	1.0	43	0.035833333333333335	0.026710684549926922	0.047918294342945325	0.02	0.01916666666666667	0.016666666666666666	0.0008333333333333334	0.0	0.0025	0.04833333333333334	0.028036841992495225	0.4908459088012781	7.0
300	0.15	balanced	uniform	null	within_site_scale	1200	1200	1.0	44	0.03666666666666667	0.027426059843153	0.048864267382048014	0.025	0.021666666666666667	0.015	0.0008333333333333334	0.0	0.0025	0.04750000000000001	0.029032544246391706	0.49308339063150186	7.0
300	0.15	balanced	uniform	one_site_reversed	global_scale	1200	1200	1.0	96	0.08	0.06595666296985946	0.09672377753643786	0.0675	0.04833333333333334	0.03166666666666667	0.0	0.0	0.0	0.6083333333333334	0.13267251568105962	0.023062232142218392	7.0
300	0.15	balanced	uniform	one_site_reversed	within_site_scale	1200	1200	1.0	86	0.07166666666666667	0.058399025485360134	0.08766793169764944	0.0625	0.04416666666666667	0.0275	0.0	0.0	0.0	0.6133333333333333	0.13000535443892874	0.02360319369726808	7.0
300	0.15	imbalanced_60_30_10	moderate	homogeneous	global_scale	1200	1200	1.0	858	0.715	0.6888047829208793	0.7398230868199446	0.69	0.715	0.0	0.050833333333333335	0.0425	0.06	0.10333333333333333	2.5383663092174844	0.3764461031632863	7.0
300	0.15	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	1200	1200	1.0	900	0.75	0.7247288148980121	0.7736756848006204	0.7225	0.75	0.0	0.05583333333333334	0.0425	0.07	0.055	2.66044276501961	0.48499081075930095	7.0
300	0.15	imbalanced_60_30_10	moderate	null	global_scale	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.04	0.029166666666666664	0.02	0.0008333333333333334	0.0	0.0025	0.04583333333333334	-0.0054627358497173735	0.4836360448267185	8.0
300	0.15	imbalanced_60_30_10	moderate	null	within_site_scale	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.04	0.028333333333333332	0.01916666666666667	0.0008333333333333334	0.0	0.0025	0.049999999999999996	0.028069352414643464	0.4723068900912105	8.0
300	0.15	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	1200	1200	1.0	292	0.24333333333333335	0.21989942047209418	0.2684052931706431	0.23	0.24250000000000002	0.0008333333333333334	0.0016666666666666668	0.0	0.0025	0.49666666666666665	1.267858516551262	0.049261085895325796	7.0
300	0.15	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	1200	1200	1.0	493	0.41083333333333333	0.3833246917180665	0.43891103672275444	0.3975	0.41083333333333333	0.0	0.0025	0.0	0.005	0.37833333333333335	1.7322595097379023	0.10256600054800927	7.0
300	0.15	imbalanced_60_30_10	severe	homogeneous	global_scale	1200	1200	1.0	736	0.6133333333333333	0.585459974381909	0.6404833988148043	0.6125	0.6133333333333334	0.0	0.04083333333333333	0.025	0.0575	0.19083333333333333	2.24095271567077	0.2458197692236211	7.0
300	0.15	imbalanced_60_30_10	severe	homogeneous	within_site_scale	1200	1200	1.0	861	0.7175	0.6913643069980197	0.7422476077397907	0.7075	0.7174999999999999	0.0	0.05333333333333334	0.0375	0.0625	0.057499999999999996	2.535165311900137	0.5145092458956859	7.0
300	0.15	imbalanced_60_30_10	severe	null	global_scale	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0325	0.024166666666666666	0.025000000000000005	0.0	0.0	0.0	0.04666666666666667	0.021689499750315835	0.507923238527366	8.0
300	0.15	imbalanced_60_30_10	severe	null	within_site_scale	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.0425	0.030833333333333334	0.021666666666666667	0.0008333333333333334	0.0	0.0025	0.0525	0.05315521847322832	0.4869325052574599	8.0
300	0.15	imbalanced_60_30_10	severe	one_site_reversed	global_scale	1200	1200	1.0	148	0.12333333333333334	0.10592176716010682	0.1431487866272868	0.1025	0.11583333333333333	0.0075	0.0008333333333333334	0.0	0.0025	0.5966666666666667	0.6490856955982389	0.028969231740418412	7.0
300	0.15	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	1200	1200	1.0	465	0.3875	0.3603363982750247	0.4153815768605905	0.35	0.38749999999999996	0.0	0.0016666666666666668	0.0	0.0025	0.375	1.6554765088909784	0.09996036189808288	7.0
300	0.15	imbalanced_60_30_10	uniform	homogeneous	global_scale	1200	1200	1.0	859	0.7158333333333333	0.6896578510802579	0.7406313669928949	0.6975	0.7158333333333333	0.0	0.059166666666666666	0.0475	0.0675	0.041666666666666664	2.5760383485722738	0.5361522091373726	7.0
300	0.15	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	1200	1200	1.0	860	0.7166666666666667	0.6905110256785041	0.7414395407269774	0.7025	0.7166666666666667	0.0	0.059166666666666666	0.0525	0.0625	0.04083333333333333	2.5875031617298645	0.5290575329288432	7.0
