n_requested	latent_event_probability	allocation	site_scale_pattern	minimum_seed_transport_pass_probability_global_scale	minimum_seed_transport_pass_probability_within_site_scale	transport_pass_probability_global_scale	transport_pass_probability_within_site_scale	false_transport_global_scale	false_transport_within_site_scale	aggregate_transport_gain	minimum_seed_transport_gain	within_site_null_calibrated	material_harmonization_gain
180	0.15	balanced	moderate	0.0	0.0	0.0	0.0008333333333333334	0.0	0.0	0.0008333333333333334	0.0	False	False
180	0.15	balanced	severe	0.0	0.0	0.0008333333333333334	0.0016666666666666668	0.0	0.0	0.0008333333333333334	0.0	True	False
180	0.15	balanced	uniform	0.0	0.0	0.0008333333333333334	0.0008333333333333334	0.0	0.0	0.0	0.0	True	False
180	0.15	imbalanced_60_30_10	moderate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
180	0.15	imbalanced_60_30_10	severe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
180	0.15	imbalanced_60_30_10	uniform	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	False
180	0.3	balanced	moderate	0.17	0.1825	0.1758333333333333	0.20666666666666667	0.0	0.0016666666666666668	0.03083333333333335	0.012499999999999983	False	False
180	0.3	balanced	severe	0.1225	0.185	0.12833333333333333	0.20083333333333334	0.0	0.0008333333333333334	0.07250000000000001	0.0625	True	False
180	0.3	balanced	uniform	0.1675	0.1675	0.19000000000000003	0.19166666666666665	0.0	0.0	0.0016666666666666219	0.0	True	False
180	0.3	imbalanced_60_30_10	moderate	0.05	0.05	0.06583333333333334	0.07083333333333335	0.005	0.005833333333333334	0.0050000000000000044	0.0	True	False
180	0.3	imbalanced_60_30_10	severe	0.045	0.075	0.055	0.0825	0.0016666666666666668	0.006666666666666667	0.027500000000000004	0.03	True	False
180	0.3	imbalanced_60_30_10	uniform	0.065	0.0675	0.08	0.08	0.01	0.009166666666666668	0.0	0.0025000000000000022	False	False
300	0.15	balanced	moderate	0.04	0.0425	0.05333333333333332	0.06333333333333334	0.0008333333333333334	0.0008333333333333334	0.010000000000000016	0.0025000000000000022	False	False
300	0.15	balanced	severe	0.025	0.04	0.0375	0.06333333333333334	0.0	0.0	0.02583333333333334	0.015	True	False
300	0.15	balanced	uniform	0.0575	0.0575	0.06	0.06166666666666667	0.0	0.0	0.0016666666666666705	0.0	True	False
300	0.15	imbalanced_60_30_10	moderate	0.0425	0.0425	0.050833333333333335	0.05583333333333334	0.0016666666666666668	0.0025	0.0050000000000000044	0.0	True	False
300	0.15	imbalanced_60_30_10	severe	0.025	0.0375	0.04083333333333333	0.05333333333333334	0.0008333333333333334	0.0016666666666666668	0.012500000000000004	0.012499999999999997	True	False
300	0.15	imbalanced_60_30_10	uniform	0.0475	0.0525	0.059166666666666666	0.059166666666666666	0.0033333333333333335	0.0033333333333333335	0.0	0.0049999999999999975	False	False
300	0.3	balanced	moderate	0.46	0.545	0.4908333333333334	0.5908333333333333	0.0	0.0	0.09999999999999992	0.08500000000000002	False	False
300	0.3	balanced	severe	0.355	0.5975	0.37666666666666665	0.6058333333333333	0.0	0.0	0.22916666666666669	0.24250000000000005	True	True
300	0.3	balanced	uniform	0.5375	0.5325	0.5791666666666667	0.5758333333333333	0.0008333333333333334	0.0008333333333333334	-0.0033333333333334103	-0.0050000000000000044	True	False
300	0.3	imbalanced_60_30_10	moderate	0.4825	0.52	0.48500000000000004	0.5225	0.016666666666666666	0.030833333333333334	0.03749999999999992	0.03750000000000003	True	False
300	0.3	imbalanced_60_30_10	severe	0.295	0.4925	0.31749999999999995	0.5166666666666666	0.005	0.0325	0.19916666666666666	0.1975	True	True
300	0.3	imbalanced_60_30_10	uniform	0.4925	0.49	0.5033333333333333	0.5016666666666666	0.0275	0.028333333333333335	-0.0016666666666667052	-0.0025000000000000022	False	False
450	0.15	balanced	moderate	0.295	0.335	0.3108333333333333	0.35000000000000003	0.0	0.0	0.03916666666666674	0.040000000000000036	False	False
450	0.15	balanced	severe	0.2275	0.36	0.23500000000000001	0.36999999999999994	0.0	0.0008333333333333334	0.13499999999999993	0.13249999999999998	True	True
450	0.15	balanced	uniform	0.3275	0.335	0.3833333333333333	0.38166666666666665	0.0008333333333333334	0.0008333333333333334	-0.0016666666666666496	0.007500000000000007	True	False
450	0.15	imbalanced_60_30_10	moderate	0.28	0.3325	0.3216666666666667	0.3558333333333333	0.008333333333333333	0.016666666666666666	0.03416666666666657	0.05249999999999999	True	False
450	0.15	imbalanced_60_30_10	severe	0.1975	0.325	0.21666666666666665	0.35000000000000003	0.0008333333333333334	0.025833333333333333	0.1333333333333334	0.1275	True	True
450	0.15	imbalanced_60_30_10	uniform	0.3175	0.32	0.3316666666666666	0.33416666666666667	0.012500000000000002	0.010833333333333334	0.0025000000000000577	0.0025000000000000022	False	False
450	0.3	balanced	moderate	0.6775	0.7875	0.6883333333333334	0.8000000000000002	0.0	0.0	0.1116666666666668	0.10999999999999999	False	False
450	0.3	balanced	severe	0.3975	0.8	0.4658333333333333	0.8091666666666667	0.0	0.0008333333333333334	0.3433333333333334	0.4025	True	True
450	0.3	balanced	uniform	0.8	0.7975	0.8066666666666666	0.8041666666666667	0.0	0.0	-0.0024999999999999467	-0.0025000000000000577	True	False
450	0.3	imbalanced_60_30_10	moderate	0.65	0.745	0.6708333333333334	0.7625000000000001	0.013333333333333336	0.0325	0.09166666666666667	0.09499999999999997	True	False
450	0.3	imbalanced_60_30_10	severe	0.3725	0.7275	0.39083333333333337	0.755	0.0008333333333333334	0.028333333333333332	0.36416666666666664	0.35500000000000004	True	True
450	0.3	imbalanced_60_30_10	uniform	0.7425	0.735	0.7666666666666667	0.7583333333333333	0.021666666666666667	0.022500000000000003	-0.008333333333333415	-0.007500000000000062	False	False
