gene	axis	priority_score	weighted_evidence_score	ms_anchor_score	positive_disease_count	negative_disease_count	positive_non_ms_disease_count	negative_non_ms_disease_count	ms_channels	ms_datasets	positive_diseases	negative_diseases	prior_flag
GCHFR	unassigned	4.138379166379201	1.3191895831896001	2.8191895831896003	0	0	0	0	2	2			
FABP3	unassigned	4.13026867017591	1.3151343350879552	2.815134335087955	0	0	0	0	2	2			
PPP1CC	unassigned	4.12973739336043	1.314868696680215	2.814868696680215	0	0	0	0	2	2			
RPS5	unassigned	4.128653311222332	1.3143266556111661	2.814326655611166	0	0	0	0	2	2			
P4HB	unassigned	4.1273843411659	1.3136921705829498	2.81369217058295	0	0	0	0	2	2			
CPE	unassigned	4.123117409844088	1.3115587049220443	2.811558704922044	0	0	0	0	2	2			
RTN1	unassigned	4.122704354380578	1.311352177190289	2.811352177190289	1	0	0	0	2	2	MS		
SNCG	unassigned	4.122318473871613	1.3111592369358065	2.8111592369358065	0	0	0	0	2	2			
CANX	unassigned	4.119618671733621	1.3098093358668104	2.8098093358668104	1	0	0	0	2	2	MS		
SNRPD2	unassigned	4.1163123723237405	1.3081561861618705	2.8081561861618702	0	0	0	0	2	2			
BCAP31	unassigned	4.114783840930701	1.3073919204653506	2.8073919204653506	1	0	0	0	2	2	MS		
MT2A	unassigned	4.113753670307668	1.3068768351538338	2.806876835153834	0	0	0	0	2	2			
RPS11	unassigned	4.109766303434456	1.304883151717228	2.804883151717228	1	0	0	0	2	2	MS		
RPL27	unassigned	4.108218729375058	1.304109364687529	2.804109364687529	1	0	0	0	2	2	MS		
BLOC1S2	unassigned	4.107428514775809	1.3037142573879046	2.8037142573879046	0	0	0	0	2	2			
PAPSS1	unassigned	4.105710427882299	1.3028552139411493	2.8028552139411493	0	0	0	0	2	2			
DARS2	unassigned	4.10551319442545	1.3027565972127249	2.802756597212725	1	0	0	0	2	2	MS		
RPS3	unassigned	4.104802707252316	1.3024013536261578	2.802401353626158	0	0	0	0	2	2			
ACSBG1	unassigned	4.103045968102374	1.301522984051187	2.801522984051187	1	0	0	0	2	2	MS		
NOP58	unassigned	4.095773386288955	1.2978866931444775	2.7978866931444775	1	0	0	0	2	2	MS		
TGM2	unassigned	4.091621589868462	1.295810794934231	2.795810794934231	0	0	0	0	2	2			
POLR2A	unassigned	4.086574992861406	1.2932874964307033	2.793287496430703	0	0	0	0	2	2			
PTMA	unassigned	4.084701537930975	1.2923507689654876	2.7923507689654876	0	0	0	0	2	2			
UFL1	unassigned	4.084161244185313	1.2920806220926564	2.7920806220926564	1	0	0	0	2	2	MS		
RPL35	unassigned	4.066253579292903	1.2831267896464515	2.7831267896464515	0	0	0	0	2	2			
RPLP1	unassigned	4.063856875951947	1.2819284379759732	2.7819284379759734	0	0	0	0	2	2			
FGGY	unassigned	4.063750133872845	1.2818750669364225	2.7818750669364225	1	0	0	0	2	2	MS		
ACBD3	unassigned	4.062092815410085	1.2810464077050425	2.7810464077050425	0	0	0	0	2	2			
RPS27	unassigned	4.0612710464971205	1.2806355232485604	2.7806355232485602	1	0	0	0	2	2	MS		
RPS14	unassigned	4.060686199420731	1.2803430997103658	2.7803430997103655	0	0	0	0	2	2			
GSTO1	unassigned	4.059643230786017	1.2798216153930086	2.7798216153930086	0	0	0	0	2	2			
RPL7	unassigned	4.057910974731719	1.2789554873658597	2.7789554873658595	0	0	0	0	2	2			
HNRNPAB	unassigned	4.047929523739795	1.2739647618698977	2.7739647618698977	0	0	0	0	2	2			
PPFIBP2	unassigned	4.047419809940596	1.2737099049702978	2.773709904970298	1	0	0	0	2	2	MS		
UBXN6	unassigned	4.045295006500481	1.2726475032502407	2.7726475032502407	0	0	0	0	2	2			
RAP2B	unassigned	4.045226612281194	1.2726133061405969	2.772613306140597	1	0	0	0	2	2	MS		
EHD1	unassigned	4.040020278529649	1.2700101392648246	2.7700101392648246	1	0	0	0	2	2	MS		
HNRNPL	unassigned	4.0395725299414105	1.2697862649707052	2.7697862649707052	1	0	0	0	2	2	MS		
SNAP29	unassigned	4.032599995137231	1.2662999975686153	2.7662999975686153	1	0	0	0	2	2	MS		
VPS18	unassigned	4.027992844667724	1.2639964223338616	2.763996422333862	1	0	0	0	2	2	MS		
NAA50	unassigned	4.026831382118376	1.2634156910591876	2.763415691059188	0	0	0	0	2	2			
RPL8	unassigned	4.023506037277299	1.2617530186386496	2.7617530186386494	0	0	0	0	2	2			
AIP	unassigned	4.017495765300215	1.2587478826501073	2.7587478826501073	0	0	0	0	2	2			
RPS8	unassigned	4.013852169520225	1.2569260847601125	2.7569260847601127	0	0	0	0	2	2			
TSC22D1	unassigned	4.010263803438468	1.255131901719234	2.755131901719234	0	0	0	0	2	2			
ARFGEF3	unassigned	4.006935591241955	1.2534677956209777	2.7534677956209777	1	0	0	0	2	2	MS		
POR	unassigned	4.006343980985589	1.2531719904927943	2.7531719904927945	1	0	0	0	2	2	MS		
HSPE1	unassigned	4.006102003443962	1.253051001721981	2.753051001721981	1	0	0	0	2	2	MS		
DNAJC8	unassigned	4.005771804983162	1.2528859024915808	2.752885902491581	1	0	0	0	2	2	MS		
FSD1L	unassigned	3.993972803284585	1.2469864016422925	2.7469864016422925	0	0	0	0	2	2			
COQ8A	unassigned	3.991358434447153	1.2456792172235764	2.7456792172235764	0	0	0	0	2	2			
NARS2	unassigned	3.983556194612513	1.2417780973062564	2.7417780973062564	1	0	0	0	2	2	MS		
ABHD12	unassigned	3.9817782892071865	1.2408891446035932	2.7408891446035932	1	0	0	0	2	2	MS		
APLNR	unassigned	3.9799587621408365	1.2399793810704183	2.7399793810704183	1	0	0	0	2	2	MS		
NCLN	unassigned	3.978577384400557	1.2392886922002786	2.7392886922002786	0	0	0	0	2	2			
EML2	unassigned	3.969297667747112	1.234648833873556	2.734648833873556	1	0	0	0	2	2	MS		
IAH1	unassigned	3.9686859643577703	1.2343429821788852	2.734342982178885	1	0	0	0	2	2	MS		
KANK1	unassigned	3.9645115725528317	1.2322557862764156	2.732255786276416	1	0	0	0	2	2	MS		
PHKA1	unassigned	3.962483660979985	1.2312418304899926	2.7312418304899926	1	0	0	0	2	2	MS		
SCAMP3	unassigned	3.957259958394717	1.2286299791973585	2.7286299791973585	0	0	0	0	2	2			
CHIT1	unassigned	3.9527536973031427	1.2263768486515714	2.7263768486515714	0	0	0	0	2	2			
EMC2	unassigned	3.9480025545816897	1.224001277290845	2.724001277290845	0	0	0	0	2	2			
EIF4A3	unassigned	3.945288268423856	1.222644134211928	2.722644134211928	1	0	0	0	2	2	MS		
SCIN	unassigned	3.9407708128808023	1.2203854064404012	2.720385406440401	1	0	0	0	2	2	MS		
RPS10	unassigned	3.9357191581447832	1.2178595790723916	2.7178595790723916	0	0	0	0	2	2			
EIF5A	unassigned	3.935340059453382	1.217670029726691	2.717670029726691	0	0	0	0	2	2			
SHMT1	unassigned	3.932248548554644	1.216124274277322	2.716124274277322	0	0	0	0	2	2			
SEC61B	unassigned	3.92917045447283	1.2145852272364153	2.714585227236415	1	0	0	0	2	2	MS		
AP3D1	unassigned	3.9255626211389725	1.212781310569486	2.7127813105694862	0	0	0	0	2	2			
CA4	unassigned	3.924495558940402	1.212247779470201	2.712247779470201	1	0	0	0	2	2	MS		
SCCPDH	unassigned	3.9218992088626514	1.210949604431326	2.7109496044313257	0	0	0	0	2	2			
VPS13C	unassigned	3.915290749332657	1.2076453746663285	2.7076453746663285	1	0	0	0	2	2	MS		
ALDH4A1	unassigned	3.909700652665258	1.204850326332629	2.704850326332629	1	0	0	0	2	2	MS		
DNAJB1	unassigned	3.9094965940807294	1.2047482970403647	2.7047482970403647	1	0	0	0	2	2	MS		
ICAM1	unassigned	3.906765719557926	1.203382859778963	2.703382859778963	0	0	0	0	2	2			
P2RX7	unassigned	3.902558232337986	1.2012791161689933	2.701279116168993	1	0	0	0	2	2	MS		
ENAH	unassigned	3.9024868307632836	1.2012434153816418	2.701243415381642	0	0	0	0	2	2			
RAB1A	unassigned	3.9024466442182657	1.201223322109133	2.701223322109133	0	0	0	0	2	2			
ALCAM	unassigned	3.8994264225008486	1.1997132112504243	2.6997132112504243	0	0	0	0	2	2			
PALLD	unassigned	3.8938441433192654	1.1969220716596327	2.6969220716596327	0	0	0	0	2	2			
PLBD2	unassigned	3.892047421035353	1.1960237105176765	2.6960237105176765	0	0	0	0	2	2			
DDX17	unassigned	3.8915359661659927	1.1957679830829964	2.6957679830829964	1	0	0	0	2	2	MS		
SPAG9	unassigned	3.888581432067908	1.194290716033954	2.694290716033954	0	0	0	0	2	2			
YES1	unassigned	3.8847474352726676	1.1923737176363338	2.692373717636334	1	0	0	0	2	2	MS		
NISCH	unassigned	3.8810187823980815	1.1905093911990408	2.6905093911990408	0	0	0	0	2	2			
TBK1	unassigned	3.880940311107672	1.1904701555538362	2.690470155553836	0	0	0	0	2	2			
CRYAB	unassigned	3.8809195640289484	1.190459782014474	2.690459782014474	0	0	0	0	2	2			
EMD	unassigned	3.8804177322931617	1.1902088661465808	2.690208866146581	0	0	0	0	2	2			
MAPRE1	unassigned	3.879938786248829	1.1899693931244144	2.6899693931244144	1	0	0	0	2	2	MS		
IDH1	unassigned	3.878880229714664	1.189440114857332	2.689440114857332	0	0	0	0	2	2			
PLP2	unassigned	3.878764371540676	1.189382185770338	2.689382185770338	0	0	0	0	2	2			
SRP68	unassigned	3.873215494876627	1.1866077474383132	2.6866077474383134	1	0	0	0	2	2	MS		
SERPINH1	unassigned	3.871923502284269	1.1859617511421345	2.6859617511421345	0	0	0	0	2	2			
DUSP23	unassigned	3.869744045038024	1.184872022519012	2.684872022519012	0	0	0	0	2	2			
KHDRBS1	unassigned	3.8695703196559705	1.1847851598279853	2.6847851598279853	0	0	0	0	2	2			
DNAJB2	unassigned	3.868647102039766	1.184323551019883	2.684323551019883	0	0	0	0	2	2			
G6PD	unassigned	3.86736662562648	1.18368331281324	2.68368331281324	1	0	0	0	2	2	MS		
RPL23	unassigned	3.8652686668107954	1.1826343334053977	2.6826343334053977	0	0	0	0	2	2			
PHLPP1	unassigned	3.864037990886496	1.182018995443248	2.682018995443248	0	0	0	0	2	2			
RPS15A	unassigned	3.8639819683449357	1.181990984172468	2.681990984172468	0	0	0	0	2	2			
RPL12	unassigned	3.8632314569163837	1.1816157284581918	2.681615728458192	0	0	0	0	2	2			
BAG3	unassigned	3.862531885565094	1.1812659427825467	2.681265942782547	1	0	0	0	2	2	MS		
TXNDC5	unassigned	3.85895608400846	1.1794780420042301	2.67947804200423	1	0	0	0	2	2	MS		
MACROD1	unassigned	3.8494719071434575	1.1747359535717288	2.6747359535717288	0	0	0	0	2	2			
RAB18	unassigned	3.8458510320939805	1.1729255160469902	2.6729255160469902	0	0	0	0	2	2			
UNC93B1	unassigned	3.844712447234377	1.1723562236171883	2.6723562236171885	1	0	0	0	2	2	MS		
LRP1	unassigned	3.844228498510093	1.1721142492550465	2.6721142492550465	1	0	0	0	2	2	MS		
SNRPE	unassigned	3.8411827534662146	1.1705913767331073	2.6705913767331073	1	0	0	0	2	2	MS		
NPM1	unassigned	3.8394703147161984	1.1697351573580992	2.669735157358099	1	0	0	0	2	2	MS		
MICALL1	unassigned	3.83674566681922	1.16837283340961	2.66837283340961	0	0	0	0	2	2			
COL6A3	unassigned	3.8366643478882034	1.1683321739441017	2.6683321739441017	0	0	0	0	2	2			
GTF3C5	unassigned	3.8337406203789675	1.1668703101894837	2.6668703101894837	1	0	0	0	2	2	MS		
APLP1	unassigned	3.8316995011804735	1.1658497505902368	2.6658497505902368	0	0	0	0	2	2			
EIF4G1	unassigned	3.828247785335164	1.164123892667582	2.664123892667582	0	0	0	0	2	2			
PSMB4	unassigned	3.827994797583054	1.1639973987915269	2.663997398791527	0	0	0	0	2	2			
RRAS2	unassigned	3.8262216109707907	1.1631108054853951	2.6631108054853954	0	0	0	0	2	2			
AGFG2	unassigned	3.8234871822762795	1.16174359113814	2.6617435911381397	0	0	0	0	2	2			
OPTN	unassigned	3.8230337015707985	1.1615168507853992	2.6615168507853992	0	0	0	0	2	2			
MAP6D1	unassigned	3.8228286738377886	1.161414336918894	2.6614143369188943	0	0	0	0	2	2			
CLDND1	unassigned	3.8226549629875226	1.1613274814937613	2.6613274814937613	1	0	0	0	2	2	MS		
RABEP1	unassigned	3.8220218626990317	1.1610109313495158	2.661010931349516	0	0	0	0	2	2			
GFRA2	unassigned	3.8185468981940254	1.159273449097013	2.6592734490970127	0	0	0	0	2	2			
CHMP5	unassigned	3.8156328515668587	1.1578164257834294	2.6578164257834294	0	0	0	0	2	2			
PAFAH1B2	unassigned	3.812855061553094	1.1564275307765473	2.656427530776547	0	0	0	0	2	2			
PRKAR1B	unassigned	3.8067416904575957	1.1533708452287978	2.653370845228798	0	0	0	0	2	2			
TOP2B	unassigned	3.805094071690763	1.1525470358453815	2.6525470358453815	0	0	0	0	2	2			
CORO1B	unassigned	3.8049158733166273	1.1524579366583136	2.6524579366583136	0	0	0	0	2	2			
MYO1C	unassigned	3.802938866680554	1.1514694333402773	2.651469433340277	1	0	0	0	2	2	MS		
LMAN1	unassigned	3.802885077988483	1.1514425389942413	2.6514425389942415	1	0	0	0	2	2	MS		
GET3	unassigned	3.7977801025200657	1.1488900512600329	2.648890051260033	0	0	0	0	2	2			
NCOA7	unassigned	3.7966288044312595	1.14831440221563	2.6483144022156297	0	0	0	0	2	2			
SARNP	unassigned	3.792472846441922	1.146236423220961	2.646236423220961	0	0	0	0	2	2			
RPS3A	unassigned	3.7881975867611644	1.1440987933805824	2.644098793380582	0	0	0	0	2	2			
NCAM2	unassigned	3.7864668547401834	1.143233427370092	2.6432334273700917	0	0	0	0	2	2			
ZMPSTE24	unassigned	3.7860384968659107	1.1430192484329553	2.6430192484329553	1	0	0	0	2	2	MS		
PRKRA	unassigned	3.785939254980489	1.1429696274902446	2.6429696274902446	0	0	0	0	2	2			
COPG1	unassigned	3.783545128922573	1.1417725644612866	2.6417725644612866	1	0	0	0	2	2	MS		
CLCC1	unassigned	3.782306740084202	1.1411533700421013	2.641153370042101	1	0	0	0	2	2	MS		
SF3B2	unassigned	3.782091895755504	1.141045947877752	2.641045947877752	1	0	0	0	2	2	MS		
SLC4A4	unassigned	3.7816512770593302	1.1408256385296651	2.640825638529665	0	0	0	0	2	2			
AHCYL2	unassigned	3.778451254872624	1.139225627436312	2.639225627436312	0	0	0	0	2	2			
PFDN1	unassigned	3.776320555123034	1.138160277561517	2.638160277561517	0	0	0	0	2	2			
SMS	unassigned	3.7751222082992832	1.1375611041496414	2.6375611041496416	0	0	0	0	2	2			
VWA5A	unassigned	3.7739071523651724	1.136953576182586	2.636953576182586	0	0	0	0	2	2			
NACA	unassigned	3.773884694445079	1.1369423472225395	2.6369423472225395	0	0	0	0	2	2			
SRSF9	unassigned	3.7737944373339776	1.1368972186669886	2.636897218666989	0	0	0	0	2	2			
RRAGA	unassigned	3.7714960044840575	1.1357480022420288	2.6357480022420288	0	0	0	0	2	2			
FCER1G	unassigned	3.769420687078256	1.134710343539128	2.634710343539128	1	0	0	0	2	2	MS		
APP	unassigned	3.762302525823591	1.1311512629117957	2.6311512629117955	0	0	0	0	2	2			
NAPG	unassigned	3.761489840289557	1.1307449201447786	2.6307449201447786	0	0	0	0	2	2			
AK5	unassigned	3.7604832368244114	1.1302416184122057	2.6302416184122057	0	0	0	0	2	2			
TANGO2	unassigned	3.7602496037187496	1.1301248018593748	2.630124801859375	0	0	0	0	2	2			
SRP14	unassigned	3.7574873553808192	1.1287436776904096	2.6287436776904096	0	0	0	0	2	2			
HP	unassigned	3.7564968434616866	1.1282484217308433	2.6282484217308433	0	0	0	0	2	2			
TAGLN	unassigned	3.754524165486485	1.1272620827432425	2.6272620827432425	0	0	0	0	2	2			
C1QBP	unassigned	3.753527991973546	1.126763995986773	2.626763995986773	0	0	0	0	2	2			
PCYOX1	unassigned	3.7513815339456675	1.1256907669728338	2.6256907669728338	1	0	0	0	2	2	MS		
GC	unassigned	3.7492601204562215	1.1246300602281107	2.6246300602281107	0	0	0	0	2	2			
EIF4B	unassigned	3.7469540015095424	1.1234770007547712	2.623477000754771	0	0	0	0	2	2			
AK4	unassigned	3.7469255178273517	1.1234627589136759	2.623462758913676	1	0	0	0	2	2	MS		
DNAJA4	unassigned	3.7442208442624763	1.1221104221312381	2.622110422131238	0	0	0	0	2	2			
EEF2	unassigned	3.743930146314014	1.121965073157007	2.621965073157007	0	0	0	0	2	2			
SYNJ2BP	unassigned	3.7430689986019257	1.1215344993009626	2.621534499300963	0	0	0	0	2	2			
APPL1	unassigned	3.742758188008855	1.1213790940044273	2.6213790940044275	0	0	0	0	2	2			
FKBP8	unassigned	3.737267931914893	1.1186339659574467	2.6186339659574465	0	0	0	0	2	2			
FGF1	unassigned	3.7355883261698626	1.117794163084931	2.6177941630849313	0	0	0	0	2	2			
SNX5	unassigned	3.734775410541884	1.1173877052709418	2.617387705270942	1	0	0	0	2	2	MS		
PRUNE2	unassigned	3.733403635978056	1.116701817989028	2.616701817989028	0	0	0	0	2	2			
CAVIN1	unassigned	3.7325980989080048	1.1162990494540022	2.6162990494540024	0	0	0	0	2	2			
ACSS3	unassigned	3.7317763430844977	1.1158881715422486	2.615888171542249	0	0	0	0	2	2			
PDE4B	unassigned	3.7282688647792934	1.114134432389647	2.6141344323896467	0	0	0	0	2	2			
PLIN3	unassigned	3.727745929330835	1.1138729646654175	2.6138729646654175	0	0	0	0	2	2			
LAMC1	unassigned	3.727374368073277	1.1136871840366385	2.6136871840366385	0	0	0	0	2	2			
NUP188	unassigned	3.7264418260512215	1.113220913025611	2.6132209130256108	0	0	0	0	2	2			
NDUFAF3	unassigned	3.7249916980314755	1.1124958490157377	2.6124958490157377	0	0	0	0	2	2			
TBCE	unassigned	3.724882995237378	1.112441497618689	2.612441497618689	0	0	0	0	2	2			
RHOB	unassigned	3.724790262151764	1.1123951310758817	2.612395131075882	0	0	0	0	2	2			
PICK1	unassigned	3.722966223016627	1.1114831115083135	2.6114831115083135	0	0	0	0	2	2			
TPPP	unassigned	3.7214004766772444	1.1107002383386224	2.610700238338622	0	0	0	0	2	2			
NRBP1	unassigned	3.7204689298940705	1.1102344649470353	2.6102344649470353	0	0	0	0	2	2			
COL4A2	unassigned	3.715913539445265	1.1079567697226325	2.6079567697226325	0	0	0	0	2	2			
ARHGEF12	unassigned	3.7137381025382528	1.1068690512691264	2.6068690512691264	1	0	0	0	2	2	MS		
SRSF3	unassigned	3.7136451569050557	1.106822578452528	2.606822578452528	0	0	0	0	2	2			
REXO2	unassigned	3.7134578691072813	1.1067289345536406	2.6067289345536406	0	0	0	0	2	2			
MPV17	unassigned	3.7118481726578842	1.1059240863289421	2.605924086328942	0	0	0	0	2	2			
NAP1L1	unassigned	3.709353451670683	1.1046767258353414	2.6046767258353416	0	0	0	0	2	2			
ARFGAP1	unassigned	3.699285567418414	1.0996427837092073	2.599642783709207	0	0	0	0	2	2			
KHSRP	unassigned	3.6973134520066626	1.0986567260033313	2.5986567260033313	0	0	0	0	2	2			
RAB2B	unassigned	3.6953103605629316	1.0976551802814658	2.597655180281466	0	0	0	0	2	2			
CDKN1B	unassigned	3.692472739636096	1.096236369818048	2.596236369818048	0	0	0	0	2	2			
UTRN	unassigned	3.6850670752020127	1.0925335376010064	2.5925335376010064	0	0	0	0	2	2			
NCL	unassigned	3.683670742148836	1.0918353710744182	2.591835371074418	0	0	0	0	2	2			
PARP1	unassigned	3.681778008808597	1.0908890044042985	2.5908890044042985	0	0	0	0	2	2			
COL4A1	unassigned	3.680936955796424	1.090468477898212	2.590468477898212	0	0	0	0	2	2			
MBOAT7	unassigned	3.678542935317644	1.0892714676588218	2.589271467658822	0	0	0	0	2	2			
MYH14	unassigned	3.6768930906177326	1.0884465453088663	2.5884465453088663	0	0	0	0	2	2			
MARCKSL1	unassigned	3.6767133806653947	1.0883566903326973	2.5883566903326973	0	0	0	0	2	2			
BUB3	unassigned	3.6764784753816766	1.0882392376908385	2.5882392376908383	1	0	0	0	2	2	MS		
COPE	unassigned	3.674394987641409	1.0871974938207045	2.5871974938207045	0	0	0	0	2	2			
TMSB4X	unassigned	3.672536945462668	1.086268472731334	2.586268472731334	0	0	0	0	2	2			
NT5C2	unassigned	3.6690120651139067	1.0845060325569533	2.5845060325569533	0	0	0	0	2	2			
LAMB2	unassigned	3.6678145981633854	1.0839072990816927	2.5839072990816927	0	0	0	0	2	2			
RUFY3	unassigned	3.6659462236925515	1.0829731118462758	2.5829731118462758	0	0	0	0	2	2			
TOM1	unassigned	3.6658849660844224	1.0829424830422112	2.582942483042211	0	0	0	0	2	2			
WASHC2A	unassigned	3.665253272670041	1.0826266363350203	2.5826266363350205	1	0	0	0	2	2	MS		
GRPEL1	unassigned	3.6643418052883874	1.0821709026441937	2.5821709026441937	0	0	0	0	2	2			
DUSP3	unassigned	3.6641331377631534	1.0820665688815767	2.5820665688815767	0	0	0	0	2	2			
RPL15	unassigned	3.6634250902883485	1.0817125451441743	2.5817125451441743	0	0	0	0	2	2			
COX6B1	unassigned	3.660275840790809	1.0801379203954045	2.5801379203954045	0	0	0	0	2	2			
EPS15	unassigned	3.660184107242106	1.080092053621053	2.580092053621053	0	0	0	0	2	2			
PARP4	unassigned	3.6578277478217665	1.0789138739108834	2.5789138739108832	1	0	0	0	2	2	MS		
APLP2	unassigned	3.6572495272384007	1.0786247636192001	2.5786247636192003	0	0	0	0	2	2			
ITGB1	unassigned	3.656966839997404	1.0784834199987017	2.578483419998702	0	0	0	0	2	2			
ZPR1	unassigned	3.6534529283442367	1.0767264641721181	2.5767264641721184	0	0	0	0	2	2			
EHD2	unassigned	3.653062471216395	1.0765312356081975	2.5765312356081975	0	0	0	0	2	2			
RAB7A	unassigned	3.6529196735274416	1.0764598367637208	2.576459836763721	0	0	0	0	2	2			
SEC24C	unassigned	3.6519117671485386	1.0759558835742695	2.5759558835742693	0	0	0	0	2	2			
CLDN11	unassigned	3.6506625680997047	1.0753312840498521	2.5753312840498523	0	0	0	0	2	2			
TTC38	unassigned	3.6488439767425422	1.0744219883712711	2.574421988371271	0	0	0	0	2	2			
OAT	unassigned	3.648284987374052	1.074142493687026	2.574142493687026	0	0	0	0	2	2			
XRCC6	unassigned	3.6479432671501453	1.0739716335750726	2.5739716335750726	0	0	0	0	2	2			
CRYZL1	unassigned	3.6463446655971996	1.0731723327985998	2.5731723327986	0	0	0	0	2	2			
SLC27A1	unassigned	3.6457345352390282	1.0728672676195141	2.572867267619514	1	0	0	0	2	2	MS		
SMC3	unassigned	3.643777431188684	1.071888715594342	2.571888715594342	0	0	0	0	2	2			
BANF1	unassigned	3.641652707020974	1.0708263535104867	2.570826353510487	1	0	0	0	2	2	MS		
TPR	unassigned	3.6390123154330176	1.0695061577165088	2.569506157716509	0	0	0	0	2	2			
TECR	unassigned	3.6328529691318723	1.0664264845659361	2.566426484565936	0	0	0	0	2	2			
ACTN4	unassigned	3.6297708806230418	1.064885440311521	2.564885440311521	0	0	0	0	2	2			
EIF5	unassigned	3.6285289270996817	1.0642644635498408	2.564264463549841	0	0	0	0	2	2			
ACADVL	unassigned	3.627705942480933	1.0638529712404665	2.5638529712404665	0	0	0	0	2	2			
COL6A1	unassigned	3.62762550625291	1.063812753126455	2.563812753126455	0	0	0	0	2	2			
CCT3	unassigned	3.627596041902165	1.0637980209510824	2.5637980209510824	0	0	0	0	2	2			
DCTN6	unassigned	3.627405276466419	1.0637026382332095	2.5637026382332095	0	0	0	0	2	2			
CHMP1B	unassigned	3.621141155404448	1.0605705777022238	2.560570577702224	0	0	0	0	2	2			
MEAK7	unassigned	3.620247364602724	1.060123682301362	2.560123682301362	0	0	0	0	2	2			
COMMD9	unassigned	3.619710166087817	1.0598550830439084	2.5598550830439084	0	0	0	0	2	2			
HSBP1	unassigned	3.6182712257997585	1.0591356128998792	2.5591356128998792	0	0	0	0	2	2			
CCDC93	unassigned	3.617867583332906	1.058933791666453	2.558933791666453	0	0	0	0	2	2			
MECP2	unassigned	3.61715385496567	1.058576927482835	2.558576927482835	0	0	0	0	2	2			
CA14	unassigned	3.6164131740185663	1.0582065870092832	2.558206587009283	0	0	0	0	2	2			
NUBP2	unassigned	3.6156360524436337	1.0578180262218169	2.557818026221817	0	0	0	0	2	2			
