gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score	mechanistic_seed	ms_delta_log2	ms_p	ms_fdr	residual_strict_disease_count	residual_retained_disease_count	wave39_call	wave39_score	uniprot_accessible	chembl_activity_count	wave55_score	wave55_n_genetic_diseases_ge_0_25	wave55_genetic_diseases_ge_0_25	wave62_score	wave62_call	wave62_ms_max_l2g_score	wave62_ms_max_relevant_qtl_h4	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	manual_blocker	prior_context_blocker	w68_cell_state	w68_remission_adjusted_delta	w68_remission_adjusted_p	w68_remission_adjusted_fdr	w68_call	w37_screen_call	w37_contrast_lfc	w37_contrast_fdr	w18_strong_support_contexts	w18_recommendation	wave79_call	wave79_gate_count	wave94_call	wave94_score	wave95_call	gate_ms_anchor	gate_c15_contrast_state	gate_cross_disease_residual	gate_cell_response_or_transition	gate_real_perturbation	gate_foundation_support	gate_genetics	gate_modality	gate_prior_not_blocked	intervention_evidence_count	pre_donor_controller_score	candidate_for_donor_validation
AL139246.5	9	2	1	1	0	1	1	1	0.26563684079288535	0.4896681929677757	0.18333333333333335	0.6368198117628943	2.4944126880526616	ibd_crohn_myeloid	ibd_crohn_myeloid		4.031273681585771	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.031273681585771	False
TNFRSF14-AS1	14	7	1	1	1	0	0	0	-0.5426402659788221	0.044966521530717805	-0.4593406593406593	0.09846837616829024	1.1934310633664185	t1d_ductal_cell	t1d_ductal_cell	ibd_uc_myeloid	-1.5852805319576442	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.585280531957644	False
TNFRSF14	14	7	2	1	0	0	0	0	0.00693200165693747	0.9812363576611174	0.07252747252747253	0.8053763135410923	1.2602069634976938	t1d_ductal_cell	t1d_ductal_cell;t1d_acinar_cell		2.013864003313875	False	0.1181719314021272	0.5322230065988012	0.9357323188472788	0.0	0.0				0.0	15.0	7.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;UC	-0.2532773896147069	NO_GO_WAVE62_TARGET_RESOLUTION	0.0652648583054542	0.9398596564252308	2.0	4.0	HVEM_LIGHT_axis_directionality_prior_art	prior_branch_blocker_or_directionality_unresolved	DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0490641513083276	1.0	0.0			0.0				True	False	False	False	False	False	True	False	False	1	2.5138640033138753	True
AL139246.3	7	2	0	0	0	0	0	0	0.42819541534391514	0.33783926281527943	0.5	0.25316999510032256					0.8563908306878303	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.8563908306878303	False
FAM213B	6	2	0	0	0	0	0	0	-0.36717705241521914	0.4739856406559071	-0.5428571428571429	0.26570262390670546					-0.7343541048304383	False	-0.1980358554494801	0.67394149302004	0.9596060298269468	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0								UNRESOLVED	-0.3002393193289241	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7343541048304383	False
MMEL1	16	7	1	1	1	1	1	0	0.023610683228553503	0.9308360389224106	-0.049999999999999996	0.8540995521297438	2.3224305922350323	t1d_endothelial_cell	t1d_endothelial_cell	t1d_stellate_cell	1.0472213664571068	False				0.0	0.0				0.0	15.0	4.0	AITD;Celiac;MS;RA	5.329183466048283	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	0.8332656621932983	0.9565789491198184	2.0	3.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2946123487985286	0.9971256078463696	0.0			0.0				True	False	False	False	False	False	True	False	True	1	3.547221366457107	True
PRDM16	15	6	2	2	0	1	1	1	0.442932718214711	0.09822988649293243	0.3607142857142856	0.1865543741541635	0.6956961903537784	t1d_ductal_cell	ibd_crohn_myeloid;t1d_ductal_cell		5.385865436429422	False	-0.618245253996557	0.5637692666411938	0.9419298579287362	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2564012793180414	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	5.385865436429422	False
MEGF6	16	7	0	0	0	0	0	0	0.02059251587096296	0.9396612183948228	0.02058823529411765	0.9396737397890448					0.04118503174192592	False	-1.9266457093207805	0.0827333665523903	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.813666792305608	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.04118503174192592	False
TPRG1L	17	7	0	0	1	0	0	0	-0.0046386226188736	0.985903166248685	-0.08088235294117649	0.7576329086921563				t1d_acinar_cell	-1.5092772452377472	False	0.1270277003364626	0.3720507003565522	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.5092772452377474	False
WRAP73	17	7	1	1	0	0	0	0	-0.13705078028304352	0.5999173727451197	0.056372549019607844	0.8298485835353617	0.4953972426493482	t1d_acinar_cell	t1d_acinar_cell		0.725898439433913	False	-0.0702939347384639	0.7241484748891724	0.9677805697088556	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2044782559700675	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.725898439433913	False
SMIM1	17	7	1	1	0	0	0	0	0.012424450489283895	0.9622528010016632	0.12745098039215688	0.6259301508467394	0.8463579823717295	t1d_ductal_cell	t1d_ductal_cell		1.0248489009785677	False	0.2171873808032525	0.8353184415039409	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1019027232719218	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.0248489009785677	False
LRRC47	17	7	0	0	2	0	0	0	-0.6420792358168411	0.005452992042175239	-0.5833333333333334	0.013970829934522295				ibd_crohn_myeloid;ibd_uc_myeloid	-4.284158471633682	False	-0.0861966473501407	0.7213292187547667	0.9677414401546712	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2856351575428782	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-6.284158471633682	False
CEP104	17	7	1	1	1	1	1	0	-0.49611001253654274	0.04282209794648134	-0.47058823529411764	0.05659410879699636	1.1003799978632869	t1d_stellate_cell	t1d_stellate_cell	ibd_uc_myeloid	0.007779974926914512	False	-0.3501318685206858	0.3554136918046993	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-1.466427215030273	0.0403659747399204	0.0561068616932957	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2416871407220566	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	0.5077799749269145	False
DFFB	17	7	0	0	0	0	0	0	-0.27270371173120567	0.28960846316506733	-0.31617647058823534	0.21632697166875522					-0.5454074234624113	False	0.2852287147002137	0.3594056678377526	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2114362932211269	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5454074234624113	False
C1ORF174	17	7	2	1	0	2	1	0	0.11257265929582388	0.6670743639157857	-0.06862745098039216	0.7935424429160596	1.4623031197804923	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell		3.7251453185916477	False	0.0924556031354164	0.6550471773769964	0.9544502480607004	0.0	0.0				0.0	2.0	1.0	SLE	0.6166754364967346	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	1.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.7251453185916477	False
AL805961.2	6	1	1	1	0	1	1	1	0.7321951907409264	0.09797572155084691	0.14285714285714288	0.7871720116618076	0.8716146348907848	ibd_crohn_myeloid	ibd_crohn_myeloid		4.964390381481853	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.964390381481853	False
NPHP4	17	7	0	0	0	0	0	0	0.2921616913855622	0.25515935629788294	0.25980392156862747	0.31391716151942506					0.5843233827711244	False	-0.0725764185507369	0.7966785365258247	0.9754873976997136	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	1.5769587852730924	0.0031470977954296	0.018357064261934	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1171113067919381	0.920009505703422	0.0			0.0				False	False	False	True	False	False	False	False	True	1	2.0843233827711245	False
KCNAB2	17	7	0	0	0	0	0	0	-0.12763282698350106	0.6254333753299571	-0.25490196078431376	0.3234600340651103					-0.2552656539670021	False	1.4549476411141369	0.089451071241069	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4162890630611556	0.9965506589785832	0.0			0.0				True	False	False	False	False	False	False	False	True	0	1.7447343460329978	False
RPL22	14	6	0	0	0	0	0	0	0.5667499364572219	0.03457722745255662	0.3098901098901099	0.2809332808692584					1.1334998729144439	False	0.3540602172166132	0.0254404000203696	0.8472374898464006	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.506126474992461	1.0	0.0			0.0				True	False	False	False	False	False	False	False	True	0	3.133499872914444	False
RNF207	17	7	4	1	0	2	1	0	0.40890116152196054	0.10316557607017428	0.34558823529411764	0.17425156925857005	2.4057898156776076	t1d_endothelial_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		6.317802323043921	False	0.2816628333259583	0.7740358728093141	0.9733233960040236	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1158406297528196	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	6.317802323043921	False
ICMT	17	7	0	0	2	0	0	0	-0.6912373528655249	0.002118406808201	-0.6862745098039217	0.002349040919826813				t1d_ductal_cell;t1d_acinar_cell	-4.38247470573105	False	0.2511512703092347	0.3069173506793017	0.9075477698307116	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.6181049975233632	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-6.38247470573105	False
GPR153	16	6	1	1	1	1	1	1	0.1912285977948788	0.4780417562572085	-0.008823529411764706	0.9741279946623942	1.7423323693339672	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_stellate_cell	2.3824571955897578	False	-0.2316315407546567	0.8450083054973601	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0944380521938457	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.3824571955897578	False
ACOT7	17	7	2	1	1	2	1	0	-0.00022794724366256847	0.9993072331795793	0.03186274509803922	0.9033768447188891	2.180435732438057	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid	1.9995441055126748	False	-0.0282246698841479	0.9526329375815122	0.995164089398724	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0327278305427997	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.9995441055126748	False
HES2	14	5	0	0	0	0	0	0	-0.08522735267574533	0.7720557253916387	-0.15164835164835166	0.6047905984521367					-0.17045470535149065	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6330331056656066	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.17045470535149065	False
TNFRSF25	17	7	0	0	0	0	0	0	0.060409255701266124	0.8178498582198042	0.009803921568627453	0.9702105713958576					0.12081851140253225	False	-1.6520844648616784	0.050422655662573	0.8768579428612613	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1864384376350415	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.12081851140253225	False
PLEKHG5	17	7	0	0	2	0	0	0	-0.2036755831851803	0.4329915147368055	-0.03431372549019608	0.8959808104551742				ibd_crohn_myeloid;ibd_uc_myeloid	-3.4073511663703604	False	-0.6697188406997139	0.093403092142055	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2153799809207044	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.40735116637036	False
NOL9	17	7	0	0	0	0	0	0	-0.45290740408359165	0.06790558212462308	-0.4852941176470589	0.048308194284258345					-0.9058148081671833	False	-0.0757684459673075	0.7489075994675161	0.9703471379092868	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9058148081671833	False
ZBTB48	17	7	3	1	0	2	1	0	0.14036322089585324	0.5910446334406518	0.10784313725490197	0.6803504180481621	2.024891240273071	t1d_stellate_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		4.780726441791707	False	-0.0518413251695086	0.8297987684743353	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1382842921410064	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.780726441791707	False
KLHL21	17	7	0	0	0	0	0	0	0.45207923375834597	0.06847331756084495	0.26470588235294124	0.3045422200057607					0.9041584675166919	False	0.1080562329724639	0.7232022371443559	0.9677805697088556	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0859873007675116	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.9041584675166919	False
PHF13	17	7	1	1	1	0	0	1	0.2749417569643859	0.2855101306573328	0.25490196078431376	0.3234600340651103	1.6627196546999108	sjogren_gland_apc	sjogren_gland_apc	t1d_acinar_cell	1.0498835139287719	False	0.2075923389505582	0.5301700110538881	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.220783944138702	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.04988351392877188	False
THAP3	17	7	0	0	0	0	0	0	-0.5755917265462509	0.015617937063663706	-0.678921568627451	0.0027281406346349388					-1.1511834530925018	False	-0.5002125439720286	0.2689424698076734	0.9049965616313804	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-1.4132240894665038	0.0052662703853236	0.0224517185615197	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2620328484637342	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	0.3488165469074982	False
DNAJC11	17	7	3	1	0	2	1	0	-0.31719480010816103	0.2147699007596707	-0.32598039215686275	0.20163694355296405	1.330786796229157	t1d_endothelial_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		3.865610399783678	False	-0.276963499610412	0.3489331135591085	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1655903634580661	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.865610399783678	False
AL591163.1	4	2	0	0	0	0	0	0	-0.8393501876054363	0.16064981239456366	-0.7999999999999999	0.2000000000000001					-1.6787003752108727	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.6787003752108727	False
CAMTA1	17	7	2	1	0	0	0	0	0.42108158178817384	0.09232820896195199	0.5000000000000001	0.04096895595583607	0.6562898164126576	t1d_acinar_cell	t1d_ductal_cell;t1d_acinar_cell		2.842163163576348	False	-0.2882662106784472	0.1117153978258467	0.8989378106274888	0.0	0.0				0.0	7.0	2.0	AS;RA	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2800132968752026	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.842163163576348	False
VAMP3	17	7	0	0	0	0	0	0	0.14449252937773543	0.5800603088776709	0.11519607843137256	0.659750043107423					0.28898505875547087	False	0.2228010601302639	0.1268763173958765	0.8989378106274888	0.0	0.0				0.0	2.0	1.0	AITD	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0414413974190434	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.28898505875547087	False
PER3	17	7	0	0	4	0	0	0	-0.40736579490001673	0.1045931712425744	-0.4264705882352942	0.08780457420797681				ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell	-6.814731589800034	False	0.5761285111766572	0.1294387003210964	0.8989378106274888	0.0	0.0				0.0	2.0	1.0	Crohn	0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3852982354142079	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-9.814731589800033	False
Z98884.1	8	2	0	0	0	0	0	0	0.09517059926324684	0.8226297013986086	0.19047619047619052	0.6514014957024813					0.19034119852649367	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.19034119852649367	False
UTS2	10	4	0	0	2	0	0	0	-0.308226373826049	0.3862417443140748	0.01818181818181818	0.9602404181286242				ibd_crohn_myeloid;t1d_stellate_cell	-3.6164527476520982	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0230919591984417	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.616452747652098	False
TNFRSF9	16	7	1	1	1	0	0	1	-0.2169428649409088	0.41963178044495963	-0.28529411764705886	0.2841387401595629	1.3717083120037703	sjogren_gland_apc	sjogren_gland_apc	ibd_crohn_myeloid	0.06611427011818227	False	0.5907826411973489	0.6463443025510014	0.9532107136523256	0.0	0.0				0.0	0.0	0.0		1.5721772417352613	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	3.0			Mono_macro				PARK_GENETIC_PERTURBATION_INTERSECTION	UNRESOLVED	0.0387290795568127	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	True	False	True	1	0.5661142701181823	True
PARK7	17	7	2	2	0	1	1	2	-0.6429019015659039	0.005374447584583181	-0.6691176470588236	0.0033098132428843446	0.3349583333306523	ibd_uc_myeloid	ibd_uc_myeloid;sjogren_gland_apc		4.214196196868192	False	0.1710418567143854	0.4469378955677691	0.9220434300923256	0.0	0.0				0.0	21.0	5.0	AS;Crohn;Psoriasis;RA;UC	2.591271549323195	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	1.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4550834429309693	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	True	False	True	1	5.714196196868192	True
ERRFI1	17	7	1	1	0	1	1	0	0.247296986495017	0.33859566791046614	0.2058823529411765	0.42791485314270766	1.1918328302277272	t1d_stellate_cell	t1d_stellate_cell		2.994593972990034	False	-0.0166395242891983	0.9603058690313868	0.995447887770418	0.0	0.0				0.0	7.0	2.0	Crohn;UC	1.2520225048065186	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	1.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2003721210544981	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.994593972990034	False
SLC45A1	14	6	1	1	1	1	1	0	0.05718541029646144	0.8460377229143479	-0.18681318681318684	0.5225040123791592	1.0299117135375877	t1d_stellate_cell	t1d_stellate_cell	t1d_acinar_cell	1.114370820592923	False	0.5941339519785691	0.5646525538670024	0.9421446607973148	0.0	0.0				0.0	2.0	1.0	Psoriasis	1.0192768573760986	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	1.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2845660178369924	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.11437082059292303	False
RERE	17	7	0	0	1	0	0	0	-0.4740723091311756	0.054541830248881595	-0.6642156862745099	0.0036363489577398347				t1d_acinar_cell	-2.448144618262351	False	-0.1082847620575222	0.4797408183449816	0.926038761164836	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1376040150951645	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.448144618262351	False
ENO1	17	7	2	2	0	2	2	1	-0.3490983431536868	0.1696263227085404	-0.3382352941176471	0.18421188285210155	0.6057772366302387	ibd_crohn_myeloid	ibd_crohn_myeloid;t1d_endothelial_cell		5.301803313692626	False	0.0882244973537567	0.7580778311467075	0.9709375242067292	0.0	1.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	5.301803313692626	False
ENO1-AS1	16	6	1	1	0	1	1	0	0.04124123924292418	0.8794656003837551	-0.14705882352941177	0.5867933937012054	1.3747510465433257	t1d_stellate_cell	t1d_stellate_cell		2.5824824784858484	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.5824824784858484	False
SLC2A5	14	5	0	0	0	0	0	0	0.4344495876078709	0.12059418170382345	0.46373626373626364	0.0948763315088997					0.8688991752157418	False	-0.4535023806487395	0.0286394847626605	0.8506970233122761	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1054522985875592	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.8688991752157418	False
GPR157	17	7	3	3	0	2	2	2	0.36558348025029463	0.14900851856179745	0.16176470588235298	0.5350755062766513	1.7561365779941172	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell		8.73116696050059	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3701999772935744	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	8.73116696050059	False
H6PD	17	7	0	0	0	0	0	0	0.029900330281730503	0.9093040407190697	0.02450980392156863	0.9256077760199252					0.059800660563461006	False	0.2246221116191566	0.3292278388493062	0.9139971697606666	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2347677657044233	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.059800660563461006	False
SPSB1	17	7	1	1	0	1	1	1	0.5803058982210175	0.014597770984655966	0.5318627450980392	0.027987612204855013	1.098442418021085	ibd_crohn_myeloid	ibd_crohn_myeloid		4.660611796442035	False	-0.1578088245107274	0.8201637199883168	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2460057764229581	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.660611796442035	False
SLC25A33	17	7	0	0	1	0	0	0	-0.42890194923798924	0.08581692434272117	-0.3823529411764707	0.1298634258225738				ibd_uc_myeloid	-2.3578038984759786	False	0.1700958172614459	0.5850005527100464	0.9464449594593544	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1774371095868058	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.3578038984759786	False
