field	available	metadata_auc	spearman_with_score	auc_after_residualization	auc_attenuation	batch_guard_flag	reason
batch	True	0.5160818713450293	0.029361918903158608	0.9853801169590644	0.0029239766081871066	False	no_threshold_flag
