relative_path	in_checksum_file	expected_sha256	observed_sha256	status
metadata/sample_metadata.tsv	True	63cb5f4f230bd5361bf86a6fabe5ca70c20c6e0c6d3e44539a8a1c68326214c7	63cb5f4f230bd5361bf86a6fabe5ca70c20c6e0c6d3e44539a8a1c68326214c7	PASS
processed/expression.tsv	True	8ac0e8c77ff2ad5f7552a232be19c448c148b1f97fb112585635bfd41bc8f0f5	8ac0e8c77ff2ad5f7552a232be19c448c148b1f97fb112585635bfd41bc8f0f5	PASS
