gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
FADS1	19.5	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	gate_local_cell_state;gate_perturbation_or_model	9	8e-16	Atopic dermatitis;Bipolar disorder or inflammatory bowel disease (MTAG);Crohn's disease;Hypothyroidism or rheumatoid arthritis (pleiotropy);Inflammatory bowel disease;Rheumatoid arthritis;Type 1 diabetes;Ulcerative colitis;Vitiligo	2.0	0.0	psoriasis;ulcerative colitis	0.0	False	-0.5582998002248747	0.0302817182679143				61.0	CHEMBL5840	Acyl-CoA (8-3)-desaturase	SINGLE PROTEIN	0.52	0.0	840.0	False						
TYK2	16.5	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	gate_local_cell_state;gate_perturbation_or_model;gate_not_prior_art_blocked	36	9e-35	Ankylosing spondylitis;Autoimmune thyroid disease;COVID-19 hospitalization or rheumatoid arthritis (MTAG);COVID-19 hospitalization or systemic lupus erythematosus (MTAG);COVID-19 infection or rheumatoid arthritis (MTAG);COVID-19 infection or systemic lupus erythematosus (MTAG);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;FEV1/FVC or inflammatory bowel disease (pleiotropy);Inflammatory bowel disease;Multiple sclerosis;Pediatric autoimmune diseases;Primary biliary cholangitis;Primary biliary cirrhosis;Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Psoriasis vulgaris (PheCode 696.41);Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (PheCode 714.1);Rheumatoid arthritis (rheumatoid factor and anti-cyclic citrullinated peptide seronegative)	2.0	0.0	psoriasis;type 1 diabetes mellitus	1.0	False	-0.0976695299908261	0.5321339034622258	0.0	0.0	0.0	17132.0	CHEMBL3553	Non-receptor tyrosine-protein kinase TYK2	SINGLE PROTEIN	1.0	17.0	7032.0	False			blocking_prior_art	TYK2 inhibitors are established/crowded autoimmune drug class	NO_GO_CAUSAL_PROXY	no_target_resolved_coloc_or_mr
NOD2	16.2	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	gate_local_cell_state;gate_perturbation_or_model;gate_not_prior_art_blocked	10	1e-320	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease (Tractor method with European ancestry);Crohn's disease or Leprosy (opposite effect);Crohn's disease x smoking status (never vs current smoking) interaction;Crohns disease;ICD10 K50, K51: inflammatory bowel disease;Inflammatory bowel disease;Pediatric autoimmune diseases;Rheumatoid arthritis or inflammatory bowel disease	2.0	1.0	Crohn disease;ulcerative colitis	0.0	False	-0.1973559991589333	0.6125834884003774				840.0	CHEMBL1293266	Nucleotide-binding oligomerization domain-containing protein 2	SINGLE PROTEIN	1120.0	12.0	10144.0	False						
JAK2	15.5	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	gate_local_cell_state;gate_perturbation_or_model;gate_not_prior_art_blocked	13	5e-48	Ankylosing spondylitis (PheCode 715.2);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Extraintestinal manifestations in inflammatory bowel disease (any of 7 phenotypes);ICD10 K50, K51: inflammatory bowel disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Inflammatory bowel disease and other gasteroenteritis and colitis (PheCode 555);Multiple sclerosis;Pediatric autoimmune diseases;Systemic lupus erythematosus;Ulcerative colitis;Ulcerative colitis vs rheumatoid arthritis (ordinary least squares (OLS))	1.0	0.0	Crohn disease	1.0	False	0.1310389086976435	0.5843508835841206				24473.0	CHEMBL2971	Tyrosine-protein kinase JAK2	SINGLE PROTEIN	0.2	22.0	19003.0	False			blocking_prior_art	JAK inhibition is established/crowded broad immunosuppression		
