test	oriented_auc	exact_p	mean_responders	mean_nonresponders
glycolysis_raw	0.95	0.031746031746031744	-0.13876402753761785	0.9785844004210731
ifn_apc_raw	0.95	0.031746031746031744	-0.9066123745866488	0.8120652359205635
stat1_axis_raw	0.95	0.031746031746031744	-0.8541648323864134	0.9145459627369161
ifn_apc_resid_glycolysis	0.85	0.1111111111111111	-0.27125543081038817	0.33906928851298573
stat1_resid_glycolysis	0.8	0.19047619047619047	-0.30659403179378897	0.3832425397422369
glycolysis_resid_stat1	0.7	0.4126984126984127	0.0015428485000491099	-0.0019285606250614984
glycolysis_resid_ifn_apc	0.6	0.7301587301587301	-0.005862860992678099	0.007328576240847318
glycolysis_resid_ifn_and_stat1	0.6	0.7301587301587301	-0.010207412230827561	0.01275926528853441
