feature_a	feature_b	spearman	pearson
delta_glycolysis	delta_IFN_APC	0.9666666666666667	0.7982941038665657
delta_glycolysis	delta_stat1_axis	0.9833333333333333	0.7822230126311936
delta_glycolysis	delta_ifn_suppression_inverse_isg	0.8833333333333333	0.42421932770501314
delta_IFN_APC	delta_stat1_axis	0.9833333333333333	0.9850340879017431
delta_IFN_APC	delta_ifn_suppression_inverse_isg	0.9333333333333332	0.842655207306823
delta_stat1_axis	delta_ifn_suppression_inverse_isg	0.9	0.8372745561002237
