truth	pathology	severity	replicate	seed	n	n_relapse	n_no_relapse	primary_auc	primary_hedges_g	auc_ci_low	auc_ci_high	residual_auc_steroid_dmt	batch_guard_flag	module_coverage_flag	primary_pass	guarded_clean_pass	mechanical_status
synthetic_null	missing_postpartum_timepoint	0.0	0	45145	60	30	30	0.5222222222222223	0.09018788987128824	0.3748365309172891	0.7006044176068649	0.5311111111111111	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	1	45146	60	30	30	0.43222222222222223	-0.22361128262401228	0.2832314940179888	0.5974361703976641	0.5388888888888889	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	2	45147	60	30	30	0.5466666666666666	0.17496637658965128	0.40746666666666664	0.701406862745098	0.54	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	3	45148	60	30	30	0.5188888888888888	-0.1330226611137095	0.3592424349547511	0.6562371323529412	0.5266666666666666	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	4	45149	60	30	30	0.5066666666666667	0.028765009061724172	0.36308193744683637	0.6651716517857142	0.5088888888888888	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	5	45150	60	30	30	0.5022222222222222	-0.07590666262935522	0.343021216209622	0.6372517666688478	0.5111111111111111	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	6	45151	60	30	30	0.6388888888888888	0.47550202340664927	0.5043526785714285	0.7709137982532032	0.6022222222222222	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	7	45152	60	30	30	0.3977777777777778	-0.28850240208772243	0.2600111234705228	0.5640577891976505	0.6044444444444445	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	8	45153	60	30	30	0.5533333333333333	0.16107764497634838	0.4215038453988595	0.6900126740706451	0.56	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	9	45154	60	30	30	0.35555555555555557	-0.5700936018308405	0.22658509454949943	0.4974933035714287	0.6544444444444445	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	10	45155	60	30	30	0.5244444444444445	0.2013766817007799	0.393954857248795	0.6797047132050529	0.5355555555555556	True	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	11	45156	60	30	30	0.41555555555555557	-0.25359704748975265	0.2474374057315234	0.549044774159664	0.5833333333333334	True	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	12	45157	60	30	30	0.5444444444444444	0.10034726206484082	0.39393227219314175	0.6831455833863023	0.54	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	13	45158	60	30	30	0.3377777777777778	-0.6235607485785232	0.2103291697494596	0.47120535714285716	0.6777777777777778	False	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	14	45159	60	30	30	0.41555555555555557	-0.32682938770884024	0.3058869422815474	0.5679772727272728	0.5766666666666667	True	False	False	False	SCOREABLE
synthetic_null	missing_postpartum_timepoint	0.0	15	45160	60	30	30	0.5444444444444444	0.17275550741253087	0.41819608144228093	0.6998018321448435	0.5244444444444445	True	False	False	False	SCOREABLE
