truth	pathology	severity	cohorts	mean_n	primary_pass_rate	guarded_clean_pass_rate	batch_guard_flag_rate	module_coverage_flag_rate	insufficient_rate	mean_auc	mean_residual_auc_steroid_dmt
planted	batch_response_correlated	0.0	90	60.0	1.0	0.8444444444444444	0.15555555555555556	0.0	0.0	0.9712222222222222	0.9647654320987654
planted	batch_response_correlated	0.25	90	60.0	1.0	0.43333333333333335	0.5666666666666667	0.0	0.0	0.9720000000000001	0.9654691358024691
planted	batch_response_correlated	0.5	90	60.0	1.0	0.1111111111111111	0.8888888888888888	0.0	0.0	0.9709382716049382	0.9649135802469135
planted	batch_response_correlated	0.75	90	60.0	1.0	0.0	1.0	0.0	0.0	0.9791851851851852	0.9735925925925926
planted	batch_response_correlated	1.0	90	60.0	1.0	0.0	1.0	0.0	0.0	0.9861975308641975	0.9807037037037037
planted	combined_steroid_dmt_batch	0.0	90	60.0	1.0	0.8444444444444444	0.15555555555555556	0.0	0.0	0.9685308641975308	0.9636543209876544
planted	combined_steroid_dmt_batch	0.25	90	60.0	1.0	0.6777777777777778	0.32222222222222224	0.0	0.0	0.9621604938271605	0.947320987654321
planted	combined_steroid_dmt_batch	0.5	90	60.0	1.0	0.2222222222222222	0.7777777777777778	0.0	0.0	0.9493086419753087	0.9204320987654321
planted	combined_steroid_dmt_batch	0.75	90	60.0	1.0	0.022222222222222223	0.9777777777777777	0.0	0.0	0.9362592592592592	0.8887283950617283
planted	combined_steroid_dmt_batch	1.0	90	60.0	1.0	0.0	1.0	0.0	0.0	0.9402716049382717	0.8434938271604938
planted	dmt_restart_imbalance	0.0	90	60.0	1.0	0.8777777777777778	0.12222222222222222	0.0	0.0	0.9717283950617284	0.9662962962962963
planted	dmt_restart_imbalance	0.25	90	60.0	1.0	0.8555555555555555	0.14444444444444443	0.0	0.0	0.9613950617283951	0.9496049382716049
planted	dmt_restart_imbalance	0.5	90	60.0	1.0	0.8888888888888888	0.1111111111111111	0.0	0.0	0.9528395061728395	0.9156666666666666
planted	dmt_restart_imbalance	0.75	90	60.0	1.0	0.8222222222222222	0.17777777777777778	0.0	0.0	0.9304074074074073	0.8503703703703703
planted	dmt_restart_imbalance	1.0	90	60.0	1.0	0.8111111111111111	0.18888888888888888	0.0	0.0	0.9079012345679012	0.7787654320987655
planted	missing_postpartum_timepoint	0.0	90	60.0	1.0	0.7888888888888889	0.2111111111111111	0.0	0.0	0.9663456790123457	0.9584074074074074
planted	missing_postpartum_timepoint	0.25	90	53.17777777777778	1.0	0.8555555555555555	0.14444444444444443	0.0	0.0	0.9662585745441485	0.9571568220007565
planted	missing_postpartum_timepoint	0.5	90	46.55555555555556	1.0	0.8444444444444444	0.15555555555555556	0.0	0.0	0.9656804405245554	0.9549635935464421
planted	missing_postpartum_timepoint	0.75	90	40.08888888888889	1.0	0.7777777777777778	0.2222222222222222	0.0	0.0	0.9676302727079483	0.9587021140546653
planted	missing_postpartum_timepoint	1.0	90	34.06666666666667	1.0	0.7222222222222222	0.2777777777777778	0.0	0.0	0.9713380385310443	0.9584346240529306
planted	module_coverage_loss	0.0	90	60.0	1.0	0.8555555555555555	0.14444444444444443	0.0	0.0	0.9694691358024692	0.9625925925925927
planted	module_coverage_loss	0.25	90	60.0	1.0	0.7666666666666667	0.23333333333333334	0.0	0.0	0.9664197530864197	0.9588148148148149
planted	module_coverage_loss	0.5	90	60.0	1.0	0.9	0.1	0.0	0.0	0.9478271604938271	0.9405061728395062
planted	module_coverage_loss	0.75	90	60.0	0.0	0.0	0.14444444444444443	1.0	0.0	0.8693086419753087	0.860358024691358
planted	module_coverage_loss	1.0	90	60.0	0.0	0.0	0.18888888888888888	1.0	0.0	0.7701728395061729	0.7614691358024691
planted	steroid_response_correlated	0.0	90	60.0	1.0	0.9111111111111111	0.08888888888888889	0.0	0.0	0.968604938271605	0.9603086419753086
planted	steroid_response_correlated	0.25	90	60.0	1.0	0.8666666666666667	0.13333333333333333	0.0	0.0	0.9698395061728395	0.9571604938271605
planted	steroid_response_correlated	0.5	90	60.0	1.0	0.8111111111111111	0.18888888888888888	0.0	0.0	0.9616296296296296	0.9366666666666666
planted	steroid_response_correlated	0.75	90	60.0	1.0	0.8111111111111111	0.18888888888888888	0.0	0.0	0.9617283950617284	0.9080123456790123
planted	steroid_response_correlated	1.0	90	60.0	1.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.9644444444444444	0.8759259259259259
planted	timepoint_jitter	0.0	90	60.0	1.0	0.8555555555555555	0.14444444444444443	0.0	0.0	0.963074074074074	0.9571234567901235
planted	timepoint_jitter	0.25	90	60.0	1.0	0.8888888888888888	0.1111111111111111	0.0	0.0	0.963395061728395	0.9582716049382716
planted	timepoint_jitter	0.5	90	60.0	1.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.9516666666666668	0.9448518518518518
planted	timepoint_jitter	0.75	90	60.0	1.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.9336666666666666	0.9239876543209877
planted	timepoint_jitter	1.0	90	60.0	1.0	0.8111111111111111	0.18888888888888888	0.0	0.0	0.9222592592592592	0.9144814814814815
synthetic_null	batch_response_correlated	0.0	90	60.0	0.0	0.0	0.15555555555555556	0.0	0.0	0.49918518518518523	0.5589753086419753
synthetic_null	batch_response_correlated	0.25	90	60.0	0.0	0.0	0.6555555555555556	0.0	0.0	0.5081111111111112	0.5547407407407408
synthetic_null	batch_response_correlated	0.5	90	60.0	0.07777777777777778	0.0	0.9444444444444444	0.0	0.0	0.5750246913580247	0.592358024691358
synthetic_null	batch_response_correlated	0.75	90	60.0	0.2222222222222222	0.0	1.0	0.0	0.0	0.6321851851851852	0.6355679012345679
synthetic_null	batch_response_correlated	1.0	90	60.0	0.7666666666666667	0.0	1.0	0.0	0.0	0.7434814814814814	0.7399876543209877
synthetic_null	combined_steroid_dmt_batch	0.0	90	60.0	0.022222222222222223	0.022222222222222223	0.2777777777777778	0.0	0.0	0.5167777777777778	0.573962962962963
synthetic_null	combined_steroid_dmt_batch	0.25	90	60.0	0.0	0.0	0.3888888888888889	0.0	0.0	0.5178888888888888	0.5545185185185185
synthetic_null	combined_steroid_dmt_batch	0.5	90	60.0	0.044444444444444446	0.0	0.8777777777777778	0.0	0.0	0.5862592592592593	0.5761728395061728
synthetic_null	combined_steroid_dmt_batch	0.75	90	60.0	0.044444444444444446	0.0	0.9555555555555556	0.0	0.0	0.6254197530864197	0.5855679012345679
synthetic_null	combined_steroid_dmt_batch	1.0	90	60.0	0.12222222222222222	0.0	1.0	0.0	0.0	0.6846419753086419	0.6064938271604938
synthetic_null	dmt_restart_imbalance	0.0	90	60.0	0.011111111111111112	0.011111111111111112	0.14444444444444443	0.0	0.0	0.5055925925925926	0.5633456790123457
synthetic_null	dmt_restart_imbalance	0.25	90	60.0	0.011111111111111112	0.011111111111111112	0.13333333333333333	0.0	0.0	0.48603703703703705	0.558283950617284
synthetic_null	dmt_restart_imbalance	0.5	90	60.0	0.0	0.0	0.14444444444444443	0.0	0.0	0.4578641975308642	0.5620493827160493
synthetic_null	dmt_restart_imbalance	0.75	90	60.0	0.0	0.0	0.23333333333333334	0.0	0.0	0.41141975308641976	0.544320987654321
synthetic_null	dmt_restart_imbalance	1.0	90	60.0	0.0	0.0	0.17777777777777778	0.0	0.0	0.3428888888888889	0.5430987654320988
synthetic_null	missing_postpartum_timepoint	0.0	90	60.0	0.0	0.0	0.17777777777777778	0.0	0.0	0.4953333333333333	0.5534691358024691
synthetic_null	missing_postpartum_timepoint	0.25	90	53.06666666666667	0.011111111111111112	0.011111111111111112	0.15555555555555556	0.0	0.0	0.5046320116062002	0.562067890258343
synthetic_null	missing_postpartum_timepoint	0.5	90	46.766666666666666	0.0	0.0	0.28888888888888886	0.0	0.0	0.4907921758630322	0.5801609925412189
synthetic_null	missing_postpartum_timepoint	0.75	90	39.388888888888886	0.011111111111111112	0.011111111111111112	0.13333333333333333	0.0	0.0	0.5050579777117506	0.5673282386121979
synthetic_null	missing_postpartum_timepoint	1.0	90	33.05555555555556	0.0	0.0	0.2777777777777778	0.0	0.0	0.5122164110076959	0.5800967961715849
synthetic_null	module_coverage_loss	0.0	90	60.0	0.011111111111111112	0.011111111111111112	0.26666666666666666	0.0	0.0	0.5059259259259259	0.5531234567901234
synthetic_null	module_coverage_loss	0.25	90	60.0	0.0	0.0	0.18888888888888888	0.0	0.0	0.4882962962962963	0.5540493827160494
synthetic_null	module_coverage_loss	0.5	90	60.0	0.0	0.0	0.14444444444444443	0.0	0.0	0.505074074074074	0.5629629629629629
synthetic_null	module_coverage_loss	0.75	90	60.0	0.0	0.0	0.08888888888888889	1.0	0.0	0.49517283950617286	0.5669629629629629
synthetic_null	module_coverage_loss	1.0	90	60.0	0.0	0.0	0.14444444444444443	1.0	0.0	0.5007901234567901	0.5696543209876543
synthetic_null	steroid_response_correlated	0.0	90	60.0	0.0	0.0	0.2	0.0	0.0	0.4861604938271605	0.5511851851851852
synthetic_null	steroid_response_correlated	0.25	90	60.0	0.011111111111111112	0.011111111111111112	0.1	0.0	0.0	0.5065185185185185	0.5692345679012346
synthetic_null	steroid_response_correlated	0.5	90	60.0	0.044444444444444446	0.022222222222222223	0.1	0.0	0.0	0.5645432098765432	0.5681481481481482
synthetic_null	steroid_response_correlated	0.75	90	60.0	0.022222222222222223	0.011111111111111112	0.15555555555555556	0.0	0.0	0.6290740740740741	0.5554938271604939
synthetic_null	steroid_response_correlated	1.0	90	60.0	0.0	0.0	0.23333333333333334	0.0	0.0	0.7118765432098766	0.5480987654320988
synthetic_null	timepoint_jitter	0.0	90	60.0	0.0	0.0	0.15555555555555556	0.0	0.0	0.4850246913580247	0.5601234567901234
synthetic_null	timepoint_jitter	0.25	90	60.0	0.011111111111111112	0.011111111111111112	0.12222222222222222	0.0	0.0	0.5098024691358025	0.5583333333333333
synthetic_null	timepoint_jitter	0.5	90	60.0	0.0	0.0	0.18888888888888888	0.0	0.0	0.49782716049382714	0.5671111111111111
synthetic_null	timepoint_jitter	0.75	90	60.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.48406172839506173	0.5604814814814815
synthetic_null	timepoint_jitter	1.0	90	60.0	0.0	0.0	0.15555555555555556	0.0	0.0	0.5059135802469136	0.5635925925925926
