gene	n_sgrna	MHCII_mean_low_vs_high_log2	MHCII_median_low_vs_high_log2	MHCII_positive_sgrna_fraction	MHCII_one_sample_t	MHCII_p	CD40_mean_low_vs_high_log2	CD40_median_low_vs_high_log2	CD40_positive_sgrna_fraction	CD40_one_sample_t	CD40_p	PDL1_mean_low_vs_high_log2	PDL1_median_low_vs_high_log2	PDL1_positive_sgrna_fraction	PDL1_one_sample_t	PDL1_p	MHCII_rank_required_low_vs_high	MHCII_fdr	CD40_rank_required_low_vs_high	CD40_fdr	PDL1_rank_required_low_vs_high	PDL1_fdr
Ptcd1	4	1.7252182925676758	1.8211543606505065	0.75	1.2709610741153432	0.29334360597535025	1.7591179812775763	1.1755404962109262	0.75	1.6722934676672878	0.19305981156186403	0.09473582878079034	0.07423420220685588	0.5	0.08888296729857355	0.9347761056171019	437.0	0.9291302535167016	367.0	0.889841996245348	4521.0	0.9873751202275195
Caprin1	4	1.105713931471304	1.8200342466497796	0.75	0.7245906654878429	0.5211019034507358	-0.7681375377191841	-0.2829768330614656	0.25	-0.9610230435669083	0.40743513230352685	-1.0880397956067203	-1.3260131095940866	0.25	-1.9409749910840446	0.14757081334509986	438.0	0.9353387947416189	7268.0	0.9063156717736436	11028.0	0.8688130809597039
Arpp19	4	1.610022518769609	1.818416794555195	1.0	5.825836156250375	0.010072733091398675	-2.849752442522846	-2.98296453023604	0.0	-2.036422438364639	0.13450909381411869	2.2018136850643617	2.546094740183019	0.75	2.5817787042814206	0.08165372746611388	439.0	0.9248624482023996	11636.0	0.889841996245348	32.0	0.8688130809597039
Vmn1r229	4	1.6743373294476087	1.8140659026416168	1.0	4.3304778446423535	0.022708918007835935	-1.509957739640495	-1.1992103615521066	0.25	-1.0592380658565739	0.3672255201693972	-0.5050757021432551	-0.5228175776548246	0.25	-0.39834714205205884	0.7170307107317465	440.0	0.9248624482023996	10618.0	0.9028281758873627	8752.0	0.9324715171096138
Eogt	4	2.817962283772277	1.8139447818812189	1.0	2.3036169897492926	0.10464085729108395	0.49779930358513247	0.4426003222281849	0.75	1.9939517412271495	0.14014542967493426	0.8868590693286217	0.11378987670209109	0.75	1.0918381041451333	0.35474283636660037	441.0	0.9248624482023996	2608.0	0.889841996245348	4243.0	0.8688130809597039
Vnn3	4	2.0071978777716883	1.8138616599750201	0.75	1.6445923889265945	0.19860231096154082	-0.08890043190308516	-0.18232600330446114	0.5	-0.09354984532811177	0.9313644141521686	0.2767726359233928	0.2845002954111434	0.5	0.761301941401278	0.5018509946855029	442.0	0.9248624482023996	6635.0	0.9879449460601621	3182.0	0.8785022653299683
Pcdhb17	4	1.3117806366993845	1.8111461948981038	0.75	2.140677630718034	0.12177505448129655	0.20858092191303157	0.1900371066384005	0.5	1.4006497112532732	0.25583267023685297	-0.43764870719460186	-0.2448839310302603	0.5	-0.346116951487705	0.7521064963358425	443.0	0.9248624482023996	4102.0	0.893094542799124	7114.0	0.9425629887849939
Ulk2	4	2.328875880058967	1.8107495755504535	0.75	1.7539578639919648	0.17771460975062311	-0.6633706613135464	-0.7617704184998042	0.25	-1.1689686956143275	0.326852419738404	0.2603302534332844	0.22396712103197214	0.5	0.8704938770958548	0.44808692243709586	444.0	0.9248624482023996	9560.0	0.8998711791380146	3526.0	0.8710104723011981
Def6	4	1.4378256727664929	1.8101864174542646	0.75	1.6795413709292335	0.19163863558007643	-1.106648519817012	-1.2364307109575472	0.25	-1.4915279566810224	0.2326273207109436	-0.9020027925507089	-0.6955197300962761	0.0	-1.902602671480302	0.1532380305496423	445.0	0.9248624482023996	10677.0	0.889841996245348	9513.0	0.8688130809597039
Fkbp3	4	1.7026811944877198	1.8071541417733394	0.75	1.1749848269543306	0.32477154607732645	-0.4046314829390267	-0.4698478798923695	0.5	-0.3739368501442172	0.7333154462242433	-0.26721184670578146	-0.06110040243305038	0.25	-0.8754331363938888	0.4457780429120301	446.0	0.9291302535167016	8279.0	0.9516555503272778	5809.0	0.8710104723011981
Nop53	4	0.8850364114927453	1.8055813712143716	0.75	0.5763392916178155	0.6047834859993356	0.060525165156978145	0.4649883191450781	0.5	0.0651983676939165	0.952117557437782	-0.7217290006878311	-0.5965756214407354	0.0	-1.9540428145542943	0.14569710047145482	447.0	0.9466176302598297	2481.0	0.991256120613888	9081.0	0.8688130809597039
Ppa2	4	1.9613957929604582	1.8021202398099532	0.75	1.9862757421567336	0.14119362191623083	0.4270853651042377	0.7289605888538069	0.5	0.5562929822900414	0.6168105551235015	1.781067435849059	1.7221462168359751	1.0	1.9178935217539648	0.15094974318039203	448.0	0.9248624482023996	1311.0	0.931399906523427	135.0	0.8688130809597039
Zfand5	4	2.2457743736496343	1.7989278085159621	0.75	1.5253436819084918	0.2245878334863997	-0.7078712357604574	-0.6689781629698797	0.25	-1.8789877215934985	0.1568520238057536	-0.5783912135720496	-0.8336362924626064	0.25	-0.7205224935649043	0.5232715593084517	449.0	0.9248624482023996	9227.0	0.889841996245348	10001.0	0.885761797566031
Elmo2	4	1.7271138725929542	1.7978018003760547	1.0	2.7903249307432154	0.06840037150093062	-0.4718438313184431	-0.43729318478364243	0.25	-1.3597192407600733	0.26708933359604714	-0.42565783814733915	-0.526375432417134	0.0	-2.8670050946287415	0.06420748086367159	450.0	0.9248624482023996	8100.0	0.8956104451839753	8768.0	0.8688130809597039
Rgs12	4	1.174881674516032	1.7975192262640278	0.75	1.570719182801775	0.21427801745218977	0.025938236454433425	0.24958724489769976	0.5	0.041984388868489854	0.969149140572277	-0.9132753277893029	-0.2893900356400467	0.25	-0.9985737161976634	0.39159240324575606	451.0	0.9248624482023996	3695.0	0.994338990601724	7376.0	0.8688130809597039
Lrrc32	4	1.5919815229794017	1.7961773145650313	1.0	2.7167344374907803	0.0727495426622901	-0.3345754596163396	-0.07145513802095245	0.25	-1.0671917191552855	0.36414112725775016	-0.01274998482983869	0.32593463496792685	0.75	-0.025451467915694307	0.9812931864622759	452.0	0.9248624482023996	5935.0	0.9014933649964209	2952.0	0.9959502036137681
Neto2	4	1.6610172599202238	1.7950447573995314	1.0	3.168993893327026	0.050519798689409104	-0.3529554638346276	-0.059575013111041616	0.25	-0.7865000789377733	0.4889799034709755	-0.5847913213799255	-0.5416902592284096	0.25	-0.8610786951110346	0.4525174398492438	453.0	0.9248624482023996	5849.0	0.9110820183540724	8844.0	0.8710904102746498
Canx	4	1.447893469494501	1.7945757483992741	1.0	3.348861457101166	0.044096114754578836	-0.1302616669210076	-0.19970731580851886	0.5	-0.49601030153396114	0.6539500230019096	1.1233908864323199	0.7165791405788579	0.75	1.649261875290231	0.1976555744659622	454.0	0.9248624482023996	6746.0	0.9361978337275114	1311.0	0.8688130809597039
Nsun4	4	1.5384813077206736	1.7933281465811222	0.75	0.7866821846926996	0.48888789996786997	0.5824810162515424	0.48025855130462847	0.5	0.5368405788890156	0.6286373361266349	1.6318276198319726	1.7752418674413386	0.75	1.112069474894485	0.34720631225903126	455.0	0.9341036697802556	2390.0	0.9345652437710612	119.0	0.8688130809597039
Prr14l	4	1.8769629424446468	1.7933196822507405	1.0	3.5016078445676087	0.03943533133420114	-2.1931684690686772	-1.629274476260902	0.0	-2.085217859003361	0.12836133508970596	0.4447423315315111	0.3441966371012296	0.5	1.0438550053044398	0.3732629527195786	456.0	0.9248624482023996	11151.0	0.889841996245348	2839.0	0.8688130809597039
Kdm4c	4	1.8896884973407784	1.7893989758186715	1.0	11.931453390912662	0.001266239527038011	-0.9573283522366988	-0.7670429874487286	0.25	-1.4758895379228985	0.23645161201669335	-0.11144964103307704	0.05669311326501347	0.5	-0.32381106653479286	0.7673423623776012	457.0	0.6338917986535081	9576.0	0.889841996245348	4642.0	0.9469192829539902
F11r	4	2.1199192150581503	1.788669019342207	1.0	2.9594900633400942	0.059568377263568464	0.8448847974754158	0.4301434440387254	0.75	1.0861436134830476	0.356892989315307	0.6767732579502643	0.5996374678549043	1.0	5.1600280294172585	0.01411574255335738	458.0	0.9248624482023996	2678.0	0.8998711791380146	1674.0	0.8688130809597039
Sf3a1	4	1.73419939556244	1.7861234689945522	0.5	0.904374740717746	0.43246129283047885	0.24422404915200596	-0.378150059056593	0.25	0.3172132992325252	0.771876563235354	-0.6959408823560868	0.0	0.25	-0.5988606431382545	0.5914691671408393	459.0	0.9305967062027254	7786.0	0.957211785818741	5057.0	0.9008354687999345
Acot9	4	1.7651163131989178	1.7860267167598747	1.0	2.693092040624687	0.07421923632437952	-1.1900137826552668	-1.3528055015381155	0.0	-6.6507323081910235	0.006927851972430885	-1.4253517037339312	-0.87540406280176	0.25	-1.260515948817448	0.2966064518270379	460.0	0.9248624482023996	10846.0	0.889841996245348	10126.0	0.8688130809597039
Ncoa4	4	1.8469491079060747	1.7846135879515106	0.75	1.66058341513875	0.19538119444705893	-0.055929085093415654	-1.444711578805963	0.25	-0.0288830494148568	0.9787718554746213	-0.5482510229474546	-0.676429455140576	0.25	-1.5453139499580213	0.21998417174162738	461.0	0.9248624482023996	10972.0	0.9969577106419224	9441.0	0.8688130809597039
H3c15	4	1.6862173217659298	1.7837673415811317	0.5	1.3817188357410495	0.2609746008175339	-0.38898702345423647	-0.8098359601112758	0.25	-0.33741028502995657	0.7580360774236287	0.1885368139080949	0.0	0.25	0.5107873911472859	0.6447136679495085	462.0	0.9291302535167016	9705.0	0.9546828591729929	5057.0	0.9156401760182149
Snrpd2	4	0.7739489075301942	1.7822050411978823	0.75	0.4950629184176718	0.6545450535660945	0.19381028661505553	0.10193433885994253	0.5	0.10380078629115398	0.9238776144748682	-0.5335329379920113	-0.6293684676760131	0.25	-0.5941549936855279	0.5942336485512641	463.0	0.9559536050797671	4702.0	0.9875118267078132	9257.0	0.9024582962411655
Ndufs5	4	1.3248101261551029	1.7795914393102996	0.75	1.0607551142986242	0.36663526481421743	1.6148570915042142	2.1489305764667552	0.75	2.226659130114025	0.11234492202894217	0.568777761134521	0.8331124077405259	0.5	0.7353347039170504	0.5154066896330846	464.0	0.9291302535167016	32.0	0.889841996245348	1012.0	0.88511386106713
P2ry6	4	1.2203532338477607	1.7788347026732967	0.75	1.0543516868086853	0.3691329853907309	0.5404339174966981	0.4665862172940809	0.5	0.6043488575952072	0.588256646276926	-0.20781462820165575	0.23206683220177027	0.5	-0.24099126252011172	0.8250932974058297	465.0	0.9291302535167016	2469.0	0.9289102082699733	3478.0	0.9624721656847782
Socs1	4	1.903757651626969	1.777481881297072	1.0	2.5697532784668304	0.08251082679256828	-2.523659966354103	-2.305573493133435	0.0	-2.335777194271703	0.10161153724332223	-1.070062488266972	-1.8075908951746094	0.25	-0.8394550752422684	0.46283903003333293	466.0	0.9248624482023996	11511.0	0.889841996245348	11444.0	0.871831817771457
Gpr137c	4	2.0024613778126867	1.7764834319601281	0.75	1.3760768248908128	0.2625283949407717	-0.9343986332011871	0.15472136620253418	0.5	-0.5766845293705986	0.6045777999220342	-0.5239876520398886	-0.29851527940052985	0.25	-1.1677972136303538	0.32725917718573416	467.0	0.9291302535167016	4333.0	0.930095794451042	7452.0	0.8688130809597039
Cass4	4	1.8450888947327677	1.7743704302539558	1.0	4.263779208382755	0.023666766694485024	-0.4672911392740194	-0.4977531764905562	0.25	-1.5197468551020024	0.2258970586882736	0.19504257718323487	0.4706144259973734	0.75	0.6396747641394358	0.5678828240604685	468.0	0.9248624482023996	8407.0	0.889841996245348	2212.0	0.895365519576349
Kif23	4	2.198682839237666	1.770386200122745	0.75	1.563335501942082	0.2159193067435433	-2.3871662365504154	-2.3283970126444813	0.0	-7.8685466947268035	0.004276558288629531	-0.6286903110071842	-0.6865162721999601	0.25	-0.8037961714888728	0.4803065652890603	469.0	0.9248624482023996	11518.0	0.889841996245348	9480.0	0.8751221253422853
Fastkd3	4	1.460932219168979	1.7691001518547806	0.75	1.5929166484613952	0.20942689681938675	1.2142142360593888	1.0926937710365314	1.0	4.343126672433926	0.022532956108023215	0.39005723758054467	0.2147503733434429	0.5	0.8897074576159903	0.4391648587009212	470.0	0.9248624482023996	456.0	0.889841996245348	3576.0	0.8710104723011981
Ints14	4	0.8377964404786913	1.7687670667523014	0.75	0.7616806126936471	0.5016555066772271	0.7504868246166922	0.8311771412399275	0.75	0.9379685909608657	0.41745536909543185	0.621432632230169	0.00405948056270192	0.5	0.6709173746578273	0.5503078526718715	471.0	0.9353319049033137	972.0	0.9063156717736436	5035.0	0.8915027170417356
Ube2m	4	1.4813586512293682	1.7683790626726328	0.75	1.7748928000261115	0.17400833544976954	-1.8412567736681507	-1.482123240608415	0.25	-1.466477759227533	0.2387863007281862	1.17720670462049	1.2910723837907208	0.75	2.4040685407200333	0.09552449294657896	472.0	0.9248624482023996	11007.0	0.889841996245348	352.0	0.8688130809597039
Cnbd2	4	1.7769883717470245	1.7682651601701835	0.75	1.8236748892784926	0.16571172933684492	0.13539472828569094	0.3395937630043269	0.75	0.4932147183118942	0.6557068576337164	0.16894624774838768	0.14531460525530346	0.5	0.34260849278756716	0.7544931686039066	473.0	0.9248624482023996	3168.0	0.9368041442212595	4021.0	0.9432149380758674
Aco2	4	0.8424699656351111	1.7682178669357411	0.5	0.4440304437791346	0.6870960674233556	-2.503262826336843	-2.2286966769777417	0.25	-1.6263183121629088	0.20235676890723536	-0.8186868319802287	-0.6888734246443654	0.25	-1.5584139438317943	0.21702105800181343	474.0	0.962801124376246	11489.0	0.889841996245348	9491.0	0.8688130809597039
Dock11	4	1.5559775498777364	1.767999809058367	0.75	1.4981936846225148	0.2310178907933075	-1.340225515067229	-1.2303981602056369	0.25	-1.9574333149007852	0.14521552756082276	-0.09397538860878729	0.3071583993592265	0.5	-0.06390037470007846	0.9530690738329693	475.0	0.9261740890426405	10660.0	0.889841996245348	3062.0	0.9907227550562662
Nudt12	4	1.965227796914	1.7661037078092594	1.0	3.329146136006715	0.04474767573493777	-0.3676180202126237	-0.638021097677441	0.25	-0.9752151501214735	0.40137818974887474	0.10804867634286014	0.3135975689640394	0.5	0.13572816155212344	0.9006317367132934	476.0	0.9248624482023996	9108.0	0.9061152962009912	3023.0	0.9813932548765415
Tob2	4	1.608645261658322	1.76446862120268	0.75	1.9799433162697315	0.14206529849236837	0.07616108288251447	-0.4302520114548231	0.25	0.06578648578997473	0.9516864623788204	0.34167978156072487	0.6904679439417345	0.75	0.517273614578064	0.6406862878018036	477.0	0.9248624482023996	8069.0	0.9910699392617149	1376.0	0.9152661259697946
Ube2k	4	2.262730401122797	1.762679440868101	1.0	3.81318809722978	0.031719362793506824	0.05998011165492251	-0.16501610915731663	0.25	0.24595419268231292	0.8215850397044158	-0.4957950458837744	-1.1343227020966797	0.25	-0.6444325526474683	0.5651793657956083	478.0	0.9248624482023996	6533.0	0.9681863785438134	10746.0	0.895365519576349
Abhd10	4	1.0684515167511175	1.7626672468057527	0.75	1.0854021371289386	0.35717389775460817	-0.07342632895063383	0.16569462360373724	0.5	-0.15671675438716304	0.8854208606259176	1.1328532233054818	0.20696120587627342	0.5	0.9206463183970779	0.42513272539023444	479.0	0.9291302535167016	4262.0	0.9810783141143136	3629.0	0.8710104723011981
Rgs10	4	1.7393285685166089	1.7604633275494672	0.75	1.3242028904400636	0.27728477710117433	-0.16781837589529403	-0.2581179012025576	0.25	-0.6922044061175836	0.5385746170944854	-0.11859884807098872	-0.24206863486132396	0.25	-0.35891185919933327	0.7434342790112213	480.0	0.9291302535167016	7100.0	0.9218238051534862	7099.0	0.9412969677914589
Lrrc3	4	1.900490270227762	1.760380573667299	0.75	1.3272455306689372	0.27639541826675906	-0.7666661917681552	-0.2247154251621882	0.5	-0.720901508707731	0.5230691152952409	0.08718083345068539	0.491416697502151	0.75	0.17012376876181834	0.8757385396174572	481.0	0.9291302535167016	6906.0	0.9167234053253834	2111.0	0.974432089104138
Cox14	4	1.6082980600645067	1.7599821658683747	1.0	4.465868232260618	0.02091373000682799	0.299092672852495	-0.051403793891264093	0.5	0.5716749856478365	0.6075672019941648	1.570925768552079	1.3808483108139662	0.5	1.6607800196715718	0.19534196043168026	482.0	0.9248624482023996	5795.0	0.930095794451042	284.0	0.8688130809597039
Ranbp6	4	1.7488811520311844	1.7590845347106447	0.75	2.102036317617757	0.12632012700689435	0.9012216401057058	1.032858294350513	0.75	2.749174657089565	0.0707912125970314	-2.66857984174937	-2.819321195960214	0.0	-2.608733007182299	0.0797720996553108	483.0	0.9248624482023996	551.0	0.889841996245348	11666.0	0.8688130809597039
Strap	4	0.7688252718956824	1.7577007409673788	0.75	0.4120169967825144	0.7079976974230924	0.0483532859970878	0.3355286594655795	0.75	0.07332341917512541	0.9461638669625418	-1.346734802783372	-0.5626739627158888	0.25	-0.9812232161549348	0.3988394741997602	484.0	0.9650011759632293	3195.0	0.9895803154579235	8933.0	0.8688130809597039
Phax	4	1.4471140247029464	1.7568639256817202	0.75	0.877849916874578	0.4446521629058297	0.6114209285125127	0.870221962854931	0.5	0.7001919673533353	0.5342227341375825	-1.873207662965691	-2.2041417695425523	0.25	-1.7639389852226657	0.17593639925712914	485.0	0.9305967062027254	869.0	0.9205531597501877	11582.0	0.8688130809597039
Spcs3	4	0.9970081590876256	1.7563578237294184	0.75	0.8538110122339787	0.45596377664931764	-0.9467575415724978	-0.47250117459153373	0.5	-0.7985635378300768	0.4829166759142011	-0.743763597245649	-1.330897754656309	0.5	-0.4498184106658973	0.6833559280016857	486.0	0.9329864020481538	8292.0	0.9110820183540724	11037.0	0.9249921097975999
Tomm7	4	0.6139129685557783	1.7560696261766489	0.75	0.4816108356783449	0.6630309697360728	-0.06219053195104324	-0.5131050397060437	0.25	-0.10307103907199827	0.9244102495517861	-0.751279098648365	-0.5001621347841163	0.5	-1.2020516196926798	0.3155743477727373	487.0	0.9580119039511221	8491.0	0.9876859718439026	8649.0	0.8688130809597039
Iqgap1	4	2.780997558990737	1.7540736997131687	1.0	1.9618198908172229	0.14459524637890067	0.2586393802766533	0.33370117072088734	0.75	0.38519053918536555	0.7257836116764277	1.8983094184122624	1.623351525243366	1.0	2.6523841481078083	0.07683700108487054	488.0	0.9248624482023996	3212.0	0.9508039282527099	174.0	0.8688130809597039
Ikzf5	4	1.0540894802651488	1.753590445873019	0.75	1.0627423434758212	0.36586346309070616	-0.4597361079623093	-0.4929425675217436	0.25	-1.6310158477389631	0.20138408266298768	-0.09103785303374498	0.08435883892533313	0.75	-0.4355076094174965	0.6926253556619675	489.0	0.9291302535167016	8388.0	0.889841996245348	4469.0	0.9264043181032404
Ppdpf	4	1.6656594427323703	1.7532287104973268	1.0	5.044331231726175	0.015024187295965354	-0.7007362386368701	-0.4667526278513385	0.5	-1.229833586998027	0.3064100563694982	0.3181520084598226	-0.4987797342050468	0.25	0.3085368942291717	0.7778578988879902	490.0	0.9248624482023996	8264.0	0.8998711791380146	8643.0	0.9509285006121873
Sclt1	4	1.4658851994564788	1.7531872865277083	0.75	1.643523446438348	0.19881975666362284	-0.6542925924588676	-0.5812743305451129	0.25	-1.2243945833633543	0.308182474873258	-0.16835504086168543	-0.22076004982169206	0.25	-0.8204732924654055	0.47206793311697587	491.0	0.9248624482023996	8851.0	0.8998711791380146	6963.0	0.8730542903671838
Cpsf1	4	1.458206566162209	1.7531262586774399	0.75	0.7849567655434374	0.48976020142017174	-2.213695290886894	-2.3666871259253677	0.0	-4.942351266398123	0.015889105171714976	-0.9754508562319186	-0.825422832660767	0.0	-1.692476912021676	0.18913157815135673	492.0	0.9341036697802556	11528.0	0.889841996245348	9974.0	0.8688130809597039
Atad2b	4	1.5385965485947382	1.7516336378418493	0.75	2.7718240131134735	0.0694626524584954	-0.17840080532514996	-0.04906451953648345	0.5	-0.3152649320833625	0.7732178984570522	0.4089055170521002	0.49899909640782225	0.5	0.8720008266113203	0.4473813697716189	493.0	0.9248624482023996	5783.0	0.957211785818741	2079.0	0.8710104723011981
Mmachc	4	1.4847222818046943	1.7514964621551035	0.75	1.7510905502448295	0.17822924336710422	-0.3768935223241282	-0.8057651948463396	0.5	-0.4073912547418513	0.7110472899211544	-0.865362315375903	0.14866117242624202	0.5	-0.6703583332728259	0.5506186372213906	494.0	0.9248624482023996	9694.0	0.949892605987035	3996.0	0.8915027170417356
Amd1	4	1.457650313376877	1.748928123541988	0.75	2.164331219833056	0.11908920782623736	1.8032460207846805	1.262261038952952	1.0	2.627203870735501	0.07851351247640888	0.775611529526212	0.3099770078238596	0.5	0.6450845457669341	0.5648096465004404	495.0	0.9248624482023996	290.0	0.889841996245348	3050.0	0.895365519576349
Dnajc25	4	1.3230137070814245	1.7475976798644208	0.75	1.122672648089495	0.3433198507171016	-0.2792794814117092	-0.4552280322532733	0.5	-0.3084217495740254	0.7779374176697648	0.30342991117860596	-0.7852576075651433	0.25	0.22546973056622008	0.8361003405353883	496.0	0.9291302535167016	8199.0	0.957211785818741	9843.0	0.9631695974082896
Cenpw	4	1.041920124116301	1.7472369006808757	0.75	1.2879573148744599	0.28811395433888315	0.1863616217784959	0.9633810811678859	0.75	0.14915481995552854	0.8908939865870259	-0.9653597873514267	-0.3679290680749072	0.0	-1.330927812033211	0.2753231208904895	497.0	0.9291302535167016	654.0	0.9817513059709039	7899.0	0.8688130809597039
Dis3l	4	1.3727660256591274	1.7453034303629686	0.75	0.9480993945507801	0.4130244809030898	0.06589078068360107	0.0709666307004703	0.5	0.18143208602646302	0.8675944131268319	-0.21445655474965797	0.010405710456705769	0.5	-0.1179834804052924	0.9135369029037734	498.0	0.9291302535167016	4925.0	0.9769725943602214	4987.0	0.9847288466174485
Cdc20	4	0.9170652562852462	1.7409308627802682	0.5	0.34871328775299915	0.750342695518846	-1.2050089492577714	-1.3279171005980022	0.0	-2.431118224430682	0.0932367877483705	-1.3059871745417633	-0.7654520992876166	0.0	-1.626019455680411	0.20241882940192518	499.0	0.9705124893762129	10809.0	0.889841996245348	9781.0	0.8688130809597039
Rnf215	4	1.701136712051217	1.7403542226785862	1.0	1.8909120758827316	0.15501487097240813	0.09327544578699706	0.023299334989551668	0.75	0.24653270253392426	0.8211764575114741	-0.683897387754588	-1.2564155562569082	0.25	-0.7280552814547459	0.5192598512321489	500.0	0.9248624482023996	5252.0	0.9681194689513106	10918.0	0.885761797566031
Rps25	4	1.178420105962165	1.7387353495771036	0.5	0.804317605776632	0.4800471250301852	-2.0805344885983086	-2.19542738724972	0.0	-2.5791322591335293	0.08184140537998304	1.168633480882982	0.0	0.25	0.9539542511211916	0.41048357648338807	501.0	0.9331841288339487	11479.0	0.889841996245348	5057.0	0.8688130809597039
Gpbp1	4	2.2023175347209634	1.736495822475749	1.0	2.1501011745531637	0.1206964225655751	0.17537172998977885	0.5032892435486757	0.75	0.42613644373128545	0.6987347724882517	0.15815594869065208	-0.38765111589952334	0.25	0.14685969632064677	0.8925567712908757	502.0	0.9248624482023996	2242.0	0.9461353298500067	8024.0	0.9801079113841465
Uchl3	4	1.9752891316768464	1.7361488015865851	1.0	2.5031111297856796	0.08746648924725041	0.09824390400355049	0.12869566270521807	0.75	0.6433734713305646	0.5657803164443365	0.19831889664035032	0.8670447000479089	0.75	0.16883889575256017	0.8766652260275583	503.0	0.9248624482023996	4514.0	0.926847207267834	928.0	0.9744756270665167
Eif3j2	4	1.3013917418457115	1.735910085901606	0.75	1.9709083488732233	0.14331997586770887	0.5917690983212298	0.8044976264915655	0.75	0.6355345667394884	0.5702432263867868	-1.2025740354407493	-1.4814681838430284	0.0	-3.362601760036129	0.04364912670519392	504.0	0.9248624482023996	1055.0	0.926847207267834	11197.0	0.8688130809597039
Dars2	4	1.9529758937622181	1.7357765366042863	0.75	1.3940568906847672	0.25761094258637823	-2.299912892240032	-2.5092872097282877	0.0	-4.579977434356466	0.019541129793934908	-1.1998741094833736	-1.0521124235392147	0.0	-2.1533674073859688	0.12032523379133646	505.0	0.9291302535167016	11559.0	0.889841996245348	10581.0	0.8688130809597039
Nol10	4	2.4343230924355295	1.7341384276892242	1.0	2.0460353427756504	0.13327080841538674	-0.567219932231552	-0.9641015310081726	0.25	-0.4037582693035506	0.713447491688815	-0.4497963972081679	-0.4671682576262916	0.25	-1.1231520145361644	0.3431451678111361	506.0	0.9248624482023996	10138.0	0.9499068173921494	8485.0	0.8688130809597039
Tsfm	4	2.0623669521313053	1.7337390074538603	1.0	2.0092931080363874	0.13807785757373794	0.11657009783151495	1.0386857496081572	0.75	0.10980634832279827	0.9194962851442133	-0.04816537157265528	0.0	0.25	-0.34206095075818493	0.7548659738840671	507.0	0.9248624482023996	538.0	0.9874635608648754	5057.0	0.9432149380758674
Gtf2h5	4	1.7969946235703396	1.73341558353114	1.0	3.224184887758196	0.04842964925337045	0.2999235740544646	0.08944666674721313	0.5	0.2849745574214847	0.7942044824922165	2.6274725265675034	2.419140534799147	1.0	3.3065429322281803	0.04550977898895578	508.0	0.9248624482023996	4791.0	0.9605154159836099	37.0	0.8688130809597039
Dhrs1	4	2.1870404528375214	1.7330394640354003	0.75	1.6145314256571945	0.20482070439187205	0.1382863898611831	0.41959606878927835	0.75	0.39774666247636226	0.7174289504805591	-0.010851338175125957	-0.1625829804629965	0.5	-0.021774822819532937	0.9839949009657304	509.0	0.9248624482023996	2738.0	0.9505235042169403	6568.0	0.9959502036137681
Polg2	4	1.0578595140167608	1.732062162004778	0.75	0.7511222953092661	0.5071298107160946	0.8831703218855009	1.3674577611936451	0.75	1.2740462525771175	0.29238701430962727	-0.38152199551879307	-0.7002495996957019	0.5	-0.24264770968880203	0.8239217518261301	510.0	0.9353319049033137	227.0	0.8998711791380146	9539.0	0.9624721656847782
Phlda1	4	2.0822858010320684	1.7318478817637306	1.0	5.119782670784481	0.014423409250929577	1.3956766861448453	1.508800940898388	0.75	1.4211658099716171	0.2503828874165171	0.06714526941150456	0.2240818992014607	0.5	0.14750012814416397	0.8920927123434457	511.0	0.9248624482023996	162.0	0.8902249060044566	3525.0	0.9800360687242629
Nxt1	4	1.0717957150073194	1.7309494451435543	0.75	1.2730099019446128	0.2927079829311896	0.2024699629829173	0.23976508992989604	0.5	0.23069820589343876	0.8323867751281077	-0.2477609704227392	-0.18653640457729156	0.0	-1.6350815060495196	0.20054647597298803	512.0	0.9291302535167016	3763.0	0.97074998131376	6730.0	0.8688130809597039
Kif4	4	1.108994412386008	1.7289549691283872	0.75	0.9611715960374287	0.40737129441605857	-0.6550465978304048	0.26965949919873183	0.5	-0.4248237950096353	0.6995930032069556	-2.1885861488770724	-2.132226021318167	0.0	-2.2777066255427147	0.10716129679803642	513.0	0.9291302535167016	3567.0	0.9464606001300251	11560.0	0.8688130809597039
Nsun2	4	1.5592154076495675	1.7288538166261587	1.0	4.527041823070517	0.020162882721560187	-0.14894260024447958	0.16946863925692085	0.5	-0.35070917883383934	0.7489881921779017	-0.5761340887461999	-0.3004975947467051	0.25	-0.6148878598462527	0.5821231274715067	514.0	0.9248624482023996	4236.0	0.9538864970892729	7460.0	0.8987116147109168
Kars	4	2.2102475110468993	1.727422025034307	1.0	2.593355618288269	0.08083893465185643	-1.64046558079567	-0.8488585004983698	0.25	-1.2740483746805777	0.2923863574480816	0.8456293128710826	1.0332654074151166	0.5	0.6849717177105615	0.5425391638846139	515.0	0.9248624482023996	9847.0	0.8998711791380146	633.0	0.8899233338704279
Grina	4	1.2836802152366484	1.726591992564138	0.75	2.6357798855479238	0.07793748907958963	-1.8225619820960026	-1.799017849410498	0.0	-29.145682445661503	8.869734214901781e-05	-0.6092297040401693	-0.3832811227276365	0.25	-0.6699234081961624	0.5508605159628652	516.0	0.9248624482023996	11279.0	0.6318527397792264	8001.0	0.8915027170417356
