gene	n_sgrna	MHCII_mean_low_vs_high_log2	MHCII_median_low_vs_high_log2	MHCII_positive_sgrna_fraction	MHCII_one_sample_t	MHCII_p	CD40_mean_low_vs_high_log2	CD40_median_low_vs_high_log2	CD40_positive_sgrna_fraction	CD40_one_sample_t	CD40_p	PDL1_mean_low_vs_high_log2	PDL1_median_low_vs_high_log2	PDL1_positive_sgrna_fraction	PDL1_one_sample_t	PDL1_p	MHCII_rank_required_low_vs_high	MHCII_fdr	CD40_rank_required_low_vs_high	CD40_fdr	PDL1_rank_required_low_vs_high	PDL1_fdr
Fcgr1	4	3.87270063207767	3.896493432606418	1.0	24.36650504079699	0.00015151791088312703	-0.6371364887572455	-0.719523645187446	0.25	-2.0240496805892763	0.13612299032343844	0.42652053981570986	0.6791673068471855	0.75	0.9406643009703511	0.41627209980019786	13.0	0.6338917986535081	9413.0	0.889841996245348	1415.0	0.8693634135620097
Alg13	4	3.208585063115348	3.879772147674259	0.75	2.488111288719309	0.08863185373517149	-1.6948963176414145	-2.2453550328074865	0.25	-1.3605043836623127	0.2668684952876485	-0.5872820624649691	-0.6061135820913242	0.0	-2.6375260094002555	0.07782084794750256	14.0	0.9248624482023996	11495.0	0.8956104451839753	9141.0	0.8688130809597039
Lars	4	3.209275588065837	3.850350819470939	0.75	2.077418383026249	0.12932123875632073	-1.6580104306708467	-2.054759279022633	0.0	-2.8525924810378456	0.06497057162465328	0.5308318897072597	0.0	0.25	0.7769676029617323	0.4938162436638109	15.0	0.9248624482023996	11413.0	0.889841996245348	5057.0	0.8769619256609298
Rhpn1	4	3.7955743573666734	3.8465432919424467	1.0	2.6450321582579424	0.07732188686511864	0.3805231075544353	0.213241127363464	0.75	1.2169062853163994	0.31063993091353076	-0.3277753018569691	-0.5268381720584392	0.25	-0.7272985964537426	0.5196617136327976	16.0	0.9248624482023996	3949.0	0.8998711791380146	8773.0	0.885761797566031
Dhps	4	3.411462265111256	3.7805972486125294	0.75	2.3380144169462214	0.10140478533472597	-1.3402370069431522	-0.9634406155745399	0.25	-1.1054409292619725	0.34965800477614	0.16488067804314682	-0.4037877015819644	0.25	0.1703156617387471	0.8756001639356394	17.0	0.9248624482023996	10136.0	0.8998711791380146	8129.0	0.9744007444914968
Mrpl12	4	2.960346561259296	3.7358094480475597	0.75	1.524765420154757	0.2247227136784524	-0.12818020097089422	0.08245014391114629	0.5	-0.37119311351115436	0.7351579386702378	0.16013665704221486	0.14301157432353223	0.5	1.7125760797919487	0.18530965137993166	18.0	0.9248624482023996	4843.0	0.9516555503272778	4037.0	0.8688130809597039
Orc2	4	2.516013392253926	3.73301038695444	0.75	1.3086487408124576	0.2818785965986568	-0.9068270077688887	-1.3007533748379354	0.5	-0.6161538639274693	0.5813894838004822	-0.39726258091998107	-0.48437749322086143	0.25	-0.978166591803684	0.40012916969431905	19.0	0.9291302535167016	10776.0	0.9275118014597307	8564.0	0.8688130809597039
Ap3m1	4	2.446238821824439	3.7235678188996415	0.75	1.3236962780986261	0.2774331521670372	0.5503997430449299	0.41862026712416767	0.5	1.2530082861070582	0.29897493808912623	-1.5794361874425766	-1.0010465455340367	0.0	-1.9335692137145677	0.14864521716079154	20.0	0.9291302535167016	2747.0	0.8998711791380146	10472.0	0.8688130809597039
Sf3b3	4	3.4572421921787195	3.7145042157094266	1.0	6.50449543356282	0.007380018032570383	2.0511015783813353	1.5703115057799617	0.75	1.2126010613861673	0.3120618679585816	-1.3570646123518113	-0.6760920400317523	0.0	-1.8750004843184531	0.15747197212962905	21.0	0.9145619039789464	140.0	0.8998711791380146	9440.0	0.8688130809597039
Psma1	4	3.543532438038403	3.695474138630934	1.0	5.897373802650394	0.009733580911875752	-1.4327125109197634	-1.1417487529278738	0.25	-1.250121840197991	0.2998907468364867	-0.0173421559788606	-0.08739924875229035	0.25	-0.0857304642827907	0.9370817941329012	22.0	0.9248624482023996	10516.0	0.8998711791380146	5992.0	0.9876245569560086
Stub1	4	3.647869223558539	3.692017947490494	1.0	4.104819866027399	0.026169322251499236	-1.7709537847105958	-1.3479883602820533	0.25	-1.2444839681717934	0.30168790046969735	-1.797435165652362	-0.7326680464085437	0.25	-0.8083439811470905	0.4780478144887128	23.0	0.9248624482023996	10838.0	0.8998711791380146	9661.0	0.8740537593955614
Snrnp70	4	2.6179946894440196	3.6867613805162316	0.75	2.058361306917119	0.13170274602090862	0.31506313472340997	0.5335918515471448	0.5	0.30298964093346864	0.7816929543148552	0.083346271544846	0.0639752396499547	0.5	0.17467781410944924	0.872456201510579	24.0	0.9248624482023996	2093.0	0.9578922968587227	4583.0	0.9733079699123546
A530032D15Rik	4	3.3194297491623876	3.684157083063867	1.0	2.9906208693260674	0.058101829301318623	0.10184537885828093	0.5495634949116301	0.5	0.0804264456004326	0.9409629208409852	0.40809511442670593	0.424348928671833	0.5	0.7310154652828168	0.5176901582484584	25.0	0.9248624482023996	2024.0	0.9888983574989547	2429.0	0.8857528579834731
Tcof1	4	3.088953722585022	3.668486047871056	0.75	1.9772372298516334	0.14243972979933872	-0.15164119334299786	0.09877965092868632	0.5	-0.3376371731486008	0.7578812712702456	-0.18171794993674717	-0.12456525343587939	0.0	-1.6364083063955959	0.20027397713068476	26.0	0.9248624482023996	4722.0	0.9546828591729929	6285.0	0.8688130809597039
Smarca5	4	2.9770645675632474	3.662195515481026	1.0	2.9631671891935767	0.05939275192463827	0.66725357377954	0.8045578159569774	0.75	1.0666000917141465	0.3643696888880575	-0.7025883161942021	-0.8803811089285949	0.0	-2.9014030383594034	0.0624309927005589	27.0	0.9248624482023996	1054.0	0.9015626410825038	10148.0	0.8688130809597039
Tsc1	4	2.6728292929426694	3.653030846836436	0.75	1.4421315163510753	0.2449429549120422	-2.6069911067018605	-2.745050051401423	0.25	-2.283115799541823	0.10662910667332426	0.2327981605443978	0.4633471920852125	0.5	0.3140649191042123	0.7740445659042224	28.0	0.9276934958852244	11603.0	0.889841996245348	2251.0	0.949184402637027
Cenpo	4	2.7900009856169934	3.5967603070222625	0.75	2.238908537890176	0.1110739798830607	-2.8255864504381343	-3.3120919514802525	0.25	-1.8186727628124626	0.1665411413910865	0.874175996623936	0.3489186500969731	0.5	1.1017650557788312	0.35102495285893576	29.0	0.9248624482023996	11667.0	0.889841996245348	2812.0	0.8688130809597039
Srsf5	4	3.232399273282403	3.5832972792028004	0.75	2.440303676680574	0.09247518189909458	-0.2621129993537736	-0.36635578047462913	0.5	-0.3003305035580344	0.7835342984630981	0.18525547257883418	0.16295770084486683	0.5	1.707490882219211	0.18626825463871702	30.0	0.9248624482023996	7725.0	0.9580176471441006	3908.0	0.8688130809597039
Rps24	4	2.0608091244628453	3.5817246475998354	0.75	1.2500197476824413	0.29992319173775944	-2.793518352982233	-3.376325866598301	0.25	-2.3568432502231094	0.09968481124306262	-0.18408379829838473	0.0	0.0	-1.0	0.3910022189557705	31.0	0.9291302535167016	11668.0	0.889841996245348	5057.0	0.8688130809597039
Ppm1b	4	3.5303015289132955	3.540656240357672	1.0	2.4737721658935743	0.08976372231156908	-0.8675949648485621	-0.6469249440275322	0.0	-2.0773387043068476	0.12933108898074566	-0.37325397073705296	-0.39005467662500803	0.0	-2.064209482531639	0.13096642135214984	32.0	0.9248624482023996	9139.0	0.889841996245348	8037.0	0.8688130809597039
Taf6	4	3.0382741853804784	3.537296168898136	0.75	2.1540333727109506	0.12024971831790589	1.1287026678613703	1.4078169705463845	0.75	1.199023642420329	0.3165899563765722	0.5141439256548117	0.6692535046244152	0.5	0.7123111120982307	0.5276729426664523	33.0	0.9248624482023996	203.0	0.8998711791380146	1446.0	0.8864802573724903
Trub1	4	3.0251764996335346	3.5199760191358163	0.75	1.6390283877150282	0.19973708638585788	-0.6470175451520037	-0.9341483715235063	0.25	-1.0747925889447183	0.3612170905503405	0.5634662384165096	0.41456250223920327	0.5	0.7666700136412737	0.49908562493242276	34.0	0.9248624482023996	10065.0	0.9003539337643895	2487.0	0.8774837352217734
H2-Aa	4	3.146571442050773	3.47977104565052	1.0	5.237816518953236	0.013544927025994	0.5561028312862335	0.40338361597938927	0.5	1.3986217536735146	0.2563782599880998	-0.8422960525790524	-0.7482279184413851	0.0	-4.089271004019375	0.02643209953525947	35.0	0.9248624482023996	2821.0	0.893094542799124	9729.0	0.8688130809597039
Mtif3	4	2.07262597032557	3.4533294728535933	0.75	1.0041919314521035	0.38927249974826295	-0.13226468026977012	0.28561156557954814	0.75	-0.251830759487314	0.8174381785836314	-0.31609526871731286	-0.31405777117811323	0.25	-0.8109150267204827	0.4767748736354409	36.0	0.9291302535167016	3482.0	0.9668125024982286	7551.0	0.8740537593955614
Jak1	4	3.5970802982077825	3.442325448383955	1.0	10.967653107786017	0.0016228655189025269	2.5951422011445042	2.0441825161065057	1.0	2.583643039114575	0.08152183271014683	4.0193765676265105	3.868760757267048	1.0	3.049467614147221	0.055451291038666584	37.0	0.6338917986535081	41.0	0.889841996245348	8.0	0.8688130809597039
Lamtor4	4	3.192061432397119	3.432263820803984	0.75	1.8171749128935741	0.166790435055351	-0.8737062029692618	-0.9561888301455224	0.5	-0.791985132064156	0.48621513204779826	-3.9518946254114886	-3.9716029579500516	0.25	-2.4119972429813354	0.09484690405549179	38.0	0.9248624482023996	10112.0	0.9110820183540724	11700.0	0.8688130809597039
Gsk3b	4	2.3746084201987827	3.3858043855877193	0.75	2.270229135173692	0.10790227644148144	-0.7684316432334128	-0.9632403186320063	0.25	-1.2426441477225054	0.30227677444390916	1.7774154795178403	1.1063126843460018	1.0	2.0995859779294617	0.12661510030374987	39.0	0.9248624482023996	10135.0	0.8998711791380146	539.0	0.8688130809597039
Slc4a7	4	2.7340621566982763	3.36246119072403	0.75	2.521624491250416	0.08605395084888774	0.12636572093860213	0.2903944677408707	0.5	0.15720198088146306	0.8850699551077045	-0.5910609689520947	-0.7896923595241792	0.25	-2.2818607045005184	0.10675230605026649	40.0	0.9248624482023996	3454.0	0.9810783141143136	9860.0	0.8688130809597039
Nsmce3	4	2.9935612316155735	3.3576467797835847	1.0	4.008651988021418	0.02785046937922805	-0.8132471276236974	0.09925355704975347	0.5	-0.4269808951159291	0.6981829755165105	0.9686826737283297	0.0	0.25	0.8125627714855247	0.47596058924801843	41.0	0.9248624482023996	4719.0	0.9460844234532357	5057.0	0.8740537593955614
Med16	4	3.309273833093693	3.3493044260033162	1.0	9.438473657787926	0.002520506865107958	-0.484527061422708	-1.066602028435049	0.25	-0.6183471169214441	0.5801201062090169	2.7390307152162245	3.062717190221353	0.5	1.2148277671871988	0.3113255978237257	42.0	0.6858123330642583	10358.0	0.9275118014597307	19.0	0.8688130809597039
Xpot	4	3.38152818132921	3.344836239432551	0.75	2.229647214511997	0.1120332844043296	-0.014211330468603789	0.4771139953382501	0.5	-0.016369368771064187	0.9879675084653572	1.1486710523576846	2.1519351006687013	0.75	0.8090164965059854	0.47771456787531846	43.0	0.9248624482023996	2411.0	0.9985715673155456	54.0	0.8740537593955614
Stat1	4	3.175778799144253	3.3365236819178272	1.0	3.407669836035802	0.04222281642669471	1.0789595159061514	1.2586027292129867	0.75	1.3110358974748522	0.2811683926198604	6.46707816459223	7.035461487189096	1.0	7.526909694062145	0.004860604930804336	44.0	0.9248624482023996	295.0	0.8998711791380146	1.0	0.8688130809597039
Repin1	4	3.504137019025159	3.334428425478804	0.75	1.8718456907681857	0.15796450970320522	1.5184960512563277	1.3421806272826644	0.75	1.9848120081570428	0.1413945482645851	0.7184712364187602	0.9135552419619213	0.75	2.8950515785875415	0.06275434648144243	45.0	0.9248624482023996	240.0	0.889841996245348	838.0	0.8688130809597039
Mfap1b	4	2.7441039789750876	3.316284674985649	1.0	3.4373019287535835	0.0413172006354474	-0.21216392790915367	-0.2577855167640513	0.25	-0.5802138868503846	0.602477897364392	-0.22154338335061455	0.0	0.0	-1.0000000000000002	0.3910022189557704	46.0	0.9248624482023996	7097.0	0.930095794451042	5057.0	0.8688130809597039
Pex13	4	3.36136696712115	3.3151268487816736	1.0	3.572692917695865	0.037480284712034406	-1.066447463641768	-0.6245112319447068	0.25	-0.9051207170189413	0.43212282618764647	1.6295968704742885	0.8037769106507918	0.5	1.2365499974882805	0.3042358203778255	47.0	0.9248624482023996	9043.0	0.9063156717736436	1082.0	0.8688130809597039
Ogdh	4	3.7070098387070254	3.289303820302631	1.0	3.2156639283030675	0.048745116810226356	0.8314095774158261	0.5502962499257007	0.5	0.9185459479976082	0.4260723336222049	0.7049419502141147	0.3897475554211698	0.5	0.4783282252438711	0.6651121345262958	48.0	0.9248624482023996	2018.0	0.9063156717736436	2611.0	0.9195192908216737
Mak16	4	3.0395663511758966	3.2581741792321344	1.0	3.9055159334990543	0.02981118653779821	0.44451542024276536	0.3818282641840436	0.5	0.2809584549318816	0.7970052385397218	-0.44185197779568575	-0.32063481286987083	0.5	-0.23501722829234206	0.8293235729926076	49.0	0.9248624482023996	2933.0	0.9610103361262757	7600.0	0.9624721656847782
Mrpl23	4	3.1983223107731553	3.2518503288132647	0.75	2.4137002380565034	0.09470213117894391	0.014844970693686716	0.5112928918231365	0.5	0.017374572060991668	0.9872287185584055	0.8579982102587831	0.7539298060261331	0.5	1.2589848779211705	0.29708788424763477	50.0	0.9248624482023996	2200.0	0.9985715673155456	1193.0	0.8688130809597039
Trub2	4	2.2445664959932543	3.239022290105079	0.75	1.3990124048749115	0.2562730643365033	0.4559314003286209	0.6954499806195746	0.75	0.8368760687500573	0.46408368584077536	-1.6286969932458788	-0.8502609284772567	0.0	-1.7390389637286163	0.1804110239112336	51.0	0.9291302535167016	1427.0	0.9068422102107031	10051.0	0.8688130809597039
Lamtor2	4	3.5060382958373872	3.232956873712313	1.0	2.4173075786970073	0.09439635765689108	-1.8556832435569617	-1.8518248498247163	0.25	-1.5186323090985925	0.22615877965147443	-0.32412646874623574	0.0	0.25	-0.29061666908823375	0.7902768129931184	52.0	0.9248624482023996	11307.0	0.889841996245348	5057.0	0.9543793074697103
Ciita	4	2.856261573174288	3.2204070244403322	0.75	2.4051953145074085	0.09542783964143671	-0.35548581656228934	-0.21281111172554426	0.25	-0.6501680701583002	0.5619332290497171	0.4950831646978076	-0.0402817569009457	0.5	0.7010452133678228	0.5337595007984789	53.0	0.9248624482023996	6828.0	0.926732238211222	5656.0	0.8870663647132596
Hnrnpf	4	2.794025279819891	3.2120764992844992	0.75	1.7616420726072985	0.17634379786648652	-0.4776111313687217	0.8291544129459509	0.75	-0.311023438908231	0.7761415861890489	-0.033236940007184246	-0.1955969256614022	0.5	-0.09155317279835883	0.9328238322447651	54.0	0.9248624482023996	980.0	0.957211785818741	6791.0	0.9873096955367581
Pan2	4	2.450132702603032	3.1814128693594537	0.75	2.382946779057758	0.0973585636275257	-0.49199627127599327	0.4963676733481315	0.75	-0.33311076482823765	0.7609725162020461	-0.15601565160237887	-0.38405446178475766	0.25	-0.35099410145464033	0.7487949294885694	55.0	0.9248624482023996	2279.0	0.9554545737342732	8004.0	0.9425629887849939
Riok1	4	2.858191702532358	3.174783471019441	1.0	4.011493240755227	0.02779883794521134	0.5376189181964911	0.586289624921663	0.5	0.606488634794718	0.5870075524419991	-0.65428564889139	-0.601825148451194	0.25	-1.4438724604194924	0.24449702765059778	56.0	0.9248624482023996	1854.0	0.9280604473887085	9115.0	0.8688130809597039
Vim	4	2.570372536256067	3.170254743043417	1.0	3.3895211697013905	0.042789955996594145	0.7346070703825204	0.4651767818438653	0.75	0.8587772065043812	0.45360631811651647	0.7758029727907211	0.7036694765205427	1.0	2.5609340869370194	0.08314645329630599	57.0	0.9248624482023996	2479.0	0.9068422102107031	1345.0	0.8688130809597039
Pex10	4	3.0178657294481197	3.1660055317597156	1.0	2.5268574026670025	0.08565977435756654	-0.09604053453323073	-0.14722397796104322	0.25	-0.3528637686990053	0.7475273511490451	1.4739942215340518	1.1982292467909834	0.75	1.5006767032315802	0.23042149602074605	58.0	0.9248624482023996	6409.0	0.9538598709153613	426.0	0.8688130809597039
Brap	4	3.3396492281894474	3.1599505501704748	1.0	2.639924612881729	0.07766097257977414	0.6348211636347199	0.4675146159606819	0.75	1.0954036510714367	0.35340301782753225	1.0521783483992755	0.8570529508091115	0.5	0.8744904900793304	0.44621787008342856	59.0	0.9248624482023996	2465.0	0.8998711791380146	957.0	0.8710104723011981
Rreb1	4	3.145172716557739	3.1582476062737186	1.0	3.189905225660484	0.04971469837910878	-0.5847934857287225	-0.19976126947787473	0.25	-1.1148574469831158	0.34618021246290187	0.175659290098112	0.33410391590953514	0.5	0.27252582079159793	0.802899313536198	60.0	0.9248624482023996	6747.0	0.8998711791380146	2896.0	0.9578232453554633
Cks1b	4	3.734884891876833	3.136755479123857	1.0	4.057937582870111	0.02697205413264148	0.8454292916690929	0.08118734174629721	0.5	0.49429330503049645	0.655028684183369	-0.3148507006683051	-0.13928061684358606	0.0	-1.3600296333521606	0.2670020057634216	61.0	0.9248624482023996	4855.0	0.9361978337275114	6388.0	0.8688130809597039
Rfxank	4	3.0449746404781988	3.129778600202891	1.0	10.595322548549243	0.001796278401486044	0.3670823375704819	0.09261002426643514	0.75	1.0438013120516447	0.3732841927379707	-0.7073783995229124	-0.2978756280025378	0.5	-0.9514745352748578	0.41155796009768353	62.0	0.6368623423450519	4768.0	0.9045660221286685	7447.0	0.8688130809597039
Creb1	4	2.591908401567299	3.127747429263213	0.75	2.831140840197815	0.0661274311022874	-1.191155205535222	-1.4002689179571561	0.25	-1.1172856233358754	0.345288980102845	0.29017883336791783	0.0	0.25	0.6455872398862881	0.5645247129915194	63.0	0.9248624482023996	10911.0	0.8998711791380146	5057.0	0.895365519576349
Spop	4	2.806335543230846	3.117738916885269	0.75	1.3356211290469076	0.2739627762627818	-0.3022423584028442	-0.9651103333667321	0.5	-0.18741503327644402	0.8632943802554446	-1.692697032454941	-1.7148075085905115	0.0	-3.384728448233439	0.042941340226539705	64.0	0.9291302535167016	10140.0	0.9762189324125039	11375.0	0.8688130809597039
Fzd4	4	3.171426570156617	3.0893570490428424	0.5	1.4400928515140223	0.24546626254499673	0.666310457476652	0.6500931045608337	1.0	4.5967113780432864	0.019349766412384842	0.35756539853023045	0.17614975726371282	0.75	0.8205840390264195	0.4720136309467898	65.0	0.9276934958852244	1586.0	0.889841996245348	3813.0	0.8730542903671838
Metap2	4	2.931653632122784	3.081309675572787	0.75	2.0861072002743772	0.1282524202177778	2.0070786087144494	2.0529100589387457	0.75	1.287915092420327	0.28812682471181117	-0.890677181837596	-0.8190469572392811	0.5	-0.6362537613166721	0.5698326754103054	66.0	0.9248624482023996	40.0	0.8998711791380146	9946.0	0.8954676162684957
Tax1bp1	4	2.3790376222243	3.080689049909617	0.75	2.1935177168099327	0.11587222785620105	0.16188832674753173	-0.870485253999224	0.25	0.13231308483866133	0.9031123827341065	-2.2426264963285796	-2.59262365269516	0.0	-2.544263238192362	0.08436451511253565	67.0	0.9248624482023996	9899.0	0.9837700125529194	11647.0	0.8688130809597039
Actl6a	4	1.5259850109566657	3.070747070808789	0.75	0.7914108540319279	0.4865039807444539	-2.2192992286286835	-2.5006811788829815	0.0	-2.6949885819420287	0.07409999097990204	-0.8656816919286131	0.0	0.25	-0.8825769625812175	0.4424573394118059	68.0	0.933585392289735	11556.0	0.889841996245348	5057.0	0.8710104723011981
Mrpl28	4	2.5992367587955845	3.0642994295697195	0.75	1.725075277778379	0.182977227519196	-0.6430151207084149	-0.06077441662665284	0.5	-0.41919310828903267	0.7032812518636039	1.8259218366182621	2.826195841818347	0.75	1.085261235258321	0.3572273029305394	69.0	0.9248624482023996	5862.0	0.9473932701111903	21.0	0.8688130809597039
Ss18l2	4	3.303663312106403	3.0543731199834623	1.0	2.4429879129394614	0.09225405657158267	-0.5047349110077817	-0.6535143069152469	0.25	-0.536759651500578	0.6286868564111759	-0.008507439962786245	0.16297669390009428	0.5	-0.026579407330001095	0.9804644063883371	70.0	0.9248624482023996	9176.0	0.9345652437710612	3907.0	0.9959502036137681
Rsbn1	4	3.1843202883301016	3.050354783445457	1.0	2.1758978249114738	0.11780166871452068	0.9126350790711939	0.9606886246399622	1.0	3.140354212158966	0.051649347955175354	-1.2921791725783656	-1.2003381066222363	0.0	-3.2877723831112093	0.04615520233973626	71.0	0.9248624482023996	661.0	0.889841996245348	10850.0	0.8688130809597039
Pcsk4	4	2.5225399899687884	3.049317743680586	0.75	2.0707316215053284	0.1301509951836725	0.40198177148406006	0.05750962926093073	0.5	0.7341929587183236	0.5160095054387147	0.39365218934975743	0.4125143669075689	1.0	4.489027160257008	0.020625281373852337	72.0	0.9248624482023996	5007.0	0.9151287316372423	2498.0	0.8688130809597039
Spc24	4	3.1882538850521467	3.048658041649093	0.75	2.034148480862175	0.13480400261299105	-3.9519797560194543	-4.090473085874174	0.0	-3.79692488477447	0.03207156867850721	-0.21775561865077747	0.0	0.25	-0.3202523285811393	0.7697865079392666	73.0	0.9248624482023996	11689.0	0.889841996245348	5057.0	0.9474824780653515
Lrr1	4	2.015281649042699	3.02762910394177	0.75	1.2293242621156808	0.30657558565250914	0.19704765118165724	0.23165014447081778	0.5	0.09320735125926326	0.9316147261308672	-1.2535146027905233	-0.47059702189336766	0.0	-1.2981557780084192	0.28502277787627156	74.0	0.9291302535167016	3813.0	0.9879449460601621	8497.0	0.8688130809597039
Sin3a	4	2.536149183355489	3.0137630402095983	0.75	1.704795165886211	0.18677870746301534	-1.3787105298570803	-1.3003665220453566	0.0	-3.135144024782936	0.05185825155645709	-0.6042073609121437	-0.5157087527198416	0.25	-1.8722150842975491	0.15790674617006306	75.0	0.9248624482023996	10775.0	0.889841996245348	8723.0	0.8688130809597039
Acly	4	2.8478369708188676	3.002075172093855	1.0	2.5350540135713815	0.08504680004862712	0.5461662156007863	0.7488096402410241	0.75	1.176858913089094	0.3241260704754289	-1.217392630633879	-1.1897653712767726	0.0	-6.549396125367458	0.007237158036626025	76.0	0.9248624482023996	1243.0	0.8998711791380146	10839.0	0.8688130809597039
Dnajb9	4	2.5506182883642707	2.9974003157041613	0.75	2.3536611623651766	0.09997298562213562	0.5122470895356461	0.6400353689695506	0.75	1.165725644894195	0.3279797088462236	0.07852468823979664	-0.5931005060126051	0.25	0.10414219711981136	0.9236284405635039	77.0	0.9248624482023996	1638.0	0.8998711791380146	9063.0	0.9853511935864426
Lsm12	4	3.1355562424786068	2.9828548892199915	0.75	1.7805591533476626	0.17302048466144848	-0.02796479007344875	0.24517209219676542	0.75	-0.08722194915150423	0.9359908416307624	-1.9893226160843187	-1.6482876877369277	0.0	-2.2033374739501035	0.11481338965948397	78.0	0.9248624482023996	3725.0	0.9884724636490505	11336.0	0.8688130809597039
Psmc3	4	2.9998697491011326	2.9653324711490123	1.0	7.106769660458028	0.005732354997630304	-1.4948833979514422	-1.2301126451634297	0.25	-1.0033719440364142	0.38961028072552434	0.07965905892197048	-0.4153565360160621	0.25	0.10803157836954395	0.9207906701383082	79.0	0.9024709473477858	10659.0	0.9045660221286685	8191.0	0.9847288466174485
