script	doc_status	n_doc_refs	doc_refs	n_output_dirs	output_dirs	n_summary_json	summary_json	observed_statuses
scripts/v46_report_header_metadata_linter.py	DOCUMENTED	4	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md;docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md;docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;meta/V46_QUEUE.md	1	analysis/v46_report_header_metadata_linter	7	analysis/v46_report_header_metadata_linter/blocked_good/report_header_metadata_lint_summary.json;analysis/v46_report_header_metadata_linter/eligible_good/report_header_metadata_lint_summary.json;analysis/v46_report_header_metadata_linter/metadata_after_result/report_header_metadata_lint_summary.json;analysis/v46_report_header_metadata_linter/missing_cohort_token/report_header_metadata_lint_summary.json;analysis/v46_report_header_metadata_linter/report_header_metadata_synthetic_summary.json;analysis/v46_report_header_metadata_linter/unknown_safe_class/report_header_metadata_lint_summary.json;analysis/v46_report_header_metadata_linter/wrong_locked_hash/report_header_metadata_lint_summary.json	PASS
scripts/v46_report_header_repair_template_coverage.py	DOCUMENTED	3	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md;docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;meta/V46_QUEUE.md	1	analysis/v46_report_header_repair_template_coverage	1	analysis/v46_report_header_repair_template_coverage/report_header_repair_template_coverage_summary.json	PASS
scripts/v46_result_report_safe_class_linter.py	DOCUMENTED	4	docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md;docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md;meta/V46_QUEUE.md	1	analysis/v46_result_report_safe_class_linter	6	analysis/v46_result_report_safe_class_linter/blocked_bad_metric_leak/result_report_safe_class_lint_summary.json;analysis/v46_result_report_safe_class_linter/blocked_good/result_report_safe_class_lint_summary.json;analysis/v46_result_report_safe_class_linter/caution_good/result_report_safe_class_lint_summary.json;analysis/v46_result_report_safe_class_linter/eligible_good/result_report_safe_class_lint_summary.json;analysis/v46_result_report_safe_class_linter/missing_safe_class/result_report_safe_class_lint_summary.json;analysis/v46_result_report_safe_class_linter/result_report_safe_class_synthetic_summary.json	PASS
scripts/v46_return_repair_request_templates.py	DOCUMENTED	2	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md;meta/V46_QUEUE.md	1	analysis/v46_return_repair_request_templates	1	analysis/v46_return_repair_request_templates/return_repair_request_templates_summary.json	PASS
scripts/v46_returned_package_command_order_planner.py	DOCUMENTED	4	docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md;docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_command_order_planner	7	analysis/v46_returned_package_command_order_planner/ambiguous_terms_block/returned_package_command_plan_summary.json;analysis/v46_returned_package_command_order_planner/author_run_only_aggregate_return/returned_package_command_plan_summary.json;analysis/v46_returned_package_command_order_planner/canonical_aggregate/returned_package_command_plan_summary.json;analysis/v46_returned_package_command_order_planner/no_processing_block/returned_package_command_plan_summary.json;analysis/v46_returned_package_command_order_planner/noncanonical_declared/returned_package_command_plan_summary.json;analysis/v46_returned_package_command_order_planner/returned_package_command_order_synthetic_summary.json;analysis/v46_returned_package_command_order_planner/unknown_alias_branch/returned_package_command_plan_summary.json	PASS
scripts/v46_returned_package_dependency_graph.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_dependency_graph	1	analysis/v46_returned_package_dependency_graph/returned_package_dependency_summary.json	PASS
scripts/v46_returned_package_doc_crosslink_linter.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_doc_crosslink_linter	1	analysis/v46_returned_package_doc_crosslink_linter/returned_package_doc_crosslink_summary.json	PASS
scripts/v46_returned_package_handoff_bundle_manifest.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_handoff_bundle_manifest	1	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_summary.json	PASS
scripts/v46_returned_package_preflight_dryrun.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_preflight_dryrun	14	analysis/v46_returned_package_preflight_dryrun/canonical_scored_preflight/package_manifest_shape_classifier/package_manifest_shape_classification_summary.json;analysis/v46_returned_package_preflight_dryrun/canonical_scored_preflight/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json;analysis/v46_returned_package_preflight_dryrun/first30_decision_table/first30_returned_package_decision_summary.json;analysis/v46_returned_package_preflight_dryrun/noncanonical_scored_preflight/package_manifest_shape_classifier/package_manifest_shape_classification_summary.json;analysis/v46_returned_package_preflight_dryrun/noncanonical_scored_preflight/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json;analysis/v46_returned_package_preflight_dryrun/repair_template_coverage/first30_repair_template_coverage_summary.json;analysis/v46_returned_package_preflight_dryrun/returned_package_preflight_dryrun_summary.json;analysis/v46_returned_package_preflight_dryrun/state_transition_validator/returned_package_state_transition_summary.json;analysis/v46_returned_package_preflight_dryrun/terms_blocked_preflight/package_manifest_shape_classifier/package_manifest_shape_classification_summary.json;analysis/v46_returned_package_preflight_dryrun/terms_blocked_preflight/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json;analysis/v46_returned_package_preflight_dryrun/unknown_alias_preflight/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json;analysis/v46_returned_package_preflight_dryrun/unsafe_raw_manifest/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json;analysis/v46_returned_package_preflight_dryrun/unscoreable_preflight/package_manifest_shape_classifier/package_manifest_shape_classification_summary.json;analysis/v46_returned_package_preflight_dryrun/unscoreable_preflight/receipt_manifest_schema_lint/receipt_manifest_schema_lint_summary.json	FAIL;PASS
scripts/v46_returned_package_quickstart_readme.py	DOCUMENTED	3	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_quickstart_readme	1	analysis/v46_returned_package_quickstart_readme/returned_package_quickstart_summary.json	PASS
scripts/v46_returned_package_regression_suite.py	DOCUMENTED	3	docs/validation/COLD_START_OPERATOR_SEQUENCE_V45.md;docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_regression_suite	175	analysis/v46_returned_package_regression_suite/aggregate_only_composition/aggregate_only_composition_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/aggregate_schema_validator/author_run_schema_validation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/author_run_return_gate/author_run_return_gate_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/author_run_return_gate/output_completeness/author_run_output_check_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/author_run_return_gate/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter/metric_format_adapter_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter/normalized_package/validation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/metric_format_adapter_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/validation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/metric_format_adapter_synthetic_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/missing_required_adapter/metric_format_adapter_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/missing_required_adapter/normalized_package/validation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/normalized_completeness/author_run_output_check_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/normalized_schema/author_run_schema_validation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_missing_required_package/result_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/result_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/partial_label_classifier/partial_label_classification_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/safe_interpretation_classifier/safe_interpretation_summary.json;analysis/v46_returned_package_regression_suite/aggregate_only_composition/terms_governance/terms_governance_summary.json;analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/ambiguous_terms_block/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/author_run_only_aggregate_return/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/canonical_aggregate/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/no_processing_block/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/noncanonical_declared/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/returned_package_command_order_synthetic_summary.json;analysis/v46_returned_package_regression_suite/command_order_planner/unknown_alias_branch/returned_package_command_plan_summary.json;analysis/v46_returned_package_regression_suite/dependency_graph/returned_package_dependency_summary.json;analysis/v46_returned_package_regression_suite/doc_crosslink_linter/returned_package_doc_crosslink_summary.json;analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json;analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table/first30_returned_package_decision_summary.json;analysis/v46_returned_package_regression_suite/first30_status_board_dryrun/first30_status_board_dryrun_summary.json;analysis/v46_returned_package_regression_suite/handoff_bundle_manifest/returned_package_handoff_bundle_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/adapter/metric_format_adapter_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/adapter/normalized_package/validation_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/metric_format_adapter_synthetic_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/missing_required_adapter/metric_format_adapter_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/missing_required_adapter/normalized_package/validation_summary.json;analysis/v46_returned_package_regression_suite/metric_format_adapter/normalized_completeness/author_run_output_check_summary.json	FAIL;PASS;REFRESH_NEEDED
scripts/v46_returned_package_route_state_matrix.py	DOCUMENTED	3	docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;docs/validation/RETURNED_PACKAGE_ROUTE_STATE_MATRIX_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_route_state_matrix	1	analysis/v46_returned_package_route_state_matrix/returned_package_route_state_matrix_summary.json	PASS
scripts/v46_returned_package_safe_interpretation.py	DOCUMENTED	3	docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_safe_interpretation	15	analysis/v46_returned_package_safe_interpretation/batch_confounder_warning/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/below_floor/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/completeness_block/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/context_only/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/eligible_preferred_clean/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/metadata_contradiction/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/minimum_clean/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/redaction_block/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/safe_interpretation_synthetic_summary.json;analysis/v46_returned_package_safe_interpretation/schema_block/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/small_clean/safe_interpretation_summary.json;analysis/v46_returned_package_safe_interpretation/synthetic/below_floor_pair_summary.json;analysis/v46_returned_package_safe_interpretation/synthetic/minimum_pair_summary.json;analysis/v46_returned_package_safe_interpretation/synthetic/preferred_pair_summary.json;analysis/v46_returned_package_safe_interpretation/terms_block/safe_interpretation_summary.json	PASS
scripts/v46_returned_package_state_transition_validator.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_state_transition_validator	1	analysis/v46_returned_package_state_transition_validator/returned_package_state_transition_summary.json	PASS
scripts/v46_returned_package_status_board_schema_linter.py	DOCUMENTED	2	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_returned_package_status_board_schema_linter	1	analysis/v46_returned_package_status_board_schema_linter/status_board_schema_linter_summary.json	PASS
scripts/v46_safe_class_report_template_readiness.py	DOCUMENTED	2	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md;meta/V46_QUEUE.md	1	analysis/v46_safe_class_report_template_readiness	13	analysis/v46_safe_class_report_template_readiness/report_lint/below_v45_planning_floor/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_completeness/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_metadata_contradiction/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_redaction/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_return_gate/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_schema/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/blocked_terms_or_receipt_gates/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/caution_batch_or_confounder/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/context_only_or_labels_needed/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/eligible_for_preregistered_interpretation/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/inconclusive_small_cohort/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/report_lint/minimum_decision_grade_caution/result_report_safe_class_lint_summary.json;analysis/v46_safe_class_report_template_readiness/safe_class_report_template_readiness_summary.json	PASS
scripts/v46_safe_interpretation_examples.py	DOCUMENTED	1	docs/validation/SAFE_INTERPRETATION_EXAMPLES_V46.md	1	analysis/v46_safe_interpretation_examples	1	analysis/v46_safe_interpretation_examples/safe_interpretation_examples_summary.json	PASS
scripts/v46_safe_wording_fixture_linter.py	DOCUMENTED	4	docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md;docs/validation/SAFE_WORDING_FIXTURE_LINTER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_safe_wording_fixture_linter	1	analysis/v46_safe_wording_fixture_linter/safe_wording_fixture_summary.json	PASS
scripts/v46_sap_ai_core_health_check.py	DOCUMENTED	3	docs/validation/SAP_AI_CORE_HEALTH_CHECK_V46.md;meta/SAP_AI_CORE_ACCESS_V30.md;meta/V46_QUEUE.md	1	analysis/v46_sap_ai_core_health_check	1	analysis/v46_sap_ai_core_health_check/sap_ai_core_health_summary.json	PASS
scripts/v46_small_n_conclusion_language_table.py	DOCUMENTED	2	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md;meta/V46_QUEUE.md	1	analysis/v46_small_n_conclusion_language	1	analysis/v46_small_n_conclusion_language/small_n_conclusion_language_summary.json	PASS
scripts/v46_status_board_markdown_roundtrip_renderer.py	DOCUMENTED	3	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_status_board_markdown_roundtrip_renderer	1	analysis/v46_status_board_markdown_roundtrip_renderer/status_board_markdown_roundtrip_summary.json	PASS
scripts/v46_terms_governance_matrix.py	DOCUMENTED	3	docs/validation/DATA_USE_TERMS_CAPTURE_V45.md;docs/validation/TERMS_GOVERNANCE_MATRIX_V46.md;meta/V46_QUEUE.md	1	analysis/v46_terms_governance_matrix	6	analysis/v46_terms_governance_matrix/aggregate_only_local_preflight/terms_governance_summary.json;analysis/v46_terms_governance_matrix/ambiguous_terms/terms_governance_summary.json;analysis/v46_terms_governance_matrix/author_run_only/terms_governance_summary.json;analysis/v46_terms_governance_matrix/local_preflight_allowed/terms_governance_summary.json;analysis/v46_terms_governance_matrix/no_processing/terms_governance_summary.json;analysis/v46_terms_governance_matrix/terms_governance_synthetic_summary.json	PASS
scripts/v46_unscoreable_return_composition_dryrun.py	DOCUMENTED	2	docs/validation/UNSCOREABLE_RETURN_COMPOSITION_DRYRUN_V46.md;meta/V46_QUEUE.md	1	analysis/v46_unscoreable_return_composition_dryrun	9	analysis/v46_unscoreable_return_composition_dryrun/author_run_output_check/author_run_output_check_summary.json;analysis/v46_unscoreable_return_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json;analysis/v46_unscoreable_return_composition_dryrun/author_run_return_gate/output_completeness/author_run_output_check_summary.json;analysis/v46_unscoreable_return_composition_dryrun/author_run_return_gate/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_unscoreable_return_composition_dryrun/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_unscoreable_return_composition_dryrun/route_state_matrix/returned_package_route_state_matrix_summary.json;analysis/v46_unscoreable_return_composition_dryrun/synthetic/unscoreable_aggregate_package/validation_summary.json;analysis/v46_unscoreable_return_composition_dryrun/terms_governance/terms_governance_summary.json;analysis/v46_unscoreable_return_composition_dryrun/unscoreable_composition_summary.json	FAIL;PASS
