analysis	disease_name	compartment	role	gene	n_case_donors	n_control_donors	delta_log2_cpm	hedges_g	p	fdr	mean_case_detection_fraction	mean_control_detection_fraction	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	dir
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	FABP5	6	6	0.9702163935438639	0.8612755814145325	0.14018281549223574	0.5358727853344708	0.2313559849992505	0.1605765740312666	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CTSD	6	6	-1.7093214012766982	-1.6898032270909575	0.00997536076441771	0.22632409422646416	0.4770062282138831	0.629141752709714	False	True	False	False	-
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CD44	6	6	0.8052296622383928	1.659724261759489	0.011922604592866756	0.24219355416215016	0.589461670823277	0.6116564249755997	True	False	False	False	+
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	LIPA	6	6	-1.4666342972272002	-1.1426708582308507	0.062236621131027195	0.4205790894668931	0.21333531303515188	0.3353336790037842	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	LTA4H	6	6	1.2293384419524989	1.8750080323162714	0.007192260200206723	0.20566980742713425	0.1549899427879425	0.07705301493125118	True	False	False	False	+
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	LAMP1	6	6	-0.5519860169186659	-0.5877188689693353	0.29600082422335844	0.6679927787333536	0.22402610935122966	0.2551436244670468	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	LGALS3	6	6	-1.1347401986392462	-1.9692202446601688	0.004972486926397179	0.17919329271795703	0.5411590637879378	0.8026218087019058	False	True	False	False	-
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	C15ORF48	6	6	3.8815724931805544	2.7690996156217014	0.0006135142886959387	0.084811487980697	0.3075494503570052	0.09263595657608603	True	False	True	False	+
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CALR	6	6	0.16029100011061992	0.6472348300780985	0.2612961121807173	0.6483184114239636	0.4660711168154437	0.4655134383400969	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IFI30	6	6	0.7172729670980287	1.1369441493013954	0.0587351072424498	0.41690292474376756	0.23405469484511277	0.17598493069467988	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	APOE	6	6	0.5164545925186674	0.256959745161042	0.6408266291066776	0.8815681606026166	0.12288816407801921	0.12643530825670793	False	False	False	False	0
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	LGALS1	6	6	-0.41125260163524935	-0.6885819061284462	0.2283501429466464	0.6142073898811259	0.5119005109032501	0.6388017810054623	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSS	6	6	0.5876344486633638	0.9169822162593669	0.13237292631091746	0.5294332132888903	0.6984495491597255	0.4458944463707814	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CHI3L1	6	6	-0.2542605564510152	-0.20379604053617148	0.7107150724424911	0.897535367651118	0.0029081766670419154	0.0028526908785808463	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	MERTK	6	6	-0.16807835103993707	-0.14660430439310254	0.7895026998637643	0.9300769372783357	0.0663509732407493	0.07984062772897725	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	ACSL3	6	6	0.6427864604395905	0.794926279379701	0.17501770594200144	0.5704314213079748	0.17252456140973962	0.11406177227273506	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	MGLL	6	6	-0.8982709920697873	-0.6946944694407575	0.22230213625563985	0.6093306180094239	0.07048245127033488	0.12838402809883392	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SCARB2	6	6	-0.3578580067443342	-0.4547448411349857	0.41731328533991485	0.7497006481706104	0.1752051660989009	0.18471012910737827	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SPP1	6	6	4.636282181057901	1.855827407235843	0.01761612414131763	0.2816104529007825	0.03728574797229255	0.0	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	TREM2	6	6	-0.8191408580965116	-0.3638525947801671	0.5112999281339183	0.8011324020296401	0.028722626539652633	0.06301688434273385	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	PLA2G7	6	6	0.7743799311856643	1.1235157208025883	0.06420944135268657	0.43576475650021507	0.27196906700646284	0.14265935621821543	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GPNMB	6	6	-4.010061641375242	-2.133752284978791	0.0026760588310739027	0.1455520125968961	0.06591344087085142	0.2442641607164261	False	True	False	False	-
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SNX10	6	6	1.3057758357284754	2.1297105439276396	0.002572431424807565	0.14392964676833148	0.25940637098488833	0.11784446113936405	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	TBXAS1	6	6	0.03830330362165224	0.07850343113378652	0.8874288268535805	0.9704743914110413	0.2921437847356607	0.2406617448759439	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LAMP2	6	6	-0.31060058080280406	-0.3249945566150888	0.5557353724114834	0.826172963908882	0.26936102520728117	0.24051225578329138	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSB	6	6	-0.03359943162589829	-0.031492947997994354	0.9545389207581807	0.988332203356967	0.5873739132840674	0.4604062590965909	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	MSR1	6	6	-1.1746251586912244	-0.7746842269582747	0.18317375116848286	0.5710637248120868	0.06939669317978887	0.15069655271313848	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FABP5	6	6	1.643703165770515	1.3738962089931583	0.02807679622760085	0.32705155469215597	0.3030520580700934	0.1605765740312666	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSD	6	6	-1.882045130896472	-2.1030983848010703	0.003181901292124324	0.15256356701561136	0.5083497001905128	0.629141752709714	False	True	False	False	-
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD44	6	6	0.6693055993799923	0.8680829805347021	0.1496625278916277	0.5510434207570581	0.7131983997196278	0.6116564249755997	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LIPA	6	6	-1.9121782816765611	-1.3162112021488432	0.03335660067204309	0.34688369811877123	0.2006392828339266	0.3353336790037842	False	True	False	False	-
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LTA4H	6	6	1.1768586693611374	1.4795175931984301	0.01959654619233484	0.287386846792938	0.16684911259067092	0.07705301493125118	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LAMP1	6	6	-0.685316449140303	-0.8920042218621259	0.13467740312771562	0.5314362567001695	0.2493095371460551	0.2551436244670468	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LGALS3	6	6	-0.3873260318983256	-0.5680379399560432	0.31159570637186196	0.6865205233848535	0.6435551602712808	0.8026218087019058	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C15ORF48	6	6	4.446094548919012	3.847759567355839	2.9480144785423246e-05	0.028747352615042725	0.505594851549704	0.09263595657608603	True	False	True	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CALR	6	6	0.38958715901268093	1.3611583777268035	0.029320479586191106	0.33190977388945353	0.5676338604525841	0.4655134383400969	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFI30	6	6	1.102675107097956	1.6895542762856646	0.009992011456498745	0.23412517333064503	0.3637401906579744	0.17598493069467988	True	False	False	False	+
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	APOE	6	6	-1.5227343657380912	-0.6137517164920112	0.2833050099800545	0.6680538746364704	0.06238754720911054	0.12643530825670793	False	False	False	False	0
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	LGALS1	6	6	-0.11171383496511744	-0.19084986863009254	0.7283454851744822	0.9060632369197771	0.6471169723104642	0.6388017810054623	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSS	6	6	0.2676722926879105	0.6351527185129658	0.2688789644100709	0.5605926242495334	0.4182776758439433	0.36181683408460086	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CHI3L1	6	6	0.33715966338861775	1.1656156330857845	0.08038517989286778	0.34560469371018004	0.0017250626968417146	0.0	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MERTK	6	6	-0.4898456103836858	-0.591666916796576	0.29417417227963627	0.5817172398755196	0.004634625494513296	0.005678260335783904	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ACSL3	6	6	1.0739970552681424	4.232555496505125	5.862895522198751e-05	0.036477679604365876	0.16585279992296845	0.07926740967324958	True	False	True	False	+
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MGLL	6	6	-0.3291464967538973	-0.8651312869987873	0.14095578560615057	0.42594474691991774	0.35372280117273713	0.3657864783429526	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SCARB2	6	6	-0.07953027465065077	-0.16546497392177165	0.7638035965998569	0.8889462315252751	0.19028689094400106	0.1676321479813624	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SPP1	6	6	0.3988574374537781	0.834905438164213	0.17798701040189238	0.46806126518786406	0.0026713863115022177	0.0	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PLA2G7	6	6	-0.024345144555635467	-0.0468916346138455	0.9324485481612326	0.9722400142157549	0.0010665760028715358	0.0006510416666666666	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	GPNMB	6	6	0.09325679888259747	0.2419919308411026	0.6614321507767856	0.8314118268124092	0.0013887378262604927	0.0008112968864025889	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SNX10	6	6	0.32801412218131054	0.5233787059951053	0.35376772799377715	0.6268294944446289	0.005035868736098375	0.0014428977627368763	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TBXAS1	6	6	0.7564540519636238	1.056100610251727	0.08488627373807739	0.3495163731484392	0.023945658335018462	0.014751074837166318	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LAMP2	6	6	-0.13204244228954742	-0.29525147257226925	0.5945924908456486	0.7950115061669077	0.1162479868246555	0.10277590115388029	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSB	6	6	0.11773929514266701	0.6446696603013666	0.25518696761605075	0.5482732894749807	0.2531398568975652	0.1945864815461673	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	FABP5	6	6	-0.1376418749915569	-0.1777849105558635	0.7493911753621324	0.8808287848310158	0.30632083811048416	0.2683603892241467	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSD	6	6	-0.059521712536971805	-0.12545757834700594	0.8202109524507736	0.916601129170885	0.5383168951401578	0.5093416493908003	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD44	6	6	1.2438343333942177	2.308336530258375	0.002079624137182205	0.11574802585894949	0.16543888485458144	0.07105680374031903	True	False	False	False	+
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LIPA	6	6	0.785289482262151	1.2979854768121164	0.049379406553575395	0.2878186272324588	0.022374643487613397	0.009008646024969785	True	False	False	False	+
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LTA4H	6	6	0.50192415077895	0.665505776483174	0.26246356958573713	0.5550109005735253	0.07548605807741708	0.051879891956928076	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LAMP1	6	6	-0.2972321739400261	-0.7970710194197863	0.1657527949466144	0.4537816557803643	0.19951920985594962	0.20952561868352412	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LGALS3	6	6	-0.6464190257078926	-1.3483278546033604	0.030153121802148863	0.23988373572273933	0.6881972799418329	0.7412931300918494	False	True	False	False	-
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C15ORF48	6	6	-0.15057739391897762	-0.3434517055460694	0.5360754977178109	0.7582795750034089	0.6594571561014589	0.6727719864729517	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CALR	6	6	0.829366097575507	4.0190595404869045	4.652741769410272e-05	0.032647953554855245	0.5659370270959837	0.41609371650322036	True	False	True	False	+
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFI30	6	6	0.1254601416042469	0.15396406717813718	0.7785615380091883	0.8959783692468007	0.03620294226501023	0.029744683317331613	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	APOE	6	6	0.5572615989114387	0.47816399726661535	0.39529615748971575	0.6572298491723934	0.006000935913945393	0.0037386068235252534	False	False	False	False	0
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LGALS1	6	6	0.19119621495494243	0.2311979031829118	0.6743464368228426	0.8388056052595403	0.03470650694008675	0.03114939197458476	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CTSS	6	6	0.08421017735519065	0.23777515651085893	0.6662150440894026	0.8642183884396296	0.3607989548089294	0.36181683408460086	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MERTK	6	6	-1.3720515044755257	-2.590278319981793	0.0034729174649706486	0.12488189331197058	0.00045045045045045046	0.005678260335783904	False	True	False	False	-
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ACSL3	6	6	0.8958958802037582	1.5597574316376874	0.029523473452142988	0.2862078106983572	0.1337999828874192	0.07926740967324958	True	False	False	False	+
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MGLL	6	6	-0.508833966452463	-0.9703802221115038	0.11304421847809697	0.43806018558571225	0.32844907766915404	0.3657864783429526	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SCARB2	6	6	0.17193441633529005	0.36229917818688195	0.5148267974399852	0.7815993974871905	0.19014564960023364	0.1676321479813624	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PLA2G7	6	6	0.2919405681041933	0.28962667024595884	0.6022316535116562	0.8299225312747247	0.003138622493461203	0.0006510416666666666	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GPNMB	6	6	-0.1388541969812233	-0.467175904939287	0.4014069423608269	0.7181988483421105	0.0009009009009009009	0.0008112968864025889	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SNX10	6	6	1.6472811883287952	1.150957202509877	0.07775461387961244	0.4012987204411367	0.01607135982135982	0.0014428977627368763	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TBXAS1	6	6	1.8276055444981574	1.7092424821722636	0.010425352617692037	0.19318954395317975	0.04945609748771888	0.014751074837166318	True	False	False	False	+
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LAMP2	6	6	-0.2743183709278716	-0.6121475013577082	0.28367472217746464	0.6347834597105604	0.09209387165668999	0.10277590115388029	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CTSB	6	6	0.4631497918567504	1.5291211146354735	0.02526380990939479	0.2731908958191365	0.2222156669206754	0.1945864815461673	True	False	False	False	+
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	FABP5	6	6	-1.295245173178782	-2.0919831002463027	0.00532752394606013	0.15244649423882986	0.1664700742109486	0.2683603892241467	False	True	False	False	-
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CTSD	6	6	-0.1087978605199087	-0.18779860377097554	0.7318906379377434	0.8954623432072177	0.5106545518843905	0.5093416493908003	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD44	6	6	1.9658364080683386	2.4107005995788056	0.0015832670954624788	0.08521369688792699	0.19271937104598394	0.07105680374031903	True	False	True	False	+
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LIPA	6	6	0.4378379644120505	0.4349794849564399	0.448809668259764	0.7427723997802335	0.02191745952887719	0.009008646024969785	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LTA4H	6	6	-0.33651855616297377	-0.20458970748047153	0.7119093750864872	0.8864615433256086	0.05382187970260976	0.051879891956928076	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LAMP1	6	6	-0.15506287656195994	-0.4235799111290328	0.4451984406579745	0.7414904602418609	0.1940414572205744	0.20952561868352412	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LGALS3	6	6	-0.375933689817348	-0.6125433449905012	0.27979319320950957	0.6311442421136889	0.6804494402329716	0.7412931300918494	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C15ORF48	6	6	-0.5225009732927539	-0.8301452089650196	0.165508026928717	0.5070960328575178	0.5470641784202904	0.6727719864729517	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CALR	6	6	1.0437359702125235	4.638647428245646	7.023143783541643e-06	0.007694123475462205	0.5145719316188331	0.41609371650322036	True	False	True	False	+
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30	6	6	-1.057607003561916	-0.6717922766788259	0.25065662367205926	0.6027639165667898	0.018689907012275433	0.029744683317331613	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	APOE	6	6	0.908747177811456	0.4946351748114667	0.37870794116039125	0.7037150028714052	0.00831649773712592	0.0037386068235252534	False	False	False	False	0
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LGALS1	6	6	-0.3211551623860891	-0.23221612669870265	0.6772569722575339	0.8707923330467867	0.03205920552588634	0.03114939197458476	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CTSS	6	6	-0.12525920586342565	-0.10900846263419427	0.8444482237380191	0.953940166752021	0.34323909392983	0.29351686698151275	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CHI3L1	6	6	4.6968430503953424	1.695167960467416	0.011213858729878491	0.5183164950749184	0.2127878583764351	0.02751033947278675	True	False	False	False	+
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MERTK	6	6	0.3607643121155242	0.29096056773996676	0.6039662543044861	0.8734677616259761	0.03068881303151096	0.012755481856254003	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ACSL3	6	6	0.8062767899289174	1.84998836185054	0.008593749135752211	0.5089994699111733	0.2834275468359518	0.1670053284722263	True	False	False	False	+
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MGLL	6	6	0.2363235078820498	0.29836568396566243	0.5917128205408827	0.8703704867425645	0.43599789589457577	0.3334407156934325	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SCARB2	6	6	0.1227669730246328	0.2662636264629741	0.6292510315819274	0.8819877716201336	0.5040962623270494	0.4785331266255517	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SPP1	6	6	0.8833971769993383	0.5319808007021054	0.35393591172802114	0.7821378074851701	0.0477709337588604	0.048233829260407514	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PLA2G7	6	6	0.26514961952381155	0.4802709299701313	0.39483277503653186	0.7969179889355286	0.003198855938581966	0.0008460236886632825	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	GPNMB	6	6	-0.8743253955241785	-0.4697057866672381	0.40119582902215684	0.7997449934816173	0.08878196075781403	0.1104338403732484	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SNX10	6	6	0.677232999200807	0.4410168709077709	0.4382015614925891	0.816978094597536	0.08107081951405147	0.028922179008866646	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TBXAS1	6	6	0.10800083053823784	0.11759009478955577	0.8298171081521256	0.948523996282934	0.037591235867298095	0.03174664129300578	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LAMP2	6	6	-0.17631409184532476	-0.6249339303297995	0.26850389448881107	0.7458087271343212	0.4655615989665212	0.4821553087947776	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CTSB	6	6	0.0942633773565511	0.14253033895564723	0.7954736895967445	0.9362004946332494	0.4910375528555236	0.5387527456265392	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MSR1	6	6	0.17851924762506396	0.38502201704640465	0.48864625140717594	0.8327420085176317	0.002430902430902431	0.0008460236886632825	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	FABP5	6	6	-1.2425162056067105	-0.689710998540235	0.2402172497243805	0.7317597096805932	0.40670746906525873	0.5843793103525355	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CTSD	6	6	-0.22194619331855137	-0.2803512111591226	0.6107283441473509	0.8750398613817516	0.5922690091427031	0.5961408269989451	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CD44	6	6	-0.2020040549490627	-0.3209376589004124	0.5718693806147697	0.863314467214486	0.4208760314576428	0.5467504868122406	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LIPA	6	6	-0.3747324213896839	-0.4385462641676092	0.43631768820125183	0.8164239255561416	0.12545086482281745	0.13707423767166743	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LTA4H	6	6	0.2950693619455489	0.5435026796863163	0.3431779753649417	0.7796126173984669	0.14800031573307634	0.09949729354265709	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LAMP1	6	6	-0.3524991099313919	-0.7373875981733959	0.19828656271279296	0.7157355194853073	0.4001470803014801	0.45591154431416814	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LGALS3	6	6	-0.5853918604266735	-2.0281806800003044	0.004510684021937237	0.4702570961658924	0.7160135223752592	0.8113898415102212	False	True	False	False	-
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	C15ORF48	6	6	1.9254757333574382	0.7219127643791762	0.22717414270423206	0.72652862619561	0.09314105328152229	0.016816929667701815	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CALR	6	6	0.4685896434805894	1.3514612850870837	0.029807267309619717	0.5579435534994297	0.7976053903787825	0.7051213784269478	True	False	False	False	+
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30	6	6	0.014103556931832184	0.011126332772722904	0.9838317261763274	0.9962388941271814	0.03746330031447283	0.0278178847220636	False	False	False	False	0
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	APOE	6	6	0.7037205619338618	0.2860176386038081	0.6078290636678411	0.8748455710406243	0.45114390743018556	0.4382828644343801	False	False	False	False	0
