contrast	gene	log2fc	p	padj_calc	source_url
SP140_siRNA_M1_vs_scrambled	IL6	0.5634486509999999	0.107275178	0.7528024763113301	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IRF1	-0.259543106	0.010931338	0.49935358817763165	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	JAK2	-0.385121152	0.000136997	0.11191043170588234	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	LAMP1	0.011503712	0.8642974749999999	0.9816389167682177	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	LAMP2	0.1347109049999999	0.057998836	0.6959607136566781	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	LAMP3	0.2421030469999999	0.00900218	0.4891134910105263	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	LIPA	-0.024425032	0.716959101	0.9571121750821797	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	LPL	-0.046488493	0.7548308649999999	0.9625313849261258	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	MERTK	0.130276675	0.168930517	0.8086712784881076	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	MSR1	-0.029716304	0.776115195	0.9663967632295832	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	NFKBIA	0.288513202	0.102554118	0.7528024763113301	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	NFKBIZ	0.25005386	0.2828076849999999	0.8517823532048111	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	PLIN2	0.254054592	0.02317017	0.5883878625369717	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	PTGS2	0.2787757719999999	0.11689002	0.7594953719522919	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	SP100	-0.058052177	0.5267173299999999	0.9178300679519037	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	SP110	-0.022560782	0.764448282	0.9641531254171428	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	SP140	-0.764842228	8.820000000000001e-07	0.0078808725	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	SP140L	-0.026183111	0.823110623	0.9755689382022358	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	SPP1	-0.034481002	0.806846711	0.9716388507237254	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	STAT1	-0.222800552	0.030634718	0.5983535379438202	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TNF	0.514734275	0.090018185	0.7381741270682755	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TNFAIP3	0.273389875	0.218346907	0.8363973311857416	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TOP1	-0.07372193	0.4709512269999999	0.9063779436438963	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TOP2A	-0.090253019	0.286536389	0.8524333575144262	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TOP2B	-0.070626887	0.2805459719999999	0.8506423391187771	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TREM2	0.064153999	0.555823238	0.9249262117966222	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TRIM22	-0.04506538	0.5530041519999999	0.924386855494828	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	TRIM25	-0.036667366	0.771223204	0.9655378518242332	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	XRCC5	-0.059921568	0.535090617	0.9202158751820314	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	XRCC6	0.055628627	0.463537556	0.9045658792821233	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	ACSL1	-0.03781353	0.625987759	0.7839549778855828	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	APOE	0.03112044	0.657613304	0.8039683029006074	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CCL2	0.037559987	0.752623005	0.8646802402753142	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CD36	0.077325874	0.38743696	0.5967211068902194	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CD74	0.051831131	0.449566929	0.6516020096402628	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CEACAM1	-0.216080351	0.02339473	0.11073027113496933	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CTSB	0.311709295	0.008229397	0.06138479858055854	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CTSD	-0.007262281	0.934495296	0.9688795205052633	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CTSS	-0.034062631	0.689710655	0.8263317976002932	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	CXCL10	0.083725708	0.77225641	0.8774607073858616	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	FABP5	0.055830717	0.5593827009999999	0.7363799780637792	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	GBP1	0.00382817	0.971496719	0.9856206119778638	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	GPNMB	0.050346998	0.428547293	0.6345954636266795	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DMA	-0.048316754	0.5149758909999999	0.7036770833727244	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DMB	-0.056655279	0.4022096459999999	0.610635766262381	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DPA1	-0.014874011	0.814254836	0.9009554980321836	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DPB1	-0.3200547109999999	0.00252386	0.033253172504743835	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DRA	0.008715694	0.895334256	0.9486881438327484	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HLA-DRB1	-0.260304388	0.016213679	0.08871527197517733	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HMGB1	0.266274445	0.01905511	0.09737109155457552	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	HMGB2	-0.1610299269999999	0.110908875	0.28260395360091745	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IFI30	0.141797525	0.137952928	0.3221376006618463	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IL10	0.252591153	0.025310213	0.11595980266622692	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IL12A	-0.002604442	0.976018404	0.987178993179024	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IL12B	-0.253877104	0.006610802	0.05510456625090036	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IL1B	0.049094688	0.927263851	0.9664449939085109	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IL6	-0.039474176	0.905634418	0.9545040348183059	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	IRF1	-0.246507429	0.014595055	0.08385551902933884	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	JAK2	0.220113478	0.009942055	0.06726289471080818	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	LAMP1	0.04293069	0.526512838	0.7118765243214877	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	LAMP2	-0.064311079	0.3404315339999999	0.5541639564714569	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	LAMP3	0.005798618	0.942985451	0.9731895777375892	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	LIPA	0.063011806	0.356231307	0.5687218752817743	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	LPL	0.007258275	0.961044125	0.9802438313532869	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	MERTK	0.283719045	0.007083455	0.057024892513043476	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	MSR1	-0.440207593	0.000777047	0.019777249895604396	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	NFKBIA	-0.031312176	0.852175424	0.9236057217738235	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	NFKBIZ	0.004561113	0.984023871	0.991305005192383	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	PLIN2	0.1187769719999999	0.25235962	0.46345315172867907	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	PTGS2	-0.016341655	0.923264635	0.9638682894485792	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	SP100	-0.025830216	0.7768897559999999	0.8796029646814404	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	SP110	-0.107435691	0.168054026	0.36026030550509414	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	SP140	-0.973773416	4.89e-08	0.00033953715000000005	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	SP140L	-0.080423794	0.495690693	0.689883408868611	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	SPP1	-0.069033801	0.6256514349999999	0.7837998626833557	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	STAT1	0.1291671849999999	0.184553525	0.3826929672502613	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TNF	-0.030921241	0.914322416	0.9593485159256573	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TNFAIP3	-0.012839621	0.952556427	0.9764635049641248	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TOP1	-0.166180456	0.117364466	0.2912538349472929	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TOP2A	0.164782064	0.062866353	0.20032699497728315	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TOP2B	0.193744982	0.008308671	0.06179825025481799	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TREM2	0.267404248	0.0249875	0.11512559286268656	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TRIM22	0.121678746	0.123328786	0.30015191923974766	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	TRIM25	0.1266030649999999	0.3235611219999999	0.5378613001213789	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	XRCC5	-0.137252027	0.167574957	0.3597331006119957	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
SP140_siRNA_M1_4h_LPS_vs_scrambled	XRCC6	0.167026964	0.040368503	0.15332052982973488	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM3_ESM.xlsx
GSK761_M1_vs_DMSO	ACSL1	-0.698710677	0.014436988	0.14261820738778747	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM5_ESM.xlsx
GSK761_M1_vs_DMSO	APOE	-0.033989454	0.866768737	0.9784629050121432	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM5_ESM.xlsx
GSK761_M1_vs_DMSO	CCL2	-0.8979937879999998	0.000641686	0.01661846674012474	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM5_ESM.xlsx
GSK761_M1_vs_DMSO	CD36	-0.099186743	0.737977726	0.9463359815197119	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM5_ESM.xlsx
