contrast	gene	log2fc	p	padj_calc	source_url
SP140_siRNA_M1_vs_scrambled	ACSL1	-0.045546626	0.5579550079999999	0.9258171739162584	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	APOE	0.05769045	0.415426681	0.8922757949338234	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CCL2	0.021584637	0.8560901189999999	0.980971642868315	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CD36	0.102453817	0.257028945	0.8475804813417983	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CD74	0.084037339	0.2279997769999999	0.8404448646175062	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CEACAM1	-0.670818772	1.8e-06	0.0078808725	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CTSB	-0.055345311	0.592451304	0.9333871404546383	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CTSD	0.043230607	0.626162461	0.9424426657857836	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CTSS	-0.1558910159999999	0.083567003	0.7329092468433963	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	CXCL10	0.1775896979999999	0.5414965339999999	0.9219536984193509	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	FABP5	0.1520785789999999	0.125939463	0.7675770569382663	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	GBP1	-0.458180629	0.000695097	0.2540213694473684	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	GPNMB	-0.011967519	0.8490758419999999	0.979595043451744	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DMA	-0.003671009	0.960229555	0.9956646598074664	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DMB	-0.000786217	0.990601078	0.9991630716288495	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DPA1	-0.031173834	0.6236526639999999	0.9420933911637113	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DPB1	-0.150478043	0.105378719	0.7528024763113301	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DRA	-0.026390509	0.691151975	0.9537563081314794	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HLA-DRB1	-0.183123919	0.074879622	0.7193129017732598	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HMGB1	-0.090369727	0.3827141849999999	0.880508927616799	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	HMGB2	-0.003634893	0.969866102	0.9970276403646589	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IFI30	-0.1126548879999999	0.2316254319999999	0.841804502300628	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IL10	-0.077170045	0.456161427	0.9027544974573423	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IL12A	-0.109790163	0.2182398399999999	0.8363973311857416	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IL12B	-0.045139327	0.578806927	0.9302583779614896	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
SP140_siRNA_M1_vs_scrambled	IL1B	1.253682911	0.032799186	0.6105660804048257	https://static-content.springer.com/esm/art%3A10.1186%2Fs12915-022-01380-6/MediaObjects/12915_2022_1380_MOESM2_ESM.xlsx
