draw	activity	inhibition_fraction	injury_reduction_fraction	free_lipid_increase_fraction	clearance_capacity_drop_fraction	safe_window_rule	param_F0	param_D0	param_I0	param_debris_input	param_k_ester	param_k_alt_clear	param_k_lipolysis	param_k_export	param_ifn_tone	param_k_ld_inflam	param_k_free_inflam	param_k_resolution	param_w_ld	param_w_free
0	1.0	0.0	0.0	0.0	0.0	True	0.7533037333256444	0.5883146479638505	1.561072746366333	0.8025525456183701	1.0419481716210541	0.31218041831258136	0.11568836981398231	0.16974727273322784	0.623960681367853	1.246341468678583	1.768456554581728	1.0371336369543218	0.13844017438750897	0.6625849857159342
0	0.8	0.19999999999999996	0.0018685755337679761	0.1533968618625368	0.15389205713057416	True	0.7533037333256444	0.5883146479638505	1.561072746366333	0.8025525456183701	1.0419481716210541	0.31218041831258136	0.11568836981398231	0.16974727273322784	0.623960681367853	1.246341468678583	1.768456554581728	1.0371336369543218	0.13844017438750897	0.6625849857159342
0	0.6	0.4	0.004414303132413434	0.36238197630475705	0.30778411426114827	False	0.7533037333256444	0.5883146479638505	1.561072746366333	0.8025525456183701	1.0419481716210541	0.31218041831258136	0.11568836981398231	0.16974727273322784	0.623960681367853	1.246341468678583	1.768456554581728	1.0371336369543218	0.13844017438750897	0.6625849857159342
0	0.4	0.6	0.00808672364959193	0.663858043521736	0.46167617139172235	False	0.7533037333256444	0.5883146479638505	1.561072746366333	0.8025525456183701	1.0419481716210541	0.31218041831258136	0.11568836981398231	0.16974727273322784	0.623960681367853	1.246341468678583	1.768456554581728	1.0371336369543218	0.13844017438750897	0.6625849857159342
0	0.2	0.8	0.013846364550661995	1.1366740909219266	0.6155682285222965	False	0.7533037333256444	0.5883146479638505	1.561072746366333	0.8025525456183701	1.0419481716210541	0.31218041831258136	0.11568836981398231	0.16974727273322784	0.623960681367853	1.246341468678583	1.768456554581728	1.0371336369543218	0.13844017438750897	0.6625849857159342
1	1.0	0.0	0.0	0.0	0.0	True	0.32212452677413944	1.909588988442092	1.6933605114797166	0.9018202205726963	0.9172564867656073	0.3720511423501792	0.18532588334025035	0.16347341785665115	0.15334244044018402	1.2238811115197186	1.0852493601369257	0.6115732295498951	0.17561363592779008	0.4745063834407424
1	0.8	0.19999999999999996	0.03963444068213633	0.12008792112138367	0.1422866763605	True	0.32212452677413944	1.909588988442092	1.6933605114797166	0.9018202205726963	0.9172564867656073	0.3720511423501792	0.18532588334025035	0.16347341785665115	0.15334244044018402	1.2238811115197186	1.0852493601369257	0.6115732295498951	0.17561363592779008	0.4745063834407424
1	0.6	0.4	0.09008729466754083	0.27295435514935573	0.284573352721	False	0.32212452677413944	1.909588988442092	1.6933605114797166	0.9018202205726963	0.9172564867656073	0.3720511423501792	0.18532588334025035	0.16347341785665115	0.15334244044018402	1.2238811115197186	1.0852493601369257	0.6115732295498951	0.17561363592779008	0.4745063834407424
1	0.4	0.6	0.15648801230398884	0.4741409330277942	0.4268600290814999	False	0.32212452677413944	1.909588988442092	1.6933605114797166	0.9018202205726963	0.9172564867656073	0.3720511423501792	0.18532588334025035	0.16347341785665115	0.15334244044018402	1.2238811115197186	1.0852493601369257	0.6115732295498951	0.17561363592779008	0.4745063834407424
1	0.2	0.8	0.24781753168741685	0.750858857230664	0.569146705442	False	0.32212452677413944	1.909588988442092	1.6933605114797166	0.9018202205726963	0.9172564867656073	0.3720511423501792	0.18532588334025035	0.16347341785665115	0.15334244044018402	1.2238811115197186	1.0852493601369257	0.6115732295498951	0.17561363592779008	0.4745063834407424
2	1.0	0.0	0.0	0.0	0.0	True	0.9529474033996324	1.4021957391505475	0.7806659211396028	1.0092145167654207	0.7715915134569156	0.11133450285040539	0.19348557276871725	0.18695650489193508	0.18428485444862314	1.2082159472218663	0.5783726554137157	0.7653092084830149	0.3405451031085749	1.1568248351130663
2	0.8	0.19999999999999996	-0.023765696184816536	0.18287815478728617	0.17478055900628178	True	0.9529474033996324	1.4021957391505475	0.7806659211396028	1.0092145167654207	0.7715915134569156	0.11133450285040539	0.19348557276871725	0.18695650489193508	0.18428485444862314	1.2082159472218663	0.5783726554137157	0.7653092084830149	0.3405451031085749	1.1568248351130663
2	0.6	0.4	-0.058169106379223984	0.44761520909839786	0.34956111801256384	False	0.9529474033996324	1.4021957391505475	0.7806659211396028	1.0092145167654207	0.7715915134569156	0.11133450285040539	0.19348557276871725	0.18695650489193508	0.18428485444862314	1.2082159472218663	0.5783726554137157	0.7653092084830149	0.3405451031085749	1.1568248351130663
2	0.4	0.6	-0.11241158582633745	0.8650200528788552	0.5243416770188456	False	0.9529474033996324	1.4021957391505475	0.7806659211396028	1.0092145167654207	0.7715915134569156	0.11133450285040539	0.19348557276871725	0.18695650489193508	0.18428485444862314	1.2082159472218663	0.5783726554137157	0.7653092084830149	0.3405451031085749	1.1568248351130663
