group	n	n_responders	n_nonresponders	cohorts	auc	auc_ci_low_stratified_bootstrap	auc_ci_high_stratified_bootstrap	hedges_g_pooled_subjects	hedges_g_var	welch_p
primary_locked_all	34	19	15	GSE235357;GSE250453;GSE85034_ADA	0.5473684210526316	0.3367846261528327	0.7428627893845284	0.1802078058630616	0.11980566519675351	0.6056381795904888
primary_locked_plus_exact_uc_all_cell	43	24	19	GSE235357;GSE250453;GSE253006_TOF_exact;GSE85034_ADA	0.6557017543859649	0.4891304347826087	0.8076967592592592	0.6108988240415381	0.09884943309227087	0.049902780819971376
primary_plus_exploratory_all	52	29	23	GSE235357;GSE250453;GSE253006_TOF;GSE253006_TOF_exact;GSE85034_ADA	0.6746626686656672	0.5262368815592204	0.8065476190476191	0.6455444307018042	0.08212829561035603	0.02321397676711863
immunomodulatory_pass_hypothesis_DMF_plus_exact_TOF	19	10	9	GSE235357;GSE253006_TOF_exact	0.8111111111111111	0.5666666666666667	1.0	1.1908348787735676	0.25281957312592457	0.01659770154216917
