debris_affinity	selectivity_debris_over_viable	viable_affinity	dose	median_debris_clearance_gain	p10_debris_clearance_gain	median_viable_lost	p90_viable_lost	median_cytokine_fold	p90_cytokine_fold	median_lipid_burden_fold	passes_safety_window
0.003	1.0	0.003	0.05	1.004719922478304	1.0028061632004541	0.0290806311441697	0.045070222549485846	0.9982805117443707	0.9990452042617761	1.0026665118662221	False
0.003	1.0	0.003	0.06487883568635296	1.006420900778366	1.0036868004362682	0.031206978942810104	0.0415220852460076	0.9976012563835086	0.9987390720933079	1.003801180992506	False
0.003	1.0	0.003	0.08418526640033569	1.0084768560541246	1.004424812204501	0.03354133530826209	0.04304618810531141	0.9969220231568268	0.9980838304997839	1.0049018560551652	False
0.003	1.0	0.003	0.10923684131998462	1.0097906204436295	1.0063720627505204	0.03533040286490058	0.04488393378845707	0.9964217776055819	0.9979296158691453	1.0057408679506805	False
0.003	1.0	0.003	0.14174318157790983	1.0120865049406713	1.0081642320653956	0.03885398054873418	0.05329958768215215	0.9953254252418496	0.9973380970996415	1.0070403638381817	False
0.003	1.0	0.003	0.18392265174508207	1.0161155655906562	1.0095002308649677	0.04351944563612897	0.05465533608535727	0.9946706694004868	0.9969533655986248	1.0098755251709832	False
0.003	1.0	0.003	0.23865375003134995	1.0185444537531865	1.0103713172504845	0.04843696382521312	0.06135163020785722	0.9929961895740252	0.9962255731514711	1.0105747421203548	False
0.003	1.0	0.003	0.30967154868431807	1.0246571809669964	1.0152811601453091	0.05473364484707621	0.06479051014864501	0.9900941738441953	0.9935021789639048	1.0145367310517839	False
0.003	1.0	0.003	0.40182259047656643	1.0274386036216727	1.0174415613089274	0.06163220645897116	0.0764200056492941	0.9895839271617844	0.9934909819039079	1.015835334224354	False
0.003	1.0	0.003	0.5213956364518769	1.0339185042439576	1.0190340035954362	0.06792343921669985	0.08187773606507756	0.9875416737199145	0.9928454823110799	1.0197441528304534	False
0.003	1.0	0.003	0.676550836498855	1.040198818389665	1.0213358895977658	0.07604454449683135	0.0900600271531514	0.9860935243889832	0.9926428363263647	1.0230836715543865	False
0.003	1.0	0.003	0.8778766110934768	1.0459209706048482	1.0298971065380333	0.08631868408713522	0.0999565950973538	0.9825168279464787	0.9910685108890109	1.024817031606346	False
0.003	1.0	0.003	1.1391122480805214	1.0529059871312936	1.0304847432906374	0.09307780144745886	0.1041169380144896	0.9810444832136356	0.9895964882040783	1.0320188150073122	False
0.003	1.0	0.003	1.478085527430565	1.0596376828030611	1.0389991940124121	0.1040271364986336	0.12152414254383472	0.9792960129793026	0.9902281611837138	1.0357775169737287	False
0.003	1.0	0.003	1.9179293612908799	1.0673599004163328	1.0402040800799812	0.11072912837474641	0.12174115479353644	0.9772902163823964	0.9865584464107846	1.037542745792424	False
0.003	1.0	0.003	2.4886604777844563	1.071123436794614	1.043141283183788	0.1156393374692774	0.12890350434869524	0.9720600765104602	0.9843033352397881	1.0378770914624065	False
0.003	1.0	0.003	3.2292278843459683	1.0745251301843868	1.041438706050422	0.12334992775166753	0.13766839561990066	0.9723527976552835	0.9840352073680405	1.0389380776314456	False
0.003	1.0	0.003	4.190170906045426	1.0829924009101077	1.0538454147199365	0.12993038378854282	0.1404600850352494	0.968436268879699	0.9831422323293825	1.0474675073252895	False
0.003	1.0	0.003	5.4370681942211565	1.0873060622614426	1.0512105067004438	0.13460714707324123	0.14597718733534584	0.9706361309550378	0.9810793168495141	1.0460921158819583	False
0.003	1.0	0.003	7.055013079767405	1.087212742562936	1.0514524355223076	0.13741073468436532	0.145289169736302	0.9672357193447132	0.978783715323524	1.048058999811261	False
0.003	1.0	0.003	9.15442068734601	1.091103653639207	1.046529034090069	0.14224421147364802	0.1529390924766228	0.967499570240532	0.9809836525667062	1.0539839042551389	False
0.003	1.0	0.003	11.87856311156143	1.089910423465135	1.057114222422106	0.14231788591390004	0.15077508188096952	0.966845179358128	0.9783664478435868	1.0490964415412776	False
0.003	1.0	0.003	15.413346886099353	1.0904168156350464	1.0551824876887788	0.1449979782302424	0.15729616387232367	0.9676923154700171	0.9820028442005407	1.052733887185168	False
0.003	1.0	0.003	20.0	1.1023674610556493	1.0605540933405473	0.1452269985455108	0.15171336446952963	0.9634368415666084	0.9770488253612247	1.0608420104648046	False
0.003	1.333521432163324	0.0022496826279973675	0.05	1.0051305183280268	1.0030255070395322	0.026395027918641012	0.03542974121904175	0.998159683925028	0.9988485888110905	1.0032327245759625	False
0.003	1.333521432163324	0.0022496826279973675	0.06487883568635296	1.0059702758696125	1.0032454130570314	0.02844822474477582	0.037879500410094386	0.9978701207388896	0.9987751521898054	1.0033948711716951	False
0.003	1.333521432163324	0.0022496826279973675	0.08418526640033569	1.007716638590769	1.005054841412308	0.03005415336909134	0.043935779152243594	0.9971259761847053	0.9981745947267969	1.0041642996051836	False
0.003	1.333521432163324	0.0022496826279973675	0.10923684131998462	1.0098427874960052	1.0060960501603646	0.032346376331770565	0.04222909522188632	0.9963894532977844	0.9980752215636101	1.0056015205201267	False
0.003	1.333521432163324	0.0022496826279973675	0.14174318157790983	1.0134820086595955	1.0073787054815608	0.034061645989901024	0.04647869095446092	0.9952521710621272	0.9968956395236409	1.008639641658232	False
0.003	1.333521432163324	0.0022496826279973675	0.18392265174508207	1.0155301629279117	1.0095594092299485	0.04057978756309916	0.04723484225470185	0.9949561468086592	0.9971457295891897	1.0087182465012345	False
0.003	1.333521432163324	0.0022496826279973675	0.23865375003134995	1.0203241961703813	1.0109071191343237	0.04334832694535329	0.056870741808796074	0.9931394024535525	0.9968040152027865	1.0121895538331604	False
0.003	1.333521432163324	0.0022496826279973675	0.30967154868431807	1.0241045670605786	1.0148946688781493	0.046661818250379405	0.05787233242953532	0.9911144139544446	0.9944761847999262	1.014091750944187	False
0.003	1.333521432163324	0.0022496826279973675	0.40182259047656643	1.028401621445689	1.0186325216433185	0.05176504742108684	0.06320867115462267	0.9894495223347085	0.9938891435769064	1.0176672919944532	False
0.003	1.333521432163324	0.0022496826279973675	0.5213956364518769	1.0390912386994264	1.0218298635036989	0.05901184651842206	0.06857855099889007	0.9864457781018313	0.9907444049218272	1.0224947426642568	False
0.003	1.333521432163324	0.0022496826279973675	0.676550836498855	1.043311348536994	1.0303517360649905	0.06404990654680942	0.07685814652255202	0.9840799734038143	0.989912541138241	1.0274168077036685	False
0.003	1.333521432163324	0.0022496826279973675	0.8778766110934768	1.0439906614746	1.026393724027356	0.07056153086465955	0.08262136953465685	0.9835659356696385	0.9898000548428552	1.0251732628008614	False
0.003	1.333521432163324	0.0022496826279973675	1.1391122480805214	1.0541937030775492	1.0322823657210474	0.07832715132799767	0.08798946275116175	0.9800928537205169	0.9872131643070582	1.0316897540298253	False
0.003	1.333521432163324	0.0022496826279973675	1.478085527430565	1.0602943895088903	1.038326255206936	0.08393223309488251	0.09918562796749245	0.9763571983901723	0.9846303150182585	1.0350858091940625	False
0.003	1.333521432163324	0.0022496826279973675	1.9179293612908799	1.0672436967802899	1.0409927294649362	0.08860088949881378	0.0998067278512031	0.9759428647424748	0.9866555702537457	1.0398182474664805	False
0.003	1.333521432163324	0.0022496826279973675	2.4886604777844563	1.0707694276393813	1.0416155045077962	0.0935729780805854	0.10237930656556536	0.9735256587736026	0.9830819025167071	1.0386223893572297	False
0.003	1.333521432163324	0.0022496826279973675	3.2292278843459683	1.0753096209508561	1.044811694015627	0.09744712553567414	0.11224400899097899	0.9749628990409527	0.985603687304116	1.0428520995542754	False
0.003	1.333521432163324	0.0022496826279973675	4.190170906045426	1.083970613359008	1.0518892106936746	0.10108533138285991	0.11559116485991948	0.9700868943770755	0.9826687905459092	1.0480050330937933	False
0.003	1.333521432163324	0.0022496826279973675	5.4370681942211565	1.0805567893377217	1.0526027193904943	0.10602499746658856	0.11772503513785734	0.9703516772166059	0.9821971854402614	1.0467552213211682	False
0.003	1.333521432163324	0.0022496826279973675	7.055013079767405	1.0926046851027706	1.0527665177639687	0.1095673994922241	0.11992349019911293	0.9666422169937952	0.9841786600467862	1.0495325308776784	False
