seed	donors	effect_scale	method	truth_class	candidate_selection_probability
57061	6	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	6	0.60	replicated_broad_rescue	null	0.000000
57061	6	0.80	averaged_endpoint	broad_rescue	0.777500
57061	6	0.80	averaged_endpoint	narrow_one_endpoint	0.048500
57061	6	0.80	averaged_endpoint	tradeoff	0.039500
57061	6	0.80	averaged_endpoint	toxic_pseudorescue	0.002000
57061	6	0.80	averaged_endpoint	null	0.003500
57061	6	0.80	replicated_broad_rescue	broad_rescue	0.009000
57061	6	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	6	0.80	replicated_broad_rescue	tradeoff	0.000000
57061	6	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	6	0.80	replicated_broad_rescue	null	0.000000
57061	6	1.00	averaged_endpoint	broad_rescue	0.930500
57061	6	1.00	averaged_endpoint	narrow_one_endpoint	0.088500
57061	6	1.00	averaged_endpoint	tradeoff	0.060000
57061	6	1.00	averaged_endpoint	toxic_pseudorescue	0.002500
57061	6	1.00	averaged_endpoint	null	0.002750
57061	6	1.00	replicated_broad_rescue	broad_rescue	0.034000
57061	6	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	6	1.00	replicated_broad_rescue	tradeoff	0.000000
57061	6	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	6	1.00	replicated_broad_rescue	null	0.000000
57061	8	0.60	averaged_endpoint	broad_rescue	0.826000
57061	8	0.60	averaged_endpoint	narrow_one_endpoint	0.055500
57061	8	0.60	averaged_endpoint	tradeoff	0.038000
57061	8	0.60	averaged_endpoint	toxic_pseudorescue	0.001000
57061	8	0.60	averaged_endpoint	null	0.004750
57061	8	0.60	replicated_broad_rescue	broad_rescue	0.036500
57061	8	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	8	0.60	replicated_broad_rescue	tradeoff	0.000000
57061	8	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	8	0.60	replicated_broad_rescue	null	0.000000
57061	8	0.80	averaged_endpoint	broad_rescue	0.969000
57061	8	0.80	averaged_endpoint	narrow_one_endpoint	0.114500
57061	8	0.80	averaged_endpoint	tradeoff	0.077000
57061	8	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57061	8	0.80	averaged_endpoint	null	0.002750
57061	8	0.80	replicated_broad_rescue	broad_rescue	0.110000
57061	8	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	8	0.80	replicated_broad_rescue	tradeoff	0.000000
57061	8	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	8	0.80	replicated_broad_rescue	null	0.000000
57061	8	1.00	averaged_endpoint	broad_rescue	0.998500
57061	8	1.00	averaged_endpoint	narrow_one_endpoint	0.216000
57061	8	1.00	averaged_endpoint	tradeoff	0.133500
57061	8	1.00	averaged_endpoint	toxic_pseudorescue	0.001500
57061	8	1.00	averaged_endpoint	null	0.004500
57061	8	1.00	replicated_broad_rescue	broad_rescue	0.202000
57061	8	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	8	1.00	replicated_broad_rescue	tradeoff	0.000000
57061	8	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	8	1.00	replicated_broad_rescue	null	0.000000
57061	12	0.60	averaged_endpoint	broad_rescue	0.988000
57061	12	0.60	averaged_endpoint	narrow_one_endpoint	0.128000
57061	12	0.60	averaged_endpoint	tradeoff	0.087000
57061	12	0.60	averaged_endpoint	toxic_pseudorescue	0.000500
57061	12	0.60	averaged_endpoint	null	0.004750
57061	12	0.60	replicated_broad_rescue	broad_rescue	0.311000
57061	12	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	12	0.60	replicated_broad_rescue	tradeoff	0.000000
57061	12	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	12	0.60	replicated_broad_rescue	null	0.000000
57061	12	0.80	averaged_endpoint	broad_rescue	1.000000
57061	12	0.80	averaged_endpoint	narrow_one_endpoint	0.283000
57061	12	0.80	averaged_endpoint	tradeoff	0.166500
57061	12	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57061	12	0.80	averaged_endpoint	null	0.003750
57061	12	0.80	replicated_broad_rescue	broad_rescue	0.512000
57061	12	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	12	0.80	replicated_broad_rescue	tradeoff	0.000000
57061	12	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	12	0.80	replicated_broad_rescue	null	0.000000
57061	12	1.00	averaged_endpoint	broad_rescue	0.999500
57061	12	1.00	averaged_endpoint	narrow_one_endpoint	0.477000
57061	12	1.00	averaged_endpoint	tradeoff	0.272000
57061	12	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57061	12	1.00	averaged_endpoint	null	0.003250
57061	12	1.00	replicated_broad_rescue	broad_rescue	0.534000
57061	12	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	12	1.00	replicated_broad_rescue	tradeoff	0.000000
57061	12	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	12	1.00	replicated_broad_rescue	null	0.000000
57062	4	0.60	averaged_endpoint	broad_rescue	0.122000
57062	4	0.60	averaged_endpoint	narrow_one_endpoint	0.011000
57062	4	0.60	averaged_endpoint	tradeoff	0.016000
57062	4	0.60	averaged_endpoint	toxic_pseudorescue	0.001500
57062	4	0.60	averaged_endpoint	null	0.002500
57062	4	0.60	replicated_broad_rescue	broad_rescue	0.000000
57062	4	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	4	0.60	replicated_broad_rescue	tradeoff	0.000000
57062	4	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	4	0.60	replicated_broad_rescue	null	0.000000
57062	4	0.80	averaged_endpoint	broad_rescue	0.258000
57062	4	0.80	averaged_endpoint	narrow_one_endpoint	0.014500
57062	4	0.80	averaged_endpoint	tradeoff	0.014000
57062	4	0.80	averaged_endpoint	toxic_pseudorescue	0.001500
57062	4	0.80	averaged_endpoint	null	0.001750
57062	4	0.80	replicated_broad_rescue	broad_rescue	0.000000
57062	4	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	4	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	4	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	4	0.80	replicated_broad_rescue	null	0.000000
57062	4	1.00	averaged_endpoint	broad_rescue	0.413000
57062	4	1.00	averaged_endpoint	narrow_one_endpoint	0.039000
57062	4	1.00	averaged_endpoint	tradeoff	0.030000
57062	4	1.00	averaged_endpoint	toxic_pseudorescue	0.003500
57062	4	1.00	averaged_endpoint	null	0.003000
57062	4	1.00	replicated_broad_rescue	broad_rescue	0.001000
57062	4	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	4	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	4	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	4	1.00	replicated_broad_rescue	null	0.000000
57062	6	0.60	averaged_endpoint	broad_rescue	0.513000
57062	6	0.60	averaged_endpoint	narrow_one_endpoint	0.032500
57062	6	0.60	averaged_endpoint	tradeoff	0.026500
57062	6	0.60	averaged_endpoint	toxic_pseudorescue	0.001000
57062	6	0.60	averaged_endpoint	null	0.000750
57062	6	0.60	replicated_broad_rescue	broad_rescue	0.001500
57062	6	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	6	0.60	replicated_broad_rescue	tradeoff	0.000000
57062	6	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	6	0.60	replicated_broad_rescue	null	0.000000
57062	6	0.80	averaged_endpoint	broad_rescue	0.790500
57062	6	0.80	averaged_endpoint	narrow_one_endpoint	0.065500
57062	6	0.80	averaged_endpoint	tradeoff	0.032500
57062	6	0.80	averaged_endpoint	toxic_pseudorescue	0.003500
57062	6	0.80	averaged_endpoint	null	0.002000
57062	6	0.80	replicated_broad_rescue	broad_rescue	0.013000
57062	6	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	6	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	6	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	6	0.80	replicated_broad_rescue	null	0.000000
57062	6	1.00	averaged_endpoint	broad_rescue	0.940000
57062	6	1.00	averaged_endpoint	narrow_one_endpoint	0.105500
57062	6	1.00	averaged_endpoint	tradeoff	0.054500
57062	6	1.00	averaged_endpoint	toxic_pseudorescue	0.007000
57062	6	1.00	averaged_endpoint	null	0.003000
57062	6	1.00	replicated_broad_rescue	broad_rescue	0.029500
57062	6	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	6	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	6	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	6	1.00	replicated_broad_rescue	null	0.000000
57062	8	0.60	averaged_endpoint	broad_rescue	0.813000
57062	8	0.60	averaged_endpoint	narrow_one_endpoint	0.060000
57062	8	0.60	averaged_endpoint	tradeoff	0.034000
57062	8	0.60	averaged_endpoint	toxic_pseudorescue	0.002000
57062	8	0.60	averaged_endpoint	null	0.004250
57062	8	0.60	replicated_broad_rescue	broad_rescue	0.031000
57062	8	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	8	0.60	replicated_broad_rescue	tradeoff	0.000000
57062	8	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	8	0.60	replicated_broad_rescue	null	0.000000
57062	8	0.80	averaged_endpoint	broad_rescue	0.972000
57062	8	0.80	averaged_endpoint	narrow_one_endpoint	0.116000
57062	8	0.80	averaged_endpoint	tradeoff	0.077500
57062	8	0.80	averaged_endpoint	toxic_pseudorescue	0.001500
57062	8	0.80	averaged_endpoint	null	0.002750
57062	8	0.80	replicated_broad_rescue	broad_rescue	0.104000
57062	8	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	8	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	8	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	8	0.80	replicated_broad_rescue	null	0.000000
57062	8	1.00	averaged_endpoint	broad_rescue	0.997500
57062	8	1.00	averaged_endpoint	narrow_one_endpoint	0.179000
57062	8	1.00	averaged_endpoint	tradeoff	0.114500
57062	8	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57062	8	1.00	averaged_endpoint	null	0.002750
57062	8	1.00	replicated_broad_rescue	broad_rescue	0.203000
57062	8	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	8	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	8	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	8	1.00	replicated_broad_rescue	null	0.000000
57062	12	0.60	averaged_endpoint	broad_rescue	0.985500
57062	12	0.60	averaged_endpoint	narrow_one_endpoint	0.134000
57062	12	0.60	averaged_endpoint	tradeoff	0.078000
57062	12	0.60	averaged_endpoint	toxic_pseudorescue	0.000000
57062	12	0.60	averaged_endpoint	null	0.003000
57062	12	0.60	replicated_broad_rescue	broad_rescue	0.309500
57062	12	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	12	0.60	replicated_broad_rescue	tradeoff	0.000000
57062	12	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	12	0.60	replicated_broad_rescue	null	0.000000
57062	12	0.80	averaged_endpoint	broad_rescue	0.999500
57062	12	0.80	averaged_endpoint	narrow_one_endpoint	0.289500
57062	12	0.80	averaged_endpoint	tradeoff	0.172500
57062	12	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57062	12	0.80	averaged_endpoint	null	0.004500
57062	12	0.80	replicated_broad_rescue	broad_rescue	0.487500
57062	12	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	12	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	12	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	12	0.80	replicated_broad_rescue	null	0.000000
57062	12	1.00	averaged_endpoint	broad_rescue	0.999000
57062	12	1.00	averaged_endpoint	narrow_one_endpoint	0.463000
57062	12	1.00	averaged_endpoint	tradeoff	0.292000
57062	12	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57062	12	1.00	averaged_endpoint	null	0.001750
57062	12	1.00	replicated_broad_rescue	broad_rescue	0.580000
57062	12	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	12	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	12	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	12	1.00	replicated_broad_rescue	null	0.000000
57063	4	0.60	averaged_endpoint	broad_rescue	0.148000
57063	4	0.60	averaged_endpoint	narrow_one_endpoint	0.013000
57063	4	0.60	averaged_endpoint	tradeoff	0.007000
57063	4	0.60	averaged_endpoint	toxic_pseudorescue	0.000500
57063	4	0.60	averaged_endpoint	null	0.002250
57063	4	0.60	replicated_broad_rescue	broad_rescue	0.000000
57063	4	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	4	0.60	replicated_broad_rescue	tradeoff	0.000000
57063	4	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	4	0.60	replicated_broad_rescue	null	0.000000
57063	4	0.80	averaged_endpoint	broad_rescue	0.267000
57063	4	0.80	averaged_endpoint	narrow_one_endpoint	0.023000
57063	4	0.80	averaged_endpoint	tradeoff	0.018500
57063	4	0.80	averaged_endpoint	toxic_pseudorescue	0.004500
57063	4	0.80	averaged_endpoint	null	0.003000
57063	4	0.80	replicated_broad_rescue	broad_rescue	0.000000
57063	4	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	4	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	4	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	4	0.80	replicated_broad_rescue	null	0.000000
57063	4	1.00	averaged_endpoint	broad_rescue	0.417000
57063	4	1.00	averaged_endpoint	narrow_one_endpoint	0.039500
57063	4	1.00	averaged_endpoint	tradeoff	0.024000
57063	4	1.00	averaged_endpoint	toxic_pseudorescue	0.003500
57063	4	1.00	averaged_endpoint	null	0.000500
57063	4	1.00	replicated_broad_rescue	broad_rescue	0.000000
57063	4	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	4	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	4	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	4	1.00	replicated_broad_rescue	null	0.000000
57063	6	0.60	averaged_endpoint	broad_rescue	0.465500
57063	6	0.60	averaged_endpoint	narrow_one_endpoint	0.026500
57063	6	0.60	averaged_endpoint	tradeoff	0.020000
57063	6	0.60	averaged_endpoint	toxic_pseudorescue	0.001500
57063	6	0.60	averaged_endpoint	null	0.002250
57063	6	0.60	replicated_broad_rescue	broad_rescue	0.001500
57063	6	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	6	0.60	replicated_broad_rescue	tradeoff	0.000000
57063	6	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	6	0.60	replicated_broad_rescue	null	0.000000
57063	6	0.80	averaged_endpoint	broad_rescue	0.791000
57063	6	0.80	averaged_endpoint	narrow_one_endpoint	0.055500
57063	6	0.80	averaged_endpoint	tradeoff	0.036500
57063	6	0.80	averaged_endpoint	toxic_pseudorescue	0.003500
57063	6	0.80	averaged_endpoint	null	0.002500
57063	6	0.80	replicated_broad_rescue	broad_rescue	0.011500
57063	6	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	6	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	6	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	6	0.80	replicated_broad_rescue	null	0.000000
57063	6	1.00	averaged_endpoint	broad_rescue	0.939500
57063	6	1.00	averaged_endpoint	narrow_one_endpoint	0.102000
57063	6	1.00	averaged_endpoint	tradeoff	0.065500
57063	6	1.00	averaged_endpoint	toxic_pseudorescue	0.003000
57063	6	1.00	averaged_endpoint	null	0.002500
57063	6	1.00	replicated_broad_rescue	broad_rescue	0.034000
57063	6	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	6	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	6	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	6	1.00	replicated_broad_rescue	null	0.000000
57063	8	0.60	averaged_endpoint	broad_rescue	0.795000
57063	8	0.60	averaged_endpoint	narrow_one_endpoint	0.065500
57063	8	0.60	averaged_endpoint	tradeoff	0.033500
57063	8	0.60	averaged_endpoint	toxic_pseudorescue	0.000000
57063	8	0.60	averaged_endpoint	null	0.002500
57063	8	0.60	replicated_broad_rescue	broad_rescue	0.024500
57063	8	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	8	0.60	replicated_broad_rescue	tradeoff	0.000000
57063	8	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	8	0.60	replicated_broad_rescue	null	0.000000
57063	8	0.80	averaged_endpoint	broad_rescue	0.975000
57063	8	0.80	averaged_endpoint	narrow_one_endpoint	0.125000
57063	8	0.80	averaged_endpoint	tradeoff	0.071000
57063	8	0.80	averaged_endpoint	toxic_pseudorescue	0.001500
57063	8	0.80	averaged_endpoint	null	0.005000
57063	8	0.80	replicated_broad_rescue	broad_rescue	0.117500
57063	8	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	8	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	8	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	8	0.80	replicated_broad_rescue	null	0.000000
57063	8	1.00	averaged_endpoint	broad_rescue	0.996000
57063	8	1.00	averaged_endpoint	narrow_one_endpoint	0.196000
57063	8	1.00	averaged_endpoint	tradeoff	0.128500
57063	8	1.00	averaged_endpoint	toxic_pseudorescue	0.000500
57063	8	1.00	averaged_endpoint	null	0.004000
57063	8	1.00	replicated_broad_rescue	broad_rescue	0.197000
57063	8	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	8	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	8	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	8	1.00	replicated_broad_rescue	null	0.000000
57063	12	0.60	averaged_endpoint	broad_rescue	0.988500
57063	12	0.60	averaged_endpoint	narrow_one_endpoint	0.132000
57063	12	0.60	averaged_endpoint	tradeoff	0.081000
57063	12	0.60	averaged_endpoint	toxic_pseudorescue	0.000000
57063	12	0.60	averaged_endpoint	null	0.006250
57063	12	0.60	replicated_broad_rescue	broad_rescue	0.308500
57063	12	0.60	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	12	0.60	replicated_broad_rescue	tradeoff	0.000000
57063	12	0.60	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	12	0.60	replicated_broad_rescue	null	0.000000
57063	12	0.80	averaged_endpoint	broad_rescue	0.999500
57063	12	0.80	averaged_endpoint	narrow_one_endpoint	0.270000
57063	12	0.80	averaged_endpoint	tradeoff	0.177000
57063	12	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57063	12	0.80	averaged_endpoint	null	0.003750
57063	12	0.80	replicated_broad_rescue	broad_rescue	0.515000
57063	12	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	12	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	12	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	12	0.80	replicated_broad_rescue	null	0.000000
57063	12	1.00	averaged_endpoint	broad_rescue	1.000000
57063	12	1.00	averaged_endpoint	narrow_one_endpoint	0.483500
57063	12	1.00	averaged_endpoint	tradeoff	0.278000
57063	12	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57063	12	1.00	averaged_endpoint	null	0.005250
57063	12	1.00	replicated_broad_rescue	broad_rescue	0.534000
57063	12	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	12	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	12	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	12	1.00	replicated_broad_rescue	null	0.000000
