n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_z	median_one_step_log_hr	median_events	median_usable_n	stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	seed
800	800	232	0.29	0.25961920880100253	0.32238791920538146	0.00125	0.28875	-1.4420566092915896	-0.1543947578132239	86.0	288.0	clean	none	none	none	balanced	naive_global_pooled	320	0.3	1.0	54201
800	800	649	0.81125	0.7826706869585698	0.8368544626033969	0.81125	0.0	2.7412369708269337	0.29617829222162567	87.0	288.0	clean	none	none	none	balanced	guarded_within_site_stratified	320	0.3	1.5	54201
800	800	61	0.07625	0.05981684063551544	0.09673325694879502	0.06875	0.0075	0.4439400260471536	0.04755134165961725	87.0	288.0	clean	none	none	none	balanced	naive_global_pooled	320	0.3	1.5	54201
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.02375	0.02625	-0.014038018755226438	-0.0019172923939417383	60.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	54201
800	800	190	0.2375	0.2093096206483907	0.26819928935958925	0.00125	0.23625	-1.2848969931691618	-0.16652088139266025	60.0	405.0	clean	none	none	none	balanced	naive_global_pooled	450	0.15	1.0	54201
800	800	564	0.705	0.6724791425206225	0.7355615182350503	0.705	0.0	2.5004143668498955	0.3251739569397367	60.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	54201
800	800	47	0.05875	0.04446627494469538	0.07725108330681373	0.05625	0.0025	0.35538542165282216	0.04660616598818983	60.0	405.0	clean	none	none	none	balanced	naive_global_pooled	450	0.15	1.5	54201
800	800	48	0.06	0.04555127089333948	0.07865414016765543	0.0275	0.0325	0.014701836512732323	0.0014025349441226813	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	54201
800	800	309	0.38625	0.3531308526071527	0.42045634172963864	0.0	0.38625	-1.678165053850079	-0.1510880831052365	122.0	405.0	clean	none	none	none	balanced	naive_global_pooled	450	0.3	1.0	54201
800	800	725	0.90625	0.8840653874194213	0.9245517756634669	0.90625	0.0	3.336187101570265	0.3027955390047851	121.0	406.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	54201
800	800	70	0.0875	0.06983842196591744	0.1091041509037653	0.08	0.0075	0.5582836163575057	0.050119094859060825	121.0	406.0	clean	none	none	none	balanced	naive_global_pooled	450	0.3	1.5	54201
800	799	40	0.05	0.036931386385980994	0.06736960219912745	0.02625	0.02375	0.004541235585083626	0.0009804755795329908	23.0	162.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	180	0.15	1.0	54201
800	799	67	0.08375	0.06648645439911904	0.10499196004210629	0.00375	0.08	-0.7834660544287606	-0.16634849667088225	23.0	162.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	180	0.15	1.0	54201
800	798	244	0.305	0.27409054474436556	0.33777321697584817	0.305	0.0	1.4932812253154149	0.3139141760456533	23.0	162.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	180	0.15	1.5	54201
800	798	42	0.0525	0.03907279601307098	0.07020429819100907	0.04625	0.00625	0.1706793862089997	0.03675361581696308	23.0	162.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	180	0.15	1.5	54201
800	800	34	0.0425	0.03057072542368845	0.05880194630450512	0.0225	0.02	0.026845764056171152	0.003941591404987921	47.0	162.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	180	0.3	1.0	54201
800	800	104	0.13	0.10845258053217376	0.15508378786002652	0.00125	0.12875	-1.017795789483224	-0.14970556006233743	47.0	162.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	180	0.3	1.0	54201
800	800	403	0.50375	0.4691683385366498	0.5382958198918077	0.50375	0.0	1.9722082799638991	0.2968404035455502	46.0	162.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	180	0.3	1.5	54201
800	800	42	0.0525	0.03907279601307098	0.07020429819100907	0.04375	0.00875	0.23559627717568654	0.034696680456633947	46.0	162.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	180	0.3	1.5	54201
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.025	0.025	-0.016111122138031092	-0.002427132953162302	41.0	288.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	320	0.15	1.0	54201
800	800	111	0.13875	0.1165170579037789	0.16443568015482207	0.0025	0.13625	-1.0582590296993253	-0.16562699823048152	41.0	288.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	320	0.15	1.0	54201
800	800	399	0.49875	0.4641913729161118	0.5333205742744025	0.49875	0.0	1.944285075815003	0.31589846095337215	41.0	288.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	320	0.15	1.5	54201
800	800	51	0.06375	0.04881779223829133	0.08285177725116102	0.05625	0.0075	0.2713781323012614	0.044792176310403845	41.0	288.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	320	0.15	1.5	54201
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.02125	0.02875	-0.028789750315424356	-0.0032374172961928474	82.0	289.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	320	0.3	1.0	54201
800	800	219	0.27375	0.2439886868485672	0.3056737546345012	0.0	0.27375	-1.4146968736097034	-0.15478087542374325	82.0	289.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	320	0.3	1.0	54201
800	800	616	0.77	0.7395891979124052	0.7978302089365299	0.77	0.0	2.7098092489062005	0.30507978409864156	82.0	288.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	320	0.3	1.5	54201
800	800	55	0.06875	0.05319818610894127	0.08842359461845435	0.065	0.00375	0.410942463010469	0.046539990191500485	82.0	288.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	320	0.3	1.5	54201
800	800	37	0.04625	0.033738403716588684	0.06309842644006232	0.0225	0.02375	-0.006820450052316025	-0.000850132067952871	57.0	405.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	54201
800	800	159	0.19875	0.1725653514546645	0.2278139214592554	0.0	0.19875	-1.274013812171678	-0.17034181394882286	57.0	405.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	450	0.15	1.0	54201
800	800	512	0.64	0.6061420932970082	0.6725198213654026	0.64	0.0	2.310399534296933	0.3118184644788099	57.0	406.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	54201
800	800	45	0.05625	0.042302391206338136	0.07443886142619935	0.05125	0.005	0.33767835345661823	0.04634227743240886	57.0	406.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	450	0.15	1.5	54201
800	800	35	0.04375	0.03162362448958758	0.060237100048091796	0.025	0.01875	0.050192820800849795	0.004691281874670258	116.0	406.0	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	54201
800	800	278	0.3475	0.31530293117684693	0.38115462606588424	0.0	0.3475	-1.6021065448166731	-0.15116343587180803	116.0	406.0	attendance_score_only	score	none	none	balanced	naive_global_pooled	450	0.3	1.0	54201
800	800	727	0.90875	0.8867942225033406	0.9267990461985193	0.90875	0.0	3.16672179485709	0.3033798400229091	114.5	405.5	attendance_score_only	score	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	54201
800	800	68	0.085	0.06760256509949727	0.10636390215121386	0.08125	0.00375	0.5415565211559845	0.05019286305278449	114.5	405.5	attendance_score_only	score	none	none	balanced	naive_global_pooled	450	0.3	1.5	54201
800	798	34	0.0425	0.03057072542368845	0.05880194630450512	0.025	0.0175	0.031797765080438925	0.006592905085532854	22.0	162.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	180	0.15	1.0	54201
800	798	58	0.0725	0.05650070581885901	0.09258523333699402	0.00125	0.07125	-0.8034318021010549	-0.170338103948584	22.0	162.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	180	0.15	1.0	54201
800	800	243	0.30375	0.2728830641631252	0.3364926447476027	0.30375	0.0	1.499594861839173	0.31616498834071294	22.0	162.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	180	0.15	1.5	54201
800	800	37	0.04625	0.033738403716588684	0.06309842644006232	0.04	0.00625	0.19342192048773166	0.04045811906117101	22.0	162.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	180	0.15	1.5	54201
800	800	48	0.06	0.04555127089333948	0.07865414016765543	0.0325	0.0275	-0.0051212565915017974	-0.0007722698270860416	45.0	162.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	180	0.3	1.0	54201
800	800	137	0.17125	0.14673077471767856	0.1989113363875535	0.00375	0.1675	-1.1363594431261554	-0.16883363916557675	45.0	162.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	180	0.3	1.0	54201
800	800	452	0.565	0.5304165735030544	0.5989621725902077	0.565	0.0	2.102451887821191	0.3188913577186598	46.0	162.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	180	0.3	1.5	54201
800	800	46	0.0575	0.04338329484491769	0.0758460105971056	0.05	0.0075	0.3781135800257587	0.05502012307949536	46.0	162.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	180	0.3	1.5	54201
800	800	43	0.05375	0.040147072441390756	0.07161807457217512	0.025	0.02875	0.05603769490951492	0.008884254790787364	39.0	288.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	320	0.15	1.0	54201
800	800	139	0.17375	0.1490700007711781	0.20154821595302552	0.00125	0.1725	-1.132979332879247	-0.17556648717502632	39.0	288.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	320	0.15	1.0	54201
800	800	433	0.54125	0.506605427988722	0.5755003147243098	0.54	0.00125	2.0582427561789847	0.32105525789252487	40.0	288.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	320	0.15	1.5	54201
800	800	65	0.08125	0.06425799088482569	0.10224431793742801	0.0675	0.01375	0.2519388668794246	0.03957461015450612	40.0	288.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	320	0.15	1.5	54201
800	800	59	0.07375	0.05760461807328737	0.09396937389205146	0.03875	0.035	-0.03414561027483966	-0.0036258783337387423	81.0	288.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	320	0.3	1.0	54201
800	800	224	0.28	0.2499945212188517	0.3121081843116459	0.0	0.28	-1.43878869971	-0.15667022956709947	81.0	288.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	320	0.3	1.0	54201
800	800	616	0.77	0.7395891979124052	0.7978302089365299	0.77	0.0	2.7475705945723212	0.31027902183832223	81.0	288.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	320	0.3	1.5	54201
800	800	60	0.075	0.058710007439900694	0.09535203733492396	0.0725	0.0025	0.46128041413477794	0.0525415322698288	81.0	288.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	320	0.3	1.5	54201
800	800	43	0.05375	0.040147072441390756	0.07161807457217512	0.02375	0.03	-0.015073151838370501	-0.001965661528037221	57.0	405.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	450	0.15	1.0	54201
800	800	169	0.21125	0.18437787568883443	0.24088192531994354	0.0	0.21125	-1.2015247191270328	-0.1588356372738105	57.0	405.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	450	0.15	1.0	54201
800	800	546	0.6825	0.6494360355953706	0.7138196745895578	0.6825	0.0	2.418809680337219	0.3270613158600943	56.0	405.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	450	0.15	1.5	54201
800	800	60	0.075	0.058710007439900694	0.09535203733492396	0.06375	0.01125	0.3467631322035573	0.04504100721835827	56.0	405.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	450	0.15	1.5	54201
800	800	37	0.04625	0.033738403716588684	0.06309842644006232	0.02375	0.0225	-0.034814010631773425	-0.0034334485245521486	114.0	405.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	450	0.3	1.0	54201
800	800	282	0.3525	0.32017087921882126	0.38623888926185324	0.0	0.3525	-1.6262286209903734	-0.15114980715856563	114.0	405.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	450	0.3	1.0	54201
800	800	721	0.90125	0.8786204162977276	0.9200445355472175	0.90125	0.0	3.25949898083966	0.30785854779933136	114.0	405.0	death_risk_only	none	risk	none	balanced	guarded_within_site_stratified	450	0.3	1.5	54201
800	800	69	0.08625	0.0687198954927655	0.10773462456743144	0.0825	0.00375	0.5417758846761115	0.0509879204785833	114.0	405.0	death_risk_only	none	risk	none	balanced	naive_global_pooled	450	0.3	1.5	54201
800	800	38	0.0475	0.03480005831285475	0.06452482465328206	0.02875	0.01875	0.03442549825443965	0.006741188674174592	23.0	162.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	180	0.15	1.0	54201
800	800	70	0.0875	0.06983842196591744	0.1091041509037653	0.0025	0.085	-0.7691113436838168	-0.1618421995017002	23.0	162.0	switch_score_only	none	none	score	balanced	naive_global_pooled	180	0.15	1.0	54201
800	800	257	0.32125	0.28981248851489777	0.3543959597286314	0.32125	0.0	1.5204361345366348	0.3235575875517307	23.0	162.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	180	0.15	1.5	54201
800	800	35	0.04375	0.03162362448958758	0.060237100048091796	0.04	0.00375	0.20151992563296703	0.04351282707686681	23.0	162.0	switch_score_only	none	none	score	balanced	naive_global_pooled	180	0.15	1.5	54201
800	800	38	0.0475	0.03480005831285475	0.06452482465328206	0.02875	0.01875	-0.00018668604974517514	-1.0227483174651543e-05	46.0	162.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	180	0.3	1.0	54201
800	800	124	0.155	0.13157618622642347	0.18172123835549303	0.0025	0.1525	-1.0261141276919947	-0.15153749905183533	46.0	162.0	switch_score_only	none	none	score	balanced	naive_global_pooled	180	0.3	1.0	54201
800	800	420	0.525	0.4903588461061922	0.559402210083524	0.525	0.0	2.01014558181459	0.3039468613613532	45.0	162.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	180	0.3	1.5	54201
800	800	60	0.075	0.058710007439900694	0.09535203733492396	0.06625	0.00875	0.35612732310916245	0.05288246582594949	45.0	162.0	switch_score_only	none	none	score	balanced	naive_global_pooled	180	0.3	1.5	54201
800	800	51	0.06375	0.04881779223829133	0.08285177725116102	0.03625	0.0275	0.007623172335421412	0.0011625046885540837	41.0	288.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	320	0.15	1.0	54201
800	800	116	0.145	0.12229692537183628	0.1710960767341937	0.00125	0.14375	-1.0204795391046377	-0.16048678214277956	41.0	288.0	switch_score_only	none	none	score	balanced	naive_global_pooled	320	0.15	1.0	54201
800	800	392	0.49	0.45548996117460244	0.5246056163495111	0.49	0.0	1.9266340392843966	0.3110019338231571	41.0	288.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	320	0.15	1.5	54201
800	800	51	0.06375	0.04881779223829133	0.08285177725116102	0.05875	0.005	0.2667758650090201	0.043010622812267196	41.0	288.0	switch_score_only	none	none	score	balanced	naive_global_pooled	320	0.15	1.5	54201
800	800	41	0.05125	0.038000874036155985	0.06878816735843825	0.02625	0.025	0.044838455902167985	0.005008044289230315	82.0	288.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	320	0.3	1.0	54201
800	800	217	0.27125	0.2415884625507479	0.303097873313349	0.0	0.27125	-1.3756427973958352	-0.15303115064396158	82.0	288.0	switch_score_only	none	none	score	balanced	naive_global_pooled	320	0.3	1.0	54201
800	800	600	0.75	0.71884753333338	0.778763028563782	0.75	0.0	2.7169580912447486	0.30388895781038927	81.0	288.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	320	0.3	1.5	54201
800	800	62	0.0775	0.06092508570081956	0.0981130646929767	0.07375	0.00375	0.4216558103704523	0.04727220101806658	81.0	288.0	switch_score_only	none	none	score	balanced	naive_global_pooled	320	0.3	1.5	54201
800	800	35	0.04375	0.03162362448958758	0.060237100048091796	0.02125	0.0225	-0.007513196646820822	-0.00103414797297573	58.0	405.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	450	0.15	1.0	54201
800	800	155	0.19375	0.16785197651812486	0.22257508515785177	0.00125	0.1925	-1.2523423121583894	-0.1680190735085717	58.0	405.0	switch_score_only	none	none	score	balanced	naive_global_pooled	450	0.15	1.0	54201
800	800	495	0.61875	0.5846019861707845	0.6517630307303675	0.61875	0.0	2.2374321198632474	0.3018947574478802	57.0	405.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	450	0.15	1.5	54201
800	800	34	0.0425	0.03057072542368845	0.05880194630450512	0.0325	0.01	0.1935841694652003	0.025484229048434105	57.0	405.0	switch_score_only	none	none	score	balanced	naive_global_pooled	450	0.15	1.5	54201
800	800	33	0.04125	0.029520983814646476	0.0573636351040613	0.02375	0.0175	-0.03773710191953093	-0.003638247934343147	115.0	406.0	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	450	0.3	1.0	54201
800	800	293	0.36625	0.33357794564608334	0.4002004037389352	0.0	0.36625	-1.6403884980881307	-0.15371005178370695	115.0	406.0	switch_score_only	none	none	score	balanced	naive_global_pooled	450	0.3	1.0	54201
800	800	714	0.8925	0.8691296036554871	0.9121189785230571	0.8925	0.0	3.257035819384959	0.30850183265443026	115.0	405.5	switch_score_only	none	none	score	balanced	guarded_within_site_stratified	450	0.3	1.5	54201
800	800	60	0.075	0.058710007439900694	0.09535203733492396	0.07125	0.00375	0.5263737832655597	0.049016050962867735	115.0	405.5	switch_score_only	none	none	score	balanced	naive_global_pooled	450	0.3	1.5	54201
800	799	43	0.05375	0.040147072441390756	0.07161807457217512	0.0275	0.02625	0.050189741477727035	0.011187934046101885	20.0	162.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	180	0.15	1.0	54201
800	799	63	0.07875	0.06203471192750583	0.09949149127577626	0.0025	0.07625	-0.7451098041629803	-0.1706529449803452	20.0	162.0	separable_all	score	risk	score	balanced	naive_global_pooled	180	0.15	1.0	54201
800	799	214	0.2675	0.23799041853141137	0.29923175890422815	0.2675	0.0	1.3958183675719076	0.3138189049200113	20.0	162.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	180	0.15	1.5	54201
800	799	39	0.04875	0.03586441780162572	0.06594851797399691	0.03875	0.01	0.15026813171383008	0.034980375167934646	20.0	162.0	separable_all	score	risk	score	balanced	naive_global_pooled	180	0.15	1.5	54201
800	800	42	0.0525	0.03907279601307098	0.07020429819100907	0.03	0.0225	0.06001288722960203	0.00943460228574785	42.0	162.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	180	0.3	1.0	54201
800	800	112	0.14	0.11767176853742264	0.16576902233066418	0.0025	0.1375	-0.9347403841245705	-0.14323495123218233	42.0	162.0	separable_all	score	risk	score	balanced	naive_global_pooled	180	0.3	1.0	54201
800	800	407	0.50875	0.4741487444844666	0.543267625181934	0.50875	0.0	1.9831555604958042	0.31199645289606237	41.0	162.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	180	0.3	1.5	54201
800	800	44	0.055	0.04122362792595932	0.07302957189709236	0.04875	0.00625	0.27045668695052927	0.04407698520473982	41.0	162.0	separable_all	score	risk	score	balanced	naive_global_pooled	180	0.3	1.5	54201
800	800	44	0.055	0.04122362792595932	0.07302957189709236	0.03375	0.02125	0.02844589586955231	0.00578953450391465	36.0	288.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	320	0.15	1.0	54201
800	800	101	0.12625	0.10500672189306873	0.15106548807067413	0.00125	0.125	-0.9630676819919683	-0.16528480456824568	36.0	288.0	separable_all	score	risk	score	balanced	naive_global_pooled	320	0.15	1.0	54201
800	800	364	0.455	0.42078994124700664	0.48964015761150437	0.455	0.0	1.8393467992577774	0.3159042635005647	36.0	288.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	320	0.15	1.5	54201
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.04625	0.00375	0.22941095890539498	0.040173368838628404	36.0	288.0	separable_all	score	risk	score	balanced	naive_global_pooled	320	0.15	1.5	54201
800	800	39	0.04875	0.03586441780162572	0.06594851797399691	0.02	0.02875	0.1429273769624571	0.017309901846251956	74.0	288.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	320	0.3	1.0	54201
800	800	179	0.22375	0.19622980345104188	0.25391052565259414	0.00125	0.2225	-1.2571365452593555	-0.14727979062421714	74.0	288.0	separable_all	score	risk	score	balanced	naive_global_pooled	320	0.3	1.0	54201
800	800	584	0.73	0.6981905245077928	0.7596111924375961	0.73	0.0	2.5536710433924164	0.3079220021540896	73.0	288.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	320	0.3	1.5	54201
800	800	49	0.06125	0.04663822513060468	0.08005523873987608	0.055	0.00625	0.4304348324482664	0.05146738455990371	73.0	288.0	separable_all	score	risk	score	balanced	naive_global_pooled	320	0.3	1.5	54201
800	800	38	0.0475	0.03480005831285475	0.06452482465328206	0.02375	0.02375	0.003999282587815095	0.0005482844147301483	51.0	405.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	450	0.15	1.0	54201
800	800	140	0.175	0.15024035308572142	0.20286591644796803	0.0	0.175	-1.1315757787479748	-0.16181743246076385	51.0	405.0	separable_all	score	risk	score	balanced	naive_global_pooled	450	0.15	1.0	54201
800	800	487	0.60875	0.5744890544335054	0.6419715399917602	0.60875	0.0	2.218693099251258	0.32722328060916395	50.0	405.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	450	0.15	1.5	54201
800	800	49	0.06125	0.04663822513060468	0.08005523873987608	0.0525	0.00875	0.3201590462474369	0.04692361472639131	50.0	405.0	separable_all	score	risk	score	balanced	naive_global_pooled	450	0.15	1.5	54201
800	800	44	0.055	0.04122362792595932	0.07302957189709236	0.0275	0.0275	-0.006696166118473601	-0.0007139283710925091	104.0	405.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	450	0.3	1.0	54201
800	800	267	0.33375	0.30193671908356695	0.3671522572548204	0.0	0.33375	-1.5974417501112028	-0.1581256315242584	104.0	405.0	separable_all	score	risk	score	balanced	naive_global_pooled	450	0.3	1.0	54201
800	800	675	0.84375	0.8169532116264817	0.8672613109821161	0.84375	0.0	3.0360108613130667	0.3071991002934674	102.0	405.0	separable_all	score	risk	score	balanced	guarded_within_site_stratified	450	0.3	1.5	54201
800	800	54	0.0675	0.052100544489878206	0.08703318342803158	0.06375	0.00375	0.44889228953334415	0.04503578601794964	102.0	405.0	separable_all	score	risk	score	balanced	naive_global_pooled	450	0.3	1.5	54201
800	800	49	0.06125	0.04663822513060468	0.08005523873987608	0.02625	0.035	-0.05596457991208803	-0.011947830167410831	23.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.15	1.0	54201
800	800	83	0.10375	0.08447870310535094	0.12680855628764734	0.00125	0.1025	-0.8182922748011665	-0.17371617967231673	23.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	naive_global_pooled	180	0.15	1.0	54201
800	800	237	0.29625	0.26564400999474935	0.3288033820590637	0.295	0.00125	1.4434840126324078	0.30860635150454574	22.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.15	1.5	54201
800	800	44	0.055	0.04122362792595932	0.07302957189709236	0.045	0.01	0.11565803624925416	0.02495291602271017	22.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	naive_global_pooled	180	0.15	1.5	54201
800	800	46	0.0575	0.04338329484491769	0.0758460105971056	0.025	0.0325	-0.15211177115178226	-0.022891913745587418	46.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.3	1.0	54201
800	800	155	0.19375	0.16785197651812486	0.22257508515785177	0.0	0.19375	-1.1450452518180563	-0.16727080233287497	46.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	naive_global_pooled	180	0.3	1.0	54201
800	800	424	0.53	0.4953539002463795	0.56435936718128	0.53	0.0	2.0532449290597263	0.3081719412780045	46.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.3	1.5	54201
800	800	51	0.06375	0.04881779223829133	0.08285177725116102	0.05	0.01375	0.36195085981691255	0.053875846879559944	46.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	naive_global_pooled	180	0.3	1.5	54201
800	800	36	0.045	0.032679556110122895	0.0616692212370423	0.0275	0.0175	-0.012741526842199275	-0.0019302636603481084	41.0	288.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	320	0.15	1.0	54201
800	800	130	0.1625	0.1385594651621564	0.18966627627667498	0.0	0.1625	-1.1033967721990976	-0.17170370721518075	41.0	288.0	attendance_weak_joint	weak_joint	none	none	balanced	naive_global_pooled	320	0.15	1.0	54201
