effect_pattern	event_probability	allocation	minimum_n_precision_ready	strict_probability_at_largest_n	median_minimum_site_events_at_largest_n	median_widest_site_ci_half_width_at_largest_n
homogeneous_hr13	0.15	balanced	not_reached	0.06833333333333333	38.0	0.3172422098264334
homogeneous_hr13	0.15	imbalanced_60_30_10	not_reached	0.041666666666666664	39.0	0.319026414711425
homogeneous_hr13	0.3	balanced	not_reached	0.22166666666666668	85.0	0.21351725803019544
homogeneous_hr13	0.3	imbalanced_60_30_10	not_reached	0.17583333333333334	69.0	0.23917830592011025
homogeneous_hr15	0.15	balanced	not_reached	0.33666666666666667	39.0	0.3137048930842008
homogeneous_hr15	0.15	imbalanced_60_30_10	not_reached	0.30916666666666665	38.0	0.32152602398001273
homogeneous_hr15	0.3	balanced	not_reached	0.74	85.0	0.21427558732345356
homogeneous_hr15	0.3	imbalanced_60_30_10	not_reached	0.5925	69.0	0.24152479469585658
