n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds
450	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	491	0.4091666666666667	0.3816805155944887	0.4372325161816748	0.4	321	0.2675	0.24322577182145605	0.2932580434588156	0.265	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.01	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	21.0	0.44156662986065515	-0.5304339643954575
450	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	764	0.6366666666666667	0.60905815929536	0.6634029672065592	0.625	119	0.09916666666666667	0.08351361169106683	0.11737784045879232	0.0875	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.0525	35	0.029166666666666667	0.02104550122322981	0.04029269101101224	0.02	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	21.0	0.44717966092290123	-1.2371890400148877
600	0.15	balanced	homogeneous_hr13	1200	1200	567	0.4725	0.4443858969573734	0.5007896080757769	0.4625	758	0.6316666666666667	0.6039956992870544	0.6584973372208921	0.625	5	0.004166666666666667	0.0017810244240327924	0.009716717840346006	0.0025	130	0.10833333333333334	0.09198189717988407	0.1271843866255916	0.0975	123	0.1025	0.08658817221917421	0.12094867326000001	0.0925	5	0.004166666666666667	0.0017810244240327924	0.009716717840346006	0.0025	15.0	0.503462199154362	0.22418550400428378
600	0.15	balanced	homogeneous_hr15	1200	1200	994	0.8283333333333334	0.8059584293898875	0.84861281354765	0.8225	1010	0.8416666666666667	0.8199261341958092	0.8612266820589886	0.83	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.045	474	0.395	0.36771836389772544	0.42295174622884885	0.375	446	0.37166666666666665	0.344774826000899	0.3993775308204695	0.35	60	0.05	0.039041012521836546	0.06383088802062488	0.045	16.0	0.49713659212816075	0.814257068964787
600	0.15	balanced	null	1200	1200	39	0.0325	0.02386447966792587	0.044119105895631276	0.025	139	0.11583333333333333	0.09893982195776421	0.13517859683867042	0.11	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	5	0.004166666666666667	0.0017810244240327924	0.009716717840346006	0.0025	5	0.004166666666666667	0.0017810244240327924	0.009716717840346006	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	15.0	0.5031889750162226	-0.830462723670853
600	0.15	balanced	one_site_only_hr15	1200	1200	89	0.07416666666666667	0.06066079154899041	0.0903902106310055	0.06	270	0.225	0.20227242443479926	0.24948262589670495	0.22	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	11	0.009166666666666667	0.005126148473237232	0.016339683785114217	0.0075	11	0.009166666666666667	0.005126148473237232	0.016339683785114217	0.0075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	16.0	0.4908821141269599	-0.6204040771010085
600	0.15	balanced	one_site_reversed_hr15	1200	1200	45	0.0375	0.02814286611101863	0.04980880944651117	0.0375	30	0.025	0.01756709059517496	0.03546435997742321	0.0225	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	15.0	0.5022753465911156	-2.053596425657148
600	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	532	0.44333333333333336	0.41545108149009397	0.47157723191154927	0.4275	700	0.5833333333333334	0.5552167229809802	0.6109181102518974	0.5475	12	0.01	0.005729576190218534	0.01739760440046169	0.0025	132	0.11	0.0935259204577701	0.1289630600123631	0.1	125	0.10416666666666667	0.08812755282267205	0.12273198932115974	0.0975	12	0.01	0.005729576190218534	0.01739760440046169	0.0025	15.0	0.5104030032276401	0.15376868051975923
600	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	964	0.8033333333333333	0.7798914217260317	0.8248393712416425	0.7925	965	0.8041666666666667	0.7807579501350764	0.8256341911649264	0.8	49	0.04083333333333333	0.03102354197066147	0.05357352691618343	0.04	454	0.37833333333333335	0.35132330159509606	0.4061198418849027	0.3675	421	0.35083333333333333	0.32434685518085293	0.3782717933322962	0.335	48	0.04	0.030301435740345037	0.05263428481417108	0.04	15.0	0.5148622391578668	0.7493987560555232
600	0.15	imbalanced_60_30_10	null	1200	1200	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.0175	149	0.12416666666666666	0.10669893783785533	0.14403296428186707	0.1175	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	15.0	0.5082853411696584	-0.8225247718024193
600	0.15	imbalanced_60_30_10	one_site_only_hr15	1200	1200	339	0.2825	0.25775239226020924	0.3086356930019803	0.2725	302	0.25166666666666665	0.22793174916689724	0.2769864477991277	0.2325	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.0125	17	0.014166666666666666	0.008863579574691825	0.02257034267763227	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	15.0	0.5154344980492878	-0.5395972102961777
600	0.15	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	556	0.4633333333333333	0.4352816711641747	0.4916190022133591	0.44	129	0.1075	0.09121036867432306	0.12629456679882384	0.0875	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	38	0.03166666666666667	0.023157025725483955	0.04316521150574442	0.025	23	0.019166666666666665	0.012805260881153014	0.028596751365143728	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	15.0	0.5096179476098024	-1.232158625076757
600	0.3	balanced	homogeneous_hr13	1200	1200	836	0.6966666666666667	0.6700636691593553	0.7220145372702356	0.6725	905	0.7541666666666667	0.7290190824841112	0.7776921588761652	0.74	20	0.016666666666666666	0.01081468204022554	0.025603285209084888	0.0125	300	0.25	0.22632431519937957	0.2752711851019878	0.2425	294	0.245	0.22150491142451276	0.27012249888288203	0.2375	20	0.016666666666666666	0.01081468204022554	0.025603285209084888	0.0125	34.0	0.3402978258758036	0.598691007704302
600	0.3	balanced	homogeneous_hr15	1200	1200	1176	0.98	0.9704129080935024	0.9865237313278719	0.975	1135	0.9458333333333333	0.9315457137904677	0.9572756440054269	0.945	239	0.19916666666666666	0.17754601703010095	0.22270723499921122	0.1725	864	0.72	0.6939247941435295	0.7446711655912671	0.7125	829	0.6908333333333333	0.6641109172451131	0.7163378508581763	0.685	237	0.1975	0.17595560392228102	0.22097495144237364	0.1725	34.0	0.33989356121684355	1.23964348369025
600	0.3	balanced	null	1200	1200	30	0.025	0.01756709059517496	0.03546435997742321	0.02	149	0.12416666666666666	0.10669893783785533	0.14403296428186707	0.1125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	34.0	0.340838932010002	-0.8030368653636697
600	0.3	balanced	one_site_only_hr15	1200	1200	171	0.1425	0.12386145726933641	0.16342010816161903	0.1275	306	0.255	0.2311480470942883	0.2804155432010517	0.2475	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	11	0.009166666666666667	0.005126148473237232	0.016339683785114217	0.0025	9	0.0075	0.003950744027501389	0.014192391566192508	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	35.0	0.3361377909847726	-0.5040292925089883
600	0.3	balanced	one_site_reversed_hr15	1200	1200	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0475	7	0.005833333333333334	0.002828499547942646	0.011991939381093704	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	34.0	0.3386606131200554	-2.6311442328802497
600	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	870	0.725	0.6990486891065892	0.74951536062218	0.71	924	0.77	0.7453504389618287	0.7929264207126944	0.7625	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	307	0.25583333333333336	0.23195241723925797	0.28127252138841086	0.2525	298	0.24833333333333332	0.2247173620963486	0.2735554415403613	0.2475	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	27.0	0.3815069105450829	0.5565765379241515
600	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1170	0.975	0.9645356400225766	0.982432909404825	0.965	1108	0.9233333333333333	0.9068923405097146	0.9370726123133032	0.9125	185	0.15416666666666667	0.13484175818030025	0.1756986839032581	0.1225	814	0.6783333333333333	0.6513712554577744	0.7041572876605835	0.665	786	0.655	0.6276477889931396	0.6813630008200127	0.6475	185	0.15416666666666667	0.13484175818030025	0.1756986839032581	0.1225	27.0	0.38508423847998985	1.1953073373175807
600	0.3	imbalanced_60_30_10	null	1200	1200	27	0.0225	0.015508790005400645	0.0325386155702112	0.0175	133	0.11083333333333334	0.09429840885281661	0.1298519199496454	0.1075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	28.0	0.37789004013218375	-0.8583813925697221
600	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	562	0.4683333333333333	0.44024643218672155	0.4966223311847848	0.4575	300	0.25	0.22632431519937957	0.2752711851019878	0.245	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	24	0.02	0.013476268672128098	0.029587091906497436	0.015	24	0.02	0.013476268672128098	0.029587091906497436	0.015	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	27.0	0.3792055366825192	-0.5272025379024099
600	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	915	0.7625	0.737608840723358	0.785715883960206	0.7375	71	0.059166666666666666	0.0471715395740472	0.07397519262403075	0.045	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	97	0.08083333333333333	0.06671520943063358	0.09762657940799249	0.075	35	0.029166666666666667	0.02104550122322981	0.04029269101101224	0.0225	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	28.0	0.3826910555567971	-1.5232278422264962
900	0.15	balanced	homogeneous_hr13	1200	1200	746	0.6216666666666667	0.5938801581150972	0.6486766984049039	0.615	856	0.7133333333333334	0.6870989648007193	0.7382062082754473	0.695	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.01	229	0.19083333333333333	0.1696001916605504	0.214039577045474	0.1775	223	0.18583333333333332	0.16484035814858947	0.2088313205634623	0.1725	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.01	23.0	0.40885484791032123	0.4275632340636659
900	0.15	balanced	homogeneous_hr15	1200	1200	1135	0.9458333333333333	0.9315457137904677	0.9572756440054269	0.9425	1109	0.9241666666666667	0.9077976336455506	0.9378286675097959	0.915	139	0.11583333333333333	0.09893982195776421	0.13517859683867042	0.1125	698	0.5816666666666667	0.5535396752459253	0.6092724613222947	0.5775	674	0.5616666666666666	0.5334403644644997	0.5894994121278295	0.5575	137	0.11416666666666667	0.09739146910916126	0.13340425302261583	0.1125	23.0	0.4069747733467755	1.0986864597168045
900	0.15	balanced	null	1200	1200	29	0.024166666666666666	0.016878365804020704	0.0344917364362487	0.02	152	0.12666666666666668	0.10903206614603636	0.1466838809706724	0.1125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	23.0	0.4090243580303996	-0.7640961763946297
900	0.15	balanced	one_site_only_hr15	1200	1200	130	0.10833333333333334	0.09198189717988407	0.1271843866255916	0.09	289	0.24083333333333334	0.21749211155969397	0.265828557086057	0.2275	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	6	0.005	0.0022934991777249147	0.010865591418982658	0.0	6	0.005	0.0022934991777249147	0.010865591418982658	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	24.0	0.4016907798484396	-0.5076314548249472
900	0.15	balanced	one_site_reversed_hr15	1200	1200	40	0.03333333333333333	0.02457363045521218	0.045071303440673734	0.03	9	0.0075	0.003950744027501389	0.014192391566192508	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	23.0	0.4083631439457728	-2.367190275216892
900	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	753	0.6275	0.5997793784383552	0.6544069164079473	0.61	862	0.7183333333333334	0.6922176953235526	0.7430555677465867	0.705	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	236	0.19666666666666666	0.17516062875835742	0.2201085782739684	0.1725	234	0.195	0.17357114489781034	0.21837536546985797	0.1725	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	23.0	0.4129804094447409	0.48527060386444487
900	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1130	0.9416666666666667	0.9269430402484113	0.9535715758858394	0.935	1089	0.9075	0.8897815241774372	0.9226178103313338	0.8925	120	0.1	0.08428171719545854	0.11827108328672939	0.095	722	0.6016666666666667	0.5736859133523122	0.6289985831917984	0.595	704	0.5866666666666667	0.5585717978688353	0.6142084286933572	0.5825	119	0.09916666666666667	0.08351361169106683	0.11737784045879232	0.095	23.0	0.4156808926208826	1.0417714259560755
900	0.15	imbalanced_60_30_10	null	1200	1200	34	0.028333333333333332	0.02034551348630239	0.039331330415610884	0.0225	155	0.12916666666666668	0.11136757163483746	0.14933242047885764	0.12	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	23.0	0.4085865297089456	-0.8014477778989123
900	0.15	imbalanced_60_30_10	one_site_only_hr15	1200	1200	468	0.39	0.3627962962870346	0.417905723845567	0.34	302	0.25166666666666665	0.22793174916689724	0.2769864477991277	0.2475	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	21	0.0175	0.011474222395146387	0.02660509318649281	0.0075	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.0075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	22.0	0.416438467741312	-0.5506150197265613
900	0.15	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	719	0.5991666666666666	0.5711650330352703	0.6265354185118538	0.5875	97	0.08083333333333333	0.06671520943063358	0.09762657940799249	0.0725	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.05	39	0.0325	0.02386447966792587	0.044119105895631276	0.025	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	23.0	0.41365227192040327	-1.4554001587733207
900	0.3	balanced	homogeneous_hr13	1200	1200	1049	0.8741666666666666	0.8541994908322308	0.8917459103833891	0.8625	1051	0.8758333333333334	0.8559670357181328	0.8933010621621447	0.84	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.05	559	0.4658333333333333	0.43776369727241055	0.4941210211021096	0.44	544	0.4533333333333333	0.42536067071350464	0.48160382267608376	0.4375	81	0.0675	0.0546407874953228	0.0831194280260429	0.05	51.0	0.27514624566314516	0.9526895498540443
900	0.3	balanced	homogeneous_hr15	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.995	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546	0.98	486	0.405	0.37757151569348474	0.43303477442103483	0.3825	1090	0.9083333333333333	0.8906781884260577	0.9233824944150419	0.8975	1042	0.8683333333333333	0.848021358865139	0.8862946040241796	0.8475	480	0.4	0.3726434434374425	0.4279947566831045	0.3825	51.0	0.27638831760759525	1.8156140769614217
900	0.3	balanced	null	1200	1200	33	0.0275	0.01964758615413982	0.038367909415444684	0.0225	157	0.13083333333333333	0.11292586703204983	0.1510968217463028	0.115	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0025	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	50.0	0.2766741224504737	-0.8492059462083518
