gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call	gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	gwas_catalog_trait_count	gwas_catalog_min_p	druggable_activity_count	chembl_target_id	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	wave34_call	manual_blocker_class	primary_blocker	chembl_target_id_api	chembl_pref_name	chembl_target_type	chembl_activity_count	chembl_best_nM	chembl_search_total	europepmc_query	europepmc_hit_count	europepmc_examples_json	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	desired_intervention	directional_disease_support_count	directional_conflict_count	ms_anchor_directional	has_chembl_target	has_activity	prior_art_heavy	rescue_score	gate_failures	wave38_call
CIITA	4	-0.1215425324665897	0.157165347265045	-0.2496525146121451	-0.1263061806946215	0.1485657083601044	0.273757831501811	0.2059704640283617	False	False	0.875	0.125	0.25	lipid_lysosomal_apc	False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	CIITA	17.0	3.0	0.0	0.0	0.0	2.0	0.0	Crohn disease;type 1 diabetes mellitus		0.0257422995322927	0.2266798341314954	2.3562767096362727	1.398145622589334			ibd_crohn_epithelial:2.36,p=0.026;t1d_endothelial_cell:1.03,p=0.045;t1d_ductal_cell:1.67,p=0.049	False	-0.1592290360524426	-0.2416836429688429	0.5752493711426078	0.944231150833099															False	False	0.0	9.0	5.0	7e-17	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		no_target_resolved_coloc_or_mr													unresolved	0.0	0.0	False	False	False	False	0.2496525146121451	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
FPR2	4	-0.2369162046508937	0.2465837013402251	-0.2462356782633897	0.2154515741750797	-0.3101197635093422	0.6269209912133238	-0.1344592333044112	False	False	0.625	0.375	0.125	resolution_efferocytosis	True	0.9600924529799222	0.9645063778899814	0.920009505703422	UNRESOLVED	FPR2	7.0	2.0	0.0	2.0	0.0	2.0	0.0	Crohn disease;ulcerative colitis		0.0002604172535883	0.0686715384179298	4.638176875461232	2.7830126879890633			ibd_crohn_myeloid:4.64,p=0.00026;ibd_uc_myeloid:4.12,p=0.00059	False	-0.9326378815790796	-0.3872375940214202	0.3722169524391185	0.9141270983319502															False	False	0.0	12.0	1.0	2e-06	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY															unresolved	0.0	0.0	False	False	False	False	0.2462356782633897	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
IFI30	4	-0.3216891245223269	0.1348614162787738	-0.2446589434714685	-0.1452928802227659	-0.5773273411982149	0.0976211984203718	0.0636204206488528	False	False	0.375	0.875	0.25	lipid_lysosomal_apc	False	0.9052095024317248	1.0	0.920009505703422	UNRESOLVED	IFI30	17.0	4.0	0.0	0.0	0.0	3.0	0.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0099920114564987	0.234125173330645	1.102675107097956	1.778054838138662			ibd_uc_myeloid:1.1,p=0.01;t1d_beta_cell:0.812,p=0.015;psoriasis_skin_stromal:0.317,p=0.022;psoriasis_skin_apc:0.537,p=0.049	True	0.21016237009791	0.3729738390500611	0.379946954952182	0.9141270983319502	1.0	MS	0.2990422763468515	0.4836831196082599		datatype_genetic_association;datatype_literature	31.50899057956498	21.104457053605913	4.717033525959066	5.0	1.0	Crohn,MS,UC,lupus_nephritis,psoriasis	RA		False	False	1.0	16.07544952897825	1.0	6e-25	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		no_target_resolved_coloc_or_mr													unresolved	0.0	0.0	False	False	False	False	0.2446589434714685	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
COQ4	4	0.5191567922119027	-0.0883249161801449	0.7390299162587112	0.2871914616648299	0.7511221227589755	0.0091971438920757	-0.0141636254082082	True	False	0.375	0.875	0.25		False	0.9052095024317248	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	COQ4	17.0	1.0	0.0	1.0	0.0	1.0	0.0	Crohn disease		0.0002124087855124	0.0606618598756228	0.6645139616579518	3.2272527462290475			ibd_crohn_epithelial:0.665,p=0.00021	False	-0.6008962503040909	-0.3412216107294226	0.4537961785760602	0.9234563450681982															False	False	0.0	6.0													0.0		0.0	"""COQ4"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	601.0	"[{""doi"": ""10.3164/jcbn.24-239"", ""id"": ""41841111"", ""title"": ""The effect of SIRT1 knockdown on the gene expression of CoQ10 biosynthetic enzymes."", ""year"": ""2026""}, {""doi"": ""10.3389/fcell.2026.1774201"", ""id"": ""41847387"", ""title"": ""Coq4 deficiency induces placental vascular development defects through FSP1/CoQ10 axis-mediated endothelial ferroptosis."", ""year"": ""2026""}, {""doi"": ""10.1016/j.jlr.2026.100987"", ""id"": ""41616828"", ""title"": ""Spatial mapping of CoQ10 repletion by BPM31510 in a genetic mouse model (Coq4&lt;sup&gt;F147C&lt;/sup&gt;) of coenzyme Q deficiency."", ""year"": ""2026""}]"	COQ4 autoimmune	0.0	[]	inhibit_or_reduce	1.0	0.0	False	False	False	True	0.23902991625871106	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PLIN4	3	0.7719203306050704	0.0529310857500544	0.7387369483265096	0.8192780303354286	0.2797467954185517	0.1564211491446632	-0.0505589776445543	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	PLIN4	12.0	1.0	0.0	0.0	0.0	1.0	0.0	Sjogren syndrome		0.0446556839068026	0.8414957034907469	0.9835913445964736	0.8099885062242714			sjogren_gland_stromal:0.984,p=0.045	False	-1.206250847650037	-0.6732484626554165	0.1457111954023493	0.8989378106274888															False	False	0.0	4.0													0.0		0.0	"""PLIN4"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	1301.0	"[{""doi"": ""10.3390/ijms27093821"", ""id"": ""42123407"", ""title"": ""Integrated Multi-Omics Analysis Reveals Activation of the PPAR Signaling Pathway by Koumiss in Experimental Ulcerative Colitis."", ""year"": ""2026""}, {""doi"": ""10.1038/s41467-026-73525-y"", ""id"": ""42168231"", ""title"": ""The perijunctional zone is a molecularly distinct muscle subdomain altered in Duchenne muscular dystrophy."", ""year"": ""2026""}, {""doi"": ""10.1016/j.jbc.2025.111043"", ""id"": ""41391763"", ""title"": ""Elevated adipose inflammation, but reduced hepatic triacylglycerol storage in diet-induced obese Plin4&lt;sup&gt;-/-&lt;/sup&gt; mice."", ""year"": ""2026""}]"	PLIN4 autoimmune	1.0	"[{""conditions"": ""Diabetes Mellitus, Type 1"", ""nct_id"": ""NCT03556098"", ""status"": ""COMPLETED"", ""title"": ""Glucose-dependent Insulinotropic Polypeptide as a Safeguard Against Hypoglycemia in Patients With Type 1 Diabetes""}]"	inhibit_or_reduce	1.0	0.0	False	False	False	True	0.2387369483265096	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
MREG	3	0.5412799937070207	0.0015512036572216	0.7381558563486115	0.3103929064195769	0.7721670809944645	0.1377418404633426	-0.1346394331488993	True	False	0.5	1.0	0.5		False	0.9600924529799222	1.0	0.9971256078463696	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	MREG	17.0	1.0	0.0	0.0	0.0	1.0	0.0	psoriasis		0.0107847777916229	0.3849693710143581	1.266928218471694	4.777360797154679			psoriasis_keratinocyte:1.27,p=0.011	False	-1.1356746357606893	-0.4481276291353126	0.3109854665752915	0.9094390036211306															False	False	0.0	4.0													0.0		0.0	"""MREG"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	828.0	"[{""doi"": ""10.1093/stmcls/sxaf011"", ""id"": ""40103180"", ""title"": ""Immunoregulatory iPSC-derived non-lymphoid progeny in autoimmunity and GVHD alloimmunity."", ""year"": ""2025""}, {""doi"": ""10.3389/fimmu.2026.1645257"", ""id"": ""41816328"", ""title"": ""Unveiling potential diagnostic biomarkers for rheumatoid arthritis through integrated gene expression analysis."", ""year"": ""2026""}, {""doi"": ""10.1016/j.bbih.2025.101111"", ""id"": ""41127869"", ""title"": ""Alterations in functional connectivity analyzed using MREG in patients with suspected autoimmune psychosis spectrum syndromes."", ""year"": ""2025""}]"	MREG autoimmune	0.0	[]	inhibit_or_reduce	1.0	0.0	False	False	False	True	0.23815585634861147	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
CD74	4	0.0339690161776949	-0.2452956063707208	0.2293709146181354	-0.0804773202931263	0.2625063932842777	-0.0247005882989825	-0.465890624442459	False	False	0.875	0.375	0.125	lipid_lysosomal_apc	False	1.0	0.9645063778899814	0.920009505703422	UNRESOLVED	CD74	17.0	6.0	1.0	0.0	0.0	4.0	1.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0001493188557005	0.1521083558094026	3.4924642000814563	1.6610284278730123	0.0286731100130888	-0.8457538295667728	sjogren_gland_epithelial:1.5,p=0.00015;t1d_ductal_cell:0.993,p=0.00077;t1d_stellate_cell:2.15,p=0.0027;ibd_uc_epithelial:3.49,p=0.0052;ibd_crohn_epithelial:3.09,p=0.0091;t1d_acinar_cell:1.63,p=0.015	False	0.2553907019006836	0.5415320486815584	0.2187160729350419	0.8993702893651148	1.0	AS	0.0209243668686555			datatype_literature									False	False	1.0	14.5	2.0	2e-19	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		no_target_resolved_coloc_or_mr													unresolved	0.0	0.0	False	False	False	False	0.2293709146181354	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
MARCO	4	0.1725900483647492	-0.1188607221745046	0.19464151802938	0.095877290180931	0.1049718271795538	0.352206965649749	-0.4637326082258965	False	False	0.875	1.0	0.375	resolution_efferocytosis	False	1.0	1.0	0.9965506589785832	UNRESOLVED	MARCO	11.0	2.0	0.0	0.0	0.0	2.0	0.0	Crohn disease;ulcerative colitis		0.0017818740785889	0.1282596837813283	3.5410318820405644	1.875474931827472			ibd_crohn_myeloid:3.39,p=0.0018;ibd_uc_myeloid:3.54,p=0.026	True	-2.5362846413133395	-0.7613052721484995	0.0907982255292643	0.8989378106274888							15.197400115125992	4.697400115125992	0.0	6.0	0.0	Crohn,RA,SLE_myeloid,Sjogren,UC,lupus_nephritis			False	False	0.0	9.7598700057563																						unresolved	0.0	0.0	False	False	False	False	0.19464151802938	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
BAX	4	-0.0670080747927616	-0.1591194857997779	-0.1864560575599407	0.1299071282870894	-0.1299153498079757	-0.0259008283987076	-0.2862822798482098	False	False	0.875	0.625	1.0	stress_cytotoxicity	False	1.0	0.9889744952178532	1.0	UNRESOLVED	BAX	17.0	0.0	0.0	0.0	0.0	0.0	0.0										False	-0.1513325438709145	-0.3421497535025117	0.4228264090971256	0.9195199515584406							1.451297702948712	-0.0487022970512879	1.5	0.0	0.0				False	False	0.0	0.0725648851474356																						unresolved	0.0	0.0	False	False	False	False	0.1864560575599407	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
XBP1	4	-0.1139722939006607	0.0333802949827709	0.1858961002122711	-0.7222654778947879	0.4943208900934663	0.0079720026528185	-0.2102687228900839	False	False	0.875	1.0	0.875	stress_cytotoxicity	False	1.0	1.0	1.0	UNRESOLVED	XBP1	17.0	1.0	0.0	0.0	0.0	1.0	0.0	Crohn disease		0.0138944225513461	0.1841812378533564	1.0711241895660688	1.5878580803078617			ibd_crohn_epithelial:1.07,p=0.014	False	-0.208784650284997	-0.3728808995238201	0.3826993749833686	0.9141270983319502															False	False	0.0	4.0																						unresolved	0.0	0.0	False	False	False	False	0.1858961002122711	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
CD300LF	4	-0.070799246030108	-0.0476916851661017	-0.1802260625574201	0.2138737627633271	-0.0929052419568767	0.0385375263078906	-0.1339208966400942	False	False	0.625	1.0	0.625		True	0.9600924529799222	1.0	0.9971256078463696	UNRESOLVED	CD300LF	8.0	1.0	0.0	0.0	0.0	1.0	0.0	psoriasis		0.0329241262330017	0.7297013371935511	2.2457988966876004	2.102009132988344			psoriasis_skin_apc:2.25,p=0.033	False	-0.0991212524448474	-0.1661163850359562	0.7089814372180329	0.9669212366619434															False	False	0.0	4.0																						unresolved	0.0	0.0	False	False	False	False	0.1802260625574201	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PROS1	4	-0.2577536827167738	-0.0376079996632008	-0.1729480030886631	-0.314071776580616	-0.0832915341445399	0.4190880411364504	-0.4209368307497592	False	False	0.875	0.875	0.625	resolution_efferocytosis	True	1.0	1.0	0.9971256078463696	UNRESOLVED	PROS1	17.0	0.0	1.0	0.0	0.0	0.0	1.0		ulcerative colitis					0.0020709154523873	-1.1656749307498808		False	-0.2744612083561524	-0.473933147593873	0.277280176205179	0.9049965616313804															False	False	0.0	-4.0	1.0	5e-07	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY															unresolved	0.0	0.0	False	False	False	False	0.1729480030886631	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
TYRO3	4	0.3951754181249329	-0.0026826115754948	0.1698454518586819	0.4598484197280823	0.3485919178392889	-0.0744829781449867	0.0513948040438394	True	False	0.875	1.0	0.625	resolution_efferocytosis	True	1.0	1.0	0.9971256078463696	UNRESOLVED	TYRO3	17.0	0.0	1.0	0.0	0.0	0.0	1.0		psoriasis					0.0035662408996899	-0.6656636750353067		True	-0.5221106413811212	-0.2398800363507528	0.5805546499427854	0.9460300826505484							3.0745529025593132	0.7872764512796568	2.2872764512796566	0.0	0.0				False	False	0.0	-2.8462723548720343	1.0	1e-14	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY															unresolved	0.0	0.0	False	False	False	False	0.1698454518586819	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
C1QA	4	-0.2439959680827749	-0.1587082943276972	0.1588265683911011	0.0658974288116749	-0.0048760154284446	-0.3345169216520169	0.2377750281964363	False	False	0.375	0.375	0.875	resolution_efferocytosis	False	0.9052095024317248	0.9645063778899814	1.0	UNRESOLVED	C1QA	13.0	1.0	1.0	0.0	0.0	1.0	1.0	Sjogren syndrome	ulcerative colitis	0.0437723431758779	0.8414957034907469	1.252738881020215	0.8091226284475445	0.0242371970274926	-1.6158619235587235	sjogren_gland_stromal:1.25,p=0.044	True	-0.6196742601671481	-1.1811559166432954	0.0106910547297546	0.8349413280632139	1.0	SLE	0.3868715109075108			datatype_animal_model;datatype_genetic_literature;datatype_literature	20.50508362375608	11.75508362375608	0.0	5.0	0.0	Crohn,Sjogren,UC,lupus_nephritis,psoriasis			False	False	1.0	2.525254181187804																						unresolved	0.0	0.0	False	False	False	False	0.1588265683911011	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
H2-AB1	3	-0.6004180694577224	-0.0503542800885961	-0.1500124810892393	0.3629692454757318	-0.691830486189124	0.0583225962051852	-0.0744147040060494	False	False	0.5	1.0	0.75	lipid_lysosomal_apc	False	0.9600924529799222	1.0	1.0	UNRESOLVED	H2-AB1																																																													unresolved	0.0	0.0	False	False	False	False	0.1500124810892393	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
F13A1	4	0.0443044446074785	-0.114958680798602	-0.1340297075206036	-0.0435390088119109	0.1579029036030925	0.3688675898787223	-0.5037367192735354	False	False	1.0	1.0	0.875	resolution_efferocytosis	False	1.0	1.0	1.0	UNRESOLVED	F13A1	12.0	0.0	3.0	0.0	0.0	0.0	2.0		Crohn disease;ulcerative colitis					0.0434394919886445	-2.6743188004757172		False	-1.2416513837966685	-0.832493035831994	0.0676692375363416	0.8989378106274888							2.5373180928157115	0.5186590464078555	2.018659046407856	1.0	0.0	MS			False	False	0.0	-8.873134095359214																						unresolved	0.0	0.0	False	False	False	False	0.1340297075206036	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
RELA	4	0.2080714185686902	0.7245120680879038	-0.6243116948342843	0.2676282583460314	-0.1874242275410416	0.5831071212317438	0.8820029692890266	False	True	0.875	0.125	0.125		False	1.0	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	RELA	17.0	0.0	1.0	0.0	0.0	0.0	1.0		type 1 diabetes mellitus					0.0491971306038264	-0.4499039039760992		False	0.1592774828799896	0.2703200748500929	0.5508801260707771	0.9390010612097776							1.2661303529109853	-0.2338696470890146	1.5	1.0	0.0	MS			False	False	0.0	-3.9366934823544506	1.0	3e-10	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY			CHEMBL1163114	GTP pyrophosphokinase	SINGLE PROTEIN	0.0		5.0	"""RELA"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	128703.0	"[{""doi"": ""10.3389/fimmu.2026.1725917"", ""id"": ""41659862"", ""title"": ""The emerging paradigms of SETD family enzymes as epigenetic regulators of the immune response in inflammatory diseases."", ""year"": ""2026""}, {""doi"": ""10.1186/s12863-026-01414-w"", ""id"": ""41851628"", ""title"": ""A curated list of immune system associated genes related to cancer."", ""year"": ""2026""}, {""doi"": ""10.3389/fimmu.2025.1726664"", ""id"": ""41472723"", ""title"": ""Co-occurrence of autoimmune diseases and metabolic disorders in familial mediterranean fever patients: review of literature and case reports."", ""year"": ""2025""}]"	RELA autoimmune	1.0	"[{""conditions"": ""IGA Glomerulonephritis"", ""nct_id"": ""NCT02527902"", ""status"": ""COMPLETED"", ""title"": ""Autonomic Nervous System (ANS) and Renal Function in Immunoglobin A (IgA) Nephropathy""}]"	activate_or_restore	1.0	0.0	False	False	False	True	0.12431169483428439	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
CD163	4	0.1800200933758134	0.1221119301900057	-0.1100585222541947	-0.1197083650760706	0.0247496717996245	0.0364541145864123	0.2077697457935992	False	False	1.0	0.875	0.875	resolution_efferocytosis	False	1.0	1.0	1.0	UNRESOLVED	CD163	9.0	0.0	0.0	0.0	0.0	0.0	0.0										False	-1.581019471827977	-0.9093071608077572	0.0504362540702019	0.8768579428612613							3.5868958419390005	1.0434479209695	2.5434479209695	1.0	0.0	MS			False	False	0.0	0.17934479209695																						unresolved	0.0	0.0	False	False	False	False	0.1100585222541947	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
FERMT2	3	-0.7073431477664014	0.5072133512078483	-0.60367355822407	-0.1269277400389206	0.6178955759036633	0.3996156086608691	0.581688527425098	False	True	0.5	0.5	0.5		False	0.9600924529799222	0.9889744952178532	0.9971256078463696	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	FERMT2	17.0	0.0	1.0	0.0	0.0	0.0	1.0		type 1 diabetes mellitus					0.0216887098838841	-0.4009520910870927		False	0.1184358819605435	0.1426538205436158	0.7364087044376764	0.9693303715651268							1.5853494134054884	0.042674706702744	1.5426747067027442	0.0	0.0				False	False	0.0	-3.9207325293297255										CHEMBL4879490	Fermitin family homolog 2	SINGLE PROTEIN	0.0		2.0	"""FERMT2"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	1340.0	"[{""doi"": ""10.1038/s41418-026-01694-w"", ""id"": ""41792242"", ""title"": ""Functional genomic screens uncover FERMT2 as a critical regulator of YAP/TAZ-driven tumorigenicity."", ""year"": ""2026""}, {""doi"": ""10.1371/journal.pone.0338338"", ""id"": ""41385533"", ""title"": ""Impact of rAAV-shRNA treatment targeting mechanosensitive Ilk1 and Fermt2 in a mouse model of sepsis-induced muscle weakness."", ""year"": ""2025""}, {""doi"": ""10.1186/s43556-025-00386-0"", ""id"": ""41405822"", ""title"": ""Multi-omics factor analysis identifies the Tensin 1-Fermitin family homologue 2-Fibronectin 1-Integrin signaling axis as a prognostic determinant in colorectal cancer."", ""year"": ""2025""}]"	FERMT2 autoimmune	0.0	[]	activate_or_restore	1.0	0.0	False	False	False	True	0.1036735582240702	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
FOS	3	-0.0490282845244522	-0.1494240928218917	0.1003958082974394	0.0227631277868374	-0.494987080703873	0.0552824362261255	-0.3541306218699089	False	False	0.25	0.5	1.0	stress_cytotoxicity	False	0.8221627590893646	0.9889744952178532	1.0	UNRESOLVED	FOS	17.0	0.0	6.0	0.0	0.0	0.0	3.0		Crohn disease;psoriasis;ulcerative colitis					0.0066811295895097	-1.4835112460805764		False	-0.1403858882257296	-0.1617917130366146	0.7006579212252295	0.9646161727383372															False	False	0.0	-15.0	3.0	2e-13	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY															unresolved	0.0	0.0	False	False	False	False	0.1003958082974394	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
LAMP1	4	0.2027300618333554	0.049240030324282	0.0683349633896241	-0.0938726108708247	0.2941780204633866	-0.2912604713230455	0.2697647374508853	False	False	0.875	0.625	0.875	lipid_lysosomal_apc	False	1.0	0.9889744952178532	1.0	UNRESOLVED	LAMP1	17.0	0.0	1.0	0.0	0.0	0.0	1.0		ulcerative colitis					0.0432550058006647	-0.6180871895505646		True	0.1622595591982687	0.499356848431654	0.2569490798415539	0.9037679420388188							3.1911986072140213	1.2752760711930735	5.665922536020948	4.0	4.0	MS,SLE_myeloid,lupus_nephritis,psoriasis	Crohn,RA,SLE_CD4_T,Sjogren		False	False	0.0	-2.840440069639299																						unresolved	0.0	0.0	False	False	False	False	0.0683349633896241	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
LPL	4	-0.3853610287787942	-0.1367719305653306	-0.0666046419387214	-0.2218868458667553	-0.720774880022315	-0.114821624047567	-0.2423715773836794	False	False	0.25	0.25	0.625	lipid_lysosomal_apc;resolution_efferocytosis	True	0.8221627590893646	0.8757238508867174	0.9971256078463696	UNRESOLVED	LPL	15.0	1.0	2.0	0.0	0.0	1.0	2.0	Crohn disease	Sjogren syndrome;type 1 diabetes mellitus	0.0054124581776976	0.1418044800664524	1.9696304187497948	2.4758244278732384	0.0170044867870439	-1.222419750368474	ibd_crohn_epithelial:1.97,p=0.0054	True	1.7595984466157422	1.873091309632819	0.0006219963760009	0.7144250374746858							-0.3934936348277063	-0.0184936348277062	0.0	2.0	2.0	Crohn,UC	lupus_nephritis,psoriasis		True	True	0.0	3.9803253182586142																						unresolved	0.0	0.0	False	False	False	False	0.0666046419387214	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
VSIG4	4	-0.170254868315367	-0.0144766684638824	-0.0591776463207015	0.1252982575879495	-0.1565296613699103	0.2228210488570878	0.0433403642914593	False	False	0.875	1.0	0.875	resolution_efferocytosis	False	1.0	1.0	1.0	UNRESOLVED	VSIG4	9.0	0.0	2.0	0.0	0.0	0.0	2.0		Crohn disease;ulcerative colitis					0.0053530828943201	-1.9110146302144893		True	-1.0515671441266328	-1.515830262996964	0.0020407308358746	0.8344760564031432															False	False	0.0	-7.0																						unresolved	0.0	0.0	False	False	False	False	0.0591776463207015	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
