n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	median_empirical_reliability_across_seeds	single_measurement_empirical_reliability	empirical_reliability_gain	significant_probability	single_measurement_power	aggregate_power_gain	minimum_seed_power_gain	null_calibrated	materially_useful
120	0.15	1.5	0.4	2	0.0	0.5299759373623887	0.4041553448875404	0.12582059247484828	0.1675	0.12333333333333334	0.044166666666666674	0.029999999999999985	True	False
120	0.15	1.5	0.4	2	0.5	0.4599454228017753	0.4041553448875404	0.055790077914234903	0.14666666666666667	0.12333333333333334	0.02333333333333333	-0.0025000000000000022	False	False
120	0.15	1.5	0.4	3	0.0	0.6297809581255814	0.4041553448875404	0.22562561323804103	0.19	0.12333333333333334	0.06666666666666667	0.057499999999999996	True	False
120	0.15	1.5	0.4	3	0.5	0.49254800439776025	0.4041553448875404	0.08839265951021985	0.15166666666666667	0.12333333333333334	0.028333333333333335	0.007499999999999979	True	False
120	0.15	1.5	0.7	2	0.0	0.8018240512106374	0.7020126084766705	0.09981144273396692	0.22166666666666668	0.17666666666666667	0.04500000000000001	0.027499999999999997	False	False
120	0.15	1.5	0.7	2	0.5	0.7497197894742911	0.7020126084766705	0.04770718099762061	0.19666666666666666	0.17666666666666667	0.01999999999999999	0.0	True	False
120	0.15	1.5	0.7	3	0.0	0.8597312639346095	0.7020126084766705	0.15771865545793906	0.23333333333333334	0.17666666666666667	0.05666666666666667	0.035	False	False
120	0.15	1.5	0.7	3	0.5	0.7702191852070934	0.7020126084766705	0.06820657673042296	0.23416666666666666	0.17666666666666667	0.057499999999999996	0.04250000000000001	False	False
120	0.15	1.7	0.4	2	0.0	0.5287899141431613	0.40356576446687165	0.1252241496762897	0.23333333333333334	0.16666666666666666	0.06666666666666668	0.05249999999999999	True	False
120	0.15	1.7	0.4	2	0.5	0.45685944174170334	0.40356576446687165	0.0532936772748317	0.2125	0.16666666666666666	0.04583333333333334	0.010000000000000009	False	False
120	0.15	1.7	0.4	3	0.0	0.6294420666456824	0.40356576446687165	0.22587630217881072	0.2775	0.16666666666666666	0.11083333333333337	0.0625	True	False
120	0.15	1.7	0.4	3	0.5	0.49242647376649773	0.40356576446687165	0.08886070929962608	0.20916666666666667	0.16666666666666666	0.04250000000000001	0.03	True	False
120	0.15	1.7	0.7	2	0.0	0.7997984692130642	0.7003289886296843	0.0994694805833799	0.3375	0.2733333333333333	0.0641666666666667	0.007500000000000007	False	False
120	0.15	1.7	0.7	2	0.5	0.7473846911465237	0.7003289886296843	0.04705570251683944	0.31083333333333335	0.2733333333333333	0.03750000000000003	0.010000000000000009	True	False
120	0.15	1.7	0.7	3	0.0	0.8575180001277565	0.7003289886296843	0.15718901149807218	0.3725	0.2733333333333333	0.09916666666666668	0.0625	False	False
120	0.15	1.7	0.7	3	0.5	0.7699203317348702	0.7003289886296843	0.06959134310518589	0.3125	0.2733333333333333	0.03916666666666668	0.020000000000000018	False	False
120	0.3	1.5	0.4	2	0.0	0.5277237597807314	0.40295604802032126	0.12476771176041013	0.235	0.16916666666666666	0.06583333333333333	0.03	True	False
120	0.3	1.5	0.4	2	0.5	0.4592703951262357	0.40295604802032126	0.05631434710591443	0.21	0.16916666666666666	0.04083333333333333	0.03	False	False
120	0.3	1.5	0.4	3	0.0	0.6333686920161529	0.40295604802032126	0.2304126439958316	0.29333333333333333	0.16916666666666666	0.12416666666666668	0.09499999999999997	True	False
120	0.3	1.5	0.4	3	0.5	0.4934179616025007	0.40295604802032126	0.09046191358217942	0.24	0.16916666666666666	0.07083333333333333	0.027499999999999997	True	False
120	0.3	1.5	0.7	2	0.0	0.7980937658097967	0.7004530495387276	0.09764071627106918	0.375	0.2891666666666667	0.08583333333333332	0.07500000000000001	False	False
120	0.3	1.5	0.7	2	0.5	0.744704842949994	0.7004530495387276	0.044251793411266394	0.3375	0.2891666666666667	0.04833333333333334	0.027500000000000024	True	False
120	0.3	1.5	0.7	3	0.0	0.8568740873306353	0.7004530495387276	0.15642103779190775	0.41333333333333333	0.2891666666666667	0.12416666666666665	0.10749999999999998	False	False
120	0.3	1.5	0.7	3	0.5	0.7711480890866036	0.7004530495387276	0.07069503954787604	0.3441666666666667	0.2891666666666667	0.05499999999999999	0.03250000000000003	False	False
120	0.3	1.7	0.4	2	0.0	0.5361004350814798	0.4032674617993136	0.13283297328216614	0.35833333333333334	0.2816666666666667	0.07666666666666666	0.025000000000000022	True	False
120	0.3	1.7	0.4	2	0.5	0.45471470905549904	0.4032674617993136	0.051447247256185435	0.3416666666666667	0.2816666666666667	0.06	0.04999999999999999	False	False
120	0.3	1.7	0.4	3	0.0	0.6338278071255833	0.4032674617993136	0.23056034532626968	0.455	0.2816666666666667	0.17333333333333334	0.1375	True	True
120	0.3	1.7	0.4	3	0.5	0.4891194881524611	0.4032674617993136	0.08585202635314748	0.35583333333333333	0.2816666666666667	0.07416666666666666	0.06	True	False
120	0.3	1.7	0.7	2	0.0	0.8023580418537324	0.7029485102575469	0.09940953159618549	0.5483333333333333	0.44333333333333336	0.10499999999999998	0.007500000000000007	False	False
120	0.3	1.7	0.7	2	0.5	0.7483653931917345	0.7029485102575469	0.04541688293418755	0.5383333333333333	0.44333333333333336	0.09499999999999997	0.03999999999999998	True	False
120	0.3	1.7	0.7	3	0.0	0.8576065847639618	0.7029485102575469	0.1546580745064149	0.58	0.44333333333333336	0.1366666666666666	0.05250000000000005	False	False
120	0.3	1.7	0.7	3	0.5	0.769209466742699	0.7029485102575469	0.06626095648515207	0.555	0.44333333333333336	0.11166666666666669	0.06	False	False
240	0.15	1.5	0.4	2	0.0	0.5305349838382414	0.4003944527653823	0.13014053107285906	0.27166666666666667	0.18833333333333332	0.08333333333333334	0.05000000000000002	True	False
240	0.15	1.5	0.4	2	0.5	0.4584050006619562	0.4003944527653823	0.058010547896573894	0.25916666666666666	0.18833333333333332	0.07083333333333333	0.0625	False	False
240	0.15	1.5	0.4	3	0.0	0.628963561052521	0.4003944527653823	0.22856910828713872	0.33166666666666667	0.18833333333333332	0.14333333333333334	0.1225	True	True
240	0.15	1.5	0.4	3	0.5	0.48877461217078566	0.4003944527653823	0.08838015940540334	0.2758333333333333	0.18833333333333332	0.0875	0.05500000000000002	True	False
240	0.15	1.5	0.7	2	0.0	0.7999240892338892	0.7029734117849478	0.09695067744894148	0.3983333333333333	0.3408333333333333	0.057499999999999996	0.030000000000000027	False	False
240	0.15	1.5	0.7	2	0.5	0.7466605124934947	0.7029734117849478	0.04368710070854698	0.39416666666666667	0.3408333333333333	0.053333333333333344	0.02749999999999997	True	False
240	0.15	1.5	0.7	3	0.0	0.8562280130857424	0.7029734117849478	0.1532546013007946	0.41	0.3408333333333333	0.06916666666666665	0.0625	False	False
240	0.15	1.5	0.7	3	0.5	0.7698905881609671	0.7029734117849478	0.06691717637601935	0.4083333333333333	0.3408333333333333	0.0675	0.05249999999999999	False	False
240	0.15	1.7	0.4	2	0.0	0.5292537639803099	0.4051042547176237	0.1241495092626862	0.4475	0.31416666666666665	0.13333333333333336	0.08249999999999996	True	False
240	0.15	1.7	0.4	2	0.5	0.4575546694637106	0.4051042547176237	0.052450414746086915	0.38166666666666665	0.31416666666666665	0.0675	0.034999999999999976	False	False
240	0.15	1.7	0.4	3	0.0	0.6298277141437179	0.4051042547176237	0.22472345942609417	0.5025	0.31416666666666665	0.1883333333333333	0.1825	True	True
240	0.15	1.7	0.4	3	0.5	0.4895120095828932	0.4051042547176237	0.08440775486526952	0.4025	0.31416666666666665	0.08833333333333337	0.05499999999999999	True	False
240	0.15	1.7	0.7	2	0.0	0.7991538791699224	0.7006611713477147	0.09849270782220776	0.6225	0.5108333333333334	0.11166666666666669	0.07250000000000001	False	False
240	0.15	1.7	0.7	2	0.5	0.7463052757347318	0.7006611713477147	0.04564410438701716	0.5808333333333333	0.5108333333333334	0.06999999999999995	0.0025000000000000577	True	False
240	0.15	1.7	0.7	3	0.0	0.8569947390684518	0.7006611713477147	0.15633356772073714	0.6508333333333334	0.5108333333333334	0.14	0.08999999999999997	False	False
240	0.15	1.7	0.7	3	0.5	0.7696187889082237	0.7006611713477147	0.068957617560509	0.5891666666666666	0.5108333333333334	0.07833333333333325	0.032500000000000084	False	False
240	0.3	1.5	0.4	2	0.0	0.5296251144910153	0.4000965907550621	0.12952852373595325	0.4483333333333333	0.305	0.1433333333333333	0.125	True	True
240	0.3	1.5	0.4	2	0.5	0.4574865420541987	0.4000965907550621	0.0573899512991366	0.36916666666666664	0.305	0.06416666666666665	0.04999999999999999	False	False
240	0.3	1.5	0.4	3	0.0	0.6297724142015224	0.4000965907550621	0.22967582344646031	0.48083333333333333	0.305	0.17583333333333334	0.1725	True	True
240	0.3	1.5	0.4	3	0.5	0.48982352199937673	0.4000965907550621	0.08972693124431463	0.43	0.305	0.125	0.11499999999999999	True	True
240	0.3	1.5	0.7	2	0.0	0.8006920392491105	0.7003483891106316	0.1003436501384789	0.665	0.5391666666666667	0.12583333333333335	0.05500000000000005	False	False
240	0.3	1.5	0.7	2	0.5	0.7448583267201703	0.7003483891106316	0.0445099376095387	0.5941666666666666	0.5391666666666667	0.05499999999999994	0.025000000000000022	True	False
240	0.3	1.5	0.7	3	0.0	0.8567533135372187	0.7003483891106316	0.15640492442658716	0.695	0.5391666666666667	0.15583333333333327	0.10999999999999999	False	False
240	0.3	1.5	0.7	3	0.5	0.7706364197214037	0.7003483891106316	0.07028803061077216	0.6466666666666666	0.5391666666666667	0.10749999999999993	0.0675	False	False
240	0.3	1.7	0.4	2	0.0	0.5304399312614634	0.3995488702094141	0.13089106105204928	0.6508333333333334	0.49416666666666664	0.15666666666666673	0.08999999999999997	True	False
240	0.3	1.7	0.4	2	0.5	0.45466722588391817	0.3995488702094141	0.05511835567450407	0.5658333333333333	0.49416666666666664	0.07166666666666666	0.02749999999999997	False	False
240	0.3	1.7	0.4	3	0.0	0.6307317235625809	0.3995488702094141	0.2311828533531668	0.7325	0.49416666666666664	0.2383333333333334	0.21750000000000003	True	True
240	0.3	1.7	0.4	3	0.5	0.4908060699108962	0.3995488702094141	0.0912571997014821	0.6275	0.49416666666666664	0.1333333333333333	0.08499999999999996	True	False
240	0.3	1.7	0.7	2	0.0	0.7988432110973724	0.6997370107080307	0.0991062003893417	0.8558333333333333	0.7483333333333333	0.10750000000000004	0.07750000000000001	False	False
240	0.3	1.7	0.7	2	0.5	0.7473245937391801	0.6997370107080307	0.047587583031149405	0.8216666666666667	0.7483333333333333	0.07333333333333336	0.050000000000000044	True	False
240	0.3	1.7	0.7	3	0.0	0.8566873225697473	0.6997370107080307	0.1569503118617166	0.8858333333333334	0.7483333333333333	0.13750000000000007	0.12	False	False
240	0.3	1.7	0.7	3	0.5	0.770664502558372	0.6997370107080307	0.0709274918503413	0.8216666666666667	0.7483333333333333	0.07333333333333336	0.0625	False	False
320	0.15	1.5	0.4	2	0.0	0.5318181623097417	0.39934011574708034	0.13247804656266132	0.34833333333333333	0.25583333333333336	0.09249999999999997	0.06	True	False
320	0.15	1.5	0.4	2	0.5	0.45747874028277485	0.39934011574708034	0.058138624535694516	0.30333333333333334	0.25583333333333336	0.04749999999999999	0.034999999999999976	False	False
320	0.15	1.5	0.4	3	0.0	0.6291868880901648	0.39934011574708034	0.22984677234308443	0.4075	0.25583333333333336	0.15166666666666662	0.14250000000000002	True	True
320	0.15	1.5	0.4	3	0.5	0.49061643673222954	0.39934011574708034	0.0912763209851492	0.34	0.25583333333333336	0.08416666666666667	0.07750000000000001	True	False
320	0.15	1.5	0.7	2	0.0	0.799651505124263	0.7008717837436922	0.09877972138057078	0.4975	0.43666666666666665	0.06083333333333335	0.03999999999999998	False	False
320	0.15	1.5	0.7	2	0.5	0.7463853988446956	0.7008717837436922	0.04551361510100338	0.4725	0.43666666666666665	0.03583333333333333	0.030000000000000027	True	False
320	0.15	1.5	0.7	3	0.0	0.8565081307837871	0.7008717837436922	0.15563634704009488	0.5291666666666667	0.43666666666666665	0.09250000000000003	0.07250000000000001	False	False
320	0.15	1.5	0.7	3	0.5	0.7713895032223828	0.7008717837436922	0.07051771947869057	0.49916666666666665	0.43666666666666665	0.0625	0.044999999999999984	False	False
320	0.15	1.7	0.4	2	0.0	0.5276876364350076	0.40195298246475425	0.12573465397025335	0.5441666666666667	0.3616666666666667	0.1825	0.14500000000000002	True	True
320	0.15	1.7	0.4	2	0.5	0.45609924135177626	0.40195298246475425	0.054146258887022014	0.4558333333333333	0.3616666666666667	0.09416666666666662	0.05499999999999999	False	False
320	0.15	1.7	0.4	3	0.0	0.6278702073801365	0.40195298246475425	0.2259172249153823	0.6133333333333333	0.3616666666666667	0.2516666666666666	0.21750000000000003	True	True
320	0.15	1.7	0.4	3	0.5	0.49172278599372515	0.40195298246475425	0.0897698035289709	0.5066666666666667	0.3616666666666667	0.14500000000000002	0.11749999999999994	True	True
320	0.15	1.7	0.7	2	0.0	0.7983483744337111	0.7006951758577378	0.09765319857597332	0.755	0.6225	0.13249999999999995	0.09250000000000003	False	False
320	0.15	1.7	0.7	2	0.5	0.7464558605531304	0.7006951758577378	0.04576068469539263	0.7041666666666667	0.6225	0.08166666666666667	0.04749999999999999	True	False
320	0.15	1.7	0.7	3	0.0	0.8571809725867657	0.7006951758577378	0.15648579672902796	0.7991666666666667	0.6225	0.17666666666666664	0.15749999999999997	False	False
320	0.15	1.7	0.7	3	0.5	0.7708335785505052	0.7006951758577378	0.07013840269276739	0.7108333333333333	0.6225	0.08833333333333326	0.04749999999999999	False	False
320	0.3	1.5	0.4	2	0.0	0.53038763972671	0.39820164707224104	0.13218599265446895	0.5841666666666666	0.4033333333333333	0.1808333333333333	0.16250000000000003	True	True
320	0.3	1.5	0.4	2	0.5	0.45637789336886264	0.39820164707224104	0.0581762462966216	0.4775	0.4033333333333333	0.07416666666666666	0.03250000000000003	False	False
320	0.3	1.5	0.4	3	0.0	0.6324399922097801	0.39820164707224104	0.23423834513753905	0.6683333333333333	0.4033333333333333	0.265	0.20750000000000007	True	True
320	0.3	1.5	0.4	3	0.5	0.4871600009847139	0.39820164707224104	0.08895835391247287	0.5016666666666667	0.4033333333333333	0.09833333333333338	0.07750000000000001	True	False
320	0.3	1.5	0.7	2	0.0	0.7983495653303618	0.7004734801484997	0.09787608518186208	0.7566666666666667	0.6625	0.09416666666666673	0.08250000000000002	False	False
