seed	n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_events	median_measurements_available	median_empirical_reliability
54951	320	0.15	1.0	0.7	2	0.5	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0375	0.02	-0.035895968855108595	-0.005413824875041905	317.0	47.0	1.8176100628930818	0.7469236912655026
54951	320	0.15	1.0	0.7	3	0.0	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0325	0.0275	0.07266488120636941	0.011460599414365898	320.0	48.0	2.70625	0.8542712159677281
54951	320	0.15	1.0	0.7	3	0.5	400	400	1.0	33	0.0825	0.05934587622971528	0.1135968895394223	0.04	0.0425	-0.010707289866359125	-0.0017898039326692747	320.0	48.0	2.7	0.7720268389120095
54951	320	0.15	1.5	0.4	1	0.0	400	400	1.0	100	0.25	0.2100790142364741	0.2946771329306741	0.25	0.0	1.1944178670249543	0.19305271870873686	288.0	43.0	1.0	0.39888506672429036
54951	320	0.15	1.5	0.4	2	0.0	400	400	1.0	147	0.3675	0.3217214385202667	0.4157993194783218	0.3675	0.0	1.6812668161056945	0.2611752969276869	317.0	47.0	1.8180365959918676	0.5318181623097417
54951	320	0.15	1.5	0.4	2	0.5	400	400	1.0	121	0.3025	0.25953936408389566	0.3492179921781514	0.3025	0.0	1.4298598471006971	0.22532450386977218	317.0	47.0	1.8196202531645569	0.45747874028277485
54951	320	0.15	1.5	0.4	3	0.0	400	400	1.0	157	0.3925	0.34588652662317476	0.44115861665869904	0.3925	0.0	1.7033991067942997	0.2657240195552447	320.0	48.0	2.7053291536050157	0.6264121948905623
54951	320	0.15	1.5	0.4	3	0.5	400	400	1.0	134	0.335	0.29050908143055376	0.3826299756997641	0.335	0.0	1.5443325792145712	0.235168433573922	320.0	48.0	2.7053291536050157	0.49061643673222954
54951	320	0.15	1.5	0.7	1	0.0	400	400	1.0	173	0.4325	0.3848187370706328	0.48146542266449727	0.4325	0.0	1.7590870611932627	0.2903954837456505	288.0	43.0	1.0	0.7011093414245985
54951	320	0.15	1.5	0.7	2	0.0	400	400	1.0	191	0.4775	0.4289974607340835	0.5264305925109598	0.4775	0.0	1.9073224528173163	0.3083742896831505	317.0	47.0	1.8181818181818181	0.799651505124263
54951	320	0.15	1.5	0.7	2	0.5	400	400	1.0	185	0.4625	0.41422725327343163	0.5114861688016406	0.4625	0.0	1.8461612740394855	0.2994802285728133	317.0	47.0	1.8181818181818181	0.7470933296991905
54951	320	0.15	1.5	0.7	3	0.0	400	400	1.0	205	0.5125	0.4636306970848221	0.5611314955568205	0.5125	0.0	2.0110641789888497	0.32354106486203604	320.0	48.0	2.704865834664143	0.8563746927347858
54951	320	0.15	1.5	0.7	3	0.5	400	400	1.0	193	0.4825	0.43393056304490063	0.5314023672567997	0.4825	0.0	1.9221920921648215	0.30623670651386264	320.0	48.0	2.703125	0.7708320988957431
54951	320	0.15	1.7	0.4	1	0.0	400	400	1.0	130	0.325	0.28095326743154514	0.3723760355854586	0.325	0.0	1.6012488206436861	0.2592079794177759	288.0	44.0	1.0	0.40195298246475425
54951	320	0.15	1.7	0.4	2	0.0	400	400	1.0	226	0.565	0.516026076233405	0.6127373255031363	0.565	0.0	2.1036180194075227	0.32795813646708316	317.0	48.0	1.819047619047619	0.5255859981701165
54951	320	0.15	1.7	0.4	2	0.5	400	400	1.0	192	0.48	0.43146340667729527	0.5289170850960765	0.48	0.0	1.903078466795189	0.2976287003563961	317.0	46.5	1.8177507183474995	0.45390574420302104
54951	320	0.15	1.7	0.4	3	0.0	400	400	1.0	252	0.63	0.5816587842920732	0.6758680191810097	0.63	0.0	2.3233579437673404	0.368042152660468	320.0	48.0	2.703125	0.6274241612394251
54951	320	0.15	1.7	0.4	3	0.5	400	400	1.0	203	0.5075	0.45866859619769573	0.5561887193872896	0.5075	0.0	1.9843214823510311	0.3114820381432491	320.0	48.0	2.703125	0.49296317088609276
54951	320	0.15	1.7	0.7	1	0.0	400	400	1.0	259	0.6475	0.5994805197681348	0.6927133534032477	0.6475	0.0	2.352245930285144	0.38881663796324617	289.0	43.0	1.0	0.7031682942134153
54951	320	0.15	1.7	0.7	2	0.0	400	400	1.0	296	0.74	0.6948757457668063	0.7805583529527312	0.74	0.0	2.5965460351920244	0.42331709774619686	317.0	47.0	1.8161643560377736	0.7973891979090162
54951	320	0.15	1.7	0.7	2	0.5	400	400	1.0	279	0.6975	0.6507820078218485	0.7404606359161043	0.6975	0.0	2.503500047132725	0.405098324801459	317.0	47.0	1.817458877600387	0.7479307486024074
54951	320	0.15	1.7	0.7	3	0.0	400	400	1.0	322	0.805	0.7633481418022936	0.8408493586537855	0.805	0.0	2.6570504373086425	0.42925652683002513	320.0	48.0	2.703125	0.8571246155250992
54951	320	0.15	1.7	0.7	3	0.5	400	400	1.0	278	0.695	0.6482028147696431	0.7380873904399811	0.695	0.0	2.5052598416404086	0.40620884998726525	320.0	48.0	2.7021943573667713	0.7727253346778908
54951	320	0.3	1.0	0.4	1	0.0	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	0.08624529032407029	0.009729291581664176	288.0	86.5	1.0	0.40413939028431944
54951	320	0.3	1.0	0.4	2	0.0	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	0.018153603583784816	0.0020017840080946885	317.0	96.0	1.8201892744479495	0.5286293577753953
54951	320	0.3	1.0	0.4	2	0.5	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0275	0.0275	0.0053192033478787265	0.0005967151605876537	317.0	95.0	1.8201892744479495	0.457666543448028
54951	320	0.3	1.0	0.4	3	0.0	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	0.14286055271614295	0.015856981225690348	320.0	96.0	2.70625	0.6332550231085414
54951	320	0.3	1.0	0.4	3	0.5	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.03	0.0325	0.002865301794227739	0.00032676551222015336	320.0	96.0	2.703125	0.49343983834542926
54951	320	0.3	1.0	0.7	1	0.0	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0425	0.0225	0.10368507922493257	0.012834010125903192	288.0	87.0	1.0	0.6999080848390001
54951	320	0.3	1.0	0.7	2	0.0	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.015	0.0275	-0.08380369880403606	-0.009531220456332	317.0	95.0	1.8176100628930818	0.7976143492751373
54951	320	0.3	1.0	0.7	2	0.5	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0425	0.015	-0.014245807120951599	-0.0015769626943873244	317.0	96.0	1.8170347003154574	0.7478858714280407
54951	320	0.3	1.0	0.7	3	0.0	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0225	0.02	-0.04690502106723794	-0.005517456223675873	320.0	96.0	2.703125	0.8574623461057793
54951	320	0.3	1.0	0.7	3	0.5	400	400	1.0	32	0.08	0.05723575041013351	0.11075457683067555	0.045	0.035	-0.011054099851000027	-0.0012784806610565737	320.0	96.0	2.70625	0.7699713937059416
54951	320	0.3	1.5	0.4	1	0.0	400	400	1.0	154	0.385	0.3386231845670135	0.4335646431298747	0.385	0.0	1.6506276042230132	0.18865154625749722	288.0	87.0	1.0	0.39794690702420443
54951	320	0.3	1.5	0.4	2	0.0	400	400	1.0	225	0.5625	0.5135188136473868	0.6102921495608261	0.5625	0.0	2.0920041077737337	0.23358514976319328	317.0	95.0	1.8181818181818181	0.5289424782858784
54951	320	0.3	1.5	0.4	2	0.5	400	400	1.0	194	0.485	0.4363989291617392	0.5338864396682897	0.485	0.0	1.882751364651975	0.20734206888410245	317.0	95.0	1.8181818181818181	0.45637789336886264
54951	320	0.3	1.5	0.4	3	0.0	400	400	1.0	269	0.6725	0.6250583013725689	0.7166599570820987	0.6725	0.0	2.3410669860796096	0.26239586805198195	320.0	95.0	2.7	0.6324399922097801
54951	320	0.3	1.5	0.4	3	0.5	400	400	1.0	196	0.49	0.441339288394901	0.5388509574917849	0.49	0.0	1.9290279323559982	0.21289195220029997	320.0	96.0	2.7057895768025078	0.4859626861822281
54951	320	0.3	1.5	0.7	1	0.0	400	400	1.0	265	0.6625	0.6148101420626579	0.7070983622786957	0.6625	0.0	2.3772683542605852	0.2816573086136685	288.5	87.0	1.0	0.7013467858168144
54951	320	0.3	1.5	0.7	2	0.0	400	400	1.0	298	0.745	0.7000956766555838	0.785243299120611	0.745	0.0	2.647148414939959	0.3074064892101091	317.0	95.0	1.81789594053745	0.799079683103155
54951	320	0.3	1.5	0.7	2	0.5	400	400	1.0	290	0.725	0.6792581922605757	0.7664612752889909	0.725	0.0	2.541156834628926	0.2970248027200547	317.0	95.0	1.8170347003154574	0.7438659655726174
54951	320	0.3	1.5	0.7	3	0.0	400	400	1.0	312	0.78	0.7368470079068086	0.8178261072659854	0.78	0.0	2.7513149885967527	0.3134515228713587	320.0	96.0	2.703125	0.8562197543913141
54951	320	0.3	1.5	0.7	3	0.5	400	400	1.0	297	0.7425	0.697484812382584	0.7829017248652822	0.7425	0.0	2.59953059337328	0.2979040813250977	320.0	95.0	2.7053291536050157	0.7718841257100761
54951	320	0.3	1.7	0.4	1	0.0	400	400	1.0	231	0.5775	0.5285810181257037	0.6249445762524805	0.5775	0.0	2.156061438687525	0.24373440978422595	288.0	86.0	1.0	0.4012498353378997
54951	320	0.3	1.7	0.4	2	0.0	400	400	1.0	311	0.7775	0.7342089511162986	0.8155117255281668	0.7775	0.0	2.6949061872793494	0.3022921634726208	317.0	94.5	1.8213166144200628	0.5314890676903548
54951	320	0.3	1.7	0.4	2	0.5	400	400	1.0	280	0.7	0.6533627542224784	0.7428323280438028	0.7	0.0	2.503169136874844	0.2733833025585839	317.0	95.0	1.8201892744479495	0.45492602088434675
54951	320	0.3	1.7	0.4	3	0.0	400	400	1.0	343	0.8575	0.8198370240936099	0.8883616854573682	0.8575	0.0	2.998251374985202	0.33524066212303516	320.0	96.0	2.699059561128527	0.6288822276323228
54951	320	0.3	1.7	0.4	3	0.5	400	400	1.0	307	0.7675	0.7236773296522552	0.8062335928788962	0.7675	0.0	2.6834832402038544	0.29543933401733974	320.0	95.0	2.703125	0.49425151058026784
54951	320	0.3	1.7	0.7	1	0.0	400	400	1.0	347	0.8675	0.8307536803033191	0.897254783360973	0.8675	0.0	3.0921124457906624	0.3685085928878526	288.0	86.0	1.0	0.700306934463978
54951	320	0.3	1.7	0.7	2	0.0	400	400	1.0	384	0.96	0.9360177522821589	0.9752309369302883	0.96	0.0	3.5227731022103077	0.40471561738465	317.0	95.0	1.8176100628930818	0.7966250243402163
54951	320	0.3	1.7	0.7	2	0.5	400	400	1.0	365	0.9125	0.8807392673857086	0.9364130897884968	0.9125	0.0	3.3220913964955945	0.3803509097704474	317.0	95.0	1.8164556962025316	0.7455582969432346
54951	320	0.3	1.7	0.7	3	0.0	400	400	1.0	382	0.955	0.9299952708096761	0.971348541346114	0.955	0.0	3.694998141946694	0.4286520794117283	320.0	96.0	2.7053291536050157	0.859193415911364
54951	320	0.3	1.7	0.7	3	0.5	400	400	1.0	372	0.93	0.9006910535722495	0.9511283733002555	0.93	0.0	3.472898838058182	0.3979851951490139	320.0	95.0	2.703125	0.7713321644131398
54952	120	0.15	1.0	0.4	1	0.0	400	385	0.9625	16	0.04	0.024769063069711758	0.06398224771784103	0.025	0.015	0.09590489248238675	0.024310145734519246	108.0	15.0	1.0	0.40776396367586104
54952	120	0.15	1.0	0.4	2	0.0	400	396	0.99	16	0.04	0.024769063069711758	0.06398224771784103	0.025	0.015	0.09072718006544474	0.0225875220291344	119.0	17.0	1.8220338983050848	0.5393314269118351
54952	120	0.15	1.0	0.4	2	0.5	400	395	0.9875	27	0.0675	0.04680146916375965	0.09642666543540682	0.035	0.0325	0.040213413557960105	0.009309651320752897	119.0	18.0	1.815126050420168	0.46122260604171117
54952	120	0.15	1.0	0.4	3	0.0	400	398	0.995	13	0.0325	0.01908984237880045	0.0548041528237668	0.01	0.0225	0.06425642506745166	0.017507258593178684	120.0	18.0	2.7	0.6279588733353634
54952	120	0.15	1.0	0.4	3	0.5	400	396	0.99	16	0.04	0.024769063069711758	0.06398224771784103	0.025	0.015	-0.05123034507225807	-0.013900740196982148	120.0	18.0	2.7	0.4911976542669138
54952	120	0.15	1.0	0.7	1	0.0	400	387	0.9675	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.026714447684398176	0.007185006589623317	108.0	16.0	1.0	0.7022606747640653
54952	120	0.15	1.0	0.7	2	0.0	400	397	0.9925	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.025032530655641424	0.00656227641187481	119.0	17.0	1.8166666666666667	0.7990102011452116
54952	120	0.15	1.0	0.7	2	0.5	400	396	0.99	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.010018504603431044	0.0027511460045824224	119.0	18.0	1.8158963585434174	0.7427915884753399
54952	120	0.15	1.0	0.7	3	0.0	400	395	0.9875	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	-0.039235851224905784	-0.01004520180996092	120.0	18.0	2.7	0.8542593192868547
54952	120	0.15	1.0	0.7	3	0.5	400	397	0.9925	17	0.0425	0.026701694991131116	0.06700205432475019	0.025	0.0175	0.02742696714181712	0.007434786149334549	120.0	18.0	2.7	0.7701800978976562
54952	120	0.15	1.5	0.4	1	0.0	400	390	0.975	49	0.1225	0.09391315520467675	0.1582686270177171	0.115	0.0075	0.8364284979021015	0.22580563823665684	108.0	16.0	1.0	0.4041553448875404
54952	120	0.15	1.5	0.4	2	0.0	400	397	0.9925	67	0.1675	0.1341055740674824	0.2072201016648248	0.1675	0.0	0.9477034555004046	0.23753516224296697	119.0	18.0	1.8205128205128205	0.5313005729250286
54952	120	0.15	1.5	0.4	2	0.5	400	397	0.9925	69	0.1725	0.13863520728428091	0.2125953455046833	0.1625	0.01	0.8214675494463632	0.2125792897540508	119.0	18.0	1.8220338983050848	0.46122389603433445
54952	120	0.15	1.5	0.4	3	0.0	400	397	0.9925	80	0.2	0.16373705973387687	0.24197031686670106	0.1975	0.0025	1.1786643858945631	0.30440477397432547	120.0	18.0	2.7	0.6327120979108327
54952	120	0.15	1.5	0.4	3	0.5	400	398	0.995	63	0.1575	0.1250811291822658	0.19643479243672732	0.1575	0.0	0.9252959818864889	0.23000202382803506	120.0	18.0	2.7083333333333335	0.48588297503063665
54952	120	0.15	1.5	0.7	1	0.0	400	392	0.98	75	0.1875	0.15228915456130324	0.2286560293976321	0.185	0.0025	1.0675127818900894	0.30215102915040015	108.0	16.0	1.0	0.702415143278861
54952	120	0.15	1.5	0.7	2	0.0	400	397	0.9925	89	0.2225	0.18448827447183322	0.2657910488837013	0.2225	0.0	1.2046130269217494	0.3177449096667075	119.0	18.0	1.8235294117647058	0.799668816402324
54952	120	0.15	1.5	0.7	2	0.5	400	400	1.0	82	0.205	0.16833283817780625	0.24727941547942867	0.2025	0.0025	1.0725522993550851	0.28232171670072553	119.0	18.0	1.815126050420168	0.7497197894742911
54952	120	0.15	1.5	0.7	3	0.0	400	398	0.995	89	0.2225	0.18448827447183322	0.2657910488837013	0.2225	0.0	1.1923741110680637	0.309229185312759	120.0	18.0	2.7	0.8596731927805168
54952	120	0.15	1.5	0.7	3	0.5	400	396	0.99	92	0.23	0.19144383051896455	0.27369280842155563	0.23	0.0	1.1630740138272866	0.30400371572731283	120.0	18.0	2.7083333333333335	0.7731489989530744
54952	120	0.15	1.7	0.4	1	0.0	400	385	0.9625	63	0.1575	0.1250811291822658	0.19643479243672732	0.1575	0.0	1.0308967236615127	0.2685093603058058	108.0	16.0	1.0	0.40356576446687165
54952	120	0.15	1.7	0.4	2	0.0	400	398	0.995	96	0.24	0.20074599691279923	0.284200396141035	0.24	0.0	1.356553831358592	0.3460081589318368	119.0	18.0	1.8212733594089525	0.5308667203276425
54952	120	0.15	1.7	0.4	2	0.5	400	397	0.9925	67	0.1675	0.1341055740674824	0.2072201016648248	0.1675	0.0	1.158418058947086	0.2941960808628805	119.0	18.0	1.8235294117647058	0.4599079893219149
54952	120	0.15	1.7	0.4	3	0.0	400	397	0.9925	113	0.2825	0.24061027235147464	0.32852757568394425	0.2825	0.0	1.3380334472370956	0.35830158813631924	120.0	18.0	2.7058823529411766	0.6240707400874103
54952	120	0.15	1.7	0.4	3	0.5	400	397	0.9925	75	0.1875	0.15228915456130324	0.2286560293976321	0.1875	0.0	1.1637721717401954	0.29003301849475926	120.0	18.0	2.7	0.4936774302035267
54952	120	0.15	1.7	0.7	1	0.0	400	391	0.9775	110	0.275	0.23353872471100914	0.3207418077394244	0.275	0.0	1.3626221012039021	0.37957413924626915	108.0	16.0	1.0	0.7010880776515737
54952	120	0.15	1.7	0.7	2	0.0	400	399	0.9975	133	0.3325	0.2881179581855746	0.38006866041641474	0.3325	0.0	1.5217610303335165	0.40485200740663707	119.0	18.0	1.815126050420168	0.8004150797237165
54952	120	0.15	1.7	0.7	2	0.5	400	397	0.9925	117	0.2925	0.2500620261568489	0.33888557599188407	0.2925	0.0	1.393401762499746	0.3730855970879036	119.0	18.0	1.8220338983050848	0.7471976225229899
54952	120	0.15	1.7	0.7	3	0.0	400	396	0.99	135	0.3375	0.2929016377213044	0.38518985793734206	0.3375	0.0	1.5628966671296745	0.42092487799990513	120.0	18.0	2.7083333333333335	0.8584201639091397
54952	120	0.15	1.7	0.7	3	0.5	400	395	0.9875	133	0.3325	0.2881179581855746	0.38006866041641474	0.33	0.0025	1.5348269816341091	0.410019858726347	120.0	18.0	2.7	0.7699203317348702
54952	120	0.3	1.0	0.4	1	0.0	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0375	0.025	0.04647582278612318	0.008535376452221981	108.0	33.0	1.0	0.3992804807785968
54952	120	0.3	1.0	0.4	2	0.0	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0325	0.0225	0.1183525080755638	0.0206453869244829	119.0	35.0	1.8166666666666667	0.5281154768335625
54952	120	0.3	1.0	0.4	2	0.5	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.025	0.025	-0.02231095737120066	-0.003790614348232935	119.0	35.0	1.8220338983050848	0.4622834088730936
54952	120	0.3	1.0	0.4	3	0.0	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0225	0.0175	-0.03540250879649849	-0.006588188747239266	120.0	36.0	2.707107843137255	0.633680183701105
54952	120	0.3	1.0	0.4	3	0.5	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.015	0.0225	0.04324494196975898	0.009345174940767215	120.0	36.0	2.7	0.49490690045054375
54952	120	0.3	1.0	0.7	1	0.0	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.03	0.0275	-0.09127796791729742	-0.019847315610661494	108.0	32.0	1.0	0.7044108150832066
54952	120	0.3	1.0	0.7	2	0.0	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0225	0.0325	-0.01899705478146891	-0.0033485529247435416	119.0	35.0	1.8166666666666667	0.794654552252791
54952	120	0.3	1.0	0.7	2	0.5	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.02	0.035	-0.022773778156670338	-0.004100946025921429	119.0	36.0	1.815126050420168	0.7403497834258181
54952	120	0.3	1.0	0.7	3	0.0	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0225	0.0175	-0.03566841270294337	-0.007350447000457675	120.0	36.0	2.7	0.8586961375052092
54952	120	0.3	1.0	0.7	3	0.5	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	-0.018323726731948493	-0.0036998436290854473	120.0	36.0	2.7083333333333335	0.7716136928216539
54952	120	0.3	1.5	0.4	1	0.0	400	400	1.0	56	0.14	0.10940962137459034	0.1774392305461032	0.14	0.0	1.0187056916608055	0.1906279127956703	108.0	32.0	1.0	0.40295604802032126
54952	120	0.3	1.5	0.4	2	0.0	400	400	1.0	100	0.25	0.2100790142364741	0.2946771329306741	0.2475	0.0025	1.2507519281216304	0.2267760725078592	119.0	36.0	1.8205128205128205	0.5277237597807314
54952	120	0.3	1.5	0.4	2	0.5	400	400	1.0	79	0.1975	0.1614426641926397	0.23931227387960974	0.1975	0.0	1.216662139837602	0.21748116465910888	119.0	36.0	1.8189655172413792	0.4647655293231149
54952	120	0.3	1.5	0.4	3	0.0	400	400	1.0	129	0.3225	0.27856795807266865	0.3698089064160066	0.3225	0.0	1.4475072262703437	0.26713205111602234	120.0	36.0	2.7	0.6333686920161529
54952	120	0.3	1.5	0.4	3	0.5	400	400	1.0	104	0.26	0.21944164704726868	0.30512425423319367	0.26	0.0	1.2706265899876787	0.22551100654158823	120.0	36.5	2.691666666666667	0.4940891623946254
54952	120	0.3	1.5	0.7	1	0.0	400	400	1.0	114	0.285	0.24297076989988833	0.33111951666385914	0.285	0.0	1.5368802333594613	0.3064541304923329	108.0	33.0	1.0	0.7001404296771487
54952	120	0.3	1.5	0.7	2	0.0	400	400	1.0	149	0.3725	0.3265438629583563	0.4208817720968893	0.3725	0.0	1.625638185768704	0.30787652227558404	119.0	36.0	1.8220338983050848	0.7980937658097967
54952	120	0.3	1.5	0.7	2	0.5	400	400	1.0	125	0.3125	0.2690415608130786	0.35952554956228255	0.3125	0.0	1.4820677693472617	0.28813688645407515	119.0	35.5	1.8235294117647058	0.744704842949994
54952	120	0.3	1.5	0.7	3	0.0	400	400	1.0	158	0.395	0.3483102375425738	0.4436873442676285	0.395	0.0	1.673678266066938	0.3240079839579213	120.0	36.0	2.7	0.8568740873306353
54952	120	0.3	1.5	0.7	3	0.5	400	400	1.0	132	0.33	0.28572827595866784	0.377505904114993	0.33	0.0	1.4402634467120499	0.2715569468596851	120.0	36.0	2.7	0.7711480890866036
54952	120	0.3	1.7	0.4	1	0.0	400	400	1.0	121	0.3025	0.25953936408389566	0.3492179921781514	0.3025	0.0	1.3924501240766594	0.2685026895901551	108.0	32.0	1.0	0.4032674617993136
54952	120	0.3	1.7	0.4	2	0.0	400	400	1.0	131	0.3275	0.2833400429179013	0.37494169862743104	0.3275	0.0	1.5669453992390299	0.2865773839732041	119.0	36.0	1.8205128205128205	0.5339686000333961
54952	120	0.3	1.7	0.4	2	0.5	400	400	1.0	143	0.3575	0.3120927823653414	0.40561822151993315	0.3575	0.0	1.6107462626737803	0.2912516534594657	119.0	36.0	1.8197391688770999	0.4548276547747999
54952	120	0.3	1.7	0.4	3	0.0	400	400	1.0	176	0.44	0.39215426251525537	0.4889872128048602	0.44	0.0	1.8572662857067967	0.33673473075050564	120.0	37.0	2.7	0.6290225632716042
54952	120	0.3	1.7	0.4	3	0.5	400	400	1.0	152	0.38	0.3337874943779953	0.4284954562622359	0.38	0.0	1.5635331291996484	0.2824627048483505	120.0	36.0	2.7083333333333335	0.4836493118653015
54952	120	0.3	1.7	0.7	1	0.0	400	400	1.0	176	0.44	0.39215426251525537	0.4889872128048602	0.44	0.0	1.806374487449645	0.35737196287691975	108.0	32.0	1.0	0.7029485102575469
54952	120	0.3	1.7	0.7	2	0.0	400	400	1.0	230	0.575	0.5260675370904098	0.6225056187594458	0.575	0.0	2.1612362561399374	0.4072320762071752	119.0	36.0	1.8235294117647058	0.8031708694359985
54952	120	0.3	1.7	0.7	2	0.5	400	400	1.0	213	0.5325	0.48352749876023604	0.5808542021080347	0.5325	0.0	2.0488943058149696	0.3884411516228794	119.0	35.0	1.8220338983050848	0.7481733177819275
54952	120	0.3	1.7	0.7	3	0.0	400	400	1.0	246	0.615	0.5664353568701253	0.6613768154329864	0.615	0.0	2.216916706750159	0.4190883927154135	120.0	36.0	2.7083333333333335	0.8576065847639618
54952	120	0.3	1.7	0.7	3	0.5	400	400	1.0	221	0.5525	0.50350210232178	0.6004991067731187	0.5525	0.0	2.080630728638872	0.3904112700021246	120.0	36.0	2.7016949152542376	0.769209466742699
54952	240	0.15	1.0	0.4	1	0.0	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.025	0.045	-0.0051926551737390934	-0.0010373618499058563	216.0	32.0	1.0	0.40445811533014
54952	240	0.15	1.0	0.4	2	0.0	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.025	0.0175	-0.0003090410637182565	-0.00011248881309905895	238.0	35.0	1.8204585076708506	0.5312086042193002
54952	240	0.15	1.0	0.4	2	0.5	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0225	0.045	-0.052926530370576846	-0.010167789054378356	238.0	35.0	1.8170212765957447	0.45898184431706024
54952	240	0.15	1.0	0.4	3	0.0	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.02	0.02	0.03548241393253758	0.0064349754192015215	240.0	36.0	2.699372384937239	0.6258562317223852
54952	240	0.15	1.0	0.4	3	0.5	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	-0.06986143204880262	-0.01320426290141169	240.0	36.0	2.7041666666666666	0.4921018219262435
54952	240	0.15	1.0	0.7	1	0.0	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0325	0.0275	0.10446068209978342	0.020189430847119556	216.0	32.0	1.0	0.7014930810885662
54952	240	0.15	1.0	0.7	2	0.0	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0325	0.0175	-0.003988525562013711	-0.0007886285762270979	238.0	35.0	1.8204585076708506	0.7984687773840369
54952	240	0.15	1.0	0.7	2	0.5	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	0.05230513712450378	0.008701132146499816	238.0	35.0	1.821054964539007	0.7443052557394287
54952	240	0.15	1.0	0.7	3	0.0	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.035	0.035	0.03547555796322306	0.006631458896108097	240.0	36.0	2.702928870292887	0.8562183887451807
54952	240	0.15	1.0	0.7	3	0.5	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.035	0.025	-0.03062030945896281	-0.005875255858690304	240.0	36.0	2.702928870292887	0.7709086846214618
54952	240	0.15	1.5	0.4	1	0.0	400	400	1.0	82	0.205	0.16833283817780625	0.24727941547942867	0.205	0.0	1.0984129307891526	0.2124450668205577	216.0	33.0	1.0	0.4022410707355005
54952	240	0.15	1.5	0.4	2	0.0	400	400	1.0	102	0.255	0.21475670087938903	0.2999043233444163	0.255	0.0	1.3995058689784206	0.25141473233950457	238.0	36.0	1.8197057065504025	0.5305349838382414
54952	240	0.15	1.5	0.4	2	0.5	400	400	1.0	107	0.2675	0.22648238411831478	0.31294083274713314	0.265	0.0025	1.3222605023095584	0.23167804477713397	238.0	35.0	1.8189465659681594	0.45641017889508817
54952	240	0.15	1.5	0.4	3	0.0	400	400	1.0	148	0.37	0.3241319808189903	0.4183412157079268	0.37	0.0	1.604830432769558	0.28447778126293843	240.0	36.0	2.702928870292887	0.631147270473815
54952	240	0.15	1.5	0.4	3	0.5	400	400	1.0	104	0.26	0.21944164704726868	0.30512425423319367	0.26	0.0	1.330005544936696	0.2394078240706337	240.0	36.0	2.7	0.48877461217078566
54952	240	0.15	1.5	0.7	1	0.0	400	400	1.0	138	0.345	0.30008782799282613	0.3928609832508057	0.345	0.0	1.4808053569491695	0.29115108350719915	216.0	32.0	1.0	0.706840387581834
54952	240	0.15	1.5	0.7	2	0.0	400	400	1.0	150	0.375	0.328957079463163	0.4234209941204111	0.375	0.0	1.632302322739962	0.3014193561181958	238.0	35.0	1.8189465659681594	0.7998961124467765
